,what,religion,did,the,french,spread,along,with,their,imperialism,?
as,0.31749409437179565,0.19954398274421692,0.3596470057964325,0.48381632566452026,0.20159029960632324,0.19766707718372345,0.31813573837280273,0.40387406945228577,0.29218852519989014,0.2192956656217575,0.27043893933296204
it,0.45803478360176086,0.24294573068618774,0.2993364930152893,0.6251175999641418,0.18351560831069946,0.2943859398365021,0.23895776271820068,0.3369046747684479,0.3067983090877533,0.1997520625591278,0.25732165575027466
developed,0.15555569529533386,0.11621663719415665,0.24445466697216034,0.24490751326084137,0.17073360085487366,0.3279529809951782,0.16121245920658112,0.257305771112442,0.2307317703962326,0.2730332016944885,0.10763012617826462
",",0.3087472915649414,0.2679629921913147,0.3015086054801941,0.4933079481124878,0.28806620836257935,0.24950742721557617,0.29824912548065186,0.4120737314224243,0.3045167922973633,0.2420617640018463,0.31091248989105225
the,0.42745697498321533,0.2757669985294342,0.34736719727516174,1.0,0.2555147111415863,0.28994160890579224,0.39495137333869934,0.4223487675189972,0.516537070274353,0.2716025412082672,0.22068053483963013
new,0.2130378633737564,0.23045828938484192,0.227974995970726,0.3845241069793701,0.1977054476737976,0.1568112075328827,0.23185831308364868,0.24325589835643768,0.25697171688079834,0.20894093811511993,0.14782847464084625
empire,0.21723191440105438,0.32496997714042664,0.18850058317184448,0.32532164454460144,0.2086276113986969,0.2829723060131073,0.10883931070566177,0.16165103018283844,0.2050197720527649,0.43987444043159485,0.14909450709819794
took,0.1316593885421753,0.15511742234230042,0.42470768094062805,0.31657639145851135,0.12597674131393433,0.17773555219173431,0.18892845511436462,0.1882828176021576,0.2808641493320465,0.167951762676239,0.14109265804290771
on,0.34226128458976746,0.15404590964317322,0.2670976221561432,0.5107308030128479,0.1382952481508255,0.20659995079040527,0.41361382603645325,0.40749499201774597,0.3598666191101074,0.09501302242279053,0.2714994251728058
roles,0.19272974133491516,0.11390578746795654,0.16566745936870575,0.20862428843975067,0.12106358259916306,0.08007894456386566,0.16890306770801544,0.14515557885169983,0.1714637726545334,0.1338144987821579,0.1763966977596283
of,0.33290785551071167,0.30360451340675354,0.2513895630836487,0.733189046382904,0.19450366497039795,0.2895529866218567,0.34889817237854004,0.41827285289764404,0.4329940676689148,0.29240643978118896,0.1826142966747284
trade,0.1555381417274475,0.2172366976737976,0.16199031472206116,0.2681608200073242,0.12522144615650177,0.22637532651424408,0.3211233615875244,0.2465960830450058,0.20305249094963074,0.30227598547935486,0.09336511790752411
with,0.2464839518070221,0.15827436745166779,0.25472134351730347,0.4223487675189972,0.1637353003025055,0.1960212141275406,0.47997185587882996,0.9999999403953552,0.4258328378200531,0.16891896724700928,0.2433311939239502
france,0.17793065309524536,0.24310240149497986,0.2138325721025467,0.35517507791519165,0.5492131114006042,0.1583498865365982,0.15814462304115295,0.20020143687725067,0.18637089431285858,0.23769359290599823,0.15069349110126495
",",0.3087472915649414,0.2679629921913147,0.3015086054801941,0.4933079481124878,0.28806620836257935,0.24950742721557617,0.29824912548065186,0.4120737314224243,0.3045167922973633,0.2420617640018463,0.31091248989105225
supplying,0.26363927125930786,0.08456505835056305,0.23110663890838623,0.338356077671051,0.13553093373775482,0.2219671756029129,0.11859127879142761,0.30218636989593506,0.30163392424583435,0.18062247335910797,0.1387658268213272
raw,0.20949527621269226,0.09880971163511276,0.12576249241828918,0.22270290553569794,0.08001945167779922,0.16484658420085907,0.15978671610355377,0.28174158930778503,0.22677230834960938,0.12159767001867294,0.18978875875473022
materials,0.21012352406978607,0.20365801453590393,0.1867644190788269,0.22837378084659576,0.11583859473466873,0.1706818789243698,0.19266383349895477,0.1993885636329651,0.2856443524360657,0.2007620930671692,0.1301651895046234
and,0.31309178471565247,0.2620435655117035,0.34479495882987976,0.5171257257461548,0.32751965522766113,0.2815358638763428,0.4213258922100067,0.5477725267410278,0.45114588737487793,0.19073538482189178,0.20544172823429108
purchasing,0.23366789519786835,0.1564718633890152,0.20166154205799103,0.2221633493900299,0.14193196594715118,0.20052345097064972,0.13183645904064178,0.22385987639427185,0.2818542718887329,0.24022233486175537,0.13069698214530945
manufactured,0.14394399523735046,0.07509046792984009,0.177237868309021,0.19734008610248566,0.10204270482063293,0.18385249376296997,0.14302343130111694,0.22415292263031006,0.20869538187980652,0.20414136350154877,0.12339863181114197
items,0.23242159187793732,0.13129432499408722,0.1239788681268692,0.23580949008464813,0.12319909036159515,0.1928861290216446,0.17413635551929474,0.22310049831867218,0.30682501196861267,0.11307529360055923,0.19807128608226776
",",0.3087472915649414,0.2679629921913147,0.3015086054801941,0.4933079481124878,0.28806620836257935,0.24950742721557617,0.29824912548065186,0.4120737314224243,0.3045167922973633,0.2420617640018463,0.31091248989105225
as,0.31749409437179565,0.19954398274421692,0.3596470057964325,0.48381632566452026,0.20159029960632324,0.19766707718372345,0.31813573837280273,0.40387406945228577,0.29218852519989014,0.2192956656217575,0.27043893933296204
well,0.4154493808746338,0.19772815704345703,0.4341743588447571,0.42630070447921753,0.2028287649154663,0.2722392976284027,0.3203338384628296,0.37264955043792725,0.356689989566803,0.2120748907327652,0.24815571308135986
as,0.31749409437179565,0.19954398274421692,0.3596470057964325,0.48381632566452026,0.20159029960632324,0.19766707718372345,0.31813573837280273,0.40387406945228577,0.29218852519989014,0.2192956656217575,0.27043893933296204
lending,0.26261839270591736,0.22070810198783875,0.24076297879219055,0.34151455760002136,0.17167624831199646,0.186806321144104,0.22317025065422058,0.3364943861961365,0.3627663850784302,0.3468257486820221,0.1219470202922821
prestige,0.12985387444496155,0.20794561505317688,0.1740143597126007,0.3049629330635071,0.1959008276462555,0.13205352425575256,0.1533755511045456,0.23452021181583405,0.2446831613779068,0.24657142162322998,0.10047686100006104
to,0.455847829580307,0.272845596075058,0.4452643394470215,0.535392165184021,0.1713797152042389,0.2748686373233795,0.2976071536540985,0.4239959120750427,0.44619059562683105,0.21685542166233063,0.29463258385658264
the,0.42745697498321533,0.2757669985294342,0.34736719727516174,1.0,0.2555147111415863,0.28994160890579224,0.39495137333869934,0.4223487675189972,0.516537070274353,0.2716025412082672,0.22068053483963013
motherland,0.21061912178993225,0.20037803053855896,0.15283255279064178,0.23453179001808167,0.21206657588481903,0.2036920040845871,0.10553433001041412,0.18675324320793152,0.23500916361808777,0.259227991104126,0.17407770454883575
and,0.31309178471565247,0.2620435655117035,0.34479495882987976,0.5171257257461548,0.32751965522766113,0.2815358638763428,0.4213258922100067,0.5477725267410278,0.45114588737487793,0.19073538482189178,0.20544172823429108
spreading,0.29376479983329773,0.24434992671012878,0.19670341908931732,0.3464648723602295,0.12029320001602173,0.835309624671936,0.25172582268714905,0.25914886593818665,0.22531647980213165,0.2220892459154129,0.18905867636203766
french,0.17393042147159576,0.16959980130195618,0.1584041714668274,0.2555147111415863,1.0000001192092896,0.12925733625888824,0.08793354034423828,0.1637353003025055,0.18787698447704315,0.25587326288223267,0.1386883556842804
civilization,0.2616437077522278,0.3606417179107666,0.14278197288513184,0.3128751516342163,0.0975959375500679,0.29514366388320923,0.19588568806648254,0.16486921906471252,0.19621706008911133,0.3986440598964691,0.17937326431274414
and,0.31309178471565247,0.2620435655117035,0.34479495882987976,0.5171257257461548,0.32751965522766113,0.2815358638763428,0.4213258922100067,0.5477725267410278,0.45114588737487793,0.19073538482189178,0.20544172823429108
language,0.28220435976982117,0.41145044565200806,0.1788339912891388,0.30198320746421814,0.27161145210266113,0.18258380889892578,0.08346110582351685,0.18017911911010742,0.2100761979818344,0.262617826461792,0.25349316000938416
as,0.31749409437179565,0.19954398274421692,0.3596470057964325,0.48381632566452026,0.20159029960632324,0.19766707718372345,0.31813573837280273,0.40387406945228577,0.29218852519989014,0.2192956656217575,0.27043893933296204
well,0.4154493808746338,0.19772815704345703,0.4341743588447571,0.42630070447921753,0.2028287649154663,0.2722392976284027,0.3203338384628296,0.37264955043792725,0.356689989566803,0.2120748907327652,0.24815571308135986
as,0.31749409437179565,0.19954398274421692,0.3596470057964325,0.48381632566452026,0.20159029960632324,0.19766707718372345,0.31813573837280273,0.40387406945228577,0.29218852519989014,0.2192956656217575,0.27043893933296204
catholicism,0.23693913221359253,0.6328781247138977,0.23262101411819458,0.2436220645904541,0.22858871519565582,0.2658327519893646,0.1771242320537567,0.16949281096458435,0.22172826528549194,0.43631234765052795,0.2233523428440094
.,0.3567904531955719,0.28897368907928467,0.35288307070732117,0.5934505462646484,0.2480926215648651,0.2690257728099823,0.27491724491119385,0.4446153938770294,0.34427863359451294,0.22279119491577148,0.4130953550338745
