,how,far,from,the,yard,is,the,quad,located,?
the,0.33890387415885925,0.38564538955688477,0.40150508284568787,1.0,0.22634266316890717,0.5823672413825989,1.0,0.17496131360530853,0.407527357339859,0.22068053483963013
other,0.3591516315937042,0.2934705317020416,0.30141791701316833,0.44152235984802246,0.0874888077378273,0.25895947217941284,0.44152235984802246,0.1699424684047699,0.15855982899665833,0.24682199954986572
three,0.23807744681835175,0.21564015746116638,0.22603893280029297,0.43452659249305725,0.2024693489074707,0.23072560131549835,0.43452659249305725,0.140950009226799,0.22259211540222168,0.20928427577018738
are,0.311818927526474,0.30228713154792786,0.2674213647842407,0.40399202704429626,0.12394832819700241,0.5330929756164551,0.40399202704429626,0.14249959588050842,0.24096766114234924,0.24591213464736938
located,0.09566320478916168,0.20421364903450012,0.2290649116039276,0.407527357339859,0.20656007528305054,0.35717159509658813,0.407527357339859,0.23299558460712433,1.0,0.08983194828033447
in,0.2601168751716614,0.2599720060825348,0.4274188280105591,0.6662389636039734,0.16734865307807922,0.5394441485404968,0.6662389636039734,0.21451547741889954,0.35149815678596497,0.20430970191955566
a,0.29312583804130554,0.21638330817222595,0.322764128446579,0.5829201340675354,0.20629099011421204,0.658733606338501,0.5829201340675354,0.21641480922698975,0.2605401277542114,0.23916715383529663
residential,0.11582820117473602,0.16330569982528687,0.20925003290176392,0.25597885251045227,0.2692517936229706,0.25022104382514954,0.25597885251045227,0.26366621255874634,0.33143290877342224,0.08603290468454361
neighborhood,0.1466134935617447,0.1947508156299591,0.19324041903018951,0.20152483880519867,0.30531802773475647,0.20414865016937256,0.20152483880519867,0.2438092976808548,0.2861720621585846,0.048473283648490906
half,0.19052551686763763,0.21682442724704742,0.18109360337257385,0.3189295828342438,0.09399369359016418,0.2514667510986328,0.3189295828342438,0.14569206535816193,0.19498272240161896,0.07471233606338501
a,0.29312583804130554,0.21638330817222595,0.322764128446579,0.5829201340675354,0.20629099011421204,0.658733606338501,0.5829201340675354,0.21641480922698975,0.2605401277542114,0.23916715383529663
mile,0.14129145443439484,0.2239835262298584,0.18132376670837402,0.20835919678211212,0.36290574073791504,0.21025077998638153,0.20835919678211212,0.21857742965221405,0.30033639073371887,0.11426067352294922
northwest,0.17998690903186798,0.24684472382068634,0.19979038834571838,0.3162118196487427,0.16163630783557892,0.23487883806228638,0.3162118196487427,0.14910496771335602,0.4156947731971741,0.15228797495365143
of,0.2480744868516922,0.3005201518535614,0.4249346852302551,0.733189046382904,0.14137893915176392,0.4854315221309662,0.733189046382904,0.2039557248353958,0.32520920038223267,0.1826142966747284
the,0.33890387415885925,0.38564538955688477,0.40150508284568787,1.0,0.22634266316890717,0.5823672413825989,1.0,0.17496131360530853,0.407527357339859,0.22068053483963013
yard,0.15072651207447052,0.09361054003238678,0.15320360660552979,0.22634266316890717,1.0000001192092896,0.15102696418762207,0.22634266316890717,0.13461357355117798,0.20656007528305054,0.06376948207616806
at,0.2154216170310974,0.21888896822929382,0.3447161316871643,0.457212895154953,0.17425815761089325,0.25906258821487427,0.457212895154953,0.21106037497520447,0.3688831031322479,0.21978627145290375
the,0.33890387415885925,0.38564538955688477,0.40150508284568787,1.0,0.22634266316890717,0.5823672413825989,1.0,0.17496131360530853,0.407527357339859,0.22068053483963013
quadrangle,0.1048693060874939,0.165654718875885,0.18205136060714722,0.2833738923072815,0.21228447556495667,0.19594280421733856,0.2833738923072815,0.5390980243682861,0.30296340584754944,0.09862545877695084
(,0.1676948219537735,0.20085982978343964,0.25806233286857605,0.33289089798927307,0.09035219252109528,0.35393038392066956,0.33289089798927307,0.10646741092205048,0.21025894582271576,0.40561532974243164
commonly,0.13615790009498596,0.12998268008232117,0.18040411174297333,0.2974449694156647,0.15253277122974396,0.3994327187538147,0.2974449694156647,0.0857272520661354,0.1954670399427414,0.13546277582645416
referred,0.11086995154619217,0.17811039090156555,0.2135668396949768,0.3088674545288086,0.14520621299743652,0.3144040107727051,0.3088674545288086,0.185440793633461,0.31812766194343567,0.06677805632352829
to,0.44169697165489197,0.3375735878944397,0.4069952368736267,0.535392165184021,0.15160483121871948,0.42745086550712585,0.535392165184021,0.1911090761423111,0.20850814878940582,0.29463258385658264
as,0.33782753348350525,0.36748984456062317,0.3251767158508301,0.48381632566452026,0.20246511697769165,0.43216490745544434,0.48381632566452026,0.1915706843137741,0.20928777754306793,0.27043893933296204
the,0.33890387415885925,0.38564538955688477,0.40150508284568787,1.0,0.22634266316890717,0.5823672413825989,1.0,0.17496131360530853,0.407527357339859,0.22068053483963013
quad,0.13709290325641632,0.1201450526714325,0.17937299609184265,0.17496131360530853,0.13461357355117798,0.17396022379398346,0.17496131360530853,1.0,0.23299558460712433,0.07845856249332428
),0.17939934134483337,0.20805810391902924,0.2672361731529236,0.3456730246543884,0.09798729419708252,0.37732169032096863,0.3456730246543884,0.11158384382724762,0.19755883514881134,0.42300865054130554
",",0.22659391164779663,0.346853643655777,0.39760664105415344,0.4933079481124878,0.10565341264009476,0.4691906273365021,0.4933079481124878,0.17764444649219513,0.2678719460964203,0.31091248989105225
which,0.4852597713470459,0.26849839091300964,0.38755592703819275,0.6521818041801453,0.20242556929588318,0.4457404911518097,0.6521818041801453,0.2025732398033142,0.29797419905662537,0.25814583897590637
formerly,0.04030776023864746,0.14375843107700348,0.20008546113967896,0.2854805290699005,0.11436247080564499,0.3130042850971222,0.2854805290699005,0.1799333691596985,0.303516149520874,0.0843876302242279
housed,0.12867292761802673,0.14726245403289795,0.19685617089271545,0.320347398519516,0.26981478929519653,0.2203386425971985,0.320347398519516,0.2215055227279663,0.3951702415943146,0.08815091848373413
radcliffe,0.1386384665966034,0.13185809552669525,0.15856723487377167,0.22010628879070282,0.2254818230867386,0.18399563431739807,0.22010628879070282,0.12631294131278992,0.08057405054569244,0.06297651678323746
college,0.138996884226799,0.13325272500514984,0.19399894773960114,0.19751401245594025,0.1857561320066452,0.15433147549629211,0.19751401245594025,0.22801397740840912,0.20386630296707153,0.11076676845550537
students,0.25370386242866516,0.1942451298236847,0.20272988080978394,0.25268980860710144,0.10206849128007889,0.2124544233083725,0.25268980860710144,0.2330942302942276,0.2048903852701187,0.18017297983169556
until,0.1887991726398468,0.24209903180599213,0.3746030032634735,0.37191009521484375,0.16126814484596252,0.23065046966075897,0.37191009521484375,0.1557231843471527,0.13810834288597107,0.20304496586322784
radcliffe,0.1386384665966034,0.13185809552669525,0.15856723487377167,0.22010628879070282,0.2254818230867386,0.18399563431739807,0.22010628879070282,0.12631294131278992,0.08057405054569244,0.06297651678323746
merged,0.019558725878596306,0.10961783677339554,0.13471098244190216,0.22961698472499847,0.10011379420757294,0.15078656375408173,0.22961698472499847,0.12779200077056885,0.1984802633523941,0.16063673794269562
its,0.22449488937854767,0.2760116159915924,0.32706040143966675,0.559237003326416,0.15484485030174255,0.4447362422943115,0.559237003326416,0.13585630059242249,0.3198530077934265,0.15103481709957123
residential,0.11582820117473602,0.16330569982528687,0.20925003290176392,0.25597885251045227,0.2692517936229706,0.25022104382514954,0.25597885251045227,0.26366621255874634,0.33143290877342224,0.08603290468454361
system,0.282820463180542,0.19374704360961914,0.22092437744140625,0.3233085572719574,0.1444348841905594,0.2282046526670456,0.3233085572719574,0.18345686793327332,0.23046575486660004,0.15556083619594574
with,0.3525622487068176,0.2511198818683624,0.26272761821746826,0.4223487675189972,0.12714087963104248,0.3250955045223236,0.4223487675189972,0.23536880314350128,0.12990716099739075,0.2433311939239502
harvard,0.19650645554065704,0.1712965965270996,0.2288978099822998,0.24496200680732727,0.2091870754957199,0.15387701988220215,0.24496200680732727,0.1478503942489624,0.1552211195230484,0.11685016006231308
.,0.3287222981452942,0.3168189823627472,0.41536515951156616,0.5934505462646484,0.13538575172424316,0.4569662809371948,0.5934505462646484,0.17129746079444885,0.28226932883262634,0.4130953550338745
