,who,conducted,this,survey,?
a,0.36608949303627014,0.1929338276386261,0.5422310829162598,0.21044449508190155,0.23916715383529663
study,0.21352694928646088,0.287423312664032,0.2858332097530365,0.4330132007598877,0.15902167558670044
by,0.39727845788002014,0.2579965889453888,0.38438332080841064,0.1985398381948471,0.17966607213020325
the,0.3733934462070465,0.25795331597328186,0.6274310946464539,0.2448187917470932,0.22068053483963013
american,0.3093835413455963,0.17104394733905792,0.21639271080493927,0.1428857296705246,0.18877598643302917
association,0.18668070435523987,0.11571350693702698,0.15775974094867706,0.1978505700826645,0.1542656421661377
of,0.2827862501144409,0.22415050864219666,0.45148900151252747,0.2532391846179962,0.1826142966747284
university,0.2115909904241562,0.2205585092306137,0.16441507637500763,0.24653245508670807,0.11887256056070328
women,0.3193221390247345,0.15799535810947418,0.20820912718772888,0.17936518788337708,0.1616753786802292
reported,0.2103302925825119,0.287930428981781,0.17576971650123596,0.2816523313522339,0.16150116920471191
that,0.45444270968437195,0.1819024682044983,0.6909449696540833,0.20720824599266052,0.32716336846351624
9.6,-0.01637590117752552,0.033716872334480286,-0.06324844062328339,-0.034280139952898026,-0.01760668307542801
%,0.15813837945461273,0.07058076560497284,0.2505219876766205,0.2803715467453003,0.21441808342933655
of,0.2827862501144409,0.22415050864219666,0.45148900151252747,0.2532391846179962,0.1826142966747284
students,0.3510516881942749,0.262800931930542,0.2299622893333435,0.26248034834861755,0.18017297983169556
in,0.2792111933231354,0.31342044472694397,0.45205554366111755,0.2121916115283966,0.20430970191955566
the,0.3733934462070465,0.25795331597328186,0.6274310946464539,0.2448187917470932,0.22068053483963013
united,0.21193812787532806,0.2198900729417801,0.23579099774360657,0.25384148955345154,0.17266890406608582
states,0.21313154697418213,0.20109960436820984,0.2684851288795471,0.24878612160682678,0.16272737085819244
claim,0.26877546310424805,0.11510598659515381,0.30759197473526,0.21800857782363892,0.2665664851665497
to,0.42656609416007996,0.2032870501279831,0.5759071707725525,0.20227667689323425,0.29463258385658264
have,0.39246654510498047,0.17665614187717438,0.4660032093524933,0.27353259921073914,0.32991164922714233
received,0.20717638731002808,0.2892208397388458,0.20936720073223114,0.15381743013858795,0.11905962228775024
unwanted,0.2336215078830719,0.13231095671653748,0.41916337609291077,0.1459861695766449,0.23500210046768188
sexual,0.2625817656517029,0.17375972867012024,0.2831343412399292,0.19014374911785126,0.1814439743757248
attention,0.33245593309402466,0.19548587501049042,0.35160312056541443,0.21286404132843018,0.19994445145130157
from,0.27839982509613037,0.12328525632619858,0.3469814360141754,0.13682818412780762,0.19969791173934937
an,0.2848317325115204,0.12335710227489471,0.41881775856018066,0.15324656665325165,0.19793890416622162
adult,0.2506396472454071,0.06525630503892899,0.24274705350399017,0.13934393227100372,0.14439715445041656
associated,0.1752842664718628,0.19405122101306915,0.27648818492889404,0.13148850202560425,0.1453326791524887
with,0.3282766342163086,0.2037583589553833,0.36358317732810974,0.11204589158296585,0.2433311939239502
education,0.2051982581615448,0.20769979059696198,0.17015472054481506,0.2864592373371124,0.18067774176597595
;,0.007937713526189327,0.07943657785654068,0.062140218913555145,0.10453241318464279,0.10349778085947037
be,0.3371641933917999,0.1521461009979248,0.566177248954773,0.19075505435466766,0.3324260413646698
they,0.47879111766815186,0.21838022768497467,0.4273154139518738,0.17924995720386505,0.2753053903579712
a,0.36608949303627014,0.1929338276386261,0.5422310829162598,0.21044449508190155,0.23916715383529663
volunteer,0.35044875741004944,0.2287035584449768,0.24203868210315704,0.29409611225128174,0.2021704763174057
",",0.3365725874900818,0.23980332911014557,0.4316047728061676,0.1886570006608963,0.31091248989105225
bus,0.1220356747508049,0.11048737913370132,0.13892212510108948,0.13024413585662842,0.10113320499658585
driver,0.20910918712615967,0.16752934455871582,0.18294726312160492,0.09436485916376114,0.13817551732063293
",",0.3365725874900818,0.23980332911014557,0.4316047728061676,0.1886570006608963,0.31091248989105225
teacher,0.35707929730415344,0.19818715751171112,0.15561269223690033,0.1784244030714035,0.1797819435596466
",",0.3365725874900818,0.23980332911014557,0.4316047728061676,0.1886570006608963,0.31091248989105225
administrator,0.29738950729370117,0.22032682597637177,0.2879053056240082,0.12229891121387482,0.2915230691432953
or,0.31144875288009644,0.12620843946933746,0.4406825602054596,0.18573051691055298,0.32389625906944275
other,0.3612329661846161,0.14280126988887787,0.43044695258140564,0.13355033099651337,0.24682199954986572
adult,0.2506396472454071,0.06525630503892899,0.24274705350399017,0.13934393227100372,0.14439715445041656
;,0.007937713526189327,0.07943657785654068,0.062140218913555145,0.10453241318464279,0.10349778085947037
sometime,0.37177520990371704,0.12254118919372559,0.3555518686771393,0.212315171957016,0.23972325026988983
during,0.30551859736442566,0.3315922021865845,0.34351885318756104,0.14899013936519623,0.1325719803571701
their,0.3767721951007843,0.21908636391162872,0.40095847845077515,0.15060214698314667,0.1898253709077835
educational,0.21837118268013,0.24437810480594635,0.1991419792175293,0.3369819223880768,0.20904642343521118
career,0.21169690787792206,0.20159226655960083,0.16351760923862457,0.1332131326198578,0.1300809234380722
.,0.3541337847709656,0.1726469248533249,0.500583827495575,0.2349633425474167,0.4130953550338745
