,how,many,actors,have,played,doctor,who,?
twelve,0.18371286988258362,0.29723310470581055,0.13706916570663452,0.2625714838504791,0.18791945278644562,0.09483025223016739,0.22181583940982819,0.06192852556705475
actors,0.11401520669460297,0.2983720302581787,1.0,0.21615436673164368,0.23463602364063263,0.14469687640666962,0.2542370557785034,0.16258424520492554
have,0.4370637536048889,0.5841760635375977,0.21615436673164368,0.9999999403953552,0.16157019138336182,0.17649078369140625,0.39246654510498047,0.32991164922714233
headlined,0.1742049753665924,0.26954665780067444,0.1302684247493744,0.177649587392807,0.2852141857147217,0.14315368235111237,0.15209026634693146,0.26601076126098633
the,0.33890387415885925,0.4335206151008606,0.27470633387565613,0.40389683842658997,0.2603478729724884,0.2820442318916321,0.3733934462070465,0.22068053483963013
series,0.17967022955417633,0.2703429162502289,0.20640483498573303,0.20911821722984314,0.30888867378234863,0.2712797522544861,0.21484537422657013,0.1709602326154709
as,0.33782753348350525,0.4070141911506653,0.18811023235321045,0.37788212299346924,0.27623358368873596,0.17422905564308167,0.3923053741455078,0.27043893933296204
the,0.33890387415885925,0.4335206151008606,0.27470633387565613,0.40389683842658997,0.2603478729724884,0.2820442318916321,0.3733934462070465,0.22068053483963013
doctor,0.2004029005765915,0.18319568037986755,0.14469687640666962,0.17649078369140625,0.20600740611553192,0.9999999403953552,0.3504868149757385,0.1462511420249939
.,0.3287222981452942,0.3974229395389557,0.2096177339553833,0.41614407300949097,0.2876244783401489,0.22361043095588684,0.3541337847709656,0.4130953550338745
