,when,did,luther,and,his,wife,live,?
luther,0.14516782760620117,0.23667675256729126,1.0,0.20796556770801544,0.27093374729156494,0.22566832602024078,0.08874321728944778,0.1732746809720993
and,0.4716290831565857,0.34479495882987976,0.20796556770801544,1.0,0.4234102666378021,0.284628689289093,0.29040172696113586,0.20544172823429108
his,0.37120407819747925,0.3546801507472992,0.27093374729156494,0.4234102666378021,0.9999998807907104,0.4532906115055084,0.16446785628795624,0.18075084686279297
wife,0.2096073478460312,0.23308776319026947,0.22566832602024078,0.284628689289093,0.4532906115055084,1.0000001192092896,0.11389448493719101,0.19987250864505768
moved,0.33581581711769104,0.27509647607803345,0.10343330353498459,0.2855120301246643,0.2717689573764801,0.23671281337738037,0.25390201807022095,0.15112607181072235
into,0.389646977186203,0.14888085424900055,0.12939998507499695,0.36597734689712524,0.22944098711013794,0.13222159445285797,0.14913488924503326,0.15662476420402527
a,0.44397395849227905,0.2552328109741211,0.17967689037322998,0.3739250600337982,0.3497250974178314,0.15953688323497772,0.21948647499084473,0.23916715383529663
former,0.1756535917520523,0.0988369733095169,0.14328892529010773,0.2516189515590668,0.23417142033576965,0.24821911752223969,0.07268943637609482,0.10570605844259262
monastery,0.17995789647102356,0.14108262956142426,0.24846459925174713,0.19517186284065247,0.22866666316986084,0.18342933058738708,0.154718816280365,0.11713293194770813
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.6633074283599854,0.3378419280052185,0.27755871415138245,0.29754534363746643,0.31091248989105225
``,0.07174111902713776,-0.029888948425650597,-0.013964727520942688,0.036644238978624344,0.008275155909359455,0.04050786420702934,-0.03351626545190811,0.0685480609536171
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.5171257257461548,0.4394008219242096,0.18555577099323273,0.2995128035545349,0.22068053483963013
black,0.1860525906085968,0.14310608804225922,0.12267450243234634,0.24407927691936493,0.19847579300403595,0.12882636487483978,0.16676391661167145,0.15159966051578522
cloister,0.22693802416324615,0.10100279748439789,0.24050062894821167,0.23098284006118774,0.2713569104671478,0.2504739463329315,0.14203809201717377,0.13987712562084198
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.6633074283599854,0.3378419280052185,0.27755871415138245,0.29754534363746643,0.31091248989105225
'',-0.07688097655773163,0.01978493109345436,-0.04572787508368492,0.021612688899040222,0.016508836299180984,-0.053916607052087784,0.005379496142268181,0.018684765323996544
a,0.44397395849227905,0.2552328109741211,0.17967689037322998,0.3739250600337982,0.3497250974178314,0.15953688323497772,0.21948647499084473,0.23916715383529663
wedding,0.19342458248138428,0.20019881427288055,0.21898579597473145,0.18421560525894165,0.265817791223526,0.4032072424888611,0.1491215080022812,0.13745874166488647
present,0.20709340274333954,0.1261267513036728,0.10244696587324142,0.2790124714374542,0.12888593971729279,0.12430403381586075,0.2302168756723404,0.21759982407093048
from,0.405669629573822,0.20248863101005554,0.10716932266950607,0.3601827025413513,0.3195365369319916,0.1685352623462677,0.19593046605587006,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.5171257257461548,0.4394008219242096,0.18555577099323273,0.2995128035545349,0.22068053483963013
new,0.257220059633255,0.227974995970726,0.14555130898952484,0.31402453780174255,0.24132801592350006,0.10984496772289276,0.2089664489030838,0.14782847464084625
elector,0.23022955656051636,0.23126348853111267,0.23163655400276184,0.24820923805236816,0.22397859394550323,0.35680001974105835,0.16998262703418732,0.18877160549163818
john,0.20069552958011627,0.18785913288593292,0.3108772039413452,0.21634717285633087,0.288114070892334,0.2496127337217331,0.10526476055383682,0.13162356615066528
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.5171257257461548,0.4394008219242096,0.18555577099323273,0.2995128035545349,0.22068053483963013
steadfast,0.2955114543437958,0.2632462680339813,0.24114476144313812,0.38959550857543945,0.3849729597568512,0.2531702220439911,0.17123191058635712,0.18102973699569702
(,0.2459595799446106,0.18979617953300476,0.1677781045436859,0.4862271547317505,0.16098198294639587,0.15391512215137482,0.20015591382980347,0.40561532974243164
1525–32,0.0876479223370552,0.04878481850028038,-0.04916542023420334,0.05960278958082199,-0.034417446702718735,-0.13283692300319672,-0.029549015685915947,0.1283474713563919
),0.2538422644138336,0.18584993481636047,0.18587662279605865,0.4961937665939331,0.18606403470039368,0.16176708042621613,0.20233401656150818,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.24907569587230682,0.588965117931366,0.3119256794452667,0.24426577985286713,0.32964062690734863,0.4130953550338745
