,where,have,herbivorous,fishes,been,seen,feeding,on,gelatinous,zooplankton,?
this,0.4012809097766876,0.4660032093524933,0.3035455346107483,0.27698320150375366,0.3736515939235687,0.3374632000923157,0.3023591637611389,0.4193967580795288,0.2755117118358612,0.25758424401283264,0.3155723512172699
is,0.3586711287498474,0.3613572418689728,0.17839717864990234,0.3076114356517792,0.39566612243652344,0.2670730948448181,0.21016475558280945,0.3635730445384979,0.264481782913208,0.26458629965782166,0.22961433231830597
underlined,0.2809107005596161,0.3999784588813782,0.2769297659397125,0.13574661314487457,0.29872316122055054,0.32302412390708923,0.22701798379421234,0.22352683544158936,0.2973284125328064,0.18548595905303955,0.34272581338882446
by,0.2641284465789795,0.3359639644622803,0.14216305315494537,0.16983771324157715,0.39107078313827515,0.22616511583328247,0.18619513511657715,0.33887791633605957,0.24851614236831665,0.16522619128227234,0.17966607213020325
an,0.24824833869934082,0.22897054255008698,0.19074425101280212,0.1308857947587967,0.24947525560855865,0.21776726841926575,0.1496533751487732,0.3192969560623169,0.15404200553894043,0.17955084145069122,0.19793890416622162
observation,0.1585160344839096,0.29568150639533997,0.21095949411392212,0.22554489970207214,0.19858215749263763,0.34590765833854675,0.28242963552474976,0.2853553593158722,0.1997353732585907,0.24367427825927734,0.15791697800159454
of,0.38066378235816956,0.3802283704280853,0.25179392099380493,0.30366116762161255,0.31685134768486023,0.28639769554138184,0.2187827229499817,0.3966929316520691,0.27242663502693176,0.2553991377353668,0.1826142966747284
herbivorous,0.11623290181159973,0.3088507056236267,1.0000001192092896,0.40707477927207947,0.21759440004825592,0.21580159664154053,0.5421333909034729,0.15711909532546997,0.46944889426231384,0.5449423789978027,0.1606079339981079
fishes,0.15925775468349457,0.27464041113853455,0.40707477927207947,0.9999999403953552,0.22595451772212982,0.22930264472961426,0.4626368284225464,0.194545716047287,0.46063926815986633,0.5747593641281128,0.2000686526298523
deliberately,0.3201926052570343,0.35077396035194397,0.20379215478897095,0.13889044523239136,0.36280858516693115,0.25746452808380127,0.22726547718048096,0.20107139647006989,0.23880477249622345,0.12200344353914261,0.20593561232089996
feeding,0.19122225046157837,0.2816201150417328,0.5421333909034729,0.4626368284225464,0.2532285153865814,0.24359703063964844,0.9999998807907104,0.2516036927700043,0.32640379667282104,0.5591071844100952,0.1769361048936844
on,0.37630224227905273,0.36494916677474976,0.15711909532546997,0.194545716047287,0.29937630891799927,0.27378544211387634,0.2516036927700043,0.9999999403953552,0.17086049914360046,0.21855071187019348,0.2714994251728058
gelatinous,0.18764998018741608,0.3874933421611786,0.46944889426231384,0.46063926815986633,0.29130494594573975,0.23706524074077606,0.32640379667282104,0.17086049914360046,1.0,0.47414466738700867,0.17941416800022125
zooplankton,0.2068602740764618,0.33663782477378845,0.5449423789978027,0.5747593641281128,0.2562289834022522,0.2626904845237732,0.5591071844100952,0.21855071187019348,0.47414466738700867,1.0000001192092896,0.21452854573726654
during,0.3543127477169037,0.27574852108955383,0.21413812041282654,0.2363760769367218,0.3273974359035492,0.25113341212272644,0.22906312346458435,0.3347817361354828,0.22479578852653503,0.23053474724292755,0.1325719803571701
blooms,0.15786731243133545,0.2780681252479553,0.3335474133491516,0.32256290316581726,0.19347065687179565,0.23163586854934692,0.3532811403274536,0.19327068328857422,0.39697974920272827,0.517946183681488,0.1658877432346344
in,0.5344807505607605,0.36843645572662354,0.22007177770137787,0.23867948353290558,0.3515113592147827,0.28402701020240784,0.20608384907245636,0.46853652596473694,0.21215426921844482,0.24878527224063873,0.20430970191955566
the,0.5003893971443176,0.40389683842658997,0.28700461983680725,0.29045408964157104,0.3563927710056305,0.3442007005214691,0.27616533637046814,0.5107308030128479,0.23073269426822662,0.2539597749710083,0.22068053483963013
red,0.22026731073856354,0.2217920422554016,0.1517609804868698,0.14511509239673615,0.18930815160274506,0.19140425324440002,0.15348874032497406,0.22689273953437805,0.27058377861976624,0.22791104018688202,0.1495664119720459
sea,0.18630823493003845,0.19277073442935944,0.2629273533821106,0.38631102442741394,0.1618814766407013,0.19642119109630585,0.284952849149704,0.2444533258676529,0.22754259407520294,0.47593626379966736,0.15551945567131042
.,0.41390106081962585,0.41614407300949097,0.21032670140266418,0.24542681872844696,0.33645182847976685,0.30320122838020325,0.2532356083393097,0.49257001280784607,0.19847655296325684,0.31665530800819397,0.4130953550338745
