,who,did,the,mongols,send,to,bukhara,as,administrators,?
at,0.22096660733222961,0.28390252590179443,0.457212895154953,0.12352439761161804,0.2329646199941635,0.36524343490600586,0.12143770605325699,0.28092536330223083,0.2854672074317932,0.21978627145290375
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.2581755518913269,0.535392165184021,0.279489129781723,0.48381632566452026,0.25064438581466675,0.22068053483963013
same,0.26448050141334534,0.3097444474697113,0.4583131968975067,0.1833115816116333,0.16881011426448822,0.3205692768096924,0.12962260842323303,0.3727807104587555,0.22807201743125916,0.22649677097797394
time,0.36634087562561035,0.3567926585674286,0.43061500787734985,0.19614878296852112,0.23049218952655792,0.3679993152618408,0.1539272964000702,0.3239102065563202,0.326844722032547,0.27391523122787476
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.2581755518913269,0.535392165184021,0.279489129781723,0.48381632566452026,0.25064438581466675,0.22068053483963013
mongols,0.2709572911262512,0.21908389031887054,0.310281366109848,0.9999999403953552,0.2123982161283493,0.230276957154274,0.5454793572425842,0.19857051968574524,0.15054452419281006,0.11517509818077087
imported,0.17824861407279968,0.21312536299228668,0.2233143448829651,0.1954113095998764,0.19937144219875336,0.26343628764152527,0.21325120329856873,0.2356681227684021,0.292680025100708,0.2793850898742676
central,0.14618510007858276,0.14962437748908997,0.3417201042175293,0.20366254448890686,0.1597033143043518,0.21511952579021454,0.2633756399154663,0.1581166535615921,0.1691526621580124,0.14787602424621582
asian,0.25783979892730713,0.15287117660045624,0.2710895538330078,0.31499621272087097,0.14079076051712036,0.21075539290905,0.31354159116744995,0.18079937994480133,0.1097729355096817,0.10526347905397415
muslims,0.2942625880241394,0.23549841344356537,0.2657718360424042,0.40324148535728455,0.15674200654029846,0.2779776453971863,0.4057936668395996,0.201192706823349,0.22993621230125427,0.18742211163043976
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.230276957154274,0.3854542672634125,1.0,0.1593388020992279,0.42092081904411316,0.335151344537735,0.29463258385658264
serve,0.2677389681339264,0.19442126154899597,0.2749462425708771,0.03986966237425804,0.3164122700691223,0.3411368131637573,0.09395256638526917,0.3768509030342102,0.2792872488498688,0.19925682246685028
as,0.3923053741455078,0.3596470057964325,0.48381632566452026,0.19857051968574524,0.21457357704639435,0.42092081904411316,0.20678453147411346,1.0,0.24259576201438904,0.27043893933296204
administrators,0.35199111700057983,0.261831670999527,0.25064438581466675,0.15054452419281006,0.2722621560096741,0.335151344537735,0.13031388819217682,0.24259576201438904,0.9999998807907104,0.3605874478816986
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.22694018483161926,0.18412359058856964,0.45010748505592346,0.2166576236486435,0.3887844979763031,0.154352605342865,0.20430970191955566
china,0.17514774203300476,0.16472692787647247,0.3110525608062744,0.47622933983802795,0.1303168386220932,0.1938052773475647,0.43943649530410767,0.22077526152133942,0.14670300483703613,0.18007943034172058
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.26664721965789795,0.24667364358901978,0.44245919585227966,0.2508552372455597,0.48816442489624023,0.27954280376434326,0.31091248989105225
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.2581755518913269,0.535392165184021,0.279489129781723,0.48381632566452026,0.25064438581466675,0.22068053483963013
mongols,0.2709572911262512,0.21908389031887054,0.310281366109848,0.9999999403953552,0.2123982161283493,0.230276957154274,0.5454793572425842,0.19857051968574524,0.15054452419281006,0.11517509818077087
also,0.47919341921806335,0.39334940910339355,0.6021018624305725,0.2262321263551712,0.25938424468040466,0.5348826050758362,0.24136751890182495,0.5774298906326294,0.24932527542114258,0.21848613023757935
sent,0.33813023567199707,0.3411059081554413,0.3010627329349518,0.24949276447296143,0.6679649949073792,0.34694167971611023,0.11027009785175323,0.22528579831123352,0.22781182825565338,0.10903520882129669
han,0.24822920560836792,0.15681569278240204,0.253618985414505,0.42487093806266785,0.11514047533273697,0.14111210405826569,0.4222257435321808,0.2899182438850403,0.06290127336978912,0.17129439115524292
chinese,0.2538459002971649,0.19065357744693756,0.2785343527793884,0.37191540002822876,0.1202436089515686,0.17416036128997803,0.3447389602661133,0.2490641176700592,0.14210455119609833,0.20843194425106049
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.2535054385662079,0.3002150058746338,0.48971283435821533,0.23025576770305634,0.49487000703811646,0.25916916131973267,0.20544172823429108
khitans,0.3482341170310974,0.2503967583179474,0.31570494174957275,0.6117023825645447,0.28403031826019287,0.22811976075172424,0.5048199892044067,0.17673738300800323,0.25253820419311523,0.19248004257678986
from,0.27839982509613037,0.20248863101005554,0.40150508284568787,0.22836752235889435,0.2573563754558563,0.4069952368736267,0.15754248201847076,0.3251767158508301,0.18910789489746094,0.19969791173934937
china,0.17514774203300476,0.16472692787647247,0.3110525608062744,0.47622933983802795,0.1303168386220932,0.1938052773475647,0.43943649530410767,0.22077526152133942,0.14670300483703613,0.18007943034172058
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.230276957154274,0.3854542672634125,1.0,0.1593388020992279,0.42092081904411316,0.335151344537735,0.29463258385658264
serve,0.2677389681339264,0.19442126154899597,0.2749462425708771,0.03986966237425804,0.3164122700691223,0.3411368131637573,0.09395256638526917,0.3768509030342102,0.2792872488498688,0.19925682246685028
as,0.3923053741455078,0.3596470057964325,0.48381632566452026,0.19857051968574524,0.21457357704639435,0.42092081904411316,0.20678453147411346,1.0,0.24259576201438904,0.27043893933296204
administrators,0.35199111700057983,0.261831670999527,0.25064438581466675,0.15054452419281006,0.2722621560096741,0.335151344537735,0.13031388819217682,0.24259576201438904,0.9999998807907104,0.3605874478816986
over,0.316001296043396,0.2535076439380646,0.39856547117233276,0.23878483474254608,0.20815689861774445,0.38635820150375366,0.2207435816526413,0.3506779670715332,0.2497532069683075,0.25742942094802856
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.2581755518913269,0.535392165184021,0.279489129781723,0.48381632566452026,0.25064438581466675,0.22068053483963013
muslim,0.35183024406433105,0.2098924219608307,0.28099653124809265,0.38748684525489807,0.14086288213729858,0.2551989257335663,0.47713327407836914,0.22233983874320984,0.2514050602912903,0.17456822097301483
population,0.1931699961423874,0.0652005523443222,0.32044094800949097,0.26570725440979004,0.05137539282441139,0.19776633381843567,0.23549260199069977,0.22002090513706207,0.20370063185691833,0.14449454843997955
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.22694018483161926,0.18412359058856964,0.45010748505592346,0.2166576236486435,0.3887844979763031,0.154352605342865,0.20430970191955566
bukhara,0.22850756347179413,0.12337426841259003,0.279489129781723,0.5454793572425842,0.08317817002534866,0.1593388020992279,1.0,0.20678453147411346,0.13031388819217682,0.10820566117763519
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.22694018483161926,0.18412359058856964,0.45010748505592346,0.2166576236486435,0.3887844979763031,0.154352605342865,0.20430970191955566
central,0.14618510007858276,0.14962437748908997,0.3417201042175293,0.20366254448890686,0.1597033143043518,0.21511952579021454,0.2633756399154663,0.1581166535615921,0.1691526621580124,0.14787602424621582
asia,0.21031607687473297,0.19509263336658478,0.2838890850543976,0.34423312544822693,0.17457707226276398,0.22411112487316132,0.3810950517654419,0.18690064549446106,0.0981646329164505,0.1340748518705368
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.26664721965789795,0.24667364358901978,0.44245919585227966,0.2508552372455597,0.48816442489624023,0.27954280376434326,0.31091248989105225
using,0.24094825983047485,0.25429773330688477,0.28364112973213196,0.11272663623094559,0.32541313767433167,0.3678804934024811,0.0868726298213005,0.31195345520973206,0.1900949627161026,0.2804589569568634
foreigners,0.35020408034324646,0.2157651036977768,0.26492583751678467,0.34201470017433167,0.1827717274427414,0.28533899784088135,0.2979353964328766,0.24376462399959564,0.29004141688346863,0.21385401487350464
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.230276957154274,0.3854542672634125,1.0,0.1593388020992279,0.42092081904411316,0.335151344537735,0.29463258385658264
curtail,0.20523852109909058,0.17084519565105438,0.26653674244880676,0.17888422310352325,0.12106035649776459,0.19085484743118286,0.13091178238391876,0.2708030045032501,0.20094573497772217,0.23139739036560059
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.2581755518913269,0.535392165184021,0.279489129781723,0.48381632566452026,0.25064438581466675,0.22068053483963013
power,0.25855374336242676,0.2120266556739807,0.2647338807582855,0.19168581068515778,0.20764094591140747,0.27001675963401794,0.24073785543441772,0.20748355984687805,0.20384790003299713,0.15304024517536163
