,how,often,do,parliament,elections,take,place,?
parliament,0.13635116815567017,0.14581696689128876,0.12404073029756546,1.0,0.5661953687667847,0.09751178324222565,0.12995770573616028,0.1586504578590393
elections,0.21181289851665497,0.15921851992607117,0.18452391028404236,0.5661953687667847,1.0,0.20296572148799896,0.2008286863565445,0.2319818139076233
",",0.22659391164779663,0.24139221012592316,0.3283645510673523,0.25442883372306824,0.2606843113899231,0.2881867289543152,0.34068408608436584,0.31091248989105225
take,0.32433539628982544,0.22493591904640198,0.40664049983024597,0.09751178324222565,0.20296572148799896,1.0,0.3971441090106964,0.21897350251674652
place,0.23435121774673462,0.1999734491109848,0.2542041838169098,0.12995770573616028,0.2008286863565445,0.3971441090106964,1.0,0.2455766350030899
every,0.31805798411369324,0.35310158133506775,0.27442893385887146,0.1874624788761139,0.2575068473815918,0.3831373453140259,0.272716224193573,0.24066033959388733
five,0.20553050935268402,0.26595014333724976,0.17266684770584106,0.17936576902866364,0.21438398957252502,0.18262699246406555,0.18786410987377167,0.18342848122119904
years,0.21949264407157898,0.16248072683811188,0.180253803730011,0.16476571559906006,0.2703917622566223,0.20916500687599182,0.2288535237312317,0.1914375126361847
",",0.22659391164779663,0.24139221012592316,0.3283645510673523,0.25442883372306824,0.2606843113899231,0.2881867289543152,0.34068408608436584,0.31091248989105225
and,0.33647966384887695,0.42465832829475403,0.276123583316803,0.26227831840515137,0.21463163197040558,0.296702116727829,0.2813849449157715,0.20544172823429108
votes,0.21260926127433777,0.0559626966714859,0.18328648805618286,0.4078752100467682,0.5870224833488464,0.17870588600635529,0.17935000360012054,0.23052719235420227
for,0.3308170735836029,0.37495917081832886,0.29510271549224854,0.23382046818733215,0.24397696554660797,0.33445194363594055,0.3033463954925537,0.264628142118454
members,0.20418256521224976,0.21658706665039062,0.14750126004219055,0.3503897786140442,0.31560638546943665,0.15864627063274384,0.13737979531288147,0.10212311148643494
of,0.2480744868516922,0.3351972997188568,0.26150479912757874,0.2885259687900543,0.25554418563842773,0.29282352328300476,0.2685627043247223,0.1826142966747284
the,0.33890387415885925,0.38004449009895325,0.30239659547805786,0.26521381735801697,0.23646192252635956,0.31620436906814575,0.4179787337779999,0.22068053483963013
european,0.123964823782444,0.2115717977285385,0.14099381864070892,0.2812108099460602,0.16094167530536652,0.14595600962638855,0.18373140692710876,0.14560863375663757
parliament,0.13635116815567017,0.14581696689128876,0.12404073029756546,1.0,0.5661953687667847,0.09751178324222565,0.12995770573616028,0.1586504578590393
in,0.2601168751716614,0.3380797803401947,0.23402775824069977,0.2323146015405655,0.2604275643825531,0.21975718438625336,0.38128477334976196,0.20430970191955566
member,0.09643107652664185,0.1318914294242859,0.07755962759256363,0.3747406303882599,0.2797008156776428,0.09906142204999924,0.1045549213886261,0.06826172769069672
states,0.20841296017169952,0.1903344690799713,0.1594211608171463,0.22203393280506134,0.2557673454284668,0.15556275844573975,0.1997336447238922,0.16272737085819244
must,0.3341856896877289,0.3322908878326416,0.3716966211795807,0.18632540106773376,0.1582021862268448,0.32282590866088867,0.16221186518669128,0.23707495629787445
be,0.4158933162689209,0.463177889585495,0.36575672030448914,0.1534755527973175,0.24737296998500824,0.3844696581363678,0.2887270152568817,0.3324260413646698
organised,0.20396053791046143,0.2839944362640381,0.2247517853975296,0.22968950867652893,0.25086474418640137,0.22976882755756378,0.25349676609039307,0.12453324347734451
by,0.34370526671409607,0.32333052158355713,0.1481526494026184,0.1523929238319397,0.2105640172958374,0.1697900891304016,0.22235022485256195,0.17966607213020325
proportional,0.25411802530288696,0.28545674681663513,0.19882811605930328,0.3215741217136383,0.3642023801803589,0.2042100727558136,0.10870498418807983,0.150908961892128
representation,0.287542462348938,0.26738548278808594,0.20130713284015656,0.3704479932785034,0.35649052262306213,0.14810660481452942,0.18810003995895386,0.14047172665596008
or,0.3378981947898865,0.5791526436805725,0.39439281821250916,0.209258034825325,0.1508912742137909,0.31863799691200256,0.2604328393936157,0.32389625906944275
a,0.29312583804130554,0.3930865228176117,0.26237669587135315,0.22951169312000275,0.21575452387332916,0.2789212465286255,0.3079278767108917,0.23916715383529663
single,0.19500847160816193,0.22444488108158112,0.20993255078792572,0.14923258125782013,0.2126380354166031,0.1864108294248581,0.18263693153858185,0.2151121199131012
transferable,0.2560582458972931,0.22684624791145325,0.23664487898349762,0.31610241532325745,0.3722808063030243,0.30377405881881714,0.29135385155677795,0.19023680686950684
vote,0.2566540539264679,0.06669981777667999,0.23587724566459656,0.4532986879348755,0.5807546973228455,0.2496504932641983,0.2233535349369049,0.2888886630535126
.,0.3287222981452942,0.30710849165916443,0.3613996207714081,0.23747818171977997,0.27339601516723633,0.3045158088207245,0.2844318151473999,0.4130953550338745
