,how,old,was,manning,when,he,played,super,bowl,50,?
he,0.2594625651836395,0.29039672017097473,0.5410010814666748,0.33812835812568665,0.39115971326828003,1.0000001192092896,0.414750337600708,0.18361671268939972,0.1560072898864746,0.032580915838479996,0.2089974731206894
is,0.22544461488723755,0.24332627654075623,0.5810302495956421,0.15379270911216736,0.3471449911594391,0.36230841279029846,0.2258751392364502,0.15390309691429138,0.14233897626399994,0.0017694636480882764,0.22961433231830597
also,0.43506327271461487,0.25721925497055054,0.4032125174999237,0.25617194175720215,0.5475645065307617,0.4735357165336609,0.3087121248245239,0.27527010440826416,0.2647361755371094,0.024839751422405243,0.21848613023757935
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.27058160305023193,0.5091903209686279,0.4571082592010498,0.2603478729724884,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
oldest,0.04958721250295639,0.3738459348678589,0.29228392243385315,0.15745723247528076,0.18935319781303406,0.2508356273174286,0.19229687750339508,0.08387745171785355,0.12132421880960464,-0.07522955536842346,0.14864160120487213
quarterback,0.10935026407241821,0.13743433356285095,0.24103644490242004,0.5449647903442383,0.2138785719871521,0.28568264842033386,0.3817291557788849,0.28511252999305725,0.37160974740982056,0.00444078492000699,0.13221268355846405
ever,0.2605767250061035,0.13276484608650208,0.3744584918022156,0.1798992156982422,0.3356495797634125,0.32867249846458435,0.19213654100894928,0.26257312297821045,0.1696997582912445,0.06646040081977844,0.3358461856842041
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.24857525527477264,0.5423505902290344,0.385390967130661,0.14824016392230988,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
play,0.1854511797428131,0.1931101381778717,0.23784595727920532,0.2523941099643707,0.2209858000278473,0.3066076636314392,0.6030629277229309,0.17709366977214813,0.19427603483200073,0.0001581356773385778,0.11059518158435822
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.22345924377441406,0.4431333839893341,0.41690486669540405,0.27605336904525757,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
a,0.29312583804130554,0.2846200466156006,0.4508470594882965,0.2509649395942688,0.44397395849227905,0.4393508732318878,0.2472371906042099,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
super,0.11920704692602158,0.17351548373699188,0.21420986950397491,0.30535250902175903,0.20393483340740204,0.18361671268939972,0.21511296927928925,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.1720007210969925,0.07883551716804504,0.21915455162525177,0.32417115569114685,0.20523639023303986,0.1560072898864746,0.19033360481262207,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
at,0.2154216170310974,0.17987459897994995,0.36707764863967896,0.2622990310192108,0.38876327872276306,0.3280475437641144,0.20532193779945374,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
age,0.17137715220451355,0.3780447840690613,0.27072176337242126,0.2003740668296814,0.30780088901519775,0.3103105127811432,0.18918144702911377,0.1118914783000946,0.0928628072142601,-0.065655417740345,0.16859300434589386
39,0.07569380104541779,0.051313381642103195,0.0029520741663873196,0.0860123261809349,0.04354902356863022,0.03792423754930496,0.031813185662031174,0.08757179975509644,0.17817457020282745,0.019131619483232498,0.04514012485742569
.,0.3287222981452942,0.32390445470809937,0.40146201848983765,0.2937074899673462,0.475719153881073,0.38061028718948364,0.2876244783401489,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
