,which,louisiana,venue,was,one,of,three,considered,for,super,bowl,50,?
the,0.6521818041801453,0.21666446328163147,0.22078999876976013,0.48711544275283813,0.5514441132545471,0.733189046382904,0.43452659249305725,0.4028765559196472,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
league,0.22541923820972443,0.09688939154148102,0.2527802586555481,0.21425791084766388,0.19038084149360657,0.23588460683822632,0.23011934757232666,0.15721718966960907,0.26433616876602173,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.15941482782363892
eventually,0.41025301814079285,0.2078114151954651,0.15301667153835297,0.35699570178985596,0.26059967279434204,0.313495934009552,0.19079269468784332,0.1731019914150238,0.3156387209892273,0.2287168651819229,0.1778719127178192,-0.020709319040179253,0.13642115890979767
narrowed,0.40266096591949463,0.10262186080217361,0.0932028591632843,0.19033023715019226,0.2634027302265167,0.2496551126241684,0.27250081300735474,0.2658180594444275,0.20887522399425507,0.14927197992801666,0.14345666766166687,0.030878890305757523,0.1559450924396515
the,0.6521818041801453,0.21666446328163147,0.22078999876976013,0.48711544275283813,0.5514441132545471,0.733189046382904,0.43452659249305725,0.4028765559196472,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
bids,0.2305983304977417,0.20611023902893066,0.3069928288459778,0.18575212359428406,0.2188873291015625,0.26786938309669495,0.18087023496627808,0.15748612582683563,0.23067942261695862,0.16850195825099945,0.21797062456607819,0.06577780842781067,0.13915638625621796
to,0.5345056653022766,0.18400363624095917,0.21620799601078033,0.3636345863342285,0.4025384783744812,0.41548454761505127,0.3043823838233948,0.2954166829586029,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
three,0.40919098258018494,0.15555040538311005,0.11487570405006409,0.2748996615409851,0.5923700332641602,0.3844621181488037,1.0,0.22601662576198578,0.3032672107219696,0.14228717982769012,0.18332304060459137,-0.002454916713759303,0.20928427577018738
sites,0.3036808371543884,0.06182730942964554,0.19714827835559845,0.16607749462127686,0.26739686727523804,0.24120540916919708,0.12784890830516815,0.20586563646793365,0.23407870531082153,0.05213000252842903,0.041055768728256226,0.010206971317529678,0.20032718777656555
:,-0.11049769818782806,-0.08976271003484726,0.05709821358323097,0.002802103292196989,0.05350891128182411,-0.08807745575904846,0.07388566434383392,0.0004551890306174755,-0.02522280067205429,0.14034654200077057,0.14579139649868011,0.06510673463344574,-0.07156077772378922
new,0.33739399909973145,0.3157446086406708,0.14508138597011566,0.2748313844203949,0.264311820268631,0.343457967042923,0.22607795894145966,0.12316255271434784,0.2700757384300232,0.2769954204559326,0.1471257209777832,-0.011314106173813343,0.14782847464084625
orleans,0.19777970016002655,0.6590520739555359,0.21840296685695648,0.25941523909568787,0.14409011602401733,0.20952944457530975,0.16503027081489563,0.14783698320388794,0.2517727017402649,0.1912957727909088,0.3010152578353882,0.016710840165615082,0.13097690045833588
',0.32852497696876526,0.12565132975578308,0.1857934296131134,0.33675912022590637,0.36029258370399475,0.39136970043182373,0.2094462364912033,0.2726886570453644,0.31184524297714233,0.17380782961845398,0.10706733912229538,0.017068088054656982,0.330942302942276
mercedes-benz,0.182463139295578,0.22661972045898438,0.23052255809307098,0.2598739266395569,0.23188459873199463,0.17663422226905823,0.17604891955852509,0.13393113017082214,0.2308574914932251,0.20391908288002014,0.09357385337352753,0.02235935628414154,0.20224438607692719
superdome,0.2770734429359436,0.2889280617237091,0.3118520975112915,0.27980396151542664,0.19523978233337402,0.19121742248535156,0.1492527276277542,0.13850755989551544,0.23544606566429138,0.5794023275375366,0.39185452461242676,0.11676210910081863,0.10737294703722
",",0.3658004403114319,0.22241710126399994,0.24143879115581512,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.3347506821155548,0.32932984828948975,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
miami,0.2113117128610611,0.3974534273147583,0.17575028538703918,0.22150732576847076,0.1768561154603958,0.15650133788585663,0.21556203067302704,0.10442089289426804,0.19339090585708618,0.27029719948768616,0.3255155682563782,0.12948407232761383,0.14054250717163086
's,0.03856118768453598,0.12793990969657898,0.10324010252952576,0.008974763564765453,0.06913424283266068,-0.03817026689648628,0.03946888819336891,0.03146931901574135,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
sun,0.22637568414211273,0.10201858729124069,0.10044530034065247,0.20506168901920319,0.19948183000087738,0.22858914732933044,0.20166932046413422,0.14005103707313538,0.1499021351337433,0.19575519859790802,0.1716381013393402,0.10816854238510132,0.1497713327407837
life,0.26412370800971985,0.16171152889728546,0.12181356549263,0.22970539331436157,0.21805667877197266,0.2788603901863098,0.20328527688980103,0.2612443268299103,0.244698166847229,0.11999484151601791,0.12527509033679962,0.035228993743658066,0.21677987277507782
stadium,0.20091398060321808,0.1472214311361313,0.489891916513443,0.20318599045276642,0.08403151482343674,0.17126937210559845,0.10102047026157379,0.10063856095075607,0.18393352627754211,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
",",0.3658004403114319,0.22241710126399994,0.24143879115581512,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.3347506821155548,0.32932984828948975,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.506277859210968,0.2639060318470001,0.20970648527145386,0.3740963041782379,0.42438167333602905,0.5116966962814331,0.3826501965522766,0.3359341621398926,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
the,0.6521818041801453,0.21666446328163147,0.22078999876976013,0.48711544275283813,0.5514441132545471,0.733189046382904,0.43452659249305725,0.4028765559196472,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
san,0.190042182803154,0.2346670776605606,0.15182507038116455,0.2675222158432007,0.2074461579322815,0.25237205624580383,0.16826774179935455,0.16822238266468048,0.21004900336265564,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.10952327400445938
francisco,0.1560719907283783,0.2629849314689636,0.15999378263950348,0.24025709927082062,0.1720735728740692,0.19117538630962372,0.17635171115398407,0.12724989652633667,0.2142373025417328,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.1020219698548317
bay,0.2297135889530182,0.23601298034191132,0.16702315211296082,0.18626409769058228,0.14124472439289093,0.20480380952358246,0.22799807786941528,0.12637114524841309,0.16755102574825287,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.10773546993732452
area,0.3276861011981964,0.18812768161296844,0.20748326182365417,0.24981513619422913,0.22590439021587372,0.3409860134124756,0.1964956521987915,0.17678549885749817,0.20941852033138275,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.12640461325645447
's,0.03856118768453598,0.12793990969657898,0.10324010252952576,0.008974763564765453,0.06913424283266068,-0.03817026689648628,0.03946888819336891,0.03146931901574135,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
levi,0.08619074523448944,0.18422949314117432,0.11435405910015106,0.22001278400421143,0.10473643243312836,0.14476609230041504,0.10293181240558624,0.1077595055103302,0.16166196763515472,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.09252339601516724
's,0.03856118768453598,0.12793990969657898,0.10324010252952576,0.008974763564765453,0.06913424283266068,-0.03817026689648628,0.03946888819336891,0.03146931901574135,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
stadium,0.20091398060321808,0.1472214311361313,0.489891916513443,0.20318599045276642,0.08403151482343674,0.17126937210559845,0.10102047026157379,0.10063856095075607,0.18393352627754211,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
.,0.45942068099975586,0.2520327866077423,0.21571816504001617,0.40146201848983765,0.4123194217681885,0.5352458953857422,0.34968629479408264,0.29356086254119873,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
