,why,did,french,feel,they,had,right,to,ohio,claim,?
he,0.26086166501045227,0.3292143940925598,0.24281810224056244,0.18510694801807404,0.4156855344772339,0.43657350540161133,0.22564803063869476,0.385390967130661,0.19173170626163483,0.2535962760448456,0.2089974731206894
told,0.3500688374042511,0.5070855021476746,0.13746732473373413,0.3129441440105438,0.3965926468372345,0.5023506879806519,0.14458048343658447,0.36673256754875183,0.03669290989637375,0.27321672439575195,0.28178566694259644
washington,0.12090140581130981,0.19649098813533783,0.2037568986415863,0.20835120975971222,0.1863655000925064,0.20545783638954163,0.11746054887771606,0.24971476197242737,0.36489933729171753,0.10328555107116699,0.157786026597023
that,0.5601457357406616,0.47518548369407654,0.17619380354881287,0.41628018021583557,0.5710820555686951,0.4407361149787903,0.3680553734302521,0.5436353087425232,0.14506439864635468,0.39801377058029175,0.32716336846351624
france,0.162521094083786,0.2138325721025467,0.5492131114006042,0.13454164564609528,0.23793530464172363,0.2409151792526245,0.1988295167684555,0.2670897841453552,0.24157629907131195,0.1904456615447998,0.15069349110126495
's,-0.016663772985339165,0.05069678649306297,0.0634014755487442,-0.034049056470394135,0.03738465905189514,-0.004401352722197771,-0.03631126880645752,0.03782717138528824,0.02506769821047783,-0.01196212600916624,-0.023395681753754616
claim,0.3258991539478302,0.30867162346839905,0.15262369811534882,0.22920836508274078,0.24334843456745148,0.23739901185035706,0.16611886024475098,0.324158638715744,0.15603749454021454,1.0,0.2665664851665497
to,0.4100138247013092,0.4452643394470215,0.1713797152042389,0.3145853281021118,0.5452046394348145,0.37984350323677063,0.31834647059440613,1.0,0.1818198561668396,0.324158638715744,0.29463258385658264
the,0.30742117762565613,0.34736719727516174,0.2555147111415863,0.264497846364975,0.49925389885902405,0.3875846862792969,0.33901116251945496,0.535392165184021,0.24653035402297974,0.25873351097106934,0.22068053483963013
region,0.18194128572940826,0.06474873423576355,0.16516436636447906,0.13552983105182648,0.21122977137565613,0.13870884478092194,0.16084694862365723,0.24118299782276154,0.15163186192512512,0.16571907699108124,0.13441751897335052
was,0.23341619968414307,0.41399896144866943,0.2523815333843231,0.1857398897409439,0.3300964832305908,0.5927209258079529,0.1403176486492157,0.3636345863342285,0.207236185669899,0.15881295502185822,0.18412111699581146
superior,0.15861722826957703,0.2026989609003067,0.15780499577522278,0.20642758905887604,0.20140889286994934,0.2627817988395691,0.18545988202095032,0.21410112082958221,0.20438936352729797,0.2378157526254654,0.08769503235816956
to,0.4100138247013092,0.4452643394470215,0.1713797152042389,0.3145853281021118,0.5452046394348145,0.37984350323677063,0.31834647059440613,1.0,0.1818198561668396,0.324158638715744,0.29463258385658264
that,0.5601457357406616,0.47518548369407654,0.17619380354881287,0.41628018021583557,0.5710820555686951,0.4407361149787903,0.3680553734302521,0.5436353087425232,0.14506439864635468,0.39801377058029175,0.32716336846351624
of,0.28464117646217346,0.2513895630836487,0.19450366497039795,0.19935615360736847,0.3426007330417633,0.37755560874938965,0.22473211586475372,0.41548454761505127,0.1960361748933792,0.2833690047264099,0.1826142966747284
the,0.30742117762565613,0.34736719727516174,0.2555147111415863,0.264497846364975,0.49925389885902405,0.3875846862792969,0.33901116251945496,0.535392165184021,0.24653035402297974,0.25873351097106934,0.22068053483963013
british,0.11614637076854706,0.2039594054222107,0.43574923276901245,0.16428741812705994,0.22308164834976196,0.2696124017238617,0.12890709936618805,0.22690963745117188,0.2192528396844864,0.19173410534858704,0.09711728990077972
",",0.2827242314815521,0.3015086054801941,0.28806620836257935,0.23670589923858643,0.390799880027771,0.35487717390060425,0.24165019392967224,0.44245919585227966,0.21788300573825836,0.2664267122745514,0.31091248989105225
since,0.3056725263595581,0.27613121271133423,0.16538546979427338,0.20727026462554932,0.3878477215766907,0.4845401346683502,0.15884655714035034,0.3733763098716736,0.18810303509235382,0.21890856325626373,0.2876587212085724
rené-robert,0.25207793712615967,0.1897539347410202,0.3246144652366638,0.1549306958913803,0.18437156081199646,0.22779376804828644,0.11408763378858566,0.19349128007888794,0.16728927195072174,0.1652771383523941,0.15628500282764435
cavelier,0.17798836529254913,0.09278830140829086,0.4134124517440796,0.08093760907649994,0.1534479856491089,0.20356720685958862,0.15270325541496277,0.1868627518415451,0.245155468583107,0.15330623090267181,0.15057049691677094
",",0.2827242314815521,0.3015086054801941,0.28806620836257935,0.23670589923858643,0.390799880027771,0.35487717390060425,0.24165019392967224,0.44245919585227966,0.21788300573825836,0.2664267122745514,0.31091248989105225
sieur,0.1994067132472992,0.16502034664154053,0.47424519062042236,0.12131988257169724,0.15820160508155823,0.17746032774448395,0.13144522905349731,0.1768941581249237,0.18250247836112976,0.1832050234079361,0.1912594735622406
de,0.13332346081733704,0.09745011478662491,0.3256419897079468,0.08004988729953766,0.16081492602825165,0.1643991321325302,0.05475528538227081,0.15903331339359283,0.11522500216960907,0.10978765040636063,0.11064168810844421
la,0.16012032330036163,0.0889313668012619,0.2886110246181488,0.09108667820692062,0.13531985878944397,0.1559569239616394,0.09978697448968887,0.15626297891139984,0.09639545530080795,0.07979566603899002,0.16701938211917877
salle,0.14599527418613434,0.11111806333065033,0.3653927445411682,0.12615881860256195,0.17102216184139252,0.20127376914024353,0.11134026944637299,0.16839200258255005,0.22523199021816254,0.11998141556978226,0.11710713803768158
had,0.24633871018886566,0.540525496006012,0.1956298053264618,0.23533929884433746,0.4949169158935547,0.9999999403953552,0.20452749729156494,0.37984350323677063,0.17652679979801178,0.23739901185035706,0.20728366076946259
explored,0.20832459628582,0.2389964908361435,0.21334390342235565,0.17913343012332916,0.2654609680175781,0.2615451216697693,0.10101611912250519,0.24728679656982422,0.1611308604478836,0.2157709300518036,0.08649857342243195
the,0.30742117762565613,0.34736719727516174,0.2555147111415863,0.264497846364975,0.49925389885902405,0.3875846862792969,0.33901116251945496,0.535392165184021,0.24653035402297974,0.25873351097106934,0.22068053483963013
ohio,0.07561638951301575,0.11018496751785278,0.183157816529274,0.11488068103790283,0.14658278226852417,0.17652679979801178,0.1480788141489029,0.1818198561668396,0.9999999403953552,0.15603749454021454,0.10064033418893814
country,0.12197279185056686,0.24348343908786774,0.19688838720321655,0.137406125664711,0.2384694516658783,0.2020130157470703,0.14293614029884338,0.31281599402427673,0.1654648780822754,0.2672336995601654,0.12647280097007751
nearly,0.23733611404895782,0.2667127847671509,0.1797301322221756,0.14251719415187836,0.30150356888771057,0.4038192927837372,0.16483363509178162,0.2717089056968689,0.07487131655216217,0.16389881074428558,0.11670064926147461
a,0.2667238116264343,0.2552328109741211,0.24285779893398285,0.2556643486022949,0.3528250455856323,0.34897568821907043,0.2849915027618408,0.45503583550453186,0.1863771378993988,0.19074557721614838,0.23916715383529663
century,0.13556267321109772,0.2333737462759018,0.2562131881713867,0.13364513218402863,0.2450181245803833,0.28676724433898926,0.1077270358800888,0.20143604278564453,0.17523181438446045,0.16372624039649963,0.1026201918721199
earlier,0.2418389767408371,0.24518106877803802,0.11353125423192978,0.2042924016714096,0.21420741081237793,0.347934752702713,0.1479124128818512,0.29382309317588806,0.16240516304969788,0.2102879136800766,0.13306351006031036
.,0.32909876108169556,0.35288307070732117,0.2480926215648651,0.25462567806243896,0.4510921239852905,0.37348684668540955,0.2597152590751648,0.4645031690597534,0.2659587562084198,0.24773532152175903,0.4130953550338745
