,who,was,the,male,singer,who,performed,as,a,special,guest,during,super,bowl,50,?
the,0.3733934462070465,0.48711544275283813,1.0,0.2487100213766098,0.14885097742080688,0.3733934462070465,0.239950031042099,0.48381632566452026,0.5829201340675354,0.3027077615261078,0.17925196886062622,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.1955975443124771,0.17254574596881866,0.1819351613521576,0.10772441327571869,0.21450649201869965,0.26005712151527405,0.2675681412220001,0.14743146300315857,0.16951335966587067,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.18539904057979584,0.13851378858089447,0.09189514070749283,0.1632090061903,0.14539222419261932,0.19533146917819977,0.188632994890213,0.15391510725021362,0.22041946649551392,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
50,0.0322180911898613,-0.0011744623770937324,0.03602437674999237,-0.04812626913189888,-0.0007878083852119744,0.0322180911898613,0.062247756868600845,-0.0016074778977781534,0.034183140844106674,0.010398488491773605,-0.035958822816610336,0.07054752856492996,0.0833745002746582,0.005446359980851412,0.9999999403953552,0.030512850731611252
halftime,0.19379067420959473,0.3564006984233856,0.31780552864074707,0.21550598740577698,0.38606464862823486,0.19379067420959473,0.4348495900630951,0.26029151678085327,0.2733851969242096,0.2269991636276245,0.3126589357852936,0.4305741488933563,0.4056760370731354,0.4822790324687958,0.010851318016648293,0.21138669550418854
show,0.2095358669757843,0.20142383873462677,0.319829523563385,0.1664285510778427,0.22219806909561157,0.2095358669757843,0.28652629256248474,0.30768129229545593,0.24886544048786163,0.2602277398109436,0.4285869300365448,0.2252446562051773,0.16737808287143707,0.19135026633739471,0.13040520250797272,0.2520138621330261
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.14716564118862152,0.3099033236503601,0.3318818509578705,0.30916687846183777,0.3677520453929901,0.4508470594882965,0.1585642695426941,0.18969343602657318,0.4470829963684082,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
headlined,0.15209026634693146,0.22705139219760895,0.2894550859928131,0.16277658939361572,0.1983218938112259,0.15209026634693146,0.34975937008857727,0.2658584713935852,0.17651768028736115,0.1802847981452942,0.3399943709373474,0.22189125418663025,0.18724042177200317,0.1954048126935959,0.07918412983417511,0.26601076126098633
by,0.39727845788002014,0.4752357602119446,0.4408751428127289,0.16616706550121307,0.1773979812860489,0.39727845788002014,0.2603633403778076,0.3815547823905945,0.32094135880470276,0.2578898072242737,0.20859165489673615,0.3220438063144684,0.15233319997787476,0.12992306053638458,0.03871260583400726,0.17966607213020325
the,0.3733934462070465,0.48711544275283813,1.0,0.2487100213766098,0.14885097742080688,0.3733934462070465,0.239950031042099,0.48381632566452026,0.5829201340675354,0.3027077615261078,0.17925196886062622,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
british,0.2666113078594208,0.31934812664985657,0.28973397612571716,0.21241897344589233,0.25794944167137146,0.2666113078594208,0.08272586762905121,0.23103800415992737,0.1984395682811737,0.13444599509239197,0.18874476850032806,0.20890392363071442,0.09609456360340118,0.07435981184244156,-0.0867072194814682,0.09711728990077972
rock,0.1515379399061203,0.19643229246139526,0.23786304891109467,0.13735583424568176,0.3636770248413086,0.1515379399061203,0.197248637676239,0.18617595732212067,0.25165656208992004,0.1379963904619217,0.17337356507778168,0.18598216772079468,0.1722574681043625,0.18685930967330933,0.09487134218215942,0.13172835111618042
group,0.33690139651298523,0.1789962202310562,0.30795547366142273,0.22857996821403503,0.16284236311912537,0.33690139651298523,0.14241407811641693,0.2519444227218628,0.2594761848449707,0.19872543215751648,0.17995750904083252,0.18818572163581848,0.19919921457767487,0.07137768715620041,0.030915753915905952,0.13827809691429138
coldplay,0.21639695763587952,0.2899988889694214,0.2809646725654602,0.15296795964241028,0.38167500495910645,0.21639695763587952,0.3742222785949707,0.20916947722434998,0.24835394322872162,0.15764307975769043,0.25160491466522217,0.196151003241539,0.1792786419391632,0.2318706214427948,0.061377592384815216,0.2499987930059433
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.14010754227638245,0.13537070155143738,0.3282766342163086,0.21825163066387177,0.40387406945228577,0.3783375024795532,0.21461334824562073,0.21131674945354462,0.28545209765434265,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
special,0.21519862115383148,0.1585642695426941,0.3027077615261078,0.18806801736354828,0.07078969478607178,0.21519862115383148,0.22397743165493011,0.2774268388748169,0.31333932280540466,1.0000001192092896,0.3585430979728699,0.18424199521541595,0.2675681412220001,0.188632994890213,0.010398488491773605,0.29623302817344666
guest,0.2661038935184479,0.18969343602657318,0.17925196886062622,0.12886680662631989,0.27127641439437866,0.2661038935184479,0.31543728709220886,0.32088014483451843,0.21757787466049194,0.3585430979728699,0.9999999403953552,0.18339216709136963,0.14743146300315857,0.15391510725021362,-0.035958822816610336,0.23479853570461273
