,after,the,merger,of,disney-abc,television,group,",",abc,studios,",",and,abc,entertainment,",",what,was,the,resulting,entity,named,?
in,0.44050168991088867,0.6662389636039734,0.22860760986804962,0.5696388483047485,0.24368822574615479,0.2689782977104187,0.2304753065109253,0.5201468467712402,0.1697147786617279,0.24788589775562286,0.5201468467712402,0.4954058527946472,0.1697147786617279,0.20493005216121674,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.3149644732475281,0.22507517039775848,0.28130269050598145,0.20430970191955566
early,0.3450239300727844,0.34442198276519775,0.1762550175189972,0.30937549471855164,0.1717405617237091,0.23914358019828796,0.2605319023132324,0.3022546172142029,0.17947594821453094,0.151889830827713,0.3022546172142029,0.29847630858421326,0.17947594821453094,0.19438183307647705,0.3022546172142029,0.2454567849636078,0.4148794412612915,0.34442198276519775,0.2025572657585144,0.1124933511018753,0.165121927857399,0.15272949635982513
2009,-0.19329868257045746,-0.23935742676258087,-0.29529520869255066,-0.2637706398963928,-0.07399976253509521,-0.03899844363331795,-0.12655717134475708,-0.3093184232711792,-0.07355155050754547,0.06172221153974533,-0.3093184232711792,-0.22857710719108582,-0.07355155050754547,-0.038295187056064606,-0.3093184232711792,-0.2519478499889374,-0.17510849237442017,-0.23935742676258087,-0.2436113804578781,-0.2040296196937561,-0.12770064175128937,-0.2287932187318802
",",0.38860568404197693,0.4933079481124878,0.25569602847099304,0.4946078956127167,0.24468442797660828,0.27995240688323975,0.2809832692146301,1.0000001192092896,0.2097204476594925,0.2194606214761734,1.0000001192092896,0.6633074283599854,0.2097204476594925,0.21458542346954346,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24877792596817017,0.19129666686058044,0.2530003488063812,0.31091248989105225
disney–abc,0.2147825062274933,0.3470556139945984,0.21882706880569458,0.28645238280296326,0.9854602813720703,0.4371485412120819,0.237766295671463,0.2798381447792053,0.4950595200061798,0.5430513024330139,0.2798381447792053,0.29275235533714294,0.4950595200061798,0.41404590010643005,0.2798381447792053,0.2614334523677826,0.2638896405696869,0.3470556139945984,0.21828538179397583,0.22257794439792633,0.23257172107696533,0.2595943808555603
television,0.19225278496742249,0.24569597840309143,0.10048628598451614,0.21995750069618225,0.419070303440094,1.0000001192092896,0.14428815245628357,0.27995240688323975,0.46871840953826904,0.33228906989097595,0.27995240688323975,0.29514092206954956,0.46871840953826904,0.37605300545692444,0.27995240688323975,0.19838058948516846,0.2516675293445587,0.24569597840309143,0.1566198468208313,0.17642901837825775,0.14586883783340454,0.16825827956199646
group,0.21563246846199036,0.30795547366142273,0.22160221636295319,0.25542253255844116,0.20508883893489838,0.14428815245628357,0.9999999403953552,0.2809832692146301,0.11665991693735123,0.11975184828042984,0.2809832692146301,0.3510662019252777,0.11665991693735123,0.21839508414268494,0.2809832692146301,0.2114069163799286,0.1789962202310562,0.30795547366142273,0.12142204493284225,0.2090454250574112,0.23274627327919006,0.13827809691429138
merged,0.13904528319835663,0.22961698472499847,0.7871624827384949,0.19221307337284088,0.18650414049625397,0.060539234429597855,0.13873474299907684,0.2192392498254776,0.0735054463148117,0.16911423206329346,0.2192392498254776,0.1286735236644745,0.0735054463148117,0.15221039950847626,0.2192392498254776,0.13653609156608582,0.20836342871189117,0.22961698472499847,0.09290663152933121,0.17793649435043335,0.15628010034561157,0.16063673794269562
abc,0.20314010977745056,0.2068762183189392,0.07602907717227936,0.14607268571853638,0.48218587040901184,0.46871840953826904,0.11665991693735123,0.2097204476594925,1.0000001192092896,0.2829587459564209,0.2097204476594925,0.16453155875205994,1.0000001192092896,0.28069135546684265,0.2097204476594925,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.14861378073692322,0.1619563102722168,0.2247007191181183,0.19065172970294952
entertainment,0.09178155660629272,0.19077853858470917,0.18284012377262115,0.1392667293548584,0.4061053991317749,0.37605300545692444,0.21839508414268494,0.21458542346954346,0.28069135546684265,0.4293292164802551,0.21458542346954346,0.2582898437976837,0.28069135546684265,1.0,0.21458542346954346,0.21648827195167542,0.21684704720973969,0.19077853858470917,0.10783279687166214,0.17732998728752136,0.10569266229867935,0.11855241656303406
and,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.5116966962814331,0.2604368329048157,0.29514092206954956,0.3510662019252777,0.6633074283599854,0.16453155875205994,0.18634970486164093,0.6633074283599854,1.0,0.16453155875205994,0.2582898437976837,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.33249855041503906,0.20907706022262573,0.23097854852676392,0.20544172823429108
abc,0.20314010977745056,0.2068762183189392,0.07602907717227936,0.14607268571853638,0.48218587040901184,0.46871840953826904,0.11665991693735123,0.2097204476594925,1.0000001192092896,0.2829587459564209,0.2097204476594925,0.16453155875205994,1.0000001192092896,0.28069135546684265,0.2097204476594925,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.14861378073692322,0.1619563102722168,0.2247007191181183,0.19065172970294952
studios,0.12901902198791504,0.25030121207237244,0.219376340508461,0.2043924331665039,0.5322714447975159,0.33228906989097595,0.11975184828042984,0.2194606214761734,0.2829587459564209,1.0,0.2194606214761734,0.18634970486164093,0.2829587459564209,0.4293292164802551,0.2194606214761734,0.15965642035007477,0.2800624668598175,0.25030121207237244,0.1577867567539215,0.12348120659589767,0.12224570661783218,0.16383133828639984
into,0.36954155564308167,0.39493247866630554,0.28234297037124634,0.32255905866622925,0.18150608241558075,0.11788928508758545,0.1627434939146042,0.2826121151447296,0.10410027205944061,0.1491899937391281,0.2826121151447296,0.36597734689712524,0.10410027205944061,0.14879553020000458,0.2826121151447296,0.2180619090795517,0.2322220653295517,0.39493247866630554,0.28847676515579224,0.14294084906578064,0.24655185639858246,0.15662476420402527
a,0.3831600844860077,0.5829201340675354,0.20794767141342163,0.5052502155303955,0.2708562910556793,0.22552843391895294,0.2594761848449707,0.427140474319458,0.21331243216991425,0.18739166855812073,0.427140474319458,0.3739250600337982,0.21331243216991425,0.1972632259130478,0.427140474319458,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.3510841131210327,0.2841722071170807,0.3292267918586731,0.23916715383529663
new,0.2620960772037506,0.3845241069793701,0.22209171950817108,0.343457967042923,0.22764849662780762,0.25368571281433105,0.16508643329143524,0.36073189973831177,0.20663127303123474,0.23893235623836517,0.36073189973831177,0.31402453780174255,0.20663127303123474,0.17345212399959564,0.36073189973831177,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.22672085464000702,0.21284884214401245,0.24223081767559052,0.14782847464084625
division,0.1850036084651947,0.26203617453575134,0.2633689343929291,0.23579144477844238,0.17917011678218842,0.18900638818740845,0.21565891802310944,0.24344468116760254,0.24142871797084808,0.1583959013223648,0.24344468116760254,0.23460866510868073,0.24142871797084808,0.11899425089359283,0.24344468116760254,0.19144181907176971,0.2174251824617386,0.26203617453575134,0.12801966071128845,0.15054139494895935,0.21097950637340546,0.08900629729032516
",",0.38860568404197693,0.4933079481124878,0.25569602847099304,0.4946078956127167,0.24468442797660828,0.27995240688323975,0.2809832692146301,1.0000001192092896,0.2097204476594925,0.2194606214761734,1.0000001192092896,0.6633074283599854,0.2097204476594925,0.21458542346954346,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24877792596817017,0.19129666686058044,0.2530003488063812,0.31091248989105225
abc,0.20314010977745056,0.2068762183189392,0.07602907717227936,0.14607268571853638,0.48218587040901184,0.46871840953826904,0.11665991693735123,0.2097204476594925,1.0000001192092896,0.2829587459564209,0.2097204476594925,0.16453155875205994,1.0000001192092896,0.28069135546684265,0.2097204476594925,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.14861378073692322,0.1619563102722168,0.2247007191181183,0.19065172970294952
entertainment,0.09178155660629272,0.19077853858470917,0.18284012377262115,0.1392667293548584,0.4061053991317749,0.37605300545692444,0.21839508414268494,0.21458542346954346,0.28069135546684265,0.4293292164802551,0.21458542346954346,0.2582898437976837,0.28069135546684265,1.0,0.21458542346954346,0.21648827195167542,0.21684704720973969,0.19077853858470917,0.10783279687166214,0.17732998728752136,0.10569266229867935,0.11855241656303406
group,0.21563246846199036,0.30795547366142273,0.22160221636295319,0.25542253255844116,0.20508883893489838,0.14428815245628357,0.9999999403953552,0.2809832692146301,0.11665991693735123,0.11975184828042984,0.2809832692146301,0.3510662019252777,0.11665991693735123,0.21839508414268494,0.2809832692146301,0.2114069163799286,0.1789962202310562,0.30795547366142273,0.12142204493284225,0.2090454250574112,0.23274627327919006,0.13827809691429138
",",0.38860568404197693,0.4933079481124878,0.25569602847099304,0.4946078956127167,0.24468442797660828,0.27995240688323975,0.2809832692146301,1.0000001192092896,0.2097204476594925,0.2194606214761734,1.0000001192092896,0.6633074283599854,0.2097204476594925,0.21458542346954346,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24877792596817017,0.19129666686058044,0.2530003488063812,0.31091248989105225
which,0.3217443823814392,0.6521818041801453,0.20221349596977234,0.5011631846427917,0.3078937828540802,0.21160198748111725,0.32466647028923035,0.3658004403114319,0.1991286277770996,0.19342312216758728,0.3658004403114319,0.506277859210968,0.1991286277770996,0.24625138938426971,0.3658004403114319,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.3983333110809326,0.2909833490848541,0.3135877251625061,0.25814583897590637
would,0.31067174673080444,0.4133751392364502,0.23162338137626648,0.3353942930698395,0.258760541677475,0.17012080550193787,0.15431860089302063,0.32586824893951416,0.13780725002288818,0.15916910767555237,0.32586824893951416,0.34921059012413025,0.13780725002288818,0.1846925914287567,0.32586824893951416,0.45766422152519226,0.41663143038749695,0.4133751392364502,0.3109046220779419,0.20729023218154907,0.15295875072479248,0.37178951501846313
be,0.32360681891441345,0.4248143136501312,0.183932363986969,0.33904364705085754,0.26940080523490906,0.21234801411628723,0.21518005430698395,0.39254459738731384,0.14780379831790924,0.16055795550346375,0.39254459738731384,0.41766801476478577,0.14780379831790924,0.1568278968334198,0.39254459738731384,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.27251505851745605,0.2448408603668213,0.17938804626464844,0.3324260413646698
responsible,0.22826717793941498,0.3305104374885559,0.09311092644929886,0.37070101499557495,0.14570961892604828,0.17840315401554108,0.25306612253189087,0.2192283272743225,0.13014128804206848,0.13337695598602295,0.2192283272743225,0.29945531487464905,0.13014128804206848,0.1728387176990509,0.2192283272743225,0.26869386434555054,0.2582622170448303,0.3305104374885559,0.2961095869541168,0.2557980418205261,0.21166346967220306,0.11367333680391312
for,0.3650246858596802,0.4739971458911896,0.17767630517482758,0.4185989499092102,0.235372394323349,0.27045196294784546,0.24519909918308258,0.4464869201183319,0.22510288655757904,0.14505156874656677,0.4464869201183319,0.5064792633056641,0.22510288655757904,0.21642009913921356,0.4464869201183319,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.28196775913238525,0.18166229128837585,0.22057102620601654,0.264628142118454
both,0.28536173701286316,0.4931981563568115,0.17357468605041504,0.3565710783004761,0.24302981793880463,0.16104763746261597,0.2148570716381073,0.38080528378486633,0.1231609657406807,0.12115994840860367,0.38080528378486633,0.5503310561180115,0.1231609657406807,0.20135129988193512,0.38080528378486633,0.3361809551715851,0.2990766167640686,0.4931981563568115,0.33384376764297485,0.2631151080131531,0.2292395681142807,0.19455738365650177
its,0.29879069328308105,0.559237003326416,0.18644186854362488,0.48690423369407654,0.2787948250770569,0.1756780445575714,0.2008703351020813,0.33157986402511597,0.19045390188694,0.21129365265369415,0.33157986402511597,0.3841775357723236,0.19045390188694,0.10639334470033646,0.33157986402511597,0.30393704771995544,0.3518870174884796,0.559237003326416,0.31297120451927185,0.23230299353599548,0.24614404141902924,0.15103481709957123
production,0.11019621044397354,0.2657334506511688,0.1329944133758545,0.1928233802318573,0.3093394339084625,0.2539292275905609,0.17353308200836182,0.24176549911499023,0.23261262476444244,0.40240782499313354,0.24176549911499023,0.25569969415664673,0.23261262476444244,0.3616986870765686,0.24176549911499023,0.16636081039905548,0.20499728620052338,0.2657334506511688,0.3021647334098816,0.11780815571546555,0.060127899050712585,0.19318072497844696
and,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.5116966962814331,0.2604368329048157,0.29514092206954956,0.3510662019252777,0.6633074283599854,0.16453155875205994,0.18634970486164093,0.6633074283599854,1.0,0.16453155875205994,0.2582898437976837,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.33249855041503906,0.20907706022262573,0.23097854852676392,0.20544172823429108
broadcasting,0.20283076167106628,0.29916465282440186,0.28820887207984924,0.25924646854400635,0.4141359329223633,0.6134137511253357,0.20696769654750824,0.2411014288663864,0.45669859647750854,0.3828892707824707,0.2411014288663864,0.2752234637737274,0.45669859647750854,0.3772093653678894,0.2411014288663864,0.18499015271663666,0.25895166397094727,0.29916465282440186,0.18294954299926758,0.23536793887615204,0.11025149375200272,0.10870421677827835
operations,0.19133180379867554,0.2928410470485687,0.23599790036678314,0.28191348910331726,0.15172553062438965,0.20516012609004974,0.2881830334663391,0.28440970182418823,0.17405781149864197,0.1577804833650589,0.28440970182418823,0.283679723739624,0.17405781149864197,0.1941601037979126,0.28440970182418823,0.1829104721546173,0.17603980004787445,0.2928410470485687,0.27961239218711853,0.22529321908950806,0.10892830044031143,0.13622350990772247
.,0.35870397090911865,0.5934505462646484,0.23265978693962097,0.5352458953857422,0.2878374457359314,0.2806251645088196,0.27268800139427185,0.6812511086463928,0.2567209303379059,0.1911878138780594,0.6812511086463928,0.588965117931366,0.2567209303379059,0.1869470328092575,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.29411986470222473,0.24862751364707947,0.24760639667510986,0.4130953550338745
