,the,procedure,continues,until,what,?
the,1.0,0.2383023202419281,0.3452514410018921,0.37191009521484375,0.42745697498321533,0.22068053483963013
procedure,0.2383023202419281,1.0,0.15082232654094696,0.18033501505851746,0.3241417407989502,0.2520322799682617
continues,0.3452514410018921,0.15082232654094696,1.0000001192092896,0.3712656795978546,0.27419164776802063,0.13186512887477875
until,0.37191009521484375,0.18033501505851746,0.3712656795978546,1.0,0.2693650424480438,0.20304496586322784
the,1.0,0.2383023202419281,0.3452514410018921,0.37191009521484375,0.42745697498321533,0.22068053483963013
building,0.3159640431404114,0.17811636626720428,0.13968399167060852,0.2535706162452698,0.23529528081417084,0.13549931347370148
is,0.5823672413825989,0.21689938008785248,0.32428741455078125,0.23065046966075897,0.28837618231773376,0.22961433231830597
ready,0.25905725359916687,0.22299572825431824,0.2696501910686493,0.25194600224494934,0.3205512464046478,0.28934767842292786
to,0.535392165184021,0.2539461851119995,0.363338828086853,0.354556679725647,0.455847829580307,0.29463258385658264
occupy,0.31747862696647644,0.04865377023816109,0.16009818017482758,0.1670645773410797,0.23571893572807312,0.12885627150535583
.,0.5934505462646484,0.2074706256389618,0.19585299491882324,0.36876651644706726,0.3567904531955719,0.4130953550338745
