,the,earthquake,forecast,models,what,features,of,earthquakes,in,california,?
the,1.0,0.23442360758781433,0.2757755517959595,0.16804195940494537,0.42745697498321533,0.29863014817237854,0.733189046382904,0.2725606858730316,0.6662389636039734,0.2750805914402008,0.22068053483963013
usgs,0.2134557068347931,0.35114890336990356,0.3569261133670807,0.19956903159618378,0.2963903844356537,0.24558918178081512,0.2053859382867813,0.3693491816520691,0.17231430113315582,0.3145684599876404,0.3154947757720947
has,0.4177538752555847,0.1329905390739441,0.15304122865200043,0.1249546930193901,0.20338068902492523,0.30453914403915405,0.3909035325050354,0.16899847984313965,0.4173259735107422,0.1442752480506897,0.15994466841220856
released,0.24578391015529633,0.15808835625648499,0.1701832413673401,0.1828659623861313,0.20228935778141022,0.3400057852268219,0.17721395194530487,0.13794627785682678,0.2659924626350403,0.23643092811107635,0.20329579710960388
a,0.5829201340675354,0.2050093412399292,0.15496650338172913,0.2741396725177765,0.3320399522781372,0.32008832693099976,0.5052502155303955,0.2523905634880066,0.539380669593811,0.2426064908504486,0.23916715383529663
california,0.2750805914402008,0.2565978169441223,0.1856531947851181,0.22796054184436798,0.1811584085226059,0.17605654895305634,0.24929828941822052,0.2600187659263611,0.2772824168205261,1.0,0.1409905105829239
earthquake,0.23442360758781433,1.0,0.2880716919898987,0.11017012596130371,0.2103385031223297,0.16237007081508636,0.2380685806274414,0.9145205020904541,0.254849374294281,0.2565978169441223,0.1966235339641571
forecast,0.2757755517959595,0.2880716919898987,0.9999999403953552,0.2868601977825165,0.2708919942378998,0.16485755145549774,0.23961319029331207,0.29634857177734375,0.20226113498210907,0.1856531947851181,0.17008931934833527
which,0.6521818041801453,0.2056967169046402,0.24704937636852264,0.23248709738254547,0.5261979103088379,0.389988511800766,0.5011631846427917,0.2787139117717743,0.4840516746044159,0.17128102481365204,0.25814583897590637
models,0.16804195940494537,0.11017012596130371,0.2868601977825165,1.0,0.22431734204292297,0.3841995894908905,0.19773605465888977,0.16403460502624512,0.2122073471546173,0.22796054184436798,0.16656708717346191
earthquake,0.23442360758781433,1.0,0.2880716919898987,0.11017012596130371,0.2103385031223297,0.16237007081508636,0.2380685806274414,0.9145205020904541,0.254849374294281,0.2565978169441223,0.1966235339641571
occurrence,0.28576356172561646,0.3069993257522583,0.33094531297683716,0.2099403440952301,0.2810608446598053,0.24372172355651855,0.24011513590812683,0.3629515469074249,0.2836938798427582,0.1397663950920105,0.25049254298210144
in,0.6662389636039734,0.254849374294281,0.20226113498210907,0.2122073471546173,0.30808621644973755,0.24970319867134094,0.5696388483047485,0.2531299591064453,1.0,0.2772824168205261,0.20430970191955566
california,0.2750805914402008,0.2565978169441223,0.1856531947851181,0.22796054184436798,0.1811584085226059,0.17605654895305634,0.24929828941822052,0.2600187659263611,0.2772824168205261,1.0,0.1409905105829239
.,0.5934505462646484,0.25678902864456177,0.18464753031730652,0.23375163972377777,0.3567904531955719,0.23473742604255676,0.5352458953857422,0.266614705324173,0.5591574311256409,0.2870451807975769,0.4130953550338745
