,what,was,the,black,cloister,?
luther,0.2134782373905182,0.19185513257980347,0.1759674996137619,0.12267450243234634,0.24050062894821167,0.1732746809720993
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.24407927691936493,0.23098284006118774,0.20544172823429108
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.19847579300403595,0.2713569104671478,0.18075084686279297
wife,0.15537087619304657,0.3110053539276123,0.18555577099323273,0.12882636487483978,0.2504739463329315,0.19987250864505768
moved,0.20601840317249298,0.3804442584514618,0.32031023502349854,0.10493540018796921,0.17493712902069092,0.15112607181072235
into,0.2180619090795517,0.2322220653295517,0.39493247866630554,0.0980280339717865,0.17485196888446808,0.15662476420402527
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23173153400421143,0.23783649504184723,0.23916715383529663
former,0.13598288595676422,0.2544213533401489,0.2251449078321457,0.10960730165243149,0.16409552097320557,0.10570605844259262
monastery,0.1663646548986435,0.2539490759372711,0.22441139817237854,0.09498731791973114,0.5403007864952087,0.11713293194770813
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23807229101657867,0.20943450927734375,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,-0.06463505327701569,0.06502477079629898,0.0685480609536171
the,0.42745697498321533,0.48711544275283813,1.0,0.28466513752937317,0.303792804479599,0.22068053483963013
black,0.12054000794887543,0.1419273465871811,0.28466513752937317,1.0,0.1504959762096405,0.15159966051578522
cloister,0.193972647190094,0.17797516286373138,0.303792804479599,0.1504959762096405,1.0,0.13987712562084198
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23807229101657867,0.20943450927734375,0.31091248989105225
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.024277575314044952,0.11314676702022552,0.018684765323996544
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23173153400421143,0.23783649504184723,0.23916715383529663
wedding,0.17059311270713806,0.18746258318424225,0.22881533205509186,0.20773842930793762,0.3829475939273834,0.13745874166488647
present,0.30940163135528564,0.1278916448354721,0.2829846143722534,0.1140734925866127,0.21282944083213806,0.21759982407093048
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.1814838945865631,0.187321275472641,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,1.0,0.28466513752937317,0.303792804479599,0.22068053483963013
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.17988547682762146,0.18020616471767426,0.14782847464084625
elector,0.2378963828086853,0.29741740226745605,0.22412441670894623,0.09489701688289642,0.2985243499279022,0.18877160549163818
john,0.18237407505512238,0.2875721752643585,0.2230520099401474,0.1090477705001831,0.23279674351215363,0.13162356615066528
the,0.42745697498321533,0.48711544275283813,1.0,0.28466513752937317,0.303792804479599,0.22068053483963013
steadfast,0.24814996123313904,0.2665709853172302,0.28276777267456055,0.21921104192733765,0.26393982768058777,0.18102973699569702
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.14539995789527893,0.1490374058485031,0.40561532974243164
1525–32,0.12539160251617432,0.036168601363897324,0.15548303723335266,-0.0002970565401483327,0.13562288880348206,0.1283474713563919
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.15729744732379913,0.15022686123847961,0.42300865054130554
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24577875435352325,0.17695780098438263,0.4130953550338745
