,what,venue,in,miami,was,a,candidate,for,the,site,of,super,bowl,50,?
the,0.42745697498321533,0.22078999876976013,0.6662389636039734,0.19180938601493835,0.48711544275283813,0.5829201340675354,0.20382727682590485,0.4739971458911896,1.0,0.288954496383667,0.733189046382904,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
league,0.16616638004779816,0.2527802586555481,0.22963495552539825,0.21914012730121613,0.21425791084766388,0.17562834918498993,0.14911715686321259,0.26433616876602173,0.2724147439002991,0.12063669413328171,0.23588460683822632,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.15941482782363892
eventually,0.28470873832702637,0.15301667153835297,0.3575967252254486,0.2125120609998703,0.35699570178985596,0.28132501244544983,0.18602511286735535,0.3156387209892273,0.42022404074668884,0.13389763236045837,0.313495934009552,0.2287168651819229,0.1778719127178192,-0.020709319040179253,0.13642115890979767
narrowed,0.25415581464767456,0.0932028591632843,0.21199606359004974,0.08859174698591232,0.19033023715019226,0.28848955035209656,0.1453484445810318,0.20887522399425507,0.3612460196018219,0.10053332895040512,0.2496551126241684,0.14927197992801666,0.14345666766166687,0.030878890305757523,0.1559450924396515
the,0.42745697498321533,0.22078999876976013,0.6662389636039734,0.19180938601493835,0.48711544275283813,0.5829201340675354,0.20382727682590485,0.4739971458911896,1.0,0.288954496383667,0.733189046382904,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
bids,0.11914563924074173,0.3069928288459778,0.23701345920562744,0.2861831784248352,0.18575212359428406,0.2171008586883545,0.34859123826026917,0.23067942261695862,0.2717687487602234,0.08840663731098175,0.26786938309669495,0.16850195825099945,0.21797062456607819,0.06577780842781067,0.13915638625621796
to,0.455847829580307,0.21620799601078033,0.45010748505592346,0.19240398705005646,0.3636345863342285,0.45503583550453186,0.24236750602722168,0.4451248347759247,0.535392165184021,0.2310456782579422,0.41548454761505127,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
three,0.24888746440410614,0.11487570405006409,0.34828072786331177,0.21556203067302704,0.2748996615409851,0.3025658130645752,0.08865956962108612,0.3032672107219696,0.43452659249305725,0.15227417647838593,0.3844621181488037,0.14228717982769012,0.18332304060459137,-0.002454916713759303,0.20928427577018738
sites,0.23563508689403534,0.19714827835559845,0.2618137300014496,0.08073759824037552,0.16607749462127686,0.2097954899072647,0.1404167115688324,0.23407870531082153,0.2751152217388153,0.6281419992446899,0.24120540916919708,0.05213000252842903,0.041055768728256226,0.010206971317529678,0.20032718777656555
:,-0.12022944539785385,0.05709821358323097,0.020521078258752823,-0.030870305374264717,0.002802103292196989,-0.0007584693375974894,0.020786138251423836,-0.02522280067205429,-0.03403344005346298,-0.1111384779214859,-0.08807745575904846,0.14034654200077057,0.14579139649868011,0.06510673463344574,-0.07156077772378922
