,in,which,galleries,are,the,french,paintings,donated,by,jones,displayed,?
several,0.39405709505081177,0.4863804280757904,0.31309014558792114,0.4241659343242645,0.40559855103492737,0.26149782538414,0.24070344865322113,0.22179129719734192,0.3275541365146637,0.1127418577671051,0.16300545632839203,0.15595775842666626
french,0.22093388438224792,0.1928994208574295,0.1551118791103363,0.15086305141448975,0.2555147111415863,1.0000001192092896,0.21465009450912476,0.15912622213363647,0.23343317210674286,0.11285733431577682,0.06261847168207169,0.1386883556842804
paintings,0.2264205515384674,0.207008495926857,0.5707334280014038,0.2476382851600647,0.2167874127626419,0.21465009450912476,1.0,0.34472015500068665,0.24946486949920654,0.140014186501503,0.3205025792121887,0.1866389960050583
entered,0.31345370411872864,0.2290109097957611,0.14868581295013428,0.09616300463676453,0.3258282542228699,0.1482587456703186,0.11842098832130432,0.1948428899049759,0.2365771234035492,0.14584630727767944,0.3021586239337921,0.10335487127304077
the,0.6662389636039734,0.6521818041801453,0.27603694796562195,0.40399202704429626,1.0,0.2555147111415863,0.2167874127626419,0.24606364965438843,0.4408751428127289,0.24446700513362885,0.2887660264968872,0.22068053483963013
collection,0.23004686832427979,0.30199134349823,0.44320929050445557,0.22862131893634796,0.25281965732574463,0.12934844195842743,0.3678726255893707,0.3425122797489166,0.2678082287311554,0.18541675806045532,0.23547086119651794,0.20069393515586853
as,0.3887844979763031,0.41006597876548767,0.2699747681617737,0.3826591968536377,0.48381632566452026,0.20159029960632324,0.19142313301563263,0.23766061663627625,0.3815547823905945,0.21983103454113007,0.2542615532875061,0.27043893933296204
part,0.4499994218349457,0.4460882246494293,0.2222362458705902,0.3086032569408417,0.527681291103363,0.1543947458267212,0.14575506746768951,0.1977057158946991,0.28271573781967163,0.16420887410640717,0.14005601406097412,0.08557961881160736
of,0.5696388483047485,0.5011631846427917,0.24172402918338776,0.39081433415412903,0.733189046382904,0.19450366497039795,0.21768251061439514,0.27521181106567383,0.3646814823150635,0.2007877230644226,0.22871877253055573,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.27603694796562195,0.40399202704429626,1.0,0.2555147111415863,0.2167874127626419,0.24606364965438843,0.4408751428127289,0.24446700513362885,0.2887660264968872,0.22068053483963013
260,0.08211222290992737,0.011277877725660801,-0.07054390013217926,0.04837814345955849,0.011885111220180988,-0.04200642183423042,-0.012812702916562557,-0.04791552573442459,-0.06052607670426369,0.03228139504790306,0.05438022315502167,0.22087180614471436
paintings,0.2264205515384674,0.207008495926857,0.5707334280014038,0.2476382851600647,0.2167874127626419,0.21465009450912476,1.0,0.34472015500068665,0.24946486949920654,0.140014186501503,0.3205025792121887,0.1866389960050583
and,0.4954058527946472,0.506277859210968,0.3095110058784485,0.48576638102531433,0.5171257257461548,0.32751965522766113,0.2532086968421936,0.2513214945793152,0.4289871156215668,0.26914161443710327,0.19328086078166962,0.20544172823429108
miniatures,0.22277434170246124,0.3213837742805481,0.4399992823600769,0.35961923003196716,0.2262277603149414,0.1383601427078247,0.398240864276886,0.22837884724140167,0.19174598157405853,0.12314142286777496,0.2785164713859558,0.19297140836715698
(,0.3087427020072937,0.2589828372001648,0.14725898206233978,0.23263892531394958,0.33289089798927307,0.19998501241207123,0.12196318805217743,0.16527552902698517,0.20696312189102173,0.19647055864334106,0.16842767596244812,0.40561532974243164
not,0.3403114080429077,0.46766895055770874,0.19913440942764282,0.46186959743499756,0.4310511648654938,0.14757536351680756,0.1926247775554657,0.17156212031841278,0.291808545589447,0.1240987628698349,0.24318237602710724,0.41942933201789856
all,0.3335905969142914,0.50777268409729,0.25823846459388733,0.5343062281608582,0.4860881567001343,0.16461369395256042,0.18977169692516327,0.18622729182243347,0.2944089472293854,0.15088866651058197,0.267600417137146,0.29575422406196594
the,0.6662389636039734,0.6521818041801453,0.27603694796562195,0.40399202704429626,1.0,0.2555147111415863,0.2167874127626419,0.24606364965438843,0.4408751428127289,0.24446700513362885,0.2887660264968872,0.22068053483963013
works,0.2656683027744293,0.2730301022529602,0.37208712100982666,0.2733730971813202,0.26337864995002747,0.1636105477809906,0.35978686809539795,0.2451373040676117,0.2887086570262909,0.1691809594631195,0.29576006531715393,0.19597402215003967
were,0.3815755248069763,0.2807837128639221,0.24707363545894623,0.6489362716674805,0.3906462490558624,0.22002479434013367,0.2921231985092163,0.22954699397087097,0.4406847059726715,0.1573609858751297,0.15932071208953857,0.17890112102031708
french,0.22093388438224792,0.1928994208574295,0.1551118791103363,0.15086305141448975,0.2555147111415863,1.0000001192092896,0.21465009450912476,0.15912622213363647,0.23343317210674286,0.11285733431577682,0.06261847168207169,0.1386883556842804
",",0.5201468467712402,0.3658004403114319,0.2487238645553589,0.4062570035457611,0.4933079481124878,0.28806620836257935,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.2674069404602051,0.2104237824678421,0.31091248989105225
for,0.4322226941585541,0.44095608592033386,0.26795825362205505,0.3895993232727051,0.4739971458911896,0.17280760407447815,0.21796263754367828,0.30581414699554443,0.3248702883720398,0.19902682304382324,0.27213630080223083,0.264628142118454
example,0.30483278632164,0.45943138003349304,0.2707413136959076,0.4108889698982239,0.3755223751068115,0.15361745655536652,0.2585013806819916,0.1524825096130371,0.29030951857566833,0.1930658519268036,0.32488369941711426,0.30374911427497864
carlo,0.19279642403125763,0.11569789052009583,0.20306722819805145,0.13816297054290771,0.15600669384002686,0.2640678882598877,0.1334502100944519,0.19828492403030396,0.19162945449352264,0.14645016193389893,0.18672393262386322,0.09809290617704391
crivelli,0.16534215211868286,0.16288676857948303,0.3146689236164093,0.09621425718069077,0.20170989632606506,0.30747559666633606,0.30908867716789246,0.22325527667999268,0.21380329132080078,0.2228984832763672,0.20342031121253967,0.2165936976671219
's,-0.037580832839012146,0.03856118768453598,-0.07497011125087738,-0.008927806280553341,-0.01540423184633255,0.0634014755487442,0.014467387460172176,-0.09636961668729782,-0.010884488001465797,0.03993193805217743,-0.039775438606739044,-0.023395681753754616
virgin,0.1495865285396576,0.18072324991226196,0.21061716973781586,0.1730407327413559,0.21732187271118164,0.1118781566619873,0.27203232049942017,0.22796380519866943,0.16847321391105652,0.07024212926626205,0.18218891322612762,0.11987020075321198
and,0.4954058527946472,0.506277859210968,0.3095110058784485,0.48576638102531433,0.5171257257461548,0.32751965522766113,0.2532086968421936,0.2513214945793152,0.4289871156215668,0.26914161443710327,0.19328086078166962,0.20544172823429108
