,when,were,x-rays,discovered,?
tesla,0.1504557579755783,0.1222306564450264,0.08711525052785873,0.13211879134178162,0.10250775516033173
may,0.3167054355144501,0.2525627911090851,0.246163472533226,0.2218116819858551,0.2768254578113556
have,0.40555819869041443,0.5193349123001099,0.36263543367385864,0.2744525372982025,0.32991164922714233
inadvertently,0.3960801064968109,0.20949672162532806,0.35755088925361633,0.2105681300163269,0.22784903645515442
captured,0.2653816044330597,0.29422783851623535,0.19131480157375336,0.3459450900554657,0.11851847916841507
an,0.33026179671287537,0.08893381804227829,0.1884496808052063,0.1899051070213318,0.19793890416622162
x-ray,0.27484917640686035,0.17226628959178925,0.5572865009307861,0.08875250071287155,0.26398539543151855
image—predating,0.28386643528938293,0.24304378032684326,0.2993299663066864,0.30484357476234436,0.3213638663291931
",",0.36674630641937256,0.36755475401878357,0.252806156873703,0.26185235381126404,0.31091248989105225
by,0.4376842677593231,0.4406847059726715,0.14097796380519867,0.2291465401649475,0.17966607213020325
a,0.44397395849227905,0.17203083634376526,0.24246345460414886,0.20319467782974243,0.23916715383529663
few,0.3844998776912689,0.36065220832824707,0.24273774027824402,0.1999416947364807,0.2334265559911728
weeks,0.3081195652484894,0.2148902416229248,0.28547635674476624,0.20682863891124725,0.21667936444282532
",",0.36674630641937256,0.36755475401878357,0.252806156873703,0.26185235381126404,0.31091248989105225
wilhelm,0.21011118590831757,0.17597617208957672,0.0836353600025177,0.25042060017585754,0.12678855657577515
röntgen,0.2355944812297821,0.21903826296329498,0.1958746761083603,0.37600165605545044,0.19019243121147156
's,-0.03368149697780609,0.007088581565767527,0.03778030350804329,-0.08296903222799301,-0.023395681753754616
december,0.28435230255126953,0.16382531821727753,0.11595509946346283,0.1404813826084137,0.2480352818965912
1895,0.1537429243326187,-0.04620319604873657,0.0700819343328476,-0.08656866103410721,0.018882837146520615
announcement,0.18412145972251892,0.14231258630752563,0.19324852526187897,0.18947094678878784,0.24608203768730164
of,0.3757161796092987,0.34038281440734863,0.22301892936229706,0.22074753046035767,0.1826142966747284
the,0.5091903209686279,0.3906462490558624,0.2762417197227478,0.27493247389793396,0.22068053483963013
discovery,0.19931064546108246,0.20246993005275726,0.2068292796611786,0.7555883526802063,0.11594310402870178
of,0.3757161796092987,0.34038281440734863,0.22301892936229706,0.22074753046035767,0.1826142966747284
x-rays—when,0.551291286945343,0.2179679423570633,0.7163109183311462,0.20566922426223755,0.35849714279174805
he,0.39115971326828003,0.31267037987709045,0.21479810774326324,0.15488411486148834,0.2089974731206894
tried,0.30607736110687256,0.33992713689804077,0.1931128054857254,0.24392643570899963,0.21770204603672028
to,0.5423505902290344,0.31913647055625916,0.3761973977088928,0.17764629423618317,0.29463258385658264
photograph,0.22083790600299835,0.1677391529083252,0.11859352141618729,0.22312965989112854,0.1544153243303299
mark,0.17833943665027618,0.15706656873226166,0.1156439334154129,0.11043897271156311,0.11634156107902527
twain,0.1696799397468567,0.16758571565151215,0.15553537011146545,0.1943584531545639,0.1620187759399414
illuminated,0.17593370378017426,0.18470105528831482,0.22139817476272583,0.2009972333908081,0.14651840925216675
by,0.4376842677593231,0.4406847059726715,0.14097796380519867,0.2291465401649475,0.17966607213020325
a,0.44397395849227905,0.17203083634376526,0.24246345460414886,0.20319467782974243,0.23916715383529663
geissler,0.2153635174036026,0.22371983528137207,0.156446635723114,0.25322654843330383,0.2248390167951584
tube,0.2324366718530655,0.10255584865808487,0.3138973116874695,0.2008296102285385,0.13631722331047058
",",0.36674630641937256,0.36755475401878357,0.252806156873703,0.26185235381126404,0.31091248989105225
an,0.33026179671287537,0.08893381804227829,0.1884496808052063,0.1899051070213318,0.19793890416622162
earlier,0.2809809148311615,0.31243637204170227,0.19050025939941406,0.23862801492214203,0.13306351006031036
type,0.17292563617229462,0.09534358233213425,0.17384685575962067,0.1297052949666977,0.17536182701587677
of,0.3757161796092987,0.34038281440734863,0.22301892936229706,0.22074753046035767,0.1826142966747284
gas,0.2590837776660919,0.20399387180805206,0.22661751508712769,0.21387432515621185,0.1582372784614563
discharge,0.2688746452331543,0.12555302679538727,0.28961819410324097,0.16990965604782104,0.13592740893363953
tube,0.2324366718530655,0.10255584865808487,0.3138973116874695,0.2008296102285385,0.13631722331047058
.,0.475719153881073,0.3378238379955292,0.2065625637769699,0.23523737490177155,0.4130953550338745
