,what,is,th,elast,name,of,the,player,who,was,the,super,bowl,50,winner,'s,leading,rusher,?
sanders,0.1722477227449417,0.16217412054538727,0.185801699757576,0.11230742186307907,0.08419264853000641,0.20887012779712677,0.2733713686466217,0.17663276195526123,0.2963277995586395,0.2800391614437103,0.2733713686466217,0.2044914960861206,0.19441960752010345,-0.0015079492004588246,0.2174706608057022,0.046122629195451736,0.2154676914215088,0.19410820305347443,0.20881439745426178
was,0.22111038863658905,0.5810302495956421,0.3596224784851074,0.10845798999071121,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.1967325210571289,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.23175270855426788,0.008974763564765453,0.27386704087257385,0.27699869871139526,0.18412111699581146
his,0.26976513862609863,0.24372583627700806,0.2941771447658539,0.11245310306549072,0.1914493292570114,0.38364991545677185,0.4394008219242096,0.24347680807113647,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.12594756484031677,0.13805828988552094,0.04898534715175629,0.20843631029129028,0.047556519508361816,0.30295172333717346,0.31492742896080017,0.18075084686279297
top,0.21232028305530548,0.17102722823619843,0.196448415517807,0.17449896037578583,0.17510008811950684,0.20362378656864166,0.31754136085510254,0.17855311930179596,0.170939639210701,0.1381647288799286,0.31754136085510254,0.13001014292240143,0.18532155454158783,-0.001060646609403193,0.28926122188568115,0.04869917780160904,0.2768573462963104,0.2495606243610382,0.17265194654464722
receiver,0.17021551728248596,0.24650534987449646,0.12428944557905197,0.1689174622297287,0.10071705281734467,0.13342490792274475,0.21850530803203583,0.3959048390388489,0.1811998039484024,0.18964196741580963,0.21850530803203583,0.20675665140151978,0.31266459822654724,-0.0062296949326992035,0.2447676807641983,-0.06732934713363647,0.21834109723567963,0.2954486906528473,0.11587938666343689
with,0.2464839518070221,0.3250955045223236,0.1657141000032425,0.17632965743541718,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.15822981297969818,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.17574407160282135,-0.04624466598033905,0.2195664644241333,0.21990160644054413,0.2433311939239502
six,0.1779850870370865,0.20925110578536987,0.193995863199234,0.13646477460861206,0.1741761863231659,0.3317931592464447,0.3614266812801361,0.1659715473651886,0.19475196301937103,0.3042767345905304,0.3614266812801361,0.18434253334999084,0.22396348416805267,0.06237699091434479,0.21478964388370514,0.06576314568519592,0.20522336661815643,0.1840737760066986,0.15298804640769958
receptions,0.15346844494342804,0.10050152987241745,0.14135967195034027,0.153703972697258,0.022941572591662407,0.1672898828983307,0.19359152019023895,0.1306208074092865,0.11577852070331573,0.15021640062332153,0.19359152019023895,0.1733546257019043,0.2712031304836273,-0.07024216651916504,0.16645126044750214,-0.05822821706533432,0.18485237658023834,0.3418812155723572,0.12913717329502106
for,0.3017193675041199,0.43268078565597534,0.21190141141414642,0.18465229868888855,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.2470785230398178,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.23969365656375885,-0.07241261005401611,0.3854183852672577,0.25463414192199707,0.264628142118454
83,0.02445935644209385,-0.048978447914123535,-0.04779569059610367,0.043566975742578506,-0.11115942150354385,-0.05192256346344948,-0.01716534234583378,-0.049318183213472366,0.028735611587762833,-0.02917989157140255,-0.01716534234583378,-0.004507164936512709,0.026125654578208923,0.013024285435676575,0.04930102825164795,0.006862151436507702,0.05584104359149933,0.0013386281207203865,0.020806502550840378
yards,0.1304803043603897,0.08262171596288681,0.17573228478431702,0.15566511452198029,0.005204703193157911,0.14466260373592377,0.16070343554019928,0.2452496588230133,0.13584628701210022,0.1823360025882721,0.16070343554019928,0.22780416905879974,0.2993983328342438,0.016652274876832962,0.18607741594314575,0.0408332459628582,0.23055429756641388,0.4378136098384857,0.12453813850879669
.,0.3567904531955719,0.4569662809371948,0.3437471091747284,0.22713828086853027,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.22491109371185303,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.22186151146888733,-0.003708066651597619,0.2186424434185028,0.2332548201084137,0.4130953550338745
