,what,was,the,nickname,for,the,test,where,",",during,abort,mode,",",the,ascent,engine,was,started,and,fired,?
the,0.42745697498321533,0.48711544275283813,1.0,0.20167101919651031,0.4739971458911896,1.0,0.19235259294509888,0.5003893971443176,0.4933079481124878,0.4838213622570038,0.13753890991210938,0.17972604930400848,0.4933079481124878,1.0,0.2610050141811371,0.21651263535022736,0.48711544275283813,0.3222070634365082,0.5171257257461548,0.2365681380033493,0.22068053483963013
ascent,0.17637182772159576,0.17331694066524506,0.2610050141811371,0.12220662832260132,0.17162521183490753,0.2610050141811371,0.17876651883125305,0.13294124603271484,0.19254229962825775,0.1767667680978775,0.1884607970714569,0.14930245280265808,0.19254229962825775,0.2610050141811371,0.9999998807907104,0.21572384238243103,0.17331694066524506,0.16034503281116486,0.18462450802326202,0.08439919352531433,0.10920551419258118
engine,0.18463268876075745,0.205611914396286,0.21651263535022736,0.15600885450839996,0.17779722809791565,0.21651263535022736,0.23162758350372314,0.1442544013261795,0.19789794087409973,0.15739808976650238,0.16404342651367188,0.22732135653495789,0.19789794087409973,0.21651263535022736,0.21572384238243103,1.0,0.205611914396286,0.17288708686828613,0.18437977135181427,0.1826300323009491,0.17739196121692657
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.23231683671474457,0.3863949179649353,0.48711544275283813,0.13941486179828644,0.20731619000434875,0.45456063747406006,0.4470829963684082,0.1300221085548401,0.09855202585458755,0.45456063747406006,0.48711544275283813,0.17331694066524506,0.205611914396286,1.0000001192092896,0.44883424043655396,0.3740963041782379,0.3188895583152771,0.18412111699581146
fired,0.1876460462808609,0.3188895583152771,0.2365681380033493,0.2135595679283142,0.1849847286939621,0.2365681380033493,0.12706904113292694,0.21436263620853424,0.1829763948917389,0.2229972928762436,0.16559483110904694,0.20231668651103973,0.1829763948917389,0.2365681380033493,0.08439919352531433,0.1826300323009491,0.3188895583152771,0.26771116256713867,0.22425059974193573,1.0000001192092896,0.17595404386520386
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.14081448316574097,0.4322226941585541,0.6662389636039734,0.1630522608757019,0.5344807505607605,0.5201468467712402,0.4627237319946289,0.1256515085697174,0.1449393332004547,0.5201468467712402,0.6662389636039734,0.140975221991539,0.18885408341884613,0.45514053106307983,0.3199414014816284,0.4954058527946472,0.11564572900533676,0.20430970191955566
abort,0.25187695026397705,0.1300221085548401,0.13753890991210938,0.014344275929033756,0.15781547129154205,0.13753890991210938,0.2851434648036957,0.15231414139270782,0.20164883136749268,0.16116884350776672,1.0000001192092896,0.09081336855888367,0.20164883136749268,0.13753890991210938,0.1884607970714569,0.16404342651367188,0.1300221085548401,0.12487626075744629,0.10494314134120941,0.16559483110904694,0.2985627353191376
mode,0.22054550051689148,0.09855202585458755,0.17972604930400848,0.09964010119438171,0.2273154854774475,0.17972604930400848,0.2105114758014679,0.2817832827568054,0.12268146127462387,0.20626099407672882,0.09081336855888367,1.0,0.12268146127462387,0.17972604930400848,0.14930245280265808,0.22732135653495789,0.09855202585458755,0.11349950730800629,0.17600871622562408,0.20231668651103973,0.29990461468696594
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.4933079481124878,0.17614826560020447,0.3149496018886566,1.0000001192092896,0.3225448727607727,0.20164883136749268,0.12268146127462387,1.0000001192092896,0.4933079481124878,0.19254229962825775,0.19789794087409973,0.45456063747406006,0.32632124423980713,0.6633074283599854,0.1829763948917389,0.31091248989105225
known,0.20381177961826324,0.35203275084495544,0.3624623417854309,0.3836364150047302,0.363901823759079,0.3624623417854309,0.09228421747684479,0.22275541722774506,0.3604377806186676,0.27972859144210815,0.02082185074687004,0.045565228909254074,0.3604377806186676,0.3624623417854309,0.17824962735176086,0.09790419042110443,0.35203275084495544,0.32893240451812744,0.3468935489654541,0.17878754436969757,0.18314571678638458
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.3114950358867645,0.44774648547172546,0.48381632566452026,0.21085862815380096,0.35409465432167053,0.48816442489624023,0.29671990871429443,0.11853332072496414,0.1689397692680359,0.48816442489624023,0.48381632566452026,0.2009618580341339,0.15144379436969757,0.3677520453929901,0.2500630021095276,0.49487000703811646,0.21038515865802765,0.27043893933296204
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26108431816101074,0.44038116931915283,0.5829201340675354,0.2521366477012634,0.40997210144996643,0.427140474319458,0.30341604351997375,0.16692116856575012,0.30306506156921387,0.427140474319458,0.5829201340675354,0.21263454854488373,0.24768835306167603,0.4508470594882965,0.29961374402046204,0.3739250600337982,0.195230171084404,0.23916715383529663
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.029698669910430908,0.01270448137074709,0.029072100296616554,0.02568148449063301,0.020612511783838272,0.09681109338998795,0.007871326059103012,0.076870396733284,0.03640703111886978,0.09681109338998795,0.029072100296616554,0.014832859858870506,0.021642690524458885,-0.012679691426455975,-0.05113169550895691,0.036644238978624344,-0.06543482840061188,0.0685480609536171
fire-in-the-hole,0.35134097933769226,0.3256925046443939,0.43859153985977173,0.15721134841442108,0.2751743197441101,0.43859153985977173,0.19735722243785858,0.3518330454826355,0.264416366815567,0.2777095437049866,0.27218177914619446,0.2820107936859131,0.264416366815567,0.43859153985977173,0.22835096716880798,0.3235563635826111,0.3256925046443939,0.280819833278656,0.3041345477104187,0.5970228314399719,0.2522728741168976
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,-0.010328101925551891,-0.04479556903243065,0.041273195296525955,0.012245665304362774,0.016034942120313644,-0.037358131259679794,-0.08359146863222122,-0.07839521020650864,-0.00502083171159029,-0.037358131259679794,0.041273195296525955,-0.0022887650411576033,0.046407122164964676,0.04456103965640068,0.03144173324108124,0.021612688899040222,-0.06592109799385071,0.018684765323996544
test,0.2596650719642639,0.13941486179828644,0.19235259294509888,0.13022103905677795,0.2297848016023636,0.19235259294509888,1.0000001192092896,0.20391574501991272,0.17614826560020447,0.1486813873052597,0.2851434648036957,0.2105114758014679,0.17614826560020447,0.19235259294509888,0.17876651883125305,0.23162758350372314,0.13941486179828644,0.08638940006494522,0.22158049046993256,0.12706904113292694,0.19832737743854523
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.4933079481124878,0.17614826560020447,0.3149496018886566,1.0000001192092896,0.3225448727607727,0.20164883136749268,0.12268146127462387,1.0000001192092896,0.4933079481124878,0.19254229962825775,0.19789794087409973,0.45456063747406006,0.32632124423980713,0.6633074283599854,0.1829763948917389,0.31091248989105225
where,0.4457937180995941,0.20731619000434875,0.5003893971443176,0.09805329889059067,0.38599511981010437,0.5003893971443176,0.20391574501991272,0.9999999403953552,0.3149496018886566,0.3543127477169037,0.15231414139270782,0.2817832827568054,0.3149496018886566,0.5003893971443176,0.13294124603271484,0.1442544013261795,0.20731619000434875,0.1391441971063614,0.43859338760375977,0.21436263620853424,0.24793872237205505
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.13665343821048737,0.32171204686164856,0.6251175999641418,0.20215317606925964,0.36972272396087646,0.48329564929008484,0.26678937673568726,0.14147886633872986,0.1613193154335022,0.48329564929008484,0.6251175999641418,0.22498929500579834,0.26840072870254517,0.4577186405658722,0.2569774091243744,0.40957894921302795,0.17230111360549927,0.25732165575027466
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.23231683671474457,0.3863949179649353,0.48711544275283813,0.13941486179828644,0.20731619000434875,0.45456063747406006,0.4470829963684082,0.1300221085548401,0.09855202585458755,0.45456063747406006,0.48711544275283813,0.17331694066524506,0.205611914396286,1.0000001192092896,0.44883424043655396,0.3740963041782379,0.3188895583152771,0.18412111699581146
lit,0.06459251046180725,0.15626856684684753,0.20298683643341064,0.13083036243915558,0.1650783270597458,0.20298683643341064,0.07540488243103027,0.13420191407203674,0.1845611184835434,0.217052161693573,0.06649406254291534,0.06297805905342102,0.1845611184835434,0.20298683643341064,0.17060093581676483,0.14491508901119232,0.15626856684684753,0.12343959510326385,0.16350990533828735,0.20750480890274048,0.14552001655101776
simultaneously,0.2967745363712311,0.15541981160640717,0.26942768692970276,0.005076283123344183,0.271710604429245,0.26942768692970276,0.1913515329360962,0.2818918526172638,0.18853695690631866,0.2790796756744385,0.07383260875940323,0.3243030309677124,0.18853695690631866,0.26942768692970276,0.17900247871875763,0.1716381460428238,0.15541981160640717,0.08738081902265549,0.23097945749759674,0.07879231125116348,0.13993576169013977
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.11881068348884583,0.39140474796295166,0.4223487675189972,0.14787445962429047,0.4142743945121765,0.4120737314224243,0.28545209765434265,0.08639580011367798,0.1763247400522232,0.4120737314224243,0.4223487675189972,0.1514841467142105,0.1990211457014084,0.27411898970603943,0.21924792230129242,0.5477725267410278,0.24045218527317047,0.2433311939239502
jettison,0.19991956651210785,0.38071396946907043,0.3107818365097046,0.19479945302009583,0.28120002150535583,0.3107818365097046,0.1460764855146408,0.2444418966770172,0.40727555751800537,0.2210172414779663,0.2432922124862671,0.16657377779483795,0.40727555751800537,0.3107818365097046,0.1899554282426834,0.24882960319519043,0.38071396946907043,0.26476311683654785,0.3435995876789093,0.21172255277633667,0.22587567567825317
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.19932328164577484,0.4185989499092102,0.733189046382904,0.164191335439682,0.38066378235816956,0.4946078956127167,0.3869180977344513,0.13275392353534698,0.14595618844032288,0.4946078956127167,0.733189046382904,0.1797132045030594,0.17095594108104706,0.4069072902202606,0.22928385436534882,0.5116966962814331,0.16029033064842224,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.20167101919651031,0.4739971458911896,1.0,0.19235259294509888,0.5003893971443176,0.4933079481124878,0.4838213622570038,0.13753890991210938,0.17972604930400848,0.4933079481124878,1.0,0.2610050141811371,0.21651263535022736,0.48711544275283813,0.3222070634365082,0.5171257257461548,0.2365681380033493,0.22068053483963013
descent,0.20911413431167603,0.24684534966945648,0.24708466231822968,0.21533118188381195,0.21258696913719177,0.24708466231822968,0.12497488409280777,0.24585184454917908,0.2299164980649948,0.24238142371177673,0.21607834100723267,0.14046835899353027,0.2299164980649948,0.24708466231822968,0.3601727783679962,0.13721659779548645,0.24684534966945648,0.15239275991916656,0.19692085683345795,0.12293366342782974,0.1453588604927063
stage,0.15168409049510956,0.2081151008605957,0.22652170062065125,0.19402755796909332,0.2402065247297287,0.22652170062065125,0.18519163131713867,0.1781195104122162,0.2630990147590637,0.26865634322166443,0.16192080080509186,0.18270960450172424,0.2630990147590637,0.22652170062065125,0.2506822347640991,0.18058733642101288,0.2081151008605957,0.14890128374099731,0.17654182016849518,0.08887102454900742,0.14916576445102692
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.18442372977733612,0.4726039469242096,0.5934505462646484,0.23588362336158752,0.41390106081962585,0.6812511086463928,0.3485563397407532,0.23023952543735504,0.24058961868286133,0.6812511086463928,0.5934505462646484,0.24551698565483093,0.21814921498298645,0.40146201848983765,0.3230702877044678,0.588965117931366,0.26208072900772095,0.4130953550338745
