,where,might,the,doctor,'s,self-interest,be,at,odds,with,the,patient,'s,self-interest,?
such,0.3198639750480652,0.39831793308258057,0.3575236201286316,0.1368570774793625,0.05073437839746475,0.21381844580173492,0.5239806771278381,0.15276408195495605,0.14083895087242126,0.3346101939678192,0.3575236201286316,0.17777791619300842,0.05073437839746475,0.21381844580173492,0.17851735651493073
self-interest,0.22807972133159637,0.3103272616863251,0.21719126403331757,0.1535571962594986,-0.055708132684230804,1.0,0.25711116194725037,0.22490370273590088,0.3375381529331207,0.18751117587089539,0.21719126403331757,0.2361041158437729,-0.055708132684230804,1.0,0.2922072410583496
directly,0.38755154609680176,0.338130921125412,0.4502958655357361,0.1366088092327118,-0.014331134036183357,0.18243272602558136,0.38079655170440674,0.23563194274902344,0.10995984822511673,0.23776929080486298,0.4502958655357361,0.17047490179538727,-0.014331134036183357,0.18243272602558136,0.2187996357679367
conflicts,0.22267428040504456,0.32985734939575195,0.24149245023727417,0.14538006484508514,-0.01522886287420988,0.30631688237190247,0.23103176057338715,0.14277325570583344,0.2541468143463135,0.24670250713825226,0.24149245023727417,0.16179774701595306,-0.01522886287420988,0.30631688237190247,0.30421143770217896
with,0.4142743945121765,0.28227806091308594,0.4223487675189972,0.17277967929840088,-0.04624466598033905,0.18751117587089539,0.36101722717285156,0.29126521944999695,0.27123069763183594,0.9999999403953552,0.4223487675189972,0.2506621479988098,-0.04624466598033905,0.18751117587089539,0.2433311939239502
the,0.5003893971443176,0.32504433393478394,1.0,0.2820442318916321,-0.01540423184633255,0.21719126403331757,0.4248143136501312,0.457212895154953,0.20617792010307312,0.4223487675189972,1.0,0.2195289433002472,-0.01540423184633255,0.21719126403331757,0.22068053483963013
patient,0.20016412436962128,0.2917565107345581,0.2195289433002472,0.46968910098075867,-0.07155405730009079,0.2361041158437729,0.2990906238555908,0.1778835952281952,0.1418306529521942,0.2506621479988098,0.2195289433002472,1.0000001192092896,-0.07155405730009079,0.2361041158437729,0.24355199933052063
's,0.0007701900321990252,-0.04840852692723274,-0.01540423184633255,0.031664930284023285,0.9999999403953552,-0.055708132684230804,0.025217169895768166,-0.08481216430664062,0.022111210972070694,-0.04624466598033905,-0.01540423184633255,-0.07155405730009079,0.9999999403953552,-0.055708132684230804,-0.023395681753754616
interest,0.2666945457458496,0.2820966839790344,0.197127103805542,0.11607366800308228,-0.04592332988977432,0.8656244874000549,0.21657410264015198,0.2276461273431778,0.28656962513923645,0.1937357634305954,0.197127103805542,0.18294814229011536,-0.04592332988977432,0.8656244874000549,0.2411724328994751
in,0.5344807505607605,0.26443570852279663,0.6662389636039734,0.25567495822906494,-0.037580832839012146,0.2894425392150879,0.3481820821762085,0.4374977946281433,0.15568311512470245,0.4080928862094879,0.6662389636039734,0.18493591248989105,-0.037580832839012146,0.2894425392150879,0.20430970191955566
obtaining,0.30156511068344116,0.2507915198802948,0.2691054046154022,0.19013570249080658,-0.00748684024438262,0.26617032289505005,0.3070278763771057,0.18380160629749298,0.2581995129585266,0.28773680329322815,0.2691054046154022,0.17380136251449585,-0.00748684024438262,0.26617032289505005,0.14850705862045288
cost-effective,0.22795775532722473,0.3411858379840851,0.3243931531906128,0.26704975962638855,0.03572959080338478,0.2494753748178482,0.35230207443237305,0.21618972718715668,0.3316715657711029,0.34811118245124817,0.3243931531906128,0.3761652112007141,0.03572959080338478,0.2494753748178482,0.2578628659248352
medication,0.21246086061000824,0.3422517478466034,0.24671530723571777,0.41096746921539307,-0.10957185924053192,0.180853009223938,0.35398632287979126,0.1779000461101532,0.1905352622270584,0.23143208026885986,0.24671530723571777,0.5972321629524231,-0.10957185924053192,0.180853009223938,0.2275196760892868
and,0.43859338760375977,0.31685465574264526,0.5171257257461548,0.21673844754695892,0.06895173341035843,0.2937970757484436,0.41766801476478577,0.3571503460407257,0.27936220169067383,0.5477725267410278,0.5171257257461548,0.24569113552570343,0.06895173341035843,0.2937970757484436,0.20544172823429108
avoiding,0.24737292528152466,0.42703837156295776,0.25605273246765137,0.10667461901903152,-0.027635494247078896,0.2398926466703415,0.37689247727394104,0.1112164855003357,0.2817719280719757,0.2898522615432739,0.25605273246765137,0.2522555887699127,-0.027635494247078896,0.2398926466703415,0.2956450283527374
the,0.5003893971443176,0.32504433393478394,1.0,0.2820442318916321,-0.01540423184633255,0.21719126403331757,0.4248143136501312,0.457212895154953,0.20617792010307312,0.4223487675189972,1.0,0.2195289433002472,-0.01540423184633255,0.21719126403331757,0.22068053483963013
unnecessary,0.2111610323190689,0.3498833179473877,0.24483802914619446,0.1384858936071396,-0.017609333619475365,0.2836388647556305,0.40705493092536926,0.09415733069181442,0.33000674843788147,0.2407253533601761,0.24483802914619446,0.24795903265476227,-0.017609333619475365,0.2836388647556305,0.37911662459373474
use,0.3083797097206116,0.41532549262046814,0.34342584013938904,0.142633855342865,0.004619393963366747,0.20869435369968414,0.4528608024120331,0.22117964923381805,0.22086194157600403,0.3356984257698059,0.34342584013938904,0.22651377320289612,0.004619393963366747,0.20869435369968414,0.32795652747154236
of,0.38066378235816956,0.2900311052799225,0.733189046382904,0.16895952820777893,-0.03817026689648628,0.21212652325630188,0.33904364705085754,0.42558613419532776,0.22051480412483215,0.41827285289764404,0.733189046382904,0.1500403732061386,-0.03817026689648628,0.21212652325630188,0.1826142966747284
medication,0.21246086061000824,0.3422517478466034,0.24671530723571777,0.41096746921539307,-0.10957185924053192,0.180853009223938,0.35398632287979126,0.1779000461101532,0.1905352622270584,0.23143208026885986,0.24671530723571777,0.5972321629524231,-0.10957185924053192,0.180853009223938,0.2275196760892868
that,0.4876193106174469,0.5377011895179749,0.5473989248275757,0.2390732765197754,0.04397977516055107,0.34087300300598145,0.6036020517349243,0.3183255195617676,0.2778424918651581,0.4154358208179474,0.5473989248275757,0.2760578989982605,0.04397977516055107,0.34087300300598145,0.32716336846351624
may,0.23215454816818237,0.5044193863868713,0.2694292366504669,0.20663368701934814,-0.07006479054689407,0.25656500458717346,0.45514434576034546,0.2711789011955261,0.15720482170581818,0.23512546718120575,0.2694292366504669,0.2399013638496399,-0.07006479054689407,0.25656500458717346,0.2768254578113556
have,0.412650465965271,0.5161747932434082,0.40389683842658997,0.17649078369140625,-0.02807004563510418,0.28432419896125793,0.5760743618011475,0.29004791378974915,0.21959689259529114,0.48046383261680603,0.40389683842658997,0.27524372935295105,-0.02807004563510418,0.28432419896125793,0.32991164922714233
side-effects,0.2828492522239685,0.4175262749195099,0.38169050216674805,0.28179803490638733,0.053169798105955124,0.270647794008255,0.36289969086647034,0.2227824330329895,0.30626171827316284,0.3587527573108673,0.38169050216674805,0.3393039107322693,0.053169798105955124,0.270647794008255,0.2346230000257492
.,0.41390106081962585,0.27493223547935486,0.5934505462646484,0.22361043095588684,-0.003708066651597619,0.3423091471195221,0.4383580684661865,0.4549728035926819,0.2874327600002289,0.4446153938770294,0.5934505462646484,0.22164101898670197,-0.003708066651597619,0.3423091471195221,0.4130953550338745
,where,might,the,doctor,'s,self-interest,be,at,odds,with,the,patient,'s,self-interest,?
otherwise,0.3683772087097168,0.5313209295272827,0.2968122065067291,0.14474397897720337,0.04409247264266014,0.23516011238098145,0.5183118581771851,0.2036670744419098,0.18095122277736664,0.2841293513774872,0.2968122065067291,0.20697151124477386,0.04409247264266014,0.23516011238098145,0.29367905855178833
",",0.3149496018886566,0.2533247768878937,0.4933079481124878,0.20407600700855255,-0.0016132977325469255,0.3407120704650879,0.39254459738731384,0.38314947485923767,0.2816000282764435,0.4120737314224243,0.4933079481124878,0.1891828030347824,-0.0016132977325469255,0.3407120704650879,0.31091248989105225
the,0.5003893971443176,0.32504433393478394,1.0,0.2820442318916321,-0.01540423184633255,0.21719126403331757,0.4248143136501312,0.457212895154953,0.20617792010307312,0.4223487675189972,1.0,0.2195289433002472,-0.01540423184633255,0.21719126403331757,0.22068053483963013
physician,0.1485566943883896,0.17903919517993927,0.1636791080236435,0.5362199544906616,-0.041307248175144196,0.1896432787179947,0.11182492226362228,0.12324240058660507,0.11796059459447861,0.14425136148929596,0.1636791080236435,0.37089985609054565,-0.041307248175144196,0.1896432787179947,0.1271199882030487
has,0.32190436124801636,0.32525649666786194,0.4177538752555847,0.1778179407119751,-0.040683966130018234,0.21994994580745697,0.3863394856452942,0.2743658423423767,0.1463092416524887,0.44092974066734314,0.4177538752555847,0.2073928266763687,-0.040683966130018234,0.21994994580745697,0.15994466841220856
