,in,what,english,colony,were,huguenot,settlers,promised,land,?
in,1.0,0.30808621644973755,0.19623121619224548,0.25087448954582214,0.3815755248069763,0.26198551058769226,0.2311645746231079,0.22425007820129395,0.22871792316436768,0.20430970191955566
1700,0.03750363364815712,0.11454621702432632,0.08375979959964752,0.026709478348493576,0.07916326820850372,0.127486452460289,0.07247842848300934,-0.029303589835762978,0.03559878095984459,0.23029880225658417
several,0.39405709505081177,0.22446060180664062,0.1879388988018036,0.21751317381858826,0.3978578448295593,0.21934939920902252,0.22703447937965393,0.2198595255613327,0.17244641482830048,0.15595775842666626
hundred,0.2835391163825989,0.16879357397556305,0.21755288541316986,0.23338119685649872,0.34201544523239136,0.2877728343009949,0.22085611522197723,0.24420230090618134,0.18524210155010223,0.17378053069114685
french,0.22093388438224792,0.17393042147159576,0.47204166650772095,0.2202957570552826,0.22002479434013367,0.5233030915260315,0.22402764856815338,0.16552211344242096,0.10772325843572617,0.1386883556842804
huguenots,0.25916293263435364,0.22128188610076904,0.2928670346736908,0.35270920395851135,0.2728680968284607,0.9459913372993469,0.4056675434112549,0.3296247124671936,0.2369009107351303,0.16010338068008423
migrated,0.24539399147033691,0.19371747970581055,0.2017015814781189,0.2544713616371155,0.25121644139289856,0.18123771250247955,0.37832891941070557,0.1925542950630188,0.21163654327392578,0.10196463763713837
from,0.4274188280105591,0.2737620174884796,0.201618492603302,0.18396958708763123,0.29991888999938965,0.1858682930469513,0.20406807959079742,0.18977196514606476,0.21997374296188354,0.19969791173934937
england,0.33311840891838074,0.21399550139904022,0.41711461544036865,0.2982803285121918,0.3110785484313965,0.3357331156730652,0.29821085929870605,0.26645174622535706,0.2197098433971405,0.13436897099018097
to,0.45010748505592346,0.455847829580307,0.21984367072582245,0.27651169896125793,0.31913647055625916,0.24496324360370636,0.323935329914093,0.3742603361606598,0.2885280251502991,0.29463258385658264
the,0.6662389636039734,0.42745697498321533,0.23982001841068268,0.2740810811519623,0.3906462490558624,0.29557526111602783,0.27202945947647095,0.2738664150238037,0.28587454557418823,0.22068053483963013
colony,0.25087448954582214,0.26261213421821594,0.20458202064037323,1.0000001192092896,0.25585371255874634,0.32352373003959656,0.5770594477653503,0.21565400063991547,0.3496568202972412,0.13831071555614471
of,0.5696388483047485,0.33290785551071167,0.17198967933654785,0.2552715241909027,0.34038281440734863,0.29061198234558105,0.22850416600704193,0.21547284722328186,0.3057127296924591,0.1826142966747284
virginia,0.2449580281972885,0.19189345836639404,0.221433624625206,0.3089219331741333,0.16678361594676971,0.18723717331886292,0.26204535365104675,0.21412406861782074,0.19478802382946014,0.18036006391048431
",",0.5201468467712402,0.3087472915649414,0.3339248597621918,0.23671650886535645,0.36755475401878357,0.24752236902713776,0.23535142838954926,0.26894307136535645,0.22220008075237274,0.31091248989105225
where,0.5344807505607605,0.4457937180995941,0.18434862792491913,0.19736720621585846,0.2363632768392563,0.2579043209552765,0.19111381471157074,0.17877788841724396,0.21639515459537506,0.24793872237205505
the,0.6662389636039734,0.42745697498321533,0.23982001841068268,0.2740810811519623,0.3906462490558624,0.29557526111602783,0.27202945947647095,0.2738664150238037,0.28587454557418823,0.22068053483963013
english,0.19623121619224548,0.25060737133026123,0.9999999403953552,0.20458202064037323,0.19933702051639557,0.3035200536251068,0.21081168949604034,0.1454170048236847,0.11806156486272812,0.23251567780971527
crown,0.2139754444360733,0.11934377253055573,0.12135830521583557,0.326382040977478,0.2171589881181717,0.23013010621070862,0.2249312400817871,0.28796496987342834,0.2354726791381836,0.09979621320962906
had,0.385026752948761,0.23849567770957947,0.17966125905513763,0.23236183822155,0.6150832772254944,0.2470320463180542,0.36008167266845703,0.4805927872657776,0.29299962520599365,0.20728366076946259
promised,0.22425007820129395,0.24721461534500122,0.1454170048236847,0.21565400063991547,0.2670386731624603,0.3139122724533081,0.28310737013816833,1.0000001192092896,0.3612760901451111,0.22630755603313446
them,0.29119014739990234,0.4994642734527588,0.2458200752735138,0.24345503747463226,0.4602346122264862,0.2368193119764328,0.35307446122169495,0.3796561658382416,0.2757820188999176,0.35435691475868225
land,0.22871792316436768,0.23411516845226288,0.11806156486272812,0.3496568202972412,0.27322420477867126,0.19860590994358063,0.4063686728477478,0.3612760901451111,1.0000001192092896,0.1432059109210968
grants,0.22626352310180664,0.18652507662773132,0.19092360138893127,0.1980256587266922,0.21880093216896057,0.20665757358074188,0.31019023060798645,0.4245072901248932,0.34866684675216675,0.1494954377412796
in,1.0,0.30808621644973755,0.19623121619224548,0.25087448954582214,0.3815755248069763,0.26198551058769226,0.2311645746231079,0.22425007820129395,0.22871792316436768,0.20430970191955566
lower,0.27455443143844604,0.20079238712787628,0.0916140004992485,0.07927774637937546,0.17496317625045776,0.06902331113815308,0.16908369958400726,0.08696884661912918,0.14205829799175262,0.08471795171499252
norfolk,0.20088297128677368,0.1406448632478714,0.2754521071910858,0.26679912209510803,0.2242330014705658,0.2352745085954666,0.2622864544391632,0.21804609894752502,0.25556835532188416,0.13574089109897614
county,0.31363439559936523,0.16114220023155212,0.17893359065055847,0.17961588501930237,0.18435262143611908,0.15177686512470245,0.2660638988018036,0.1547483205795288,0.20199015736579895,0.07680056244134903
.,0.5591574311256409,0.3567904531955719,0.2881386876106262,0.23889021575450897,0.3378238379955292,0.2060975730419159,0.21710044145584106,0.24561423063278198,0.259204238653183,0.4130953550338745
