,what,two,radio,stations,in,denver,carried,super,bowl,50,?
in,0.30808621644973755,0.36463531851768494,0.22625693678855896,0.25864288210868835,1.0,0.2221570909023285,0.22688958048820496,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
denver,0.1275133192539215,0.14121489226818085,0.18599461019039154,0.17421209812164307,0.2221570909023285,1.0,0.14844809472560883,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
",",0.3087472915649414,0.35859420895576477,0.25251123309135437,0.26337406039237976,0.5201468467712402,0.25173696875572205,0.2494087517261505,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
koa,0.17689424753189087,0.15745298564434052,0.10345469415187836,0.14207816123962402,0.13041676580905914,0.107217937707901,0.03989455848932266,0.14469614624977112,0.06702766567468643,-0.0017367691034451127,0.1694706827402115
(,0.2411840260028839,0.2169162482023239,0.22948305308818817,0.1346510946750641,0.3087427020072937,0.23238550126552582,0.15161031484603882,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.40561532974243164
850,0.17409735918045044,0.1423770785331726,0.061674583703279495,0.06982826441526413,0.13669835031032562,0.057951733469963074,0.04955136403441429,0.0720728412270546,0.05431080982089043,0.005798269994556904,0.09615745395421982
am,0.25965139269828796,0.11302617192268372,0.2271493375301361,0.18851621448993683,0.16754312813282013,0.11767572909593582,0.10994134843349457,0.10710152983665466,0.1202041357755661,0.017594989389181137,0.3437723219394684
),0.26259949803352356,0.24161455035209656,0.21417279541492462,0.1451086699962616,0.3326910734176636,0.2208423912525177,0.15070919692516327,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.42300865054130554
and,0.31309178471565247,0.4671151638031006,0.2658638060092926,0.2687023878097534,0.4954058527946472,0.20625516772270203,0.2700822949409485,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
krfx,0.18891382217407227,0.18949928879737854,0.28945618867874146,0.26904261112213135,0.2803616523742676,0.2759806215763092,0.05254339426755905,0.3062921166419983,0.20183543860912323,0.013866567052900791,0.29467079043388367
(,0.2411840260028839,0.2169162482023239,0.22948305308818817,0.1346510946750641,0.3087427020072937,0.23238550126552582,0.15161031484603882,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.40561532974243164
103.5,0.0471857450902462,0.016540760174393654,-0.08593279123306274,-0.10447921603918076,-0.14234763383865356,-0.10810257494449615,0.15566645562648773,-0.1502412110567093,-0.1370439976453781,0.05531047284603119,-0.11392628401517868
fm,0.12007185071706772,0.18386061489582062,0.5416761040687561,0.4250081479549408,0.1521582156419754,0.1659637689590454,0.13761723041534424,0.10257884114980698,0.10300834476947784,0.08219821006059647,0.1004299446940422
),0.26259949803352356,0.24161455035209656,0.21417279541492462,0.1451086699962616,0.3326910734176636,0.2208423912525177,0.15070919692516327,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.42300865054130554
will,0.3510494530200958,0.2761363387107849,0.14596246182918549,0.22797757387161255,0.2580665349960327,0.17842401564121246,0.1779237985610962,0.1544499397277832,0.1507955938577652,0.07188837975263596,0.35046905279159546
carry,0.22239743173122406,0.2173939347267151,0.18107746541500092,0.2684228718280792,0.19860897958278656,0.17884160578250885,0.6771092414855957,0.13824884593486786,0.11297586560249329,0.049357637763023376,0.17171701788902283
the,0.42745697498321533,0.43858039379119873,0.23511973023414612,0.24762700498104095,0.6662389636039734,0.2052404284477234,0.31854987144470215,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.2246788740158081,0.2322981208562851,0.22439733147621155,0.19876497983932495,0.23986028134822845,0.18653830885887146,0.12368112802505493,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
",",0.3087472915649414,0.35859420895576477,0.25251123309135437,0.26337406039237976,0.5201468467712402,0.25173696875572205,0.2494087517261505,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
with,0.2464839518070221,0.4333336651325226,0.15850627422332764,0.1949257254600525,0.4080928862094879,0.20079316198825836,0.23924976587295532,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
dave,0.1777520477771759,0.11646025627851486,0.23142558336257935,0.1320030391216278,0.16800034046173096,0.1816384494304657,0.09287403523921967,0.1303974837064743,0.13469335436820984,0.06480404734611511,0.1399918496608734
logan,0.0784287080168724,0.23349149525165558,0.190175399184227,0.1972251832485199,0.274706095457077,0.3960370719432831,0.05594836175441742,0.1889778971672058,0.13765500485897064,0.031173178926110268,0.19886885583400726
on,0.34226128458976746,0.3205535411834717,0.2590620815753937,0.3269573450088501,0.46853652596473694,0.1561855524778366,0.26714009046554565,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
play-by-play,0.2412194460630417,0.23248638212680817,0.31086286902427673,0.21720615029335022,0.26031607389450073,0.2354010045528412,0.13485786318778992,0.2638408839702606,0.25221535563468933,0.048839230090379715,0.2925850749015808
and,0.31309178471565247,0.4671151638031006,0.2658638060092926,0.2687023878097534,0.4954058527946472,0.20625516772270203,0.2700822949409485,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
ed,0.09894731640815735,0.1128338873386383,0.18429754674434662,0.0951918289065361,0.22781489789485931,0.18253058195114136,0.1074555367231369,0.04474417120218277,0.09711064398288727,0.04605382680892944,0.16764874756336212
mccaffrey,0.17847973108291626,0.274607390165329,0.2617664337158203,0.2246832698583603,0.2923904061317444,0.29792484641075134,0.1543981432914734,0.16285087168216705,0.18232111632823944,-0.07137414813041687,0.23671486973762512
on,0.34226128458976746,0.3205535411834717,0.2590620815753937,0.3269573450088501,0.46853652596473694,0.1561855524778366,0.26714009046554565,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
color,0.2746529281139374,0.14287586510181427,0.1325235217809677,0.1569930762052536,0.10136925429105759,0.17002470791339874,0.17520970106124878,0.16928184032440186,0.21894660592079163,0.027622278779745102,0.21299609541893005
commentary,0.2743928134441376,0.2094922512769699,0.3170797824859619,0.21265214681625366,0.21786750853061676,0.14816239476203918,0.11295419931411743,0.13202881813049316,0.18282940983772278,-0.02810014970600605,0.20364898443222046
.,0.3567904531955719,0.3524959683418274,0.20650681853294373,0.22839494049549103,0.5591574311256409,0.2573630213737488,0.24091391265392303,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
