,in,what,year,did,roger,goodell,call,super,bowl,50,'an,important,game,for,us,as,a,league,',?
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.16691862046718597,0.3220403790473938,0.2520289719104767,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.1261816918849945,0.3796374499797821,0.23986028134822845,0.4322226941585541,0.19746538996696472,0.3887844979763031,0.539380669593811,0.22963495552539825,0.4158826768398285,0.20430970191955566
early,0.34672921895980835,0.2454567849636078,0.22533860802650452,0.32047218084335327,0.17514899373054504,0.2878952622413635,0.25495675206184387,0.10942362248897552,0.14853668212890625,0.015778101980686188,0.13798289000988007,0.3426573574542999,0.21506367623806,0.2892865538597107,0.13276609778404236,0.2809016704559326,0.2710886299610138,0.1467057168483734,0.22686581313610077,0.15272949635982513
2012,0.3800647258758545,0.2266836017370224,0.24374690651893616,0.16113266348838806,0.12509238719940186,0.16313982009887695,0.2037622332572937,0.19708658754825592,0.1755882352590561,0.017723556607961655,0.15127220749855042,0.34210342168807983,0.1369851678609848,0.22560004889965057,0.12151192128658295,0.3424225151538849,0.3774794936180115,0.2448122352361679,0.417517751455307,0.18042556941509247
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.22744543850421906,0.39809733629226685,0.2670435905456543,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.14799204468727112,0.3452564477920532,0.2653886377811432,0.4464869201183319,0.3120202422142029,0.48816442489624023,0.427140474319458,0.20757631957530975,0.5178600549697876,0.31091248989105225
nfl,0.12599408626556396,0.12579965591430664,0.2432725727558136,0.16524574160575867,0.13967666029930115,0.34426531195640564,0.08280614018440247,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.12118459492921829,0.061786238104104996,0.3143478333950043,0.23749186098575592,0.14648087322711945,0.18464252352714539,0.1210956797003746,0.3908804953098297,0.15978126227855682,0.10610254108905792
commissioner,0.25561144948005676,0.1831938475370407,0.13314323127269745,0.19308091700077057,0.22977811098098755,0.4120275378227234,0.10575364530086517,0.162574902176857,0.17646083235740662,0.03049071878194809,0.23311497271060944,0.16514143347740173,0.18546190857887268,0.2248236984014511,0.12254858016967773,0.25207218527793884,0.1900102198123932,0.32959142327308655,0.1879758983850479,0.1209191158413887
roger,0.16691862046718597,0.1456337571144104,0.1190456673502922,0.16114541888237,1.0,0.31340429186820984,0.07300301641225815,0.1611955761909485,0.1433940976858139,0.03958752378821373,0.21613045036792755,0.14276210963726044,0.1911574751138687,0.202398419380188,0.10898207873106003,0.1688738912343979,0.20693595707416534,0.1720457822084427,0.1479608118534088,0.0969553217291832
goodell,0.3220403790473938,0.2141730785369873,0.20985408127307892,0.2014486938714981,0.31340429186820984,1.0,0.19200439751148224,0.22485686838626862,0.2514421343803406,-0.013359075412154198,0.18020488321781158,0.13641658425331116,0.23549653589725494,0.2673582136631012,0.2294151484966278,0.31536251306533813,0.2894425094127655,0.2768418490886688,0.26837387681007385,0.18825720250606537
stated,0.24313503503799438,0.3668954074382782,0.19521492719650269,0.3936442732810974,0.20153607428073883,0.25717028975486755,0.23611313104629517,0.1140226274728775,0.04108824580907822,-0.04979994520545006,0.1541742980480194,0.16238923370838165,0.22939984500408173,0.2897723317146301,0.2355535626411438,0.3581467568874359,0.22154705226421356,0.11683543026447296,0.24563166499137878,0.24280361831188202
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.1228225976228714,0.24923716485500336,0.2914465367794037,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.16773274540901184,0.3865286409854889,0.27499276399612427,0.4137635827064514,0.282404363155365,0.4735107421875,0.47537946701049805,0.17157399654388428,0.3494868278503418,0.32716336846351624
