,what,increases,student,'s,motivation,to,learn,?
recent,0.24256184697151184,0.26487281918525696,0.14500539004802704,-0.01746293343603611,0.1971471607685089,0.31205716729164124,0.17579738795757294,0.2544887959957123
research,0.237140491604805,0.17985978722572327,0.30321526527404785,-0.03923575207591057,0.24187225103378296,0.2667310833930969,0.23115740716457367,0.13481977581977844
has,0.20338068902492523,0.3269798159599304,0.21276195347309113,-0.040683966130018234,0.12865875661373138,0.3619994819164276,0.20360004901885986,0.15994466841220856
found,0.1796332150697708,0.18971124291419983,0.10155501216650009,0.005866709165275097,0.17698518931865692,0.25225648283958435,0.1395912617444992,0.16790300607681274
a,0.3320399522781372,0.3119737505912781,0.3207114636898041,0.04866964742541313,0.23439852893352509,0.45503583550453186,0.2111419141292572,0.23916715383529663
correlation,0.310825914144516,0.4393717646598816,0.2101624757051468,-0.057671163231134415,0.424356609582901,0.28919774293899536,0.21527816355228424,0.23400020599365234
between,0.2462156116962433,0.3140258491039276,0.09343362599611282,0.006096371449530125,0.163028746843338,0.3639189600944519,0.1439371109008789,0.12887074053287506
teacher,0.20492632687091827,0.08677603304386139,0.5754092335700989,0.026857737451791763,0.3194938004016876,0.1991342306137085,0.4223177433013916,0.1797819435596466
enthusiasm,0.24652187526226044,0.20606768131256104,0.1584063172340393,0.07478470355272293,0.3720179796218872,0.21333210170269012,0.260254830121994,0.20266079902648926
and,0.31309178471565247,0.2800044119358063,0.2391568422317505,0.06895173341035843,0.27178579568862915,0.48971283435821533,0.266887903213501,0.20544172823429108
students,0.2380729615688324,0.1874183714389801,0.7746244072914124,0.03619067743420601,0.24616391956806183,0.2905822694301605,0.44932475686073303,0.18017297983169556
',0.3245812654495239,0.11717734485864639,0.193568155169487,0.07651367038488388,0.17178596556186676,0.34544456005096436,0.18288463354110718,0.330942302942276
intrinsic,0.38694334030151367,0.5304207801818848,0.17829297482967377,-0.10738448053598404,0.38195931911468506,0.2790590524673462,0.18141715228557587,0.2300206422805786
motivation,0.3632064461708069,0.33624252676963806,0.2838107943534851,0.013234824873507023,1.0,0.33875536918640137,0.38036301732063293,0.27532052993774414
to,0.455847829580307,0.3197665810585022,0.21220189332962036,0.03782717138528824,0.33875536918640137,1.0,0.3487244248390198,0.29463258385658264
learn,0.3623736798763275,0.22344361245632172,0.3862043023109436,0.03441669046878815,0.38036301732063293,0.3487244248390198,1.0000001192092896,0.3118754029273987
and,0.31309178471565247,0.2800044119358063,0.2391568422317505,0.06895173341035843,0.27178579568862915,0.48971283435821533,0.266887903213501,0.20544172823429108
vitality,0.19740577042102814,0.2823082208633423,0.15549233555793762,0.02739711105823517,0.34300437569618225,0.2292393445968628,0.19216910004615784,0.1908029317855835
in,0.30808621644973755,0.2302049696445465,0.254856139421463,-0.037580832839012146,0.2138277292251587,0.45010748505592346,0.18581099808216095,0.20430970191955566
the,0.42745697498321533,0.38141000270843506,0.21259291470050812,-0.01540423184633255,0.23248690366744995,0.535392165184021,0.2269158810377121,0.22068053483963013
classroom,0.2124699205160141,0.18198701739311218,0.4355435073375702,-0.04378679767251015,0.32405444979667664,0.2640056908130646,0.35384923219680786,0.23190370202064514
.,0.3567904531955719,0.22987256944179535,0.20994822680950165,-0.003708066651597619,0.2483096718788147,0.4645031690597534,0.2426602691411972,0.4130953550338745
,what,increases,student,'s,motivation,to,learn,?
teachers,0.2526462972164154,0.10398680716753006,0.5576453804969788,0.044750411063432693,0.2336161881685257,0.2668606638908386,0.45826107263565063,0.19522249698638916
that,0.6297725439071655,0.3289920389652252,0.24464628100395203,0.04397977516055107,0.3246578872203827,0.5436353087425232,0.3043385446071625,0.32716336846351624
exhibit,0.19258087873458862,0.19334250688552856,0.0925835445523262,-0.06824249029159546,0.203868106007576,0.1519320160150528,0.11433932185173035,0.1524401158094406
enthusiasm,0.24652187526226044,0.20606768131256104,0.1584063172340393,0.07478470355272293,0.3720179796218872,0.21333210170269012,0.260254830121994,0.20266079902648926
can,0.34502777457237244,0.36313506960868835,0.1071997582912445,-0.02075597457587719,0.30690136551856995,0.4979398250579834,0.3501700460910797,0.3226337134838104
lead,0.19642074406147003,0.23670434951782227,0.13569211959838867,-0.057115159928798676,0.24379028379917145,0.23490607738494873,0.19261254370212555,0.14552436769008636
to,0.455847829580307,0.3197665810585022,0.21220189332962036,0.03782717138528824,0.33875536918640137,1.0,0.3487244248390198,0.29463258385658264
students,0.2380729615688324,0.1874183714389801,0.7746244072914124,0.03619067743420601,0.24616391956806183,0.2905822694301605,0.44932475686073303,0.18017297983169556
who,0.40942975878715515,0.11741001158952713,0.34103330969810486,0.05599616840481758,0.3070503771305084,0.42656609416007996,0.34900033473968506,0.26220351457595825
are,0.29724663496017456,0.2600686550140381,0.1161111518740654,-0.008927806280553341,0.20632421970367432,0.3504326641559601,0.2667143642902374,0.24591213464736938
more,0.3484537899494171,0.4102316200733185,0.17613165080547333,0.032942235469818115,0.28557878732681274,0.47084665298461914,0.3443524241447449,0.27894994616508484
likely,0.4101858139038086,0.3729139566421509,0.14866144955158234,-0.07239501178264618,0.3358841836452484,0.41562584042549133,0.30847296118736267,0.35971182584762573
to,0.455847829580307,0.3197665810585022,0.21220189332962036,0.03782717138528824,0.33875536918640137,1.0,0.3487244248390198,0.29463258385658264
be,0.3929833769798279,0.32496392726898193,0.1783752143383026,0.025217169895768166,0.2921479046344757,0.4972836375236511,0.2889748215675354,0.3324260413646698
engaged,0.1265537589788437,0.1466747224330902,0.21844488382339478,-0.01481680478900671,0.21662496030330658,0.11751963198184967,0.19990867376327515,0.09509497880935669
",",0.3087472915649414,0.17835964262485504,0.2261858433485031,-0.0016132977325469255,0.2550121545791626,0.44245919585227966,0.21191197633743286,0.31091248989105225
interested,0.35256704688072205,0.1782601922750473,0.32391926646232605,0.010643274523317814,0.33014926314353943,0.2813410460948944,0.43583643436431885,0.2901444137096405
",",0.3087472915649414,0.17835964262485504,0.2261858433485031,-0.0016132977325469255,0.2550121545791626,0.44245919585227966,0.21191197633743286,0.31091248989105225
energetic,0.17907088994979858,0.3361225426197052,0.23016327619552612,0.028368627652525902,0.31708815693855286,0.2600088119506836,0.21671146154403687,0.09809485077857971
",",0.3087472915649414,0.17835964262485504,0.2261858433485031,-0.0016132977325469255,0.2550121545791626,0.44245919585227966,0.21191197633743286,0.31091248989105225
and,0.31309178471565247,0.2800044119358063,0.2391568422317505,0.06895173341035843,0.27178579568862915,0.48971283435821533,0.266887903213501,0.20544172823429108
curious,0.36245888471603394,0.1427670419216156,0.23166465759277344,-0.0406075119972229,0.31340491771698,0.24574226140975952,0.2795830965042114,0.3834981918334961
about,0.47976887226104736,0.2263108640909195,0.2126065045595169,-0.020936643704771996,0.2525213062763214,0.391953706741333,0.3319457173347473,0.302409827709198
learning,0.29806870222091675,0.23965951800346375,0.3833320438861847,-0.0002582223096396774,0.3934975564479828,0.2609867453575134,0.7226426005363464,0.25810256600379944
the,0.42745697498321533,0.38141000270843506,0.21259291470050812,-0.01540423184633255,0.23248690366744995,0.535392165184021,0.2269158810377121,0.22068053483963013
subject,0.3828662037849426,0.19847318530082703,0.2721480131149292,0.008066792041063309,0.3614577054977417,0.3198980987071991,0.25052425265312195,0.33952999114990234
matter,0.41697224974632263,0.3048408627510071,0.23008862137794495,0.039716437458992004,0.3488024175167084,0.27089571952819824,0.2575615346431732,0.269619345664978
.,0.3567904531955719,0.22987256944179535,0.20994822680950165,-0.003708066651597619,0.2483096718788147,0.4645031690597534,0.2426602691411972,0.4130953550338745
