,what,replica,was,used,for,player,introductions,?
alongside,0.154389888048172,0.15584620833396912,0.186976358294487,0.17945590615272522,0.2163233458995819,0.2111460268497467,0.24106496572494507,0.20579710602760315
the,0.42745697498321533,0.2576879858970642,0.48711544275283813,0.3718377649784088,0.4739971458911896,0.19900773465633392,0.2942705750465393,0.22068053483963013
traditional,0.20066824555397034,0.08389774709939957,0.1784529834985733,0.3441559672355652,0.24382615089416504,0.14903222024440765,0.24248012900352478,0.1327509582042694
media,0.18292108178138733,0.11452600359916687,0.17841780185699463,0.19323240220546722,0.2442343533039093,0.20870377123355865,0.20616737008094788,0.1571006178855896
availabilities,0.26677942276000977,0.1597006916999817,0.09792497754096985,0.3443555235862732,0.3493565320968628,0.07068029791116714,0.41830378770828247,0.22620020806789398
",",0.3087472915649414,0.1330750733613968,0.45456063747406006,0.3120402991771698,0.4464869201183319,0.25826331973075867,0.28872302174568176,0.31091248989105225
the,0.42745697498321533,0.2576879858970642,0.48711544275283813,0.3718377649784088,0.4739971458911896,0.19900773465633392,0.2942705750465393,0.22068053483963013
event,0.26981404423713684,0.16750232875347137,0.28341150283813477,0.19243893027305603,0.21648059785366058,0.11494220048189163,0.18118007481098175,0.16076280176639557
featured,0.20330384373664856,0.12783987820148468,0.3064519464969635,0.24845808744430542,0.30727413296699524,0.19134566187858582,0.31478720903396606,0.2944096624851227
an,0.2821882665157318,0.16950689256191254,0.3694365322589874,0.25728896260261536,0.3236706852912903,0.17294925451278687,0.15968672931194305,0.19793890416622162
opening,0.18146683275699615,0.25661754608154297,0.20817555487155914,0.18867234885692596,0.2649282217025757,0.18917277455329895,0.3064660131931305,0.16502447426319122
ceremony,0.16581441462039948,0.1390349417924881,0.26448696851730347,0.18818283081054688,0.24987879395484924,0.11151683330535889,0.20827613770961761,0.1873435080051422
with,0.2464839518070221,0.1548474282026291,0.27411898970603943,0.3047430217266083,0.39140474796295166,0.15822981297969818,0.29255610704421997,0.2433311939239502
player,0.1592520773410797,0.11157630383968353,0.1967325210571289,0.14469903707504272,0.2470785230398178,1.0000001192092896,0.05815645307302475,0.18988972902297974
introductions,0.2435779720544815,0.1803622990846634,0.23091964423656464,0.3088870644569397,0.31018322706222534,0.05815645307302475,0.9999999403953552,0.2720862627029419
on,0.34226128458976746,0.15242213010787964,0.3909217119216919,0.24785758554935455,0.36199691891670227,0.2081262320280075,0.23221004009246826,0.2714994251728058
a,0.3320399522781372,0.232511505484581,0.4508470594882965,0.3864384889602661,0.44038116931915283,0.2591003477573395,0.21668168902397156,0.23916715383529663
replica,0.14598625898361206,0.9999999403953552,0.19655564427375793,0.19569958746433258,0.13815973699092865,0.11157630383968353,0.1803622990846634,0.07987788319587708
of,0.33290785551071167,0.20613695681095123,0.4069072902202606,0.3075267970561981,0.4185989499092102,0.1627044975757599,0.24993228912353516,0.1826142966747284
the,0.42745697498321533,0.2576879858970642,0.48711544275283813,0.3718377649784088,0.4739971458911896,0.19900773465633392,0.2942705750465393,0.22068053483963013
golden,0.172581747174263,0.2069348245859146,0.21282179653644562,0.11932680010795593,0.28620874881744385,0.13439029455184937,0.1525873839855194,0.1324693262577057
gate,0.15973101556301117,0.24877984821796417,0.2281380146741867,0.20123885571956635,0.1342562735080719,0.09550727903842926,0.08278451859951019,0.071437306702137
bridge,0.16739098727703094,0.18907558917999268,0.23293238878250122,0.1111990287899971,0.14798229932785034,0.19961154460906982,0.0688687264919281,0.1396101862192154
.,0.3567904531955719,0.18199627101421356,0.40146201848983765,0.33111312985420227,0.4726039469242096,0.22491109371185303,0.30318453907966614,0.4130953550338745
