,who,often,plays,the,fourth,doctor,in,comedy,parodies,?
doctor,0.3504868149757385,0.18360058963298798,0.15809568762779236,0.2820442318916321,0.21519136428833008,0.9999999403953552,0.25567495822906494,0.18777132034301758,0.2382088154554367,0.1462511420249939
who,0.9999998807907104,0.393799751996994,0.24272681772708893,0.3733934462070465,0.16443325579166412,0.3504868149757385,0.2792111933231354,0.18432167172431946,0.27094489336013794,0.26220351457595825
has,0.2558172643184662,0.32416751980781555,0.26934507489204407,0.4177538752555847,0.1897532194852829,0.1778179407119751,0.4173259735107422,0.18668846786022186,0.18628573417663574,0.15994466841220856
been,0.3295723795890808,0.3792414665222168,0.1450072079896927,0.3563927710056305,0.16214856505393982,0.12184444069862366,0.3515113592147827,0.14594396948814392,0.2393740862607956,0.24354910850524902
satirised,0.30581915378570557,0.29298365116119385,0.22352851927280426,0.23489978909492493,0.11996998637914658,0.18533821403980255,0.2326248735189438,0.4172412157058716,0.48212939500808716,0.13476912677288055
and,0.41279885172843933,0.42465832829475403,0.2139715701341629,0.5171257257461548,0.27958914637565613,0.21673844754695892,0.4954058527946472,0.2702628970146179,0.2785007655620575,0.20544172823429108
spoofed,0.338809072971344,0.346653014421463,0.24766595661640167,0.20054396986961365,0.10474992543458939,0.20719927549362183,0.2134890854358673,0.30134904384613037,0.444985032081604,0.2809530794620514
on,0.2340552806854248,0.24822035431861877,0.18588706851005554,0.5107308030128479,0.2738758623600006,0.1636410653591156,0.46853652596473694,0.22421178221702576,0.2731902301311493,0.2714994251728058
many,0.4149286150932312,0.5640480518341064,0.13401873409748077,0.4335206151008606,0.08846861124038696,0.18319568037986755,0.41474202275276184,0.16549204289913177,0.3336670696735382,0.2124512493610382
occasions,0.3736545145511627,0.3939676582813263,0.1649392992258072,0.25815996527671814,0.1214328333735466,0.1491539180278778,0.19669531285762787,0.16263361275196075,0.3010510802268982,0.1868991255760193
by,0.39727845788002014,0.32333052158355713,0.155848428606987,0.4408751428127289,0.29941973090171814,0.13681447505950928,0.370934396982193,0.24676813185214996,0.29856690764427185,0.17966607213020325
comedians,0.22968950867652893,0.22189828753471375,0.17899902164936066,0.2194543331861496,0.11848995089530945,0.1329081505537033,0.23544545471668243,0.5527351498603821,0.38046708703041077,0.2173743098974228
including,0.2835840582847595,0.36604830622673035,0.20124530792236328,0.3738902807235718,0.14716137945652008,0.104278564453125,0.35857823491096497,0.17321448028087616,0.34704095125198364,0.1633303165435791
spike,0.2108869105577469,0.1910877674818039,0.0832546278834343,0.2315353900194168,0.13819636404514313,0.2015160173177719,0.1699068397283554,0.2281760424375534,0.2470751702785492,0.16857340931892395
milligan,0.21347562968730927,0.20205345749855042,0.2315613031387329,0.22295205295085907,0.15459680557250977,0.26426494121551514,0.23022256791591644,0.3313257396221161,0.31519535183906555,0.12240193039178848
(,0.2443375140428543,0.1375083178281784,0.22116804122924805,0.33289089798927307,0.22620493173599243,0.1570640504360199,0.3087427020072937,0.18415077030658722,0.16447550058364868,0.40561532974243164
a,0.36608949303627014,0.3930865228176117,0.2085086703300476,0.5829201340675354,0.3032437562942505,0.22883038222789764,0.539380669593811,0.2229022979736328,0.2723653316497803,0.23916715383529663
dalek,0.26398393511772156,0.1685183048248291,0.0946916714310646,0.2987383306026459,0.2449837476015091,0.3300686180591583,0.19242480397224426,0.15623654425144196,0.29322493076324463,0.17070545256137848
invades,0.19897812604904175,0.07632004469633102,0.1493394821882248,0.35380205512046814,0.14202268421649933,0.12656307220458984,0.3011026382446289,0.13169187307357788,0.13310980796813965,0.16787861287593842
his,0.44966956973075867,0.30419299006462097,0.20380398631095886,0.4394008219242096,0.23523683845996857,0.2365143597126007,0.3598145842552185,0.2331766039133072,0.2247639000415802,0.18075084686279297
bathroom,0.2617422342300415,0.2689998745918274,0.09484440833330154,0.1815098524093628,0.20238283276557922,0.2580317258834839,0.17873936891555786,0.16389212012290955,0.22819095849990845,0.21474428474903107
—,0.17104582488536835,0.08463765680789948,0.13970060646533966,0.20689499378204346,0.16496321558952332,0.062157366424798965,0.21084477007389069,0.11621243506669998,0.15104666352272034,0.23527392745018005
milligan,0.21347562968730927,0.20205345749855042,0.2315613031387329,0.22295205295085907,0.15459680557250977,0.26426494121551514,0.23022256791591644,0.3313257396221161,0.31519535183906555,0.12240193039178848
",",0.3365725874900818,0.24139221012592316,0.24874751269817352,0.4933079481124878,0.271299809217453,0.20407600700855255,0.5201468467712402,0.17748676240444183,0.2765670716762543,0.31091248989105225
naked,0.2466590851545334,0.285753071308136,0.08106587827205658,0.22297731041908264,0.1768220216035843,0.1748480647802353,0.23802925646305084,0.20641806721687317,0.2707994282245636,0.13051725924015045
",",0.3365725874900818,0.24139221012592316,0.24874751269817352,0.4933079481124878,0.271299809217453,0.20407600700855255,0.5201468467712402,0.17748676240444183,0.2765670716762543,0.31091248989105225
hurls,0.20678433775901794,0.3116745948791504,0.14311981201171875,0.273343950510025,0.16049668192863464,0.15496377646923065,0.20228256285190582,0.22729092836380005,0.30690473318099976,0.2915002405643463
a,0.36608949303627014,0.3930865228176117,0.2085086703300476,0.5829201340675354,0.3032437562942505,0.22883038222789764,0.539380669593811,0.2229022979736328,0.2723653316497803,0.23916715383529663
soap,0.13830624520778656,0.1999199241399765,0.201046422123909,0.19385820627212524,0.12024892121553421,0.2037750631570816,0.27619147300720215,0.30270156264305115,0.2929671108722687,0.1800997406244278
sponge,0.2131241112947464,0.314006507396698,0.06614407896995544,0.22272001206874847,0.08905130624771118,0.1992635875940323,0.16835634410381317,0.17587065696716309,0.2274293601512909,0.19850358366966248
at,0.22096660733222961,0.24406926333904266,0.08148257434368134,0.457212895154953,0.19002698361873627,0.2165924310684204,0.4374977946281433,0.12592391669750214,0.12267021089792252,0.21978627145290375
it,0.2868398427963257,0.3385609984397888,0.15999141335487366,0.6251175999641418,0.2663476765155792,0.24568085372447968,0.5130809545516968,0.20392665266990662,0.23202751576900482,0.25732165575027466
),0.2457384318113327,0.16039077937602997,0.2339126616716385,0.3456730246543884,0.25093355774879456,0.1509941965341568,0.3326910734176636,0.20077310502529144,0.1686510145664215,0.42300865054130554
and,0.41279885172843933,0.42465832829475403,0.2139715701341629,0.5171257257461548,0.27958914637565613,0.21673844754695892,0.4954058527946472,0.2702628970146179,0.2785007655620575,0.20544172823429108
lenny,0.25495219230651855,0.2186669558286667,0.15618909895420074,0.1395464688539505,0.09111291915178299,0.21740157902240753,0.14711993932724,0.31119227409362793,0.2806642949581146,0.09067697823047638
