,what,'s,the,name,of,the,united,kingdom,'s,sole,remaining,news,cinema,?
the,0.42745697498321533,-0.01540423184633255,1.0,0.3171212375164032,0.733189046382904,1.0,0.34367692470550537,0.3143408000469208,-0.01540423184633255,0.29708948731422424,0.45105910301208496,0.2294066995382309,0.23910944163799286,0.22068053483963013
site,0.21561308205127716,0.007863886654376984,0.288954496383667,0.16784511506557465,0.24291633069515228,0.288954496383667,0.1042117178440094,0.1080750897526741,0.007863886654376984,0.17586016654968262,0.19357270002365112,0.2231331765651703,0.18120792508125305,0.2014765441417694
currently,0.21436211466789246,-0.0480838343501091,0.2945235073566437,0.23681321740150452,0.2655649185180664,0.2945235073566437,0.2547817826271057,0.13164857029914856,-0.0480838343501091,0.18476180732250214,0.3149336278438568,0.2194715440273285,0.19466519355773926,0.1861555278301239
houses,0.1434021294116974,-0.0006337478407658637,0.2692612111568451,0.12318164855241776,0.2718559205532074,0.2692612111568451,0.22815650701522827,0.2302021086215973,-0.0006337478407658637,0.12023216485977173,0.25214552879333496,0.08624652028083801,0.18062418699264526,0.10120081901550293
three,0.24888746440410614,0.03946888819336891,0.43452659249305725,0.1462973952293396,0.3844621181488037,0.43452659249305725,0.23162990808486938,0.24434877932071686,0.03946888819336891,0.1744074821472168,0.3728506565093994,0.14218607544898987,0.13968004286289215,0.20928427577018738
cinemas,0.1423388123512268,0.03664404898881912,0.26714128255844116,0.07027887552976608,0.19442741572856903,0.26714128255844116,0.21835115551948547,0.23806138336658478,0.03664404898881912,0.016399729996919632,0.18232977390289307,0.17462044954299927,0.8299927115440369,0.14086683094501495
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.3053959608078003,0.2585166394710541,-0.0016132977325469255,0.19499872624874115,0.2946331799030304,0.25081464648246765,0.2111419141292572,0.31091248989105225
including,0.18328791856765747,0.0074059427715837955,0.3738902807235718,0.16202661395072937,0.44195112586021423,0.3738902807235718,0.2665407657623291,0.22642314434051514,0.0074059427715837955,0.151149183511734,0.2909267842769623,0.15264038741588593,0.1759214848279953,0.1633303165435791
the,0.42745697498321533,-0.01540423184633255,1.0,0.3171212375164032,0.733189046382904,1.0,0.34367692470550537,0.3143408000469208,-0.01540423184633255,0.29708948731422424,0.45105910301208496,0.2294066995382309,0.23910944163799286,0.22068053483963013
restored,0.23375621438026428,-0.03046787716448307,0.29931989312171936,0.17840039730072021,0.2796242833137512,0.29931989312171936,0.12295259535312653,0.22212521731853485,-0.03046787716448307,0.19828660786151886,0.34674063324928284,0.034705616533756256,0.16333352029323578,0.1778445541858673
classic,0.22214573621749878,-0.004977083764970303,0.2647959589958191,0.13550958037376404,0.21591906249523163,0.2647959589958191,0.14731155335903168,0.15457183122634888,-0.004977083764970303,0.02677750401198864,0.1535637229681015,0.15437856316566467,0.28779035806655884,0.2044331431388855
—the,0.3335603177547455,-0.0006753125344403088,0.2832813858985901,0.14305248856544495,0.20788989961147308,0.2832813858985901,0.14567314088344574,0.2289039045572281,-0.0006753125344403088,0.053678836673498154,0.13254676759243011,0.0871717631816864,0.12746939063072205,0.34509092569351196
united,0.20036718249320984,-0.03853745758533478,0.34367692470550537,0.1602238416671753,0.3187655806541443,0.34367692470550537,1.0000001192092896,0.5955035090446472,-0.03853745758533478,0.1506347358226776,0.23413564264774323,0.17296624183654785,0.1522558480501175,0.17266890406608582
kingdom,0.17826133966445923,0.04632937163114548,0.3143408000469208,0.21492910385131836,0.3218171298503876,0.3143408000469208,0.5955035090446472,1.0000001192092896,0.04632937163114548,0.16482754051685333,0.2448461353778839,0.11148921400308609,0.17000378668308258,0.12927088141441345
's,0.02692362666130066,0.9999999403953552,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,-0.03853745758533478,0.04632937163114548,0.9999999403953552,0.0222636591643095,0.03188075125217438,0.037588585168123245,0.05685582011938095,-0.023395681753754616
last,0.23175878822803497,0.03682802617549896,0.3698786795139313,0.22709712386131287,0.3052992522716522,0.3698786795139313,0.2218678742647171,0.20911848545074463,0.03682802617549896,0.19868706166744232,0.4084468185901642,0.14944788813591003,0.1515689641237259,0.22371746599674225
surviving,0.16434775292873383,0.06567038595676422,0.3328552544116974,0.0942378044128418,0.3663707971572876,0.3328552544116974,0.15978188812732697,0.2036943882703781,0.06567038595676422,0.2961432635784149,0.425895631313324,0.10343881696462631,0.14856499433517456,0.1395692080259323
news,0.2584491968154907,0.037588585168123245,0.2294066995382309,0.1291576474905014,0.1894020140171051,0.2294066995382309,0.17296624183654785,0.11148921400308609,0.037588585168123245,0.12557663023471832,0.15134987235069275,0.9999999403953552,0.2195800244808197,0.1899169683456421
cinema,0.15087248384952545,0.05685582011938095,0.23910944163799286,0.1007075160741806,0.21800892055034637,0.23910944163799286,0.1522558480501175,0.17000378668308258,0.05685582011938095,0.06055241823196411,0.08538893610239029,0.2195800244808197,1.0,0.11584244668483734
still,0.4548931419849396,0.033143531531095505,0.40142056345939636,0.19987735152244568,0.3288819193840027,0.40142056345939636,0.2508290112018585,0.21904245018959045,0.033143531531095505,0.21597085893154144,0.4912245571613312,0.18254832923412323,0.16575884819030762,0.3039587736129761
in,0.30808621644973755,-0.037580832839012146,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.3938477039337158,0.28265801072120667,-0.037580832839012146,0.15324224531650543,0.3161192238330841,0.19753123819828033,0.29577532410621643,0.20430970191955566
full-time,0.3223298490047455,0.024716461077332497,0.32999011874198914,0.21172988414764404,0.27541229128837585,0.32999011874198914,0.22368372976779938,0.17026188969612122,0.024716461077332497,0.21602675318717957,0.22581349313259125,0.3278699815273285,0.24019792675971985,0.2854166030883789
operation—alongside,0.23696212470531464,-0.031278952956199646,0.3387068510055542,0.19921372830867767,0.3214574456214905,0.3387068510055542,0.40330129861831665,0.29877084493637085,-0.031278952956199646,0.14061424136161804,0.31976720690727234,0.22577697038650513,0.2125573754310608,0.2812938392162323
two,0.23363454639911652,0.038143858313560486,0.43858039379119873,0.18348293006420135,0.37726253271102905,0.43858039379119873,0.23953400552272797,0.2245282083749771,0.038143858313560486,0.20283636450767517,0.3923018276691437,0.18505725264549255,0.1344655156135559,0.19645625352859497
new,0.2130378633737564,-0.008355522528290749,0.3845241069793701,0.19623230397701263,0.343457967042923,0.3845241069793701,0.3118351995944977,0.21878820657730103,-0.008355522528290749,0.16787834465503693,0.19789189100265503,0.19536228477954865,0.2329912930727005,0.14782847464084625
screens,0.21119870245456696,0.10159376263618469,0.2739212214946747,0.09206386655569077,0.17690594494342804,0.2739212214946747,0.17453056573867798,0.1367352455854416,0.10159376263618469,0.09896081686019897,0.21053723990917206,0.18276004493236542,0.4008946418762207,0.2127765715122223
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.3053959608078003,0.2585166394710541,-0.0016132977325469255,0.19499872624874115,0.2946331799030304,0.25081464648246765,0.2111419141292572,0.31091248989105225
a,0.3320399522781372,0.04866964742541313,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.2732578217983246,0.18099536001682281,0.04866964742541313,0.2166326642036438,0.2680869400501251,0.1799081563949585,0.2289597988128662,0.23916715383529663
roof,0.14363530278205872,0.09509724378585815,0.2787506580352783,0.11690931022167206,0.14954984188079834,0.2787506580352783,0.09786611050367355,0.11389225721359253,0.09509724378585815,0.1531899869441986,0.23698203265666962,0.09362220019102097,0.2336186021566391,0.09652714431285858
extension,0.24965603649616241,-0.020830610767006874,0.3090997040271759,0.2006479799747467,0.20317310094833374,0.3090997040271759,0.1458289474248886,0.08608756959438324,-0.020830610767006874,0.08970277011394501,0.18752768635749817,0.15696631371974945,0.1718229204416275,0.24237069487571716
containing,0.10250329971313477,-0.11955513060092926,0.268460214138031,0.1302008181810379,0.3227089047431946,0.268460214138031,0.15623731911182404,0.12743595242500305,-0.11955513060092926,0.11668702214956284,0.35624706745147705,0.17937734723091125,0.07191657274961472,0.1655367761850357
the,0.42745697498321533,-0.01540423184633255,1.0,0.3171212375164032,0.733189046382904,1.0,0.34367692470550537,0.3143408000469208,-0.01540423184633255,0.29708948731422424,0.45105910301208496,0.2294066995382309,0.23910944163799286,0.22068053483963013
tyneside,0.22811484336853027,-0.009846269153058529,0.33988526463508606,0.22723518311977386,0.3008047938346863,0.33988526463508606,0.36427319049835205,0.3429293632507324,-0.009846269153058529,0.14949862658977509,0.2990596890449524,0.12231221795082092,0.16402359306812286,0.10805024206638336
bar,0.20486187934875488,-0.09197912365198135,0.2582305669784546,0.12352824956178665,0.15874768793582916,0.2582305669784546,0.12329983711242676,0.06715542078018188,-0.09197912365198135,0.12009334564208984,0.19031845033168793,0.15383805334568024,0.08200971782207489,0.1802317053079605
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.3053959608078003,0.2585166394710541,-0.0016132977325469255,0.19499872624874115,0.2946331799030304,0.25081464648246765,0.2111419141292572,0.31091248989105225
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.28213179111480713,0.3048160970211029,0.06895173341035843,0.18004688620567322,0.34621065855026245,0.21898822486400604,0.17745845019817352,0.20544172823429108
dedicated,0.1580183058977127,0.02682230807840824,0.2320098578929901,0.14281176030635834,0.2574051022529602,0.2320098578929901,0.19110406935214996,0.1563206911087036,0.02682230807840824,0.10204707831144333,0.14874589443206787,0.22361710667610168,0.23298554122447968,0.12950462102890015
education,0.19940856099128723,0.0036171283572912216,0.23982903361320496,0.12445342540740967,0.3015166223049164,0.23982903361320496,0.29227229952812195,0.23593758046627045,0.0036171283572912216,0.1361110806465149,0.12125436961650848,0.1873079240322113,0.21748585999011993,0.18067774176597595
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.28213179111480713,0.3048160970211029,0.06895173341035843,0.18004688620567322,0.34621065855026245,0.21898822486400604,0.17745845019817352,0.20544172823429108
