,what,archival,system,is,used,for,all,material,at,the,national,art,library,?
all,0.41981086134910583,0.2400396764278412,0.23592321574687958,0.2553904056549072,0.2536942958831787,0.41144001483917236,1.0000001192092896,0.2811850309371948,0.3001944422721863,0.4860881567001343,0.22516204416751862,0.20042236149311066,0.1298113465309143,0.29575422406196594
of,0.33290785551071167,0.19212749600410461,0.25597915053367615,0.4854315221309662,0.3075267970561981,0.4185989499092102,0.42798417806625366,0.27520954608917236,0.42558613419532776,0.733189046382904,0.3314673602581024,0.22648051381111145,0.21889357268810272,0.1826142966747284
the,0.42745697498321533,0.22459860146045685,0.3233085572719574,0.5823672413825989,0.3718377649784088,0.4739971458911896,0.4860881567001343,0.26762521266937256,0.457212895154953,1.0,0.32739606499671936,0.20297785103321075,0.19920319318771362,0.22068053483963013
archival,0.2771928012371063,1.0,0.2423156350851059,0.1583099514245987,0.24787494540214539,0.3400688171386719,0.2400396764278412,0.3054683804512024,0.2321227788925171,0.22459860146045685,0.2597239315509796,0.3123531639575958,0.46587520837783813,0.31674888730049133
material,0.2591213285923004,0.3054683804512024,0.2344176322221756,0.2518187463283539,0.26927635073661804,0.26816701889038086,0.2811850309371948,1.0000001192092896,0.21523575484752655,0.26762521266937256,0.13393478095531464,0.17041486501693726,0.19467677175998688,0.18117131292819977
at,0.2838611304759979,0.2321227788925171,0.1684759259223938,0.25906258821487427,0.22295412421226501,0.34237727522850037,0.3001944422721863,0.21523575484752655,1.0,0.457212895154953,0.25194111466407776,0.17421728372573853,0.23152178525924683,0.21978627145290375
the,0.42745697498321533,0.22459860146045685,0.3233085572719574,0.5823672413825989,0.3718377649784088,0.4739971458911896,0.4860881567001343,0.26762521266937256,0.457212895154953,1.0,0.32739606499671936,0.20297785103321075,0.19920319318771362,0.22068053483963013
national,0.16882304847240448,0.2597239315509796,0.18558050692081451,0.23413582146167755,0.22750559449195862,0.36267757415771484,0.22516204416751862,0.13393478095531464,0.25194111466407776,0.32739606499671936,1.0000001192092896,0.17277342081069946,0.3433544933795929,0.15643028914928436
art,0.19292277097702026,0.3123531639575958,0.1329442709684372,0.17386884987354279,0.13082589209079742,0.21690402925014496,0.20042236149311066,0.17041486501693726,0.17421728372573853,0.20297785103321075,0.17277342081069946,1.0,0.26919788122177124,0.138971745967865
library,0.19149379432201385,0.46587520837783813,0.19369082152843475,0.16916222870349884,0.14507576823234558,0.17405205965042114,0.1298113465309143,0.19467677175998688,0.23152178525924683,0.19920319318771362,0.3433544933795929,0.26919788122177124,0.9999999403953552,0.18938742578029633
is,0.28837618231773376,0.1583099514245987,0.2282046526670456,1.0,0.3288823366165161,0.43268078565597534,0.2553904056549072,0.2518187463283539,0.25906258821487427,0.5823672413825989,0.23413582146167755,0.17386884987354279,0.16916222870349884,0.22961433231830597
using,0.27984681725502014,0.25138646364212036,0.31511810421943665,0.26543745398521423,0.6102309226989746,0.3806014060974121,0.28875109553337097,0.26639610528945923,0.23787257075309753,0.28364112973213196,0.13505811989307404,0.1544722467660904,0.1267930120229721,0.2804589569568634
encoded,0.22943362593650818,0.30109095573425293,0.2825471758842468,0.22683162987232208,0.3516426980495453,0.23614276945590973,0.255666583776474,0.2751844823360443,0.1141749769449234,0.26610639691352844,0.19320669770240784,0.10642657428979874,0.15596631169319153,0.19836890697479248
archival,0.2771928012371063,1.0,0.2423156350851059,0.1583099514245987,0.24787494540214539,0.3400688171386719,0.2400396764278412,0.3054683804512024,0.2321227788925171,0.22459860146045685,0.2597239315509796,0.3123531639575958,0.46587520837783813,0.31674888730049133
description,0.33273714780807495,0.29997703433036804,0.17770537734031677,0.262004554271698,0.3121764659881592,0.2548063099384308,0.21934843063354492,0.24133291840553284,0.17779448628425598,0.27126896381378174,0.13487349450588226,0.14065837860107422,0.18669703602790833,0.23225292563438416
(,0.2411840260028839,0.21206378936767578,0.15626809000968933,0.35393038392066956,0.19005385041236877,0.3357032239437103,0.28167209029197693,0.1441175639629364,0.23315078020095825,0.33289089798927307,0.24475820362567902,0.1266477406024933,0.18725703656673431,0.40561532974243164
ead,0.14545723795890808,0.18336306512355804,0.20132654905319214,0.19328364729881287,0.14523150026798248,0.23994505405426025,0.17563676834106445,0.0775238424539566,0.19589504599571228,0.1844177544116974,0.18358007073402405,0.11218318343162537,0.2032916098833084,0.1979047656059265
),0.26259949803352356,0.21043740212917328,0.15207810699939728,0.37732169032096863,0.1905621439218521,0.3639558255672455,0.283302903175354,0.14725950360298157,0.23338089883327484,0.3456730246543884,0.25379422307014465,0.1455603688955307,0.18188947439193726,0.42300865054130554
.,0.3567904531955719,0.23133116960525513,0.2277725487947464,0.4569662809371948,0.33111312985420227,0.4726039469242096,0.43406882882118225,0.24824832379817963,0.4549728035926819,0.5934505462646484,0.29436907172203064,0.21795564889907837,0.23675528168678284,0.4130953550338745
