,what,type,of,saturn,was,originally,going,to,be,used,for,apollo,8,?
apollo,0.13561789691448212,0.1257288157939911,0.1786269098520279,0.391809344291687,0.2306441366672516,0.17179188132286072,0.15922830998897552,0.23190522193908691,0.1851431280374527,0.1717020720243454,0.18462510406970978,0.9999999403953552,0.057197246700525284,0.191528782248497
8,-0.005443718284368515,0.0004887281102128327,0.03280399739742279,0.012708622962236404,-0.07426877319812775,-0.05819530040025711,0.011314542032778263,-0.013905820436775684,-0.07709845900535583,0.05954275652766228,-0.08449628204107285,0.057197246700525284,1.0,-0.04056251794099808
was,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.24932558834552765,1.0000001192092896,0.5204543471336365,0.28732410073280334,0.3636345863342285,0.42228707671165466,0.23679393529891968,0.3863949179649353,0.2306441366672516,-0.07426877319812775,0.18412111699581146
planned,0.21141068637371063,0.10832452028989792,0.2487981617450714,0.156300351023674,0.3590250015258789,0.28824320435523987,0.4115777015686035,0.309917151927948,0.2403009980916977,0.2618854343891144,0.21071262657642365,0.25496646761894226,0.0007268821354955435,0.16188396513462067
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.18787172436714172,0.3636345863342285,0.30024412274360657,0.5117058157920837,1.0,0.4972836375236511,0.40058770775794983,0.4451248347759247,0.23190522193908691,-0.013905820436775684,0.29463258385658264
be,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.18043144047260284,0.42228707671165466,0.33263999223709106,0.3445846438407898,0.4972836375236511,1.0,0.3731876611709595,0.3801851272583008,0.1851431280374527,-0.07709845900535583,0.3324260413646698
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24189656972885132,0.48711544275283813,0.36820849776268005,0.38693177700042725,0.535392165184021,0.4248143136501312,0.3718377649784088,0.4739971458911896,0.2169172167778015,0.0063715726137161255,0.22068053483963013
d,0.13108977675437927,0.06403440237045288,0.2222626954317093,0.12224771827459335,0.24462339282035828,0.1728067696094513,0.2305014431476593,0.16277578473091125,0.1331445425748825,0.11353816837072372,0.16356059908866882,0.11544304341077805,-0.11080273985862732,0.1780570149421692
mission,0.2317502647638321,0.1187060996890068,0.20170781016349792,0.21416005492210388,0.20951420068740845,0.18810264766216278,0.23436981439590454,0.26700642704963684,0.13588100671768188,0.11525200307369232,0.18326549232006073,0.4094500243663788,0.009265366941690445,0.19506393373012543
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.16002382338047028,0.45514053106307983,0.3191297650337219,0.2837577760219574,0.45010748505592346,0.3481820821762085,0.3090210556983948,0.4322226941585541,0.1461767554283142,-0.05886392667889595,0.20430970191955566
december,0.19304980337619781,0.07790500670671463,0.1503814309835434,0.1532323956489563,0.41127854585647583,0.14825968444347382,0.234877347946167,0.21181435883045197,0.18694786727428436,0.0728083997964859,0.28923362493515015,0.17543216049671173,-0.07943877577781677,0.2480352818965912
1968,-0.07854823768138885,-0.07214672863483429,0.09872698038816452,-0.0072823334485292435,0.07066072523593903,-0.003176029771566391,0.010272432118654251,0.06488213688135147,0.002751799998804927,0.07201603055000305,0.04250431805849075,0.011808952316641808,0.01781819947063923,-0.08543776720762253
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22104106843471527,0.45456063747406006,0.2660219669342041,0.2957560122013092,0.44245919585227966,0.39254459738731384,0.3120402991771698,0.4464869201183319,0.19808128476142883,-0.02218378335237503,0.31091248989105225
crewed,0.32765331864356995,0.21022376418113708,0.25385722517967224,0.15855672955513,0.2660389244556427,0.2503513991832733,0.338641881942749,0.28262943029403687,0.26808008551597595,0.2790032625198364,0.24234256148338318,0.2537943720817566,-0.006389048881828785,0.39268675446510315
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.21302473545074463,0.4752357602119446,0.4076972007751465,0.17666931450366974,0.33534231781959534,0.43158695101737976,0.27705541253089905,0.3248702883720398,0.1803566962480545,-0.06828653812408447,0.17966607213020325
mcdivitt,0.1990777552127838,0.10973797738552094,0.2308373749256134,0.31505873799324036,0.32911548018455505,0.2173534482717514,0.26673880219459534,0.2671937942504883,0.20316602289676666,0.1620674431324005,0.2782796621322632,0.3995721638202667,0.03691982105374336,0.20508883893489838
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22104106843471527,0.45456063747406006,0.2660219669342041,0.2957560122013092,0.44245919585227966,0.39254459738731384,0.3120402991771698,0.4464869201183319,0.19808128476142883,-0.02218378335237503,0.31091248989105225
scott,0.09048497676849365,0.1272619068622589,0.17038246989250183,0.2120865136384964,0.26564231514930725,0.18922872841358185,0.06672275811433792,0.15144622325897217,0.18634557723999023,0.11625125259160995,0.21616168320178986,0.28300824761390686,-0.07077848166227341,0.0875725969672203
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.18160289525985718,0.3740963041782379,0.2772660255432129,0.34511667490005493,0.48971283435821533,0.41766801476478577,0.3150506615638733,0.5064792633056641,0.15251155197620392,-0.0012589808320626616,0.20544172823429108
schweickart,0.16167519986629486,0.11422567069530487,0.2846299409866333,0.13835512101650238,0.2541482746601105,0.17286105453968048,0.16955764591693878,0.19744059443473816,0.16746990382671356,0.09965310245752335,0.17584852874279022,0.0702899843454361,0.02439481019973755,0.16077299416065216
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22104106843471527,0.45456063747406006,0.2660219669342041,0.2957560122013092,0.44245919585227966,0.39254459738731384,0.3120402991771698,0.4464869201183319,0.19808128476142883,-0.02218378335237503,0.31091248989105225
launched,0.1668553501367569,0.18153420090675354,0.20039688050746918,0.318340003490448,0.28489428758621216,0.26113975048065186,0.27149179577827454,0.18913504481315613,0.15595650672912598,0.273776113986969,0.19341714680194855,0.3553087115287781,0.13026660680770874,0.1803835779428482
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.18330253660678864,0.3909217119216919,0.2673487365245819,0.34139618277549744,0.41031414270401,0.37900757789611816,0.24785758554935455,0.36199691891670227,0.16069947183132172,-0.04966927692294121,0.2714994251728058
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.20805643498897552,0.4508470594882965,0.3363247811794281,0.3356470763683319,0.45503583550453186,0.39883795380592346,0.3864384889602661,0.44038116931915283,0.19996169209480286,-0.06709446758031845,0.23916715383529663
saturn,0.12153393030166626,0.0767940953373909,0.19011574983596802,1.0,0.24932558834552765,0.20558494329452515,0.18888576328754425,0.18787172436714172,0.18043144047260284,0.13609382510185242,0.30204665660858154,0.391809344291687,0.012708622962236404,0.1619711071252823
v,0.16628342866897583,0.13911661505699158,0.1655031144618988,0.22139346599578857,0.16128918528556824,0.12941694259643555,0.17133599519729614,0.2109750658273697,0.11805149912834167,0.1392776072025299,0.13933385908603668,0.21478798985481262,0.02728726901113987,0.28677162528038025
instead,0.4104403555393219,0.29869118332862854,0.31208282709121704,0.20255306363105774,0.23083001375198364,0.24006828665733337,0.38822054862976074,0.457004189491272,0.4021901488304138,0.4228616952896118,0.4413341283798218,0.1810438632965088,-0.008123807609081268,0.2942638397216797
of,0.33290785551071167,0.18112817406654358,1.0,0.19011574983596802,0.4069072902202606,0.21349623799324036,0.2849585711956024,0.41548454761505127,0.33904364705085754,0.3075267970561981,0.4185989499092102,0.1786269098520279,0.03280399739742279,0.1826142966747284
two,0.23363454639911652,0.14017313718795776,0.37726253271102905,0.1813286393880844,0.27166637778282166,0.22303812205791473,0.24632729589939117,0.3343428373336792,0.28515341877937317,0.226744145154953,0.34734001755714417,0.10775979608297348,0.01382946316152811,0.19645625352859497
saturn,0.12153393030166626,0.0767940953373909,0.19011574983596802,1.0,0.24932558834552765,0.20558494329452515,0.18888576328754425,0.18787172436714172,0.18043144047260284,0.13609382510185242,0.30204665660858154,0.391809344291687,0.012708622962236404,0.1619711071252823
ibs,0.2436072677373886,0.16468195617198944,0.24368561804294586,0.16990485787391663,0.2141309529542923,0.26155003905296326,0.23862378299236298,0.2012683004140854,0.19434943795204163,0.27879536151885986,0.19393973052501678,0.15289372205734253,0.024024110287427902,0.2491191327571869
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.23308148980140686,0.40146201848983765,0.2504246234893799,0.3473944664001465,0.4645031690597534,0.4383580684661865,0.33111312985420227,0.4726039469242096,0.22384987771511078,-0.04428426921367645,0.4130953550338745
