,what,is,the,name,of,elementary,schools,?
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.1687372922897339,0.44397735595703125,0.20130302011966705,0.2900838851928711,0.29405656456947327
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.22849878668785095,0.30816179513931274,0.24591213464736938
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.206878662109375,0.37253960967063904,0.17859700322151184,0.3108086585998535,0.2124512493610382
differences,0.3500737249851227,0.26013633608818054,0.323578417301178,0.1339559257030487,0.3115874230861664,0.1921873688697815,0.21049900352954865,0.20399115979671478
between,0.2462156116962433,0.26809602975845337,0.39067012071609497,0.09606724977493286,0.3737983703613281,0.2032555788755417,0.08330926299095154,0.12887074053287506
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.1842510998249054,0.22905772924423218,0.22068053483963013
teachers,0.2526462972164154,0.15701442956924438,0.22025763988494873,0.11480151861906052,0.27737662196159363,0.38643699884414673,0.5533654689788818,0.19522249698638916
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.15525832772254944,0.2320515662431717,0.264628142118454
elementary,0.2323365956544876,0.22159281373023987,0.1842510998249054,0.1015821024775505,0.25996655225753784,1.0,0.5332158803939819,0.14365358650684357
schools,0.1820785105228424,0.2022145688533783,0.22905772924423218,0.12527719140052795,0.265506386756897,0.5332158803939819,1.0,0.18349280953407288
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.16399940848350525,0.15322564542293549,0.40561532974243164
grundschule,0.23748673498630524,0.2574727535247803,0.2848416566848755,0.23891319334506989,0.2786053717136383,0.3070322275161743,0.33728548884391785,0.22430209815502167
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.16039811074733734,0.16219249367713928,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.2421395182609558,0.2760516405105591,0.31091248989105225
lower,0.20079238712787628,0.20806168019771576,0.3463275134563446,0.17859390377998352,0.31757521629333496,0.11474873870611191,0.1235627606511116,0.08471795171499252
secondary,0.20388361811637878,0.19772830605506897,0.21037471294403076,0.18973244726657867,0.219074085354805,0.41641321778297424,0.4608161151409149,0.18118004500865936
schools,0.1820785105228424,0.2022145688533783,0.22905772924423218,0.12527719140052795,0.265506386756897,0.5332158803939819,1.0,0.18349280953407288
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.16399940848350525,0.15322564542293549,0.40561532974243164
hauptschule,0.21501587331295013,0.2303577959537506,0.30075687170028687,0.2153460830450058,0.27264389395713806,0.22255660593509674,0.23284506797790527,0.21166856586933136
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.16039811074733734,0.16219249367713928,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.2421395182609558,0.2760516405105591,0.31091248989105225
middle,0.18312302231788635,0.21621397137641907,0.3405749201774597,0.19938592612743378,0.2799445688724518,0.291972279548645,0.26018521189689636,0.13139553368091583
level,0.27376922965049744,0.24803997576236725,0.31442487239837646,0.13413739204406738,0.23504668474197388,0.2378930002450943,0.22917918860912323,0.20528386533260345
secondary,0.20388361811637878,0.19772830605506897,0.21037471294403076,0.18973244726657867,0.219074085354805,0.41641321778297424,0.4608161151409149,0.18118004500865936
schools,0.1820785105228424,0.2022145688533783,0.22905772924423218,0.12527719140052795,0.265506386756897,0.5332158803939819,1.0,0.18349280953407288
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.16399940848350525,0.15322564542293549,0.40561532974243164
realschule,0.34215277433395386,0.30928635597229004,0.3412019908428192,0.26617899537086487,0.31207355856895447,0.29412752389907837,0.32886359095573425,0.25783488154411316
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.16039811074733734,0.16219249367713928,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.2610040307044983,0.29319998621940613,0.20544172823429108
higher,0.2538340389728546,0.24683357775211334,0.3292480409145355,0.08888015896081924,0.3096220791339874,0.21935653686523438,0.2932973802089691,0.15679465234279633
level,0.27376922965049744,0.24803997576236725,0.31442487239837646,0.13413739204406738,0.23504668474197388,0.2378930002450943,0.22917918860912323,0.20528386533260345
secondary,0.20388361811637878,0.19772830605506897,0.21037471294403076,0.18973244726657867,0.219074085354805,0.41641321778297424,0.4608161151409149,0.18118004500865936
schools,0.1820785105228424,0.2022145688533783,0.22905772924423218,0.12527719140052795,0.265506386756897,0.5332158803939819,1.0,0.18349280953407288
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.16399940848350525,0.15322564542293549,0.40561532974243164
gymnasium,0.12185495346784592,0.17916733026504517,0.14219070971012115,0.1482187956571579,0.16961978375911713,0.3592199981212616,0.38477206230163574,0.08908994495868683
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.16039811074733734,0.16219249367713928,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.2107449769973755,0.2752705216407776,0.4130953550338745
