,what,did,shrewsbury,note,about,the,plague,?
the,0.42745697498321533,0.34736719727516174,0.24896416068077087,0.255229115486145,0.37995871901512146,1.0,0.2537761330604553,0.22068053483963013
plague,0.22263506054878235,0.1901843398809433,0.32531851530075073,0.07469408959150314,0.2741866707801819,0.2537761330604553,0.9999999403953552,0.11872942000627518
theory,0.297923743724823,0.20347590744495392,0.07419513911008835,0.15824855864048004,0.21476425230503082,0.2277156263589859,0.1495029628276825,0.1387292891740799
was,0.22111038863658905,0.41399896144866943,0.2594601511955261,0.13123425841331482,0.2577359974384308,0.48711544275283813,0.24312011897563934,0.18412111699581146
first,0.28086137771606445,0.33691170811653137,0.19509448111057281,0.16886110603809357,0.23546195030212402,0.49448907375335693,0.21400928497314453,0.18701928853988647
significantly,0.2746123671531677,0.2269294559955597,0.1858394742012024,0.19608497619628906,0.2415436953306198,0.3313288986682892,0.19578620791435242,0.1823679804801941
challenged,0.2690076231956482,0.30032312870025635,0.09526321291923523,0.1254776567220688,0.17297877371311188,0.2500322163105011,0.126011922955513,0.224136084318161
by,0.2455483376979828,0.18574509024620056,0.1678825467824936,0.24405843019485474,0.30091190338134766,0.4408751428127289,0.22066086530685425,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,0.24896416068077087,0.255229115486145,0.37995871901512146,1.0,0.2537761330604553,0.22068053483963013
work,0.3762225806713104,0.336654931306839,0.1424664407968521,0.20512919127941132,0.23703445494174957,0.2704800069332123,0.20259913802146912,0.2621155381202698
of,0.33290785551071167,0.2513895630836487,0.26009905338287354,0.1706424355506897,0.40939709544181824,0.733189046382904,0.27455615997314453,0.1826142966747284
british,0.19255435466766357,0.2039594054222107,0.3286076486110687,0.12300596386194229,0.13588587939739227,0.28973397612571716,0.1644531935453415,0.09711728990077972
bacteriologist,0.16587725281715393,0.14708691835403442,0.21393758058547974,0.09969524294137955,0.13412407040596008,0.18932901322841644,0.27122068405151367,0.15713158249855042
j.,-0.06363846361637115,-0.042055558413267136,-0.03135378286242485,0.08547656238079071,-0.06987310945987701,0.03800997510552406,-0.11302391439676285,0.004272869788110256
f.,0.18076683580875397,0.14231976866722107,0.07099758088588715,0.054743628948926926,0.10820711404085159,0.18440215289592743,0.05550312623381615,0.11007396876811981
d.,0.05416262149810791,0.1486576348543167,-0.060611698776483536,0.0016366880154237151,0.043704740703105927,0.03410084545612335,-0.01357524935156107,-0.049560099840164185
shrewsbury,0.1240868791937828,0.16857653856277466,0.9999998807907104,0.08850014954805374,0.18908824026584625,0.24896416068077087,0.32531851530075073,0.1287088543176651
in,0.30808621644973755,0.2593238651752472,0.21931351721286774,0.16176056861877441,0.39797019958496094,0.6662389636039734,0.2488756626844406,0.20430970191955566
1970,-0.04533620923757553,0.019275525584816933,0.06891002506017685,-0.09154164046049118,0.05178327485918999,0.013761552982032299,0.07402851432561874,-0.007446378003805876
",",0.3087472915649414,0.3015086054801941,0.2918202579021454,0.22413386404514313,0.3877100944519043,0.4933079481124878,0.2630122900009155,0.31091248989105225
who,0.40942975878715515,0.34038686752319336,0.17659971117973328,0.208273783326149,0.3477841317653656,0.3733934462070465,0.22886906564235687,0.26220351457595825
noted,0.16981294751167297,0.2848167419433594,0.1535923331975937,0.42820972204208374,0.2147449105978012,0.248806893825531,0.15246498584747314,0.13014346361160278
that,0.6297725439071655,0.47518548369407654,0.13222114741802216,0.3398568630218506,0.4500710964202881,0.5473989248275757,0.23825600743293762,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.24896416068077087,0.255229115486145,0.37995871901512146,1.0,0.2537761330604553,0.22068053483963013
reported,0.16211873292922974,0.30610907077789307,0.22463032603263855,0.2070726901292801,0.3168935775756836,0.24444028735160828,0.24072511494159698,0.16150116920471191
rates,0.2148645967245102,0.16058027744293213,0.21497933566570282,0.23901183903217316,0.26417064666748047,0.25867342948913574,0.19638316333293915,0.13808594644069672
of,0.33290785551071167,0.2513895630836487,0.26009905338287354,0.1706424355506897,0.40939709544181824,0.733189046382904,0.27455615997314453,0.1826142966747284
mortality,0.20401974022388458,0.17193280160427094,0.17679212987422943,0.22447797656059265,0.28098955750465393,0.267873615026474,0.3367435932159424,0.18695609271526337
in,0.30808621644973755,0.2593238651752472,0.21931351721286774,0.16176056861877441,0.39797019958496094,0.6662389636039734,0.2488756626844406,0.20430970191955566
rural,0.19569969177246094,0.11216878890991211,0.246053084731102,0.08517594635486603,0.21339517831802368,0.18905460834503174,0.11694152653217316,0.11320571601390839
areas,0.23739881813526154,0.19908885657787323,0.11096778512001038,0.10952148586511612,0.223858043551445,0.3311663568019867,0.20923379063606262,0.1273590475320816
during,0.24137552082538605,0.30679523944854736,0.15982748568058014,0.11220504343509674,0.2542499899864197,0.4838213622570038,0.25791043043136597,0.1325719803571701
