,where,is,another,indoor,location,for,a,teacher,other,than,a,school,?
in,0.5344807505607605,0.5394441485404968,0.3397690951824188,0.2918931245803833,0.3397608697414398,0.4322226941585541,0.539380669593811,0.22632350027561188,0.39989137649536133,0.3270052373409271,0.539380669593811,0.26157811284065247,0.20430970191955566
education,0.19163627922534943,0.18778188526630402,0.15247420966625214,0.22022350132465363,0.2294546216726303,0.27265021204948425,0.21779850125312805,0.4505820572376251,0.16087457537651062,0.1475612074136734,0.21779850125312805,0.5861870050430298,0.18067774176597595
",",0.3149496018886566,0.4691906273365021,0.3283841907978058,0.23237371444702148,0.25077858567237854,0.4464869201183319,0.427140474319458,0.2884024977684021,0.4446498453617096,0.3371901512145996,0.427140474319458,0.27141863107681274,0.31091248989105225
teachers,0.21712590754032135,0.15701442956924438,0.1896795779466629,0.10599713772535324,0.1545959711074829,0.274332195520401,0.2509842813014984,0.7334206104278564,0.2326095551252365,0.19273844361305237,0.2509842813014984,0.5544193387031555,0.19522249698638916
facilitate,0.24122697114944458,0.17318834364414215,0.2248576283454895,0.2358969748020172,0.16907458007335663,0.3088480234146118,0.23787109553813934,0.08816186338663101,0.3116990625858307,0.252469927072525,0.23787109553813934,0.15973052382469177,0.255449503660202
student,0.2537801265716553,0.18911804258823395,0.2470662146806717,0.14544375240802765,0.16258704662322998,0.20500831305980682,0.3207114636898041,0.5754092335700989,0.1325913965702057,0.12476477771997452,0.3207114636898041,0.5531905293464661,0.13282090425491333
learning,0.24860568344593048,0.19600103795528412,0.2391904890537262,0.1453627496957779,0.17664098739624023,0.3046240508556366,0.23662391304969788,0.4099653959274292,0.2408289611339569,0.227105513215065,0.23662391304969788,0.3199729323387146,0.25810256600379944
",",0.3149496018886566,0.4691906273365021,0.3283841907978058,0.23237371444702148,0.25077858567237854,0.4464869201183319,0.427140474319458,0.2884024977684021,0.4446498453617096,0.3371901512145996,0.427140474319458,0.27141863107681274,0.31091248989105225
often,0.4629369378089905,0.3856629431247711,0.3346259295940399,0.2868761718273163,0.13551034033298492,0.37495917081832886,0.3930865228176117,0.14898185431957245,0.4479043185710907,0.383069783449173,0.3930865228176117,0.13291814923286438,0.23748154938220978
in,0.5344807505607605,0.5394441485404968,0.3397690951824188,0.2918931245803833,0.3397608697414398,0.4322226941585541,0.539380669593811,0.22632350027561188,0.39989137649536133,0.3270052373409271,0.539380669593811,0.26157811284065247,0.20430970191955566
a,0.40997210144996643,0.658733606338501,0.6191956996917725,0.24731959402561188,0.22079749405384064,0.44038116931915283,1.0,0.31202319264411926,0.2806335389614105,0.3126874566078186,1.0,0.2245093584060669,0.23916715383529663
school,0.23611775040626526,0.19488026201725006,0.18679489195346832,0.19677898287773132,0.14184054732322693,0.18618352711200714,0.2245093584060669,0.5442529320716858,0.13396640121936798,0.08622075617313385,0.2245093584060669,1.0,0.15091250836849213
or,0.3651050925254822,0.41870999336242676,0.4401204288005829,0.24284183979034424,0.17942459881305695,0.4111599624156952,0.48853766918182373,0.16473013162612915,0.5325124859809875,0.5002588033676147,0.48853766918182373,0.12007436156272888,0.32389625906944275
academy,0.14799536764621735,0.20938169956207275,0.14842817187309265,0.1945410668849945,0.19388405978679657,0.2934502065181732,0.1969248354434967,0.2952437400817871,0.12082510441541672,0.11992429196834564,0.1969248354434967,0.4516419768333435,0.1340850442647934
or,0.3651050925254822,0.41870999336242676,0.4401204288005829,0.24284183979034424,0.17942459881305695,0.4111599624156952,0.48853766918182373,0.16473013162612915,0.5325124859809875,0.5002588033676147,0.48853766918182373,0.12007436156272888,0.32389625906944275
perhaps,0.2762546241283417,0.3232467472553253,0.40640679001808167,0.11960703134536743,0.15023387968540192,0.37988919019699097,0.39144209027290344,0.22807413339614868,0.29737651348114014,0.4357184171676636,0.39144209027290344,0.15708450973033905,0.4211712181568146
in,0.5344807505607605,0.5394441485404968,0.3397690951824188,0.2918931245803833,0.3397608697414398,0.4322226941585541,0.539380669593811,0.22632350027561188,0.39989137649536133,0.3270052373409271,0.539380669593811,0.26157811284065247,0.20430970191955566
another,0.42079871892929077,0.41278526186943054,1.0000001192092896,0.1181890219449997,0.19819919764995575,0.36770403385162354,0.6191956996917725,0.21179868280887604,0.4440920054912567,0.3526041507720947,0.6191956996917725,0.18679489195346832,0.295511931180954
environment,0.2188536524772644,0.2787531912326813,0.16847993433475494,0.2859370708465576,0.205843985080719,0.2984005808830261,0.25667375326156616,0.15898065268993378,0.27738872170448303,0.2566942274570465,0.25667375326156616,0.12912489473819733,0.19478057324886322
such,0.3198639750480652,0.23545363545417786,0.268036812543869,0.24999897181987762,0.17068623006343842,0.36098620295524597,0.2706976532936096,0.174470454454422,0.6041211485862732,0.4386829137802124,0.2706976532936096,0.13059592247009277,0.17851735651493073
as,0.35409465432167053,0.43216490745544434,0.3282026946544647,0.2049003690481186,0.17721733450889587,0.44774648547172546,0.39550232887268066,0.27420735359191895,0.42805421352386475,0.40532299876213074,0.39550232887268066,0.2065676748752594,0.27043893933296204
outdoors,0.3127327561378479,0.18879647552967072,0.1981547474861145,0.5931660532951355,0.15346060693264008,0.35830193758010864,0.2264430969953537,0.21553091704845428,0.3101956844329834,0.2934683561325073,0.2264430969953537,0.17409919202327728,0.15352579951286316
.,0.41390106081962585,0.4569662809371948,0.3817248046398163,0.2526106536388397,0.27818506956100464,0.4726039469242096,0.50484299659729,0.225234717130661,0.41511186957359314,0.3594527542591095,0.50484299659729,0.24214158952236176,0.4130953550338745
