,above,what,horsepower,are,steam,turbines,usually,more,efficient,than,steam,engines,that,use,reciprocating,pistons,?
steam,0.2051348239183426,0.15672586858272552,0.483438640832901,0.14139318466186523,1.0000001192092896,0.5227647423744202,0.20167015492916107,0.18688981235027313,0.3283361792564392,0.18941029906272888,1.0000001192092896,0.4903687536716461,0.24386391043663025,0.2950085997581482,0.2718157172203064,0.3234686255455017,0.113324373960495
turbines,0.22180727124214172,0.17412316799163818,0.6017288565635681,0.2706432640552521,0.5227647423744202,1.0,0.2591760456562042,0.25652506947517395,0.4634987711906433,0.24307750165462494,0.5227647423744202,0.5360714197158813,0.2388867884874344,0.3256891667842865,0.4335135221481323,0.3859269618988037,0.18342499434947968
are,0.30420252680778503,0.29724663496017456,0.15946678817272186,1.0,0.14139318466186523,0.2706432640552521,0.5635237097740173,0.4066504240036011,0.2638756036758423,0.39206281304359436,0.14139318466186523,0.21946673095226288,0.45265161991119385,0.4174068570137024,0.3265627324581146,0.24051342904567719,0.24591213464736938
generally,0.27083826065063477,0.40614598989486694,0.245547354221344,0.5254502892494202,0.18497110903263092,0.28011783957481384,0.6714328527450562,0.4564860463142395,0.35311153531074524,0.42828088998794556,0.18497110903263092,0.19851598143577576,0.4812265634536743,0.45139849185943604,0.37321737408638,0.1629675179719925,0.23411904275417328
more,0.19707918167114258,0.3484537899494171,0.31199246644973755,0.4066504240036011,0.18688981235027313,0.25652506947517395,0.406992644071579,1.0,0.4292800724506378,0.726518988609314,0.18688981235027313,0.2802164554595947,0.4813884496688843,0.3766981065273285,0.3306543231010437,0.24023018777370453,0.27894994616508484
efficient,0.1991756707429886,0.22662539780139923,0.46970054507255554,0.2638756036758423,0.3283361792564392,0.4634987711906433,0.34262895584106445,0.4292800724506378,1.0000001192092896,0.4201815128326416,0.3283361792564392,0.43092378973960876,0.3503778278827667,0.4466223418712616,0.48836609721183777,0.3346278667449951,0.18034493923187256
than,0.23818866908550262,0.29388150572776794,0.32995694875717163,0.39206281304359436,0.18941029906272888,0.24307750165462494,0.444146990776062,0.726518988609314,0.4201815128326416,1.0,0.18941029906272888,0.24655835330486298,0.4891277849674225,0.34420761466026306,0.31285837292671204,0.19345931708812714,0.24917294085025787
reciprocating,0.3030569851398468,0.3255842924118042,0.44603973627090454,0.3265627324581146,0.2718157172203064,0.4335135221481323,0.3501124083995819,0.3306543231010437,0.48836609721183777,0.31285837292671204,0.2718157172203064,0.3725995421409607,0.3920198082923889,0.43350017070770264,1.0,0.3819480836391449,0.2616906762123108
piston,0.1812008023262024,0.13301563262939453,0.5013328790664673,0.187038853764534,0.3801049590110779,0.43314284086227417,0.2794850766658783,0.24626703560352325,0.3695804178714752,0.17800962924957275,0.3801049590110779,0.457582950592041,0.21416407823562622,0.2811349630355835,0.4374397397041321,0.8176506757736206,0.17207856476306915
type,0.14587289094924927,0.2722663879394531,0.25903522968292236,0.24155041575431824,0.2094206064939499,0.21259790658950806,0.4050453305244446,0.2277899980545044,0.17498105764389038,0.21065692603588104,0.2094206064939499,0.14994610846042633,0.25817251205444336,0.32010024785995483,0.304313600063324,0.14531657099723816,0.17536182701587677
steam,0.2051348239183426,0.15672586858272552,0.483438640832901,0.14139318466186523,1.0000001192092896,0.5227647423744202,0.20167015492916107,0.18688981235027313,0.3283361792564392,0.18941029906272888,1.0000001192092896,0.4903687536716461,0.24386391043663025,0.2950085997581482,0.2718157172203064,0.3234686255455017,0.113324373960495
engines,0.17669424414634705,0.1634974628686905,0.5893862843513489,0.21946673095226288,0.4903687536716461,0.5360714197158813,0.18228477239608765,0.2802164554595947,0.43092378973960876,0.24655835330486298,0.4903687536716461,1.0000001192092896,0.26305148005485535,0.27862992882728577,0.3725995421409607,0.45025724172592163,0.18940703570842743
(,0.25393345952033997,0.2411840260028839,0.24083977937698364,0.23263892531394958,0.11881943792104721,0.1777433604001999,0.19256804883480072,0.20831379294395447,0.14426638185977936,0.19419437646865845,0.11881943792104721,0.12876033782958984,0.2264307141304016,0.2174896001815796,0.1826370358467102,0.17260922491550446,0.40561532974243164
for,0.23925727605819702,0.3017193675041199,0.20352958142757416,0.3895993232727051,0.19393667578697205,0.18628309667110443,0.34784460067749023,0.3891189992427826,0.3053904175758362,0.30793827772140503,0.19393667578697205,0.19945158064365387,0.4137635827064514,0.47655582427978516,0.33894744515419006,0.22694192826747894,0.264628142118454
outputs,0.23538361489772797,0.285269558429718,0.3133752942085266,0.3032087981700897,0.20071424543857574,0.33394309878349304,0.30433133244514465,0.24268899857997894,0.39690521359443665,0.23478160798549652,0.20071424543857574,0.24504031240940094,0.26568838953971863,0.4097507894039154,0.4186273217201233,0.27087822556495667,0.18640130758285522
above,1.0,0.32341626286506653,0.23541799187660217,0.30420252680778503,0.2051348239183426,0.22180727124214172,0.2682773172855377,0.19707918167114258,0.1991756707429886,0.23818866908550262,0.2051348239183426,0.17669424414634705,0.32968869805336,0.31411662697792053,0.3030569851398468,0.1751769334077835,0.2521739900112152
several,0.18336930871009827,0.22446060180664062,0.14917251467704773,0.4241659343242645,0.19569934904575348,0.2273896485567093,0.35982275009155273,0.4036271572113037,0.18853898346424103,0.3224407434463501,0.19569934904575348,0.16451923549175262,0.40009650588035583,0.245026096701622,0.22374677658081055,0.1468612551689148,0.15595775842666626
hundred,0.1607496440410614,0.16879357397556305,0.2369917780160904,0.26920339465141296,0.13886204361915588,0.19907724857330322,0.23114433884620667,0.36563408374786377,0.204265758395195,0.36965128779411316,0.13886204361915588,0.15864278376102448,0.2725277543067932,0.19234511256217957,0.18710513412952423,0.16025634109973907,0.17378053069114685
horsepower,0.23541799187660217,0.20367394387722015,0.9999998807907104,0.15946678817272186,0.483438640832901,0.6017288565635681,0.2685835361480713,0.31199246644973755,0.46970054507255554,0.32995694875717163,0.483438640832901,0.5893862843513489,0.265488862991333,0.3110218942165375,0.44603973627090454,0.47420239448547363,0.2179865539073944
),0.2663145661354065,0.26259949803352356,0.2565915286540985,0.2373749315738678,0.13912063837051392,0.16324561834335327,0.21711577475070953,0.23179085552692413,0.1525680124759674,0.21982109546661377,0.13912063837051392,0.14278316497802734,0.23478686809539795,0.23662498593330383,0.1832731068134308,0.17410588264465332,0.42300865054130554
",",0.2902800738811493,0.3087472915649414,0.23243539035320282,0.4062570035457611,0.2264556586742401,0.22887319326400757,0.21946179866790771,0.3696524500846863,0.19394852221012115,0.3371901512145996,0.2264556586742401,0.20245449244976044,0.4137537479400635,0.3276674151420593,0.2677263617515564,0.25920015573501587,0.31091248989105225
have,0.33755502104759216,0.39808809757232666,0.24703073501586914,0.6577680706977844,0.15978071093559265,0.22391653060913086,0.46938973665237427,0.49033403396606445,0.3148762583732605,0.46517109870910645,0.15978071093559265,0.2422233670949936,0.6182622313499451,0.4805850088596344,0.35260143876075745,0.23616228997707367,0.32991164922714233
fewer,0.1826166957616806,0.2367485761642456,0.26684826612472534,0.43213707208633423,0.16144639253616333,0.18152302503585815,0.39986154437065125,0.5652668476104736,0.32597678899765015,0.5459814667701721,0.16144639253616333,0.25386425852775574,0.37658005952835083,0.30190277099609375,0.2849045693874359,0.2527460753917694,0.16989107429981232
moving,0.2058536559343338,0.3154623508453369,0.2616363763809204,0.223535418510437,0.2609701454639435,0.2904398441314697,0.30002984404563904,0.28151679039001465,0.2794989049434662,0.2827557921409607,0.2609701454639435,0.2415752410888672,0.3345010578632355,0.3021065294742584,0.33855241537094116,0.27175405621528625,0.21667467057704926
parts,0.17713893949985504,0.3415631353855133,0.23372697830200195,0.3642873466014862,0.20240749418735504,0.2097298800945282,0.3070324659347534,0.27063220739364624,0.1617097556591034,0.2618102431297302,0.20240749418735504,0.29747942090034485,0.3359212577342987,0.2784082293510437,0.1953909546136856,0.22132708132266998,0.12310896813869476
",",0.2902800738811493,0.3087472915649414,0.23243539035320282,0.4062570035457611,0.2264556586742401,0.22887319326400757,0.21946179866790771,0.3696524500846863,0.19394852221012115,0.3371901512145996,0.2264556586742401,0.20245449244976044,0.4137537479400635,0.3276674151420593,0.2677263617515564,0.25920015573501587,0.31091248989105225
and,0.2363634556531906,0.31309178471565247,0.2379676252603531,0.48576638102531433,0.24133789539337158,0.26675039529800415,0.3817319869995117,0.39880692958831787,0.2733532190322876,0.39361441135406494,0.24133789539337158,0.21148960292339325,0.4731321930885315,0.34145063161849976,0.28055915236473083,0.22695127129554749,0.20544172823429108
provide,0.2762274444103241,0.27049049735069275,0.27699825167655945,0.3588597774505615,0.2572251856327057,0.2643710672855377,0.3431295156478882,0.3485272526741028,0.4678640067577362,0.3289473354816437,0.2572251856327057,0.25511011481285095,0.367409884929657,0.527866542339325,0.3618696331977844,0.1829141080379486,0.22704634070396423
rotary,0.14028961956501007,0.17419953644275665,0.4417777955532074,0.22525732219219208,0.3665830194950104,0.4640449583530426,0.3143444061279297,0.18389785289764404,0.34581324458122253,0.12032493948936462,0.3665830194950104,0.39072370529174805,0.24679915606975555,0.23503564298152924,0.3759308457374573,0.41941919922828674,0.07097224146127701
power,0.12930601835250854,0.22216427326202393,0.5162810683250427,0.1187305822968483,0.35972869396209717,0.46097153425216675,0.18291489779949188,0.21746324002742767,0.3433235287666321,0.2108277827501297,0.35972869396209717,0.3073769509792328,0.2680378556251526,0.23791898787021637,0.289396196603775,0.2726762592792511,0.15304024517536163
directly,0.32189175486564636,0.3618607521057129,0.20330004394054413,0.322107195854187,0.2289198935031891,0.29271480441093445,0.37563464045524597,0.28171658515930176,0.29624882340431213,0.24932387471199036,0.2289198935031891,0.25355708599090576,0.4456803798675537,0.3548109531402588,0.3291274905204773,0.19623155891895294,0.2187996357679367
instead,0.2582191526889801,0.4104403555393219,0.2702057659626007,0.32666558027267456,0.2649518847465515,0.22503484785556793,0.4425005614757538,0.3581869602203369,0.30748504400253296,0.3410697281360626,0.2649518847465515,0.28430747985839844,0.43556153774261475,0.5151908993721008,0.3961085379123688,0.253439337015152,0.2942638397216797
of,0.24890293180942535,0.33290785551071167,0.19857420027256012,0.39081433415412903,0.20239725708961487,0.2403727024793625,0.33931583166122437,0.30478984117507935,0.22586165368556976,0.33036211133003235,0.20239725708961487,0.17593856155872345,0.41498205065727234,0.2750902473926544,0.27445268630981445,0.20359718799591064,0.1826142966747284
through,0.2571614384651184,0.23167094588279724,0.13771392405033112,0.2637137472629547,0.26844868063926697,0.26784610748291016,0.2423703521490097,0.2341902107000351,0.2856731116771698,0.18151995539665222,0.26844868063926697,0.1759803593158722,0.3152649402618408,0.2532300055027008,0.20269419252872467,0.18137922883033752,0.16913433372974396
a,0.21249589323997498,0.3320399522781372,0.2778087854385376,0.265255331993103,0.2141898274421692,0.26460933685302734,0.46690207719802856,0.3452818691730499,0.19768685102462769,0.3126874566078186,0.2141898274421692,0.20574161410331726,0.47537946701049805,0.30793872475624084,0.3434195816516876,0.24513056874275208,0.23916715383529663
connecting,0.2589885890483856,0.2097303718328476,0.15514114499092102,0.31171083450317383,0.2351110726594925,0.20832453668117523,0.25704795122146606,0.19832226634025574,0.24630120396614075,0.2298707664012909,0.2351110726594925,0.1566307246685028,0.2561177909374237,0.24831616878509521,0.28316977620124817,0.25939542055130005,0.0780353918671608
rod,0.07291390001773834,0.13308800756931305,0.2723602056503296,0.1580733209848404,0.12597335875034332,0.21363751590251923,0.2181348353624344,0.10925021022558212,0.17045265436172485,0.11286243051290512,0.12597335875034332,0.12942887842655182,0.172566756606102,0.19420312345027924,0.17948494851589203,0.30116236209869385,0.12430613487958908
system,0.16685810685157776,0.23557309806346893,0.2530236840248108,0.21917270123958588,0.20308354496955872,0.23517167568206787,0.24813546240329742,0.24080024659633636,0.27801910042762756,0.19727610051631927,0.20308354496955872,0.2097284197807312,0.3088737428188324,0.32895785570144653,0.325920432806015,0.14056047797203064,0.15556083619594574
