,how,many,volumes,does,the,john,crerar,library,roughly,hold,?
the,0.33890387415885925,0.4335206151008606,0.21537050604820251,0.35928019881248474,1.0,0.2230520099401474,0.31222406029701233,0.19920319318771362,0.3095499873161316,0.3067915439605713,0.22068053483963013
john,0.16882067918777466,0.12777787446975708,0.095064677298069,0.1121395081281662,0.2230520099401474,1.0000001192092896,0.22169220447540283,0.19091595709323883,0.10481783002614975,0.11765539646148682,0.13162356615066528
crerar,0.1911763995885849,0.22205154597759247,0.1907832771539688,0.17907042801380157,0.31222406029701233,0.22169220447540283,1.0,0.21629905700683594,0.17404572665691376,0.13346628844738007,0.20451633632183075
library,0.09932420402765274,0.1814885139465332,0.29893770813941956,0.11357046663761139,0.19920319318771362,0.19091595709323883,0.21629905700683594,0.9999999403953552,0.16263934969902039,0.14216816425323486,0.18938742578029633
contains,0.2188502848148346,0.24457506835460663,0.30029165744781494,0.30033645033836365,0.2846323549747467,0.14816640317440033,0.18666937947273254,0.23732417821884155,0.28239426016807556,0.29201823472976685,0.15215006470680237
more,0.4319567084312439,0.48608261346817017,0.1894899159669876,0.2897747755050659,0.39758381247520447,0.11428941786289215,0.1534062772989273,0.0785970613360405,0.28354012966156006,0.2533595860004425,0.27894994616508484
than,0.29763275384902954,0.39069414138793945,0.17441770434379578,0.32178643345832825,0.3227543234825134,0.13582810759544373,0.19273683428764343,0.10215247422456741,0.3543790876865387,0.2468494027853012,0.24917294085025787
1.3,0.14411196112632751,0.14553196728229523,0.26384735107421875,0.16196689009666443,0.3110326826572418,0.01405277568846941,0.17553898692131042,0.07963204383850098,0.3722228705883026,0.1724270135164261,0.10786771774291992
million,0.21114659309387207,0.3520967364311218,0.15186111629009247,0.10680846869945526,0.277012437582016,0.10091507434844971,0.17381207644939423,0.11873524636030197,0.3303842842578888,0.13936775922775269,0.23092924058437347
volumes,0.20560778677463531,0.14458376169204712,1.0000001192092896,0.09332571178674698,0.21537050604820251,0.095064677298069,0.1907832771539688,0.29893770813941956,0.2088502198457718,0.17457199096679688,0.11960393190383911
in,0.2601168751716614,0.41474202275276184,0.23068252205848694,0.214483380317688,0.6662389636039734,0.22177861630916595,0.23675745725631714,0.2101847380399704,0.2718433141708374,0.2667064666748047,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.21537050604820251,0.35928019881248474,1.0,0.2230520099401474,0.31222406029701233,0.19920319318771362,0.3095499873161316,0.3067915439605713,0.22068053483963013
biological,0.2726335823535919,0.2471419721841812,0.19949330389499664,0.23542602360248566,0.22739484906196594,0.1357755959033966,0.19015540182590485,0.17971228063106537,0.1277633160352707,0.14818525314331055,0.15755151212215424
",",0.22659391164779663,0.40610817074775696,0.27979719638824463,0.28617382049560547,0.4933079481124878,0.23961079120635986,0.36109378933906555,0.16805633902549744,0.2276160717010498,0.2803111970424652,0.31091248989105225
medical,0.20867709815502167,0.2577574551105499,0.1480991095304489,0.1618025004863739,0.2398311346769333,0.15678659081459045,0.15742981433868408,0.25664469599723816,0.14552654325962067,0.13396744430065155,0.13234087824821472
and,0.33647966384887695,0.5296266674995422,0.2858909070491791,0.3461615741252899,0.5171257257461548,0.21634717285633087,0.3310290277004242,0.18451033532619476,0.29915347695350647,0.30117684602737427,0.20544172823429108
physical,0.3465515077114105,0.23499146103858948,0.18033325672149658,0.24003824591636658,0.20230218768119812,0.13258355855941772,0.1366928517818451,0.09564706683158875,0.15894059836864471,0.1762402057647705,0.11781801283359528
sciences,0.21700580418109894,0.2503322958946228,0.2656140923500061,0.15123383700847626,0.2625935673713684,0.16454993188381195,0.23907092213630676,0.30053165555000305,0.1802210807800293,0.11255457997322083,0.15002119541168213
and,0.33647966384887695,0.5296266674995422,0.2858909070491791,0.3461615741252899,0.5171257257461548,0.21634717285633087,0.3310290277004242,0.18451033532619476,0.29915347695350647,0.30117684602737427,0.20544172823429108
collections,0.1600850522518158,0.3478132486343384,0.47300049662590027,0.112778440117836,0.27174001932144165,0.15288777649402618,0.24432088434696198,0.5390403866767883,0.2015502005815506,0.27531060576438904,0.1873358190059662
in,0.2601168751716614,0.41474202275276184,0.23068252205848694,0.214483380317688,0.6662389636039734,0.22177861630916595,0.23675745725631714,0.2101847380399704,0.2718433141708374,0.2667064666748047,0.20430970191955566
general,0.19638104736804962,0.21976788341999054,0.1129940077662468,0.15178900957107544,0.28634732961654663,0.18603326380252838,0.23889043927192688,0.11407589912414551,0.11771003156900406,0.19836954772472382,0.1972234547138214
science,0.23506508767604828,0.2819631099700928,0.22726261615753174,0.17509725689888,0.24037593603134155,0.1834644228219986,0.197096049785614,0.24937288463115692,0.14022855460643768,0.14713600277900696,0.17974960803985596
and,0.33647966384887695,0.5296266674995422,0.2858909070491791,0.3461615741252899,0.5171257257461548,0.21634717285633087,0.3310290277004242,0.18451033532619476,0.29915347695350647,0.30117684602737427,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.21537050604820251,0.35928019881248474,1.0,0.2230520099401474,0.31222406029701233,0.19920319318771362,0.3095499873161316,0.3067915439605713,0.22068053483963013
philosophy,0.2717958986759186,0.25622713565826416,0.2899681329727173,0.15305298566818237,0.19357287883758545,0.10806260257959366,0.26061108708381653,0.239392951130867,0.16405554115772247,0.06721358746290207,0.17949430644512177
and,0.33647966384887695,0.5296266674995422,0.2858909070491791,0.3461615741252899,0.5171257257461548,0.21634717285633087,0.3310290277004242,0.18451033532619476,0.29915347695350647,0.30117684602737427,0.20544172823429108
history,0.28613850474357605,0.2746841311454773,0.2536538541316986,0.1386861950159073,0.33215048909187317,0.1944611817598343,0.2485867142677307,0.3085993528366089,0.12714922428131104,0.18611066043376923,0.2501974403858185
of,0.2480744868516922,0.37253960967063904,0.2531711161136627,0.3119818866252899,0.733189046382904,0.2407056987285614,0.31406182050704956,0.21889357268810272,0.35703447461128235,0.2465030699968338,0.1826142966747284
science,0.23506508767604828,0.2819631099700928,0.22726261615753174,0.17509725689888,0.24037593603134155,0.1834644228219986,0.197096049785614,0.24937288463115692,0.14022855460643768,0.14713600277900696,0.17974960803985596
",",0.22659391164779663,0.40610817074775696,0.27979719638824463,0.28617382049560547,0.4933079481124878,0.23961079120635986,0.36109378933906555,0.16805633902549744,0.2276160717010498,0.2803111970424652,0.31091248989105225
medicine,0.19366127252578735,0.20894838869571686,0.1780727356672287,0.1756531447172165,0.19564834237098694,0.10013578087091446,0.14785528182983398,0.20883041620254517,0.0818498358130455,0.09684809297323227,0.14826606214046478
",",0.22659391164779663,0.40610817074775696,0.27979719638824463,0.28617382049560547,0.4933079481124878,0.23961079120635986,0.36109378933906555,0.16805633902549744,0.2276160717010498,0.2803111970424652,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2858909070491791,0.3461615741252899,0.5171257257461548,0.21634717285633087,0.3310290277004242,0.18451033532619476,0.29915347695350647,0.30117684602737427,0.20544172823429108
technology,0.20081453025341034,0.2643958628177643,0.14380121231079102,0.1650850474834442,0.21669498085975647,0.1614072471857071,0.17311692237854004,0.16907534003257751,0.11515948921442032,0.2300017923116684,0.11564995348453522
.,0.3287222981452942,0.3974229395389557,0.26743245124816895,0.3022993505001068,0.5934505462646484,0.26428887248039246,0.28509873151779175,0.23675528168678284,0.2728807330131531,0.30296799540519714,0.4130953550338745
