,how,many,people,may,have,lived,in,the,amazon,region,during,ad,1500,?
some,0.4180530905723572,0.7976660132408142,0.40364471077919006,0.35431578755378723,0.6421269774436951,0.20470525324344635,0.4010399878025055,0.4566698372364044,0.19491901993751526,0.13805310428142548,0.2788774073123932,0.13185028731822968,-0.05473681539297104,0.2562315762042999
5,0.03444203734397888,0.006714559160172939,-0.03716319799423218,0.06752845644950867,0.023788409307599068,0.031434912234544754,0.0862177163362503,0.09255307912826538,0.0881161093711853,0.11787256598472595,0.012544178403913975,0.11036597192287445,0.027306364849209785,0.06222071498632431
million,0.21114659309387207,0.3520967364311218,0.2591722309589386,0.21749873459339142,0.28469452261924744,0.2642839550971985,0.2596224844455719,0.277012437582016,0.18845590949058533,0.2246832400560379,0.25557681918144226,0.16669094562530518,-0.04305250942707062,0.23092924058437347
people,0.2932034730911255,0.4171447455883026,1.0000001192092896,0.2590857446193695,0.3380994498729706,0.3190171420574188,0.39605680108070374,0.36838498711586,0.11506722867488861,0.3089559078216553,0.28753596544265747,0.16909490525722504,-0.01071864552795887,0.23739641904830933
may,0.22490409016609192,0.29758191108703613,0.2590857446193695,0.9999998807907104,0.35194188356399536,0.18447409570217133,0.3424151837825775,0.2694292366504669,0.09747496247291565,0.1458064317703247,0.24263088405132294,0.15046599507331848,0.0494169257581234,0.2768254578113556
have,0.4370637536048889,0.5841760635375977,0.3380994498729706,0.35194188356399536,0.9999999403953552,0.21160787343978882,0.36843645572662354,0.40389683842658997,0.20372521877288818,0.191070094704628,0.27574852108955383,0.19166818261146545,-0.021028418093919754,0.32991164922714233
lived,0.1416093111038208,0.2690332531929016,0.3190171420574188,0.18447409570217133,0.21160787343978882,0.9999998807907104,0.3669787347316742,0.2897515296936035,0.15107031166553497,0.2685544192790985,0.28739362955093384,0.2194945067167282,-0.040746912360191345,0.1798510104417801
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3424151837825775,0.36843645572662354,0.3669787347316742,1.0,0.6662389636039734,0.12227833271026611,0.3524819314479828,0.4627237319946289,0.1957923024892807,-0.03018064983189106,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.2694292366504669,0.40389683842658997,0.2897515296936035,0.6662389636039734,1.0,0.260541707277298,0.35020557045936584,0.4838213622570038,0.24233382940292358,-0.03235486149787903,0.22068053483963013
amazon,0.16216763854026794,0.22591036558151245,0.11506722867488861,0.09747496247291565,0.20372521877288818,0.15107031166553497,0.12227833271026611,0.260541707277298,1.0000001192092896,0.18148772418498993,0.11170908063650131,0.09995925426483154,-0.044794052839279175,0.18144656717777252
region,0.15155482292175293,0.17234529554843903,0.3089559078216553,0.1458064317703247,0.191070094704628,0.2685544192790985,0.3524819314479828,0.35020557045936584,0.18148772418498993,1.0,0.20084431767463684,0.18162624537944794,-0.008949070237576962,0.13441751897335052
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3424151837825775,0.36843645572662354,0.3669787347316742,1.0,0.6662389636039734,0.12227833271026611,0.3524819314479828,0.4627237319946289,0.1957923024892807,-0.03018064983189106,0.20430970191955566
ad,0.11213856190443039,0.11962909996509552,0.16909490525722504,0.15046599507331848,0.19166818261146545,0.2194945067167282,0.1957923024892807,0.24233382940292358,0.09995925426483154,0.18162624537944794,0.13994094729423523,1.0,0.04835472255945206,0.20824462175369263
1500,-0.05361149460077286,-0.09879012405872345,-0.01071864552795887,0.0494169257581234,-0.021028418093919754,-0.040746912360191345,-0.03018064983189106,-0.03235486149787903,-0.044794052839279175,-0.008949070237576962,-0.01872118189930916,0.04835472255945206,0.9999999403953552,0.08418000489473343
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.5007920861244202,0.3541618287563324,0.32840919494628906,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.3225448727607727,0.21154692769050598,0.04648949205875397,0.31091248989105225
divided,0.1862497329711914,0.21604293584823608,0.16932210326194763,0.09708292037248611,0.252825528383255,0.17810016870498657,0.29514673352241516,0.34601110219955444,0.12280678749084473,0.22551266849040985,0.2472192794084549,0.11123909056186676,-0.058128684759140015,0.10190024226903915
between,0.2747800648212433,0.29423660039901733,0.20159919559955597,0.18371161818504333,0.3203330636024475,0.19614073634147644,0.41100412607192993,0.39067012071609497,0.12149064987897873,0.1942082941532135,0.36201924085617065,0.1907125860452652,0.032791879028081894,0.12887074053287506
