,how,did,luther,view,islam,?
though,0.38766178488731384,0.4678466022014618,0.1487087458372116,0.1860722154378891,0.22074498236179352,0.3188856542110443
luther,0.13354721665382385,0.23667675256729126,1.0,0.14754484593868256,0.2635498344898224,0.1732746809720993
saw,0.2513699233531952,0.4446955919265747,0.13097959756851196,0.1980784684419632,0.16099920868873596,0.14690998196601868
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.25610461831092834,0.2207694798707962,0.22068053483963013
muslim,0.15612904727458954,0.2098924219608307,0.13450628519058228,0.16161097586154938,0.6905730366706848,0.17456822097301483
faith,0.22136688232421875,0.24413958191871643,0.2839079797267914,0.24361398816108704,0.4323059022426605,0.2833177447319031
as,0.33782753348350525,0.3596470057964325,0.20242992043495178,0.13756150007247925,0.2478460818529129,0.27043893933296204
a,0.29312583804130554,0.2552328109741211,0.17967689037322998,0.22168859839439392,0.15636202692985535,0.23916715383529663
tool,0.3736036717891693,0.18340347707271576,0.05232477933168411,0.18199315667152405,0.10749627649784088,0.2828463613986969
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,0.21446028351783752,0.21728332340717316,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.25610461831092834,0.2207694798707962,0.22068053483963013
devil,0.18167270720005035,0.20724423229694366,0.24422423541545868,0.1352102905511856,0.22756341099739075,0.19553880393505096
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.216712087392807,0.23459285497665405,0.31091248989105225
he,0.2594625651836395,0.3292143940925598,0.2454872578382492,0.14745047688484192,0.17072981595993042,0.2089974731206894
was,0.16678167879581451,0.41399896144866943,0.19185513257980347,0.1727466583251953,0.15794138610363007,0.18412111699581146
indifferent,0.37246593832969666,0.29102280735969543,0.2909184396266937,0.23202399909496307,0.32382506132125854,0.24215316772460938
to,0.44169697165489197,0.4452643394470215,0.18029534816741943,0.229315847158432,0.2398901730775833,0.29463258385658264
its,0.22449488937854767,0.19922670722007751,0.14340044558048248,0.16257590055465698,0.16493543982505798,0.15103481709957123
practice,0.2731030285358429,0.256716251373291,0.11158391088247299,0.1610337793827057,0.3364626169204712,0.21386858820915222
:,-0.11215605586767197,-0.05305134505033493,-0.0567622147500515,-0.09191245585680008,-0.03656696528196335,-0.07156077772378922
``,-0.01591024175286293,-0.029888948425650597,-0.013964727520942688,-0.07257454097270966,0.1292753964662552,0.0685480609536171
let,0.3699781894683838,0.4364680051803589,0.2060263454914093,0.1552450954914093,0.14715272188186646,0.36716893315315247
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.25610461831092834,0.2207694798707962,0.22068053483963013
turk,0.08232217282056808,0.14965206384658813,0.18151971697807312,0.15366123616695404,0.32491835951805115,0.10992560535669327
believe,0.38610291481018066,0.3557283282279968,0.21247079968452454,0.2721264958381653,0.36385172605514526,0.3329349160194397
and,0.33647966384887695,0.34479495882987976,0.20796556770801544,0.19056165218353271,0.25070106983184814,0.20544172823429108
live,0.16572442650794983,0.2321666032075882,0.08874321728944778,0.195603609085083,0.16300474107265472,0.19481121003627777
as,0.33782753348350525,0.3596470057964325,0.20242992043495178,0.13756150007247925,0.2478460818529129,0.27043893933296204
he,0.2594625651836395,0.3292143940925598,0.2454872578382492,0.14745047688484192,0.17072981595993042,0.2089974731206894
will,0.41543328762054443,0.40638336539268494,0.12248248606920242,0.18123114109039307,0.19928064942359924,0.35046905279159546
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.216712087392807,0.23459285497665405,0.31091248989105225
just,0.41178324818611145,0.38283270597457886,0.22817456722259521,0.250340074300766,0.19856493175029755,0.4144178032875061
as,0.33782753348350525,0.3596470057964325,0.20242992043495178,0.13756150007247925,0.2478460818529129,0.27043893933296204
one,0.3213292360305786,0.27659472823143005,0.1255420446395874,0.22612109780311584,0.20759882032871246,0.2673267424106598
lets,0.3842957615852356,0.31741800904273987,0.04742201045155525,0.20583249628543854,0.11918511241674423,0.23217619955539703
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.25610461831092834,0.2207694798707962,0.22068053483963013
papacy,0.12931913137435913,0.18356378376483917,0.2991804778575897,0.12714791297912598,0.2847289741039276,0.18605810403823853
and,0.33647966384887695,0.34479495882987976,0.20796556770801544,0.19056165218353271,0.25070106983184814,0.20544172823429108
other,0.3591516315937042,0.31707024574279785,0.18881922960281372,0.1913118213415146,0.1972542256116867,0.24682199954986572
false,0.17669211328029633,0.18280620872974396,0.12126229703426361,0.1680426448583603,0.24411632120609283,0.2877490520477295
christians,0.2047172486782074,0.2556236684322357,0.30765244364738464,0.22116045653820038,0.5186012983322144,0.20289786159992218
live,0.16572442650794983,0.2321666032075882,0.08874321728944778,0.195603609085083,0.16300474107265472,0.19481121003627777
.,0.3287222981452942,0.35288307070732117,0.24907569587230682,0.23733025789260864,0.2825687527656555,0.4130953550338745
'',-0.0029843549709767103,0.01978493109345436,-0.04572787508368492,0.029715314507484436,0.020673450082540512,0.018684765323996544
