,within,what,variable,is,l,constrained,according,to,the,space,hierarchy,theorem,?
for,0.3087334632873535,0.3017193675041199,0.1943923830986023,0.43268078565597534,0.08009134232997894,0.27924954891204834,0.1956551969051361,0.4451248347759247,0.4739971458911896,0.24232043325901031,0.09427861869335175,0.1530822366476059,0.264628142118454
instance,0.32792040705680847,0.3862040638923645,0.43512386083602905,0.33154773712158203,0.13489603996276855,0.3418433666229248,0.20297206938266754,0.3533851206302643,0.3539782464504242,0.24927690625190735,0.33230605721473694,0.3324032127857208,0.30205854773521423
",",0.2513136863708496,0.3087472915649414,0.18179240822792053,0.4691906273365021,0.2714451849460602,0.2685713768005371,0.3107093870639801,0.44245919585227966,0.4933079481124878,0.2285580337047577,0.15345069766044617,0.16003508865833282,0.31091248989105225
the,0.39827480912208557,0.42745697498321533,0.18287865817546844,0.5823672413825989,0.18770581483840942,0.23089809715747833,0.3202974498271942,0.535392165184021,1.0,0.24495907127857208,0.22604632377624512,0.18430666625499725,0.22068053483963013
time,0.2541442811489105,0.36319252848625183,0.20189765095710754,0.25187405943870544,0.0927320048213005,0.23420946300029755,0.19635933637619019,0.3679993152618408,0.43061500787734985,0.2780037522315979,0.20482023060321808,0.22138014435768127,0.27391523122787476
hierarchy,0.21993227303028107,0.2107066512107849,0.2401995211839676,0.1292576938867569,0.020818457007408142,0.33587732911109924,0.2108030915260315,0.19228041172027588,0.22604632377624512,0.13987702131271362,1.0000001192092896,0.2230001538991928,0.23208312690258026
theorem,0.08719783276319504,0.27076783776283264,0.34498143196105957,0.23679251968860626,0.10670628398656845,0.32389014959335327,0.14784882962703705,0.14878395199775696,0.18430666625499725,0.26214468479156494,0.2230001538991928,1.0,0.18729111552238464
tells,0.14623059332370758,0.39625248312950134,0.10902442038059235,0.2967565357685089,0.12223044782876968,0.13582400977611542,0.3396879732608795,0.30534905195236206,0.28859055042266846,0.1329241394996643,0.13048258423805237,0.17400167882442474,0.20469747483730316
us,0.10303426533937454,0.32081687450408936,0.1132604330778122,0.1808239072561264,0.18756383657455444,0.15802571177482605,0.2053021490573883,0.2928973436355591,0.25727739930152893,0.1485663801431656,0.06423437595367432,0.13351380825042725,0.2742428481578827
that,0.33798906207084656,0.6297725439071655,0.2777203917503357,0.3995479643344879,0.11878139525651932,0.36933428049087524,0.29146862030029297,0.5436353087425232,0.5473989248275757,0.2368461638689041,0.24586151540279388,0.28924983739852905,0.32716336846351624
p,0.12945125997066498,0.18586504459381104,0.20913150906562805,0.11757151037454605,0.30408549308776855,0.16783350706100464,0.057343341410160065,0.14269764721393585,0.16481639444828033,0.17297589778900146,0.1364784836769104,0.17553406953811646,0.20840544998645782
is,0.30135563015937805,0.28837618231773376,0.2842993140220642,1.0,0.18223042786121368,0.23350852727890015,0.2838992476463318,0.42745086550712585,0.5823672413825989,0.18578536808490753,0.1292576938867569,0.23679251968860626,0.22961433231830597
strictly,0.2994191646575928,0.2703031599521637,0.22819116711616516,0.25468918681144714,0.1264687329530716,0.30105602741241455,0.23929913341999054,0.281207412481308,0.24418626725673676,0.16435343027114868,0.28122586011886597,0.14588403701782227,0.20292048156261444
contained,0.3890313506126404,0.18997789919376373,0.21944767236709595,0.3143906593322754,0.09740065038204193,0.2875305414199829,0.25199493765830994,0.21074968576431274,0.31440216302871704,0.16570129990577698,0.154193714261055,0.09515611827373505,0.171995609998703
in,0.40576374530792236,0.30808621644973755,0.1535988301038742,0.5394441485404968,0.20132999122142792,0.2315865010023117,0.29259276390075684,0.45010748505592346,0.6662389636039734,0.17648501694202423,0.09286253154277802,0.12508544325828552,0.20430970191955566
exptime,0.3011632561683655,0.28059884905815125,0.399688720703125,0.22815822064876556,0.25949349999427795,0.30212149024009705,0.2921064496040344,0.4072270691394806,0.303646057844162,0.2567023038864136,0.1718948930501938,0.2915225028991699,0.20754913985729218
",",0.2513136863708496,0.3087472915649414,0.18179240822792053,0.4691906273365021,0.2714451849460602,0.2685713768005371,0.3107093870639801,0.44245919585227966,0.4933079481124878,0.2285580337047577,0.15345069766044617,0.16003508865833282,0.31091248989105225
and,0.35049548745155334,0.31309178471565247,0.1734716147184372,0.3859752118587494,0.2232794463634491,0.2971523702144623,0.30645591020584106,0.48971283435821533,0.5171257257461548,0.22901733219623566,0.2264053225517273,0.10136619955301285,0.20544172823429108
the,0.39827480912208557,0.42745697498321533,0.18287865817546844,0.5823672413825989,0.18770581483840942,0.23089809715747833,0.3202974498271942,0.535392165184021,1.0,0.24495907127857208,0.22604632377624512,0.18430666625499725,0.22068053483963013
space,0.24413608014583588,0.20525942742824554,0.19811657071113586,0.18578536808490753,0.16587825119495392,0.21637269854545593,0.10243743658065796,0.22712917625904083,0.24495907127857208,1.0000001192092896,0.13987702131271362,0.26214468479156494,0.1885536164045334
hierarchy,0.21993227303028107,0.2107066512107849,0.2401995211839676,0.1292576938867569,0.020818457007408142,0.33587732911109924,0.2108030915260315,0.19228041172027588,0.22604632377624512,0.13987702131271362,1.0000001192092896,0.2230001538991928,0.23208312690258026
theorem,0.08719783276319504,0.27076783776283264,0.34498143196105957,0.23679251968860626,0.10670628398656845,0.32389014959335327,0.14784882962703705,0.14878395199775696,0.18430666625499725,0.26214468479156494,0.2230001538991928,1.0,0.18729111552238464
tells,0.14623059332370758,0.39625248312950134,0.10902442038059235,0.2967565357685089,0.12223044782876968,0.13582400977611542,0.3396879732608795,0.30534905195236206,0.28859055042266846,0.1329241394996643,0.13048258423805237,0.17400167882442474,0.20469747483730316
us,0.10303426533937454,0.32081687450408936,0.1132604330778122,0.1808239072561264,0.18756383657455444,0.15802571177482605,0.2053021490573883,0.2928973436355591,0.25727739930152893,0.1485663801431656,0.06423437595367432,0.13351380825042725,0.2742428481578827
that,0.33798906207084656,0.6297725439071655,0.2777203917503357,0.3995479643344879,0.11878139525651932,0.36933428049087524,0.29146862030029297,0.5436353087425232,0.5473989248275757,0.2368461638689041,0.24586151540279388,0.28924983739852905,0.32716336846351624
l,0.08250986784696579,0.053181253373622894,0.11899896711111069,0.18223042786121368,1.0000001192092896,0.06902134418487549,0.09840474277734756,0.13000278174877167,0.18770581483840942,0.16587825119495392,0.020818457007408142,0.10670628398656845,0.10803938657045364
is,0.30135563015937805,0.28837618231773376,0.2842993140220642,1.0,0.18223042786121368,0.23350852727890015,0.2838992476463318,0.42745086550712585,0.5823672413825989,0.18578536808490753,0.1292576938867569,0.23679251968860626,0.22961433231830597
strictly,0.2994191646575928,0.2703031599521637,0.22819116711616516,0.25468918681144714,0.1264687329530716,0.30105602741241455,0.23929913341999054,0.281207412481308,0.24418626725673676,0.16435343027114868,0.28122586011886597,0.14588403701782227,0.20292048156261444
contained,0.3890313506126404,0.18997789919376373,0.21944767236709595,0.3143906593322754,0.09740065038204193,0.2875305414199829,0.25199493765830994,0.21074968576431274,0.31440216302871704,0.16570129990577698,0.154193714261055,0.09515611827373505,0.171995609998703
in,0.40576374530792236,0.30808621644973755,0.1535988301038742,0.5394441485404968,0.20132999122142792,0.2315865010023117,0.29259276390075684,0.45010748505592346,0.6662389636039734,0.17648501694202423,0.09286253154277802,0.12508544325828552,0.20430970191955566
pspace,0.2587181627750397,0.25979843735694885,0.31609413027763367,0.16461415588855743,0.2509133517742157,0.2611497640609741,0.10818149149417877,0.24713535606861115,0.1946074664592743,0.7443978190422058,0.21192467212677002,0.27173227071762085,0.33841776847839355
.,0.2984525263309479,0.3567904531955719,0.18651412427425385,0.4569662809371948,0.25591427087783813,0.2334134578704834,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.2385488897562027,0.20138424634933472,0.19165870547294617,0.4130953550338745
