,why,is,breathing,oxygen,in,space,craft,not,dangerous,to,health,?
breathing,0.27692604064941406,0.19124522805213928,1.0,0.5621939897537231,0.16646145284175873,0.21788223087787628,0.25420457124710083,0.29541531205177307,0.4046372175216675,0.2888062000274658,0.33907103538513184,0.20811115205287933
pure,0.17616569995880127,0.24182042479515076,0.2630224823951721,0.3194023668766022,0.18685252964496613,0.23070773482322693,0.12238017469644547,0.2732017934322357,0.24583210051059723,0.2610398232936859,0.2260688990354538,0.06826777756214142
o,0.17448145151138306,0.18684464693069458,0.15898755192756653,0.2476140707731247,0.17052006721496582,0.09991100430488586,0.17398783564567566,0.13664904236793518,0.1025945246219635,0.1644444614648819,0.08541546016931534,0.23868927359580994
2,-0.013467837125062943,-0.07940074801445007,0.05700775235891342,0.04063820466399193,0.01447046548128128,-0.05579118803143501,-0.01733759604394436,-0.06483332812786102,0.0478789247572422,-0.0836251974105835,-0.03712090104818344,0.001977203879505396
in,0.23227278888225555,0.5394441485404968,0.16646145284175873,0.1672476977109909,1.0,0.17648501694202423,0.1322854608297348,0.3403114080429077,0.22730807960033417,0.45010748505592346,0.2500189542770386,0.20430970191955566
space,0.18647317588329315,0.18578536808490753,0.21788223087787628,0.25929561257362366,0.17648501694202423,1.0000001192092896,0.2530209720134735,0.2228187918663025,0.187041774392128,0.22712917625904083,0.12064560502767563,0.1885536164045334
applications,0.1982988864183426,0.2504705786705017,0.2540510296821594,0.24149829149246216,0.2334391176700592,0.27071332931518555,0.21227142214775085,0.26754695177078247,0.17368124425411224,0.28076672554016113,0.2502211332321167,0.19125857949256897
",",0.2827242314815521,0.4691906273365021,0.2195068597793579,0.21812842786312103,0.5201468467712402,0.2285580337047577,0.2105591744184494,0.3769696354866028,0.2654121220111847,0.44245919585227966,0.2331448197364807,0.31091248989105225
such,0.2994317412376404,0.23545363545417786,0.26113927364349365,0.23563316464424133,0.2704046070575714,0.14706631004810333,0.15291747450828552,0.4058493673801422,0.33038216829299927,0.2871878743171692,0.21942605078220367,0.17851735651493073
as,0.3103298544883728,0.43216490745544434,0.15514549612998962,0.16691245138645172,0.3887844979763031,0.1954064816236496,0.12705324590206146,0.5105602741241455,0.23410654067993164,0.42092081904411316,0.22845706343650818,0.27043893933296204
in,0.23227278888225555,0.5394441485404968,0.16646145284175873,0.1672476977109909,1.0,0.17648501694202423,0.1322854608297348,0.3403114080429077,0.22730807960033417,0.45010748505592346,0.2500189542770386,0.20430970191955566
some,0.429519385099411,0.3038453459739685,0.3054865300655365,0.23425762355327606,0.4010399878025055,0.157902792096138,0.20520247519016266,0.564181387424469,0.3698440194129944,0.4636894166469574,0.23506557941436768,0.2562315762042999
modern,0.12866966426372528,0.24170172214508057,0.08524690568447113,0.1480504274368286,0.29808807373046875,0.15957890450954437,0.25133177638053894,0.20307135581970215,0.13995207846164703,0.193939670920372,0.10118009895086288,0.12475407868623734
space,0.18647317588329315,0.18578536808490753,0.21788223087787628,0.25929561257362366,0.17648501694202423,1.0000001192092896,0.2530209720134735,0.2228187918663025,0.187041774392128,0.22712917625904083,0.12064560502767563,0.1885536164045334
suits,0.19799193739891052,0.19759035110473633,0.2650686502456665,0.24044306576251984,0.1673949509859085,0.16642162203788757,0.25206440687179565,0.26353731751441956,0.2850995361804962,0.22097660601139069,0.20338526368141174,0.12951350212097168
",",0.2827242314815521,0.4691906273365021,0.2195068597793579,0.21812842786312103,0.5201468467712402,0.2285580337047577,0.2105591744184494,0.3769696354866028,0.2654121220111847,0.44245919585227966,0.2331448197364807,0.31091248989105225
or,0.3391086459159851,0.41870999336242676,0.29103219509124756,0.2669152021408081,0.3586423695087433,0.28110602498054504,0.17116692662239075,0.5119067430496216,0.2867796719074249,0.38921234011650085,0.2140762209892273,0.32389625906944275
in,0.23227278888225555,0.5394441485404968,0.16646145284175873,0.1672476977109909,1.0,0.17648501694202423,0.1322854608297348,0.3403114080429077,0.22730807960033417,0.45010748505592346,0.2500189542770386,0.20430970191955566
early,0.21547465026378632,0.18880519270896912,0.199484720826149,0.16186754405498505,0.34672921895980835,0.09611685574054718,0.17771059274673462,0.2524304986000061,0.20244134962558746,0.24557004868984222,0.1777104139328003,0.15272949635982513
spacecraft,0.2084173858165741,0.1850305050611496,0.3068906366825104,0.33789265155792236,0.19417698681354523,0.6220287084579468,0.5369159579277039,0.22167113423347473,0.24679329991340637,0.25703316926956177,0.13032636046409607,0.17708687484264374
such,0.2994317412376404,0.23545363545417786,0.26113927364349365,0.23563316464424133,0.2704046070575714,0.14706631004810333,0.15291747450828552,0.4058493673801422,0.33038216829299927,0.2871878743171692,0.21942605078220367,0.17851735651493073
as,0.3103298544883728,0.43216490745544434,0.15514549612998962,0.16691245138645172,0.3887844979763031,0.1954064816236496,0.12705324590206146,0.5105602741241455,0.23410654067993164,0.42092081904411316,0.22845706343650818,0.27043893933296204
apollo,0.14361494779586792,0.1604149341583252,0.2966403663158417,0.21209172904491425,0.1461767554283142,0.3076713979244232,0.34993451833724976,0.17881719768047333,0.211810901761055,0.23190522193908691,0.11156736314296722,0.191528782248497
",",0.2827242314815521,0.4691906273365021,0.2195068597793579,0.21812842786312103,0.5201468467712402,0.2285580337047577,0.2105591744184494,0.3769696354866028,0.2654121220111847,0.44245919585227966,0.2331448197364807,0.31091248989105225
causes,0.24825768172740936,0.3009743392467499,0.342896431684494,0.26106759905815125,0.2674790024757385,0.09536989033222198,0.09875080734491348,0.22349552810192108,0.26159200072288513,0.2537674903869629,0.3017858862876892,0.19991323351860046
no,0.3188003897666931,0.19581134617328644,0.21225744485855103,0.21197353303432465,0.24372287094593048,0.17581519484519958,0.07540258765220642,0.4487079083919525,0.22512401640415192,0.30015695095062256,0.21456360816955566,0.32165053486824036
damage,0.21377113461494446,0.18895713984966278,0.3011592924594879,0.2673439383506775,0.21804088354110718,0.19394318759441376,0.21493826806545258,0.2867008447647095,0.33788609504699707,0.23714354634284973,0.2898016571998596,0.2121051400899887
due,0.24495384097099304,0.24065633118152618,0.20395705103874207,0.23325195908546448,0.2516716718673706,0.09593380987644196,0.13445255160331726,0.2680772840976715,0.2671985328197479,0.35188060998916626,0.2442629188299179,0.10954997688531876
to,0.4100138247013092,0.42745086550712585,0.2888062000274658,0.24193501472473145,0.45010748505592346,0.22712917625904083,0.23935987055301666,0.5149973034858704,0.28846338391304016,1.0,0.29985085129737854,0.29463258385658264
the,0.30742117762565613,0.5823672413825989,0.21453244984149933,0.20428593456745148,0.6662389636039734,0.24495907127857208,0.13848064839839935,0.4310511648654938,0.22045794129371643,0.535392165184021,0.2340974360704422,0.22068053483963013
low,0.23409032821655273,0.19289205968379974,0.3081015944480896,0.25884735584259033,0.21458278596401215,0.18392392992973328,0.15401723980903625,0.23679545521736145,0.25709041953086853,0.2700593173503876,0.22458039224147797,0.10658930987119675
total,0.11184106767177582,0.18159881234169006,0.11126524209976196,0.19989705085754395,0.27667245268821716,0.1903727948665619,0.07298918813467026,0.21460457146167755,0.06863060593605042,0.22792020440101624,0.12120990455150604,0.14396025240421295
pressures,0.21517357230186462,0.21779607236385345,0.37220755219459534,0.3483974039554596,0.17277829349040985,0.19509921967983246,0.1838255673646927,0.28829899430274963,0.3033050000667572,0.3563862144947052,0.20644201338291168,0.12055351585149765
used,0.29222622513771057,0.3288823366165161,0.23636169731616974,0.21276918053627014,0.3090210556983948,0.18470054864883423,0.22238676249980927,0.358921617269516,0.3193075954914093,0.40058770775794983,0.14702168107032776,0.22430120408535004
