,when,american,car,companies,rolled,out,with,their,domestic,replacement,cars,",",which,policy,ended,?
later,0.4627884030342102,0.18800488114356995,0.20001739263534546,0.20728246867656708,0.1694803684949875,0.3247290253639221,0.2797884941101074,0.26787713170051575,0.10892938822507858,0.26988494396209717,0.1867259442806244,0.35016918182373047,0.39698365330696106,0.13248378038406372,0.4151671230792999,0.1417175978422165
the,0.5091903209686279,0.24562937021255493,0.19754165410995483,0.26917189359664917,0.26304689049720764,0.39404502511024475,0.4223487675189972,0.516537070274353,0.21731778979301453,0.27791428565979004,0.22665506601333618,0.4933079481124878,0.6521818041801453,0.2358427494764328,0.3356485068798065,0.22068053483963013
american,0.19090662896633148,1.0000001192092896,0.09467536211013794,0.1615752875804901,0.13655336201190948,0.15954390168190002,0.20245933532714844,0.2323206216096878,0.1594078093767166,0.12052685767412186,0.1259250044822693,0.3048616647720337,0.16603466868400574,0.11977551132440567,0.1963030993938446,0.18877598643302917
makers,0.20577436685562134,0.16668608784675598,0.2426944077014923,0.449794739484787,0.17230242490768433,0.26865947246551514,0.23116640746593475,0.25802189111709595,0.17537371814250946,0.13229337334632874,0.4057997167110443,0.20306293666362762,0.252338707447052,0.21409593522548676,0.12190552800893784,0.17080172896385193
introduced,0.21339701116085052,0.23129020631313324,0.2326672524213791,0.16456961631774902,0.1562814563512802,0.1352444440126419,0.26105520129203796,0.15138156712055206,0.21218380331993103,0.2677242159843445,0.189689502120018,0.22034090757369995,0.27052173018455505,0.17490153014659882,0.1756429672241211,0.16386865079402924
their,0.3682888448238373,0.2323206216096878,0.13844284415245056,0.2322782278060913,0.2563895285129547,0.34232497215270996,0.4258328378200531,1.0,0.26287537813186646,0.22359736263751984,0.2280132919549942,0.3045167922973633,0.4582767188549042,0.18500499427318573,0.24458195269107819,0.1898253709077835
domestic,0.1754007339477539,0.1594078093767166,0.12911219894886017,0.2148873209953308,0.1542707085609436,0.09602832794189453,0.2640407979488373,0.26287537813186646,1.0,0.16073265671730042,0.18669579923152924,0.21976107358932495,0.23112131655216217,0.22118954360485077,0.19001628458499908,0.1850636899471283
replacements,0.3198205232620239,0.14099693298339844,0.2000439614057541,0.2536635994911194,0.14323583245277405,0.2739095687866211,0.25896885991096497,0.2530042827129364,0.16344578564167023,0.9081755876541138,0.3357195556163788,0.24964718520641327,0.3245435655117035,0.18550142645835876,0.2695126235485077,0.16121076047420502
(,0.2459595799446106,0.3044136166572571,0.16872528195381165,0.12384957075119019,0.1429097056388855,0.20017710328102112,0.29503780603408813,0.15721023082733154,0.17033341526985168,0.17438015341758728,0.14667920768260956,0.6363511681556702,0.2589828372001648,0.25026944279670715,0.17012202739715576,0.40561532974243164
ford,0.20342567563056946,0.2701592445373535,0.44395124912261963,0.23688757419586182,0.07717324793338776,0.13221196830272675,0.1284576803445816,0.09678401052951813,0.12534716725349426,0.17475110292434692,0.43371817469596863,0.17111018300056458,0.1759905368089676,0.18074090778827667,0.13913127779960632,0.19164219498634338
ranger,0.1799289584159851,0.2640242576599121,0.23973388969898224,0.1519879251718521,0.06876589357852936,0.1238064169883728,0.14532700181007385,0.15183447301387787,0.1587975025177002,0.096044160425663,0.17381638288497925,0.24954865872859955,0.18252886831760406,0.1189366802573204,0.1239486113190651,0.1440950334072113
",",0.36674630641937256,0.3048616647720337,0.21104301512241364,0.28041911125183105,0.22616976499557495,0.3161109685897827,0.4120737314224243,0.3045167922973633,0.21976107358932495,0.20311833918094635,0.23312760889530182,1.0000001192092896,0.3658004403114319,0.2903050184249878,0.2682836353778839,0.31091248989105225
dodge,0.17011535167694092,0.24980203807353973,0.42077118158340454,0.2153816819190979,0.17513307929039001,0.18651831150054932,0.1578977108001709,0.17421802878379822,0.18722768127918243,0.19640396535396576,0.3979890048503876,0.2158733457326889,0.19427956640720367,0.18177036941051483,0.1377471536397934,0.1866140216588974
dakota,0.1269344538450241,0.3113590180873871,0.16043144464492798,0.16519872844219208,0.11209435760974884,0.19869603216648102,0.149703711271286,0.1340108960866928,0.12779605388641357,0.1289534568786621,0.1742348074913025,0.21746373176574707,0.17211107909679413,0.17826968431472778,0.21063600480556488,0.09323008358478546
and,0.4716290831565857,0.32290002703666687,0.19568514823913574,0.2527635991573334,0.23038609325885773,0.3881998062133789,0.5477725267410278,0.45114588737487793,0.2692606449127197,0.24508042633533478,0.2871580421924591,0.6633074283599854,0.506277859210968,0.2148873209953308,0.2036798745393753,0.20544172823429108
the,0.5091903209686279,0.24562937021255493,0.19754165410995483,0.26917189359664917,0.26304689049720764,0.39404502511024475,0.4223487675189972,0.516537070274353,0.21731778979301453,0.27791428565979004,0.22665506601333618,0.4933079481124878,0.6521818041801453,0.2358427494764328,0.3356485068798065,0.22068053483963013
chevrolet,0.16716362535953522,0.18009021878242493,0.5515615344047546,0.28796491026878357,0.18010610342025757,0.0767289251089096,0.12624214589595795,0.13921846449375153,0.13229477405548096,0.28206562995910645,0.4771844744682312,0.2177528440952301,0.19571171700954437,0.17174609005451202,0.17377419769763947,0.1429024338722229
s10/gmc,0.18858465552330017,0.13768015801906586,0.2713763415813446,0.19442833960056305,0.13363543152809143,0.14856849610805511,0.1314103752374649,0.1243353933095932,0.18201059103012085,0.3164338767528534,0.27082720398902893,0.0808708667755127,0.21719850599765778,0.1858103722333908,0.0986001193523407,0.13941393792629242
s-15,0.13178063929080963,0.0011996234534308314,0.01818898133933544,0.2646394968032837,0.17581932246685028,0.12712356448173523,0.17237892746925354,0.17843250930309296,0.20163145661354065,-0.028524333611130714,0.08789782226085663,0.1419367641210556,0.2949148714542389,0.17210513353347778,0.05719996988773346,0.05108337104320526
),0.2538422644138336,0.30758509039878845,0.18427881598472595,0.12282966822385788,0.1301882117986679,0.20875944197177887,0.3069596290588379,0.1549641638994217,0.15894484519958496,0.18743525445461273,0.1524934321641922,0.63033527135849,0.2758678197860718,0.22539465129375458,0.2159026563167572,0.42300865054130554
",",0.36674630641937256,0.3048616647720337,0.21104301512241364,0.28041911125183105,0.22616976499557495,0.3161109685897827,0.4120737314224243,0.3045167922973633,0.21976107358932495,0.20311833918094635,0.23312760889530182,1.0000001192092896,0.3658004403114319,0.2903050184249878,0.2682836353778839,0.31091248989105225
ending,0.24183526635169983,0.15424908697605133,0.10717044025659561,0.10132402926683426,0.18925338983535767,0.20292867720127106,0.2841153144836426,0.19236034154891968,0.165843203663826,0.23568478226661682,0.14405101537704468,0.2547510862350464,0.29232102632522583,0.17614687979221344,0.513846755027771,0.14182089269161224
their,0.3682888448238373,0.2323206216096878,0.13844284415245056,0.2322782278060913,0.2563895285129547,0.34232497215270996,0.4258328378200531,1.0,0.26287537813186646,0.22359736263751984,0.2280132919549942,0.3045167922973633,0.4582767188549042,0.18500499427318573,0.24458195269107819,0.1898253709077835
captive,0.21687300503253937,0.13859772682189941,0.1772041767835617,0.07175514847040176,0.12922818958759308,0.13359755277633667,0.13091251254081726,0.27479299902915955,0.27950936555862427,0.1701492816209793,0.14301562309265137,0.18416887521743774,0.1964818686246872,0.10017158836126328,0.1482263207435608,0.1558947116136551
import,0.19994015991687775,0.13256864249706268,0.17096519470214844,0.258991003036499,0.27298739552497864,0.22061505913734436,0.1549118012189865,0.17036961019039154,0.2430494725704193,0.21819163858890533,0.22618213295936584,0.26753681898117065,0.2647826671600342,0.3412015438079834,0.09806285053491592,0.35787662863731384
policy,0.20549920201301575,0.11977551132440567,0.15617768466472626,0.2045625001192093,0.1324281096458435,0.21763290464878082,0.14287953078746796,0.18500499427318573,0.22118954360485077,0.1779298186302185,0.17018388211727142,0.2903050184249878,0.22344686090946198,0.9999998807907104,0.19748514890670776,0.30462446808815
.,0.475719153881073,0.29108086228370667,0.2388465255498886,0.20400826632976532,0.23545370995998383,0.34234723448753357,0.4446153938770294,0.34427863359451294,0.2479872703552246,0.26630303263664246,0.27835485339164734,0.6812511086463928,0.45942068099975586,0.25152966380119324,0.23468057811260223,0.4130953550338745
