,political,advantage,is,an,attribute,of,which,state,policies,?
imperialism,0.4096531569957733,0.16151933372020721,0.13894762098789215,0.14707738161087036,0.23547178506851196,0.29240643978118896,0.22499221563339233,0.28228023648262024,0.41587334871292114,0.14998586475849152
and,0.33013346791267395,0.21273426711559296,0.3859752118587494,0.2838519215583801,0.16323359310626984,0.5116966962814331,0.506277859210968,0.2653750479221344,0.2788451910018921,0.20544172823429108
colonialism,0.44026440382003784,0.24289536476135254,0.15186980366706848,0.1578160524368286,0.16096000373363495,0.2704770565032959,0.2250414490699768,0.2936314344406128,0.4072133004665375,0.1519109606742859
both,0.21906054019927979,0.26205161213874817,0.31409940123558044,0.24217435717582703,0.20390263199806213,0.3565710783004761,0.5140923857688904,0.2332911491394043,0.22273775935173035,0.19455738365650177
dictate,0.24880845844745636,0.23940637707710266,0.18452171981334686,0.09846754372119904,0.34049347043037415,0.23129920661449432,0.29136544466018677,0.36001458764076233,0.3673860430717468,0.2938677668571472
the,0.20477235317230225,0.2844003438949585,0.5823672413825989,0.4207492768764496,0.20785148441791534,0.733189046382904,0.6521818041801453,0.3097178041934967,0.22566401958465576,0.22068053483963013
political,1.0000001192092896,0.18705150485038757,0.15203817188739777,0.20845253765583038,0.18113388121128082,0.27319738268852234,0.15920867025852203,0.26535144448280334,0.3868739604949951,0.17130474746227264
and,0.33013346791267395,0.21273426711559296,0.3859752118587494,0.2838519215583801,0.16323359310626984,0.5116966962814331,0.506277859210968,0.2653750479221344,0.2788451910018921,0.20544172823429108
economic,0.4856628179550171,0.1983315497636795,0.21102669835090637,0.15034084022045135,0.11917111277580261,0.3030148148536682,0.2570582926273346,0.22550898790359497,0.3956981301307678,0.1206481084227562
advantage,0.18705150485038757,1.0,0.17534933984279633,0.17649541795253754,0.21051105856895447,0.20611627399921417,0.2986800968647003,0.12345726042985916,0.2921101152896881,0.10412604361772537
over,0.15170219540596008,0.3532726466655731,0.2159561663866043,0.22070914506912231,0.13606320321559906,0.36136594414711,0.4256240129470825,0.20602752268314362,0.293052613735199,0.25742942094802856
a,0.21418654918670654,0.2823992371559143,0.658733606338501,0.44552403688430786,0.20865508913993835,0.5052502155303955,0.56894451379776,0.25097307562828064,0.1655852198600769,0.23916715383529663
land,0.1822802573442459,0.23067277669906616,0.22457899153232574,0.15302860736846924,0.10570493340492249,0.3057127296924591,0.2834632992744446,0.20995646715164185,0.14184832572937012,0.1432059109210968
and,0.33013346791267395,0.21273426711559296,0.3859752118587494,0.2838519215583801,0.16323359310626984,0.5116966962814331,0.506277859210968,0.2653750479221344,0.2788451910018921,0.20544172823429108
the,0.20477235317230225,0.2844003438949585,0.5823672413825989,0.4207492768764496,0.20785148441791534,0.733189046382904,0.6521818041801453,0.3097178041934967,0.22566401958465576,0.22068053483963013
indigenous,0.22259140014648438,0.1399228423833847,0.1472627967596054,0.20038698613643646,0.11955918371677399,0.2675965428352356,0.21264877915382385,0.2246932089328766,0.20862312614917755,0.14450161159038544
populations,0.2355537712574005,0.2462150752544403,0.23993824422359467,0.13399507105350494,0.14024795591831207,0.2561377286911011,0.2758159041404724,0.24613052606582642,0.24328753352165222,0.17519071698188782
they,0.15937413275241852,0.2573687434196472,0.330102801322937,0.2435421496629715,0.20045419037342072,0.3426007330417633,0.5165667533874512,0.22322121262550354,0.24607710540294647,0.2753053903579712
control,0.23488251864910126,0.40054693818092346,0.17722277343273163,0.15528884530067444,0.16315187513828278,0.2817542552947998,0.31846651434898376,0.2245023548603058,0.30695486068725586,0.1620711386203766
",",0.27072274684906006,0.1772463619709015,0.4691906273365021,0.3581022024154663,0.1828274130821228,0.4946078956127167,0.3658004403114319,0.29481780529022217,0.2566804587841034,0.31091248989105225
yet,0.1349603533744812,0.26112353801727295,0.2502540051937103,0.2689274549484253,0.3125970661640167,0.22536693513393402,0.4052962362766266,0.17709140479564667,0.33102235198020935,0.4011770784854889
scholars,0.2511540651321411,0.11579766869544983,0.18092486262321472,0.1503521353006363,0.228051096200943,0.2583930194377899,0.19893908500671387,0.18099145591259003,0.3055681586265564,0.11279910802841187
sometimes,0.16219277679920197,0.2233012169599533,0.3757973313331604,0.2139018326997757,0.19234617054462433,0.296434611082077,0.4812026917934418,0.21101318299770355,0.11100073903799057,0.1751544177532196
find,0.16957835853099823,0.2024938315153122,0.25691378116607666,0.20873939990997314,0.2614499032497406,0.2276865392923355,0.24280805885791779,0.13643883168697357,0.2007240206003189,0.30313602089881897
it,0.13214361667633057,0.22966891527175903,0.6328473687171936,0.39472338557243347,0.25003525614738464,0.38761502504348755,0.616637647151947,0.32295069098472595,0.19651642441749573,0.25732165575027466
