,what,year,did,the,the,saints,hit,a,13-0,record,?
carolina,0.1956660896539688,0.20001289248466492,0.18489903211593628,0.24749229848384857,0.24749229848384857,0.18882232904434204,0.16941772401332855,0.1979188621044159,0.19554035365581512,0.18296502530574799,0.11847445368766785
started,0.21609699726104736,0.2950398623943329,0.3904789686203003,0.3222070634365082,0.3222070634365082,0.18890444934368134,0.2271825075149536,0.29961374402046204,0.00523276487365365,0.2450125813484192,0.19447724521160126
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,1.0,0.22267529368400574,0.2674407958984375,0.5829201340675354,0.13422776758670807,0.23569516837596893,0.22068053483963013
season,0.12117787450551987,0.3561827838420868,0.19368280470371246,0.2507155239582062,0.2507155239582062,0.2495620995759964,0.21138206124305725,0.1855505406856537,0.1489417403936386,0.2865971624851227,0.16793298721313477
14–0,0.06813301146030426,0.12575466930866241,0.09078360348939896,0.18642492592334747,0.18642492592334747,0.09554790705442429,0.1626577377319336,0.1699826419353485,0.3669019341468811,0.13479502499103546,0.10128791630268097
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.4933079481124878,0.2533475160598755,0.2842342257499695,0.427140474319458,0.17080466449260712,0.28093910217285156,0.31091248989105225
not,0.5449194312095642,0.23447993397712708,0.6481515765190125,0.4310511648654938,0.4310511648654938,0.16515962779521942,0.17276939749717712,0.3791346549987793,0.2296273410320282,0.19449226558208466,0.41942933201789856
only,0.41415658593177795,0.2698895335197449,0.4039593040943146,0.5497692227363586,0.5497692227363586,0.21895743906497955,0.2151937335729599,0.47549712657928467,0.21617889404296875,0.2610468566417694,0.2767370045185089
setting,0.287603497505188,0.20699699223041534,0.15320318937301636,0.2991926074028015,0.2991926074028015,0.1565430909395218,0.14639486372470856,0.3013681173324585,0.12343889474868774,0.16391773521900177,0.16943378746509552
franchise,0.1852455735206604,0.2489490509033203,0.1293107569217682,0.30872398614883423,0.30872398614883423,0.2235538810491562,0.17965726554393768,0.2522450387477875,0.11903532594442368,0.2680095136165619,0.13445523381233215
records,0.17999422550201416,0.1953572779893875,0.1876455396413803,0.23809710144996643,0.23809710144996643,0.18323026597499847,0.21032199263572693,0.20202140510082245,0.12481334060430527,0.6671046018600464,0.12384546548128128
for,0.3017193675041199,0.29294124245643616,0.318512886762619,0.4739971458911896,0.4739971458911896,0.1933131366968155,0.17693012952804565,0.44038116931915283,0.144448384642601,0.24185582995414734,0.264628142118454
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,1.0,0.22267529368400574,0.2674407958984375,0.5829201340675354,0.13422776758670807,0.23569516837596893,0.22068053483963013
best,0.3036847710609436,0.2702539265155792,0.25550925731658936,0.3134109377861023,0.3134109377861023,0.19422921538352966,0.23419907689094543,0.2547774314880371,0.09169713407754898,0.22408068180084229,0.2799045741558075
start,0.3207288086414337,0.3398894965648651,0.27419590950012207,0.3656389117240906,0.3656389117240906,0.15968887507915497,0.20656819641590118,0.29672953486442566,0.0932801142334938,0.23122072219848633,0.26634979248046875
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.5171257257461548,0.17669014632701874,0.24528738856315613,0.3739250600337982,0.16611017286777496,0.23470573127269745,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,1.0,0.22267529368400574,0.2674407958984375,0.5829201340675354,0.13422776758670807,0.23569516837596893,0.22068053483963013
longest,0.13152959942817688,0.18843041360378265,0.12989939749240875,0.36807993054389954,0.36807993054389954,0.18469330668449402,0.15407899022102356,0.2599286735057831,0.16975218057632446,0.33385786414146423,0.1404971331357956
single-season,0.2365431934595108,0.36544227600097656,0.2332700490951538,0.2894837260246277,0.2894837260246277,0.3253113031387329,0.38274064660072327,0.3074336647987366,0.24448204040527344,0.38596999645233154,0.29825839400291443
winning,0.10492657124996185,0.2640959322452545,0.29349252581596375,0.30045071244239807,0.30045071244239807,0.20291239023208618,0.2724565267562866,0.22859083116054535,0.2028309851884842,0.3299632668495178,0.1251823455095291
streak,0.1504761129617691,0.27921605110168457,0.2047238051891327,0.27491968870162964,0.27491968870162964,0.20577865839004517,0.26262545585632324,0.2871863842010498,0.20219853520393372,0.35012945532798767,0.18044619262218475
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.4933079481124878,0.2533475160598755,0.2842342257499695,0.427140474319458,0.17080466449260712,0.28093910217285156,0.31091248989105225
but,0.5029441118240356,0.2701607942581177,0.49033689498901367,0.4859698414802551,0.4859698414802551,0.14422011375427246,0.23200547695159912,0.44750767946243286,0.17174513638019562,0.25303637981414795,0.27921953797340393
also,0.42747777700424194,0.24424028396606445,0.39334940910339355,0.6021018624305725,0.6021018624305725,0.23771795630455017,0.2630424201488495,0.5149940252304077,0.19458959996700287,0.24059227108955383,0.21848613023757935
posting,0.40828269720077515,0.22728422284126282,0.244576558470726,0.2761021852493286,0.2761021852493286,0.17137570679187775,0.19307385385036469,0.25844013690948486,0.10932119935750961,0.3004511296749115,0.41508209705352783
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,1.0,0.22267529368400574,0.2674407958984375,0.5829201340675354,0.13422776758670807,0.23569516837596893,0.22068053483963013
best,0.3036847710609436,0.2702539265155792,0.25550925731658936,0.3134109377861023,0.3134109377861023,0.19422921538352966,0.23419907689094543,0.2547774314880371,0.09169713407754898,0.22408068180084229,0.2799045741558075
start,0.3207288086414337,0.3398894965648651,0.27419590950012207,0.3656389117240906,0.3656389117240906,0.15968887507915497,0.20656819641590118,0.29672953486442566,0.0932801142334938,0.23122072219848633,0.26634979248046875
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.535392165184021,0.1799524873495102,0.20389078557491302,0.45503583550453186,0.13823741674423218,0.22007153928279877,0.29463258385658264
a,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.5829201340675354,0.18702839314937592,0.2646505832672119,1.0,0.19954118132591248,0.2588478624820709,0.23916715383529663
season,0.12117787450551987,0.3561827838420868,0.19368280470371246,0.2507155239582062,0.2507155239582062,0.2495620995759964,0.21138206124305725,0.1855505406856537,0.1489417403936386,0.2865971624851227,0.16793298721313477
by,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.4408751428127289,0.4408751428127289,0.16518937051296234,0.2278212159872055,0.32094135880470276,0.14809298515319824,0.1887274980545044,0.17966607213020325
an,0.2821882665157318,0.17045794427394867,0.22598257660865784,0.4207492768764496,0.4207492768764496,0.12203294038772583,0.18100571632385254,0.44552403688430786,0.16720540821552277,0.23345981538295746,0.19793890416622162
nfc,0.19796092808246613,0.34865689277648926,0.11289361864328384,0.2545439600944519,0.2545439600944519,0.3972093164920807,0.20646600425243378,0.20643295347690582,0.34205523133277893,0.3044562339782715,0.15073348581790924
team,0.17632107436656952,0.17860233783721924,0.1497787982225418,0.22564226388931274,0.22564226388931274,0.18151922523975372,0.18810239434242249,0.19125498831272125,0.20501841604709625,0.19106104969978333,0.11243411153554916
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.6662389636039734,0.17272762954235077,0.24006043374538422,0.539380669593811,0.1141153946518898,0.23162534832954407,0.20430970191955566
nfl,0.12579965591430664,0.2432725727558136,0.16524574160575867,0.15305201709270477,0.15305201709270477,0.3341450095176697,0.16025982797145844,0.1210956797003746,0.25897496938705444,0.26143500208854675,0.10610254108905792
history,0.28630873560905457,0.20572951436042786,0.24950987100601196,0.33215048909187317,0.33215048909187317,0.20973247289657593,0.20985820889472961,0.2123815417289734,0.029221681877970695,0.26070636510849,0.2501974403858185
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.4933079481124878,0.2533475160598755,0.2842342257499695,0.427140474319458,0.17080466449260712,0.28093910217285156,0.31091248989105225
breaking,0.2832198143005371,0.16736383736133575,0.22972142696380615,0.33078882098197937,0.33078882098197937,0.19049933552742004,0.30173125863075256,0.22045902907848358,0.1307726353406906,0.30681154131889343,0.16709092259407043
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,1.0,0.22267529368400574,0.2674407958984375,0.5829201340675354,0.13422776758670807,0.23569516837596893,0.22068053483963013
13–0,0.263489693403244,-0.03575773909687996,0.07359971851110458,-0.09481679648160934,-0.09481679648160934,-0.043053701519966125,-0.006649492774158716,0.025798123329877853,-0.04414466768503189,-0.028329772874712944,0.35740843415260315
record,0.1772487461566925,0.2795776128768921,0.20556741952896118,0.23569516837596893,0.23569516837596893,0.19300787150859833,0.302934467792511,0.2588478624820709,0.1576431542634964,1.0,0.14407116174697876
previously,0.24305304884910583,0.17864316701889038,0.2304767668247223,0.33854439854621887,0.33854439854621887,0.21177931129932404,0.14719560742378235,0.28678789734840393,0.060844291001558304,0.24885514378547668,0.15811841189861298
shared,0.18776313960552216,0.15505395829677582,0.21182450652122498,0.21652492880821228,0.21652492880821228,0.12348703294992447,0.06221647188067436,0.13874579966068268,0.13436953723430634,0.12143527716398239,0.18310070037841797
with,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.4223487675189972,0.4223487675189972,0.20332667231559753,0.20896050333976746,0.3783375024795532,0.15631332993507385,0.19528687000274658,0.2433311939239502
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,1.0,0.22267529368400574,0.2674407958984375,0.5829201340675354,0.13422776758670807,0.23569516837596893,0.22068053483963013
2009,-0.2519478499889374,-0.13903464376926422,-0.20252078771591187,-0.23935742676258087,-0.23935742676258087,-0.14938578009605408,-0.0228114053606987,-0.24348297715187073,-0.3288332521915436,-0.030467713251709938,-0.2287932187318802
