,how,long,are,students,required,to,learn,welsh,?
welsh,0.1451140195131302,0.14172658324241638,0.15960480272769928,0.1318848431110382,0.11025150865316391,0.14468666911125183,0.219150573015213,1.0,0.0826316848397255
medium,0.1923702508211136,0.2592160105705261,0.24433855712413788,0.12879735231399536,0.1989593803882599,0.14374034106731415,0.14790336787700653,0.17377980053424835,0.09342553466558456
education,0.12444977462291718,0.14986252784729004,0.14324818551540375,0.5498206615447998,0.2273806780576706,0.2626708149909973,0.32908204197883606,0.111072838306427,0.18067774176597595
is,0.22544461488723755,0.28473302721977234,0.5330929756164551,0.2124544233083725,0.21426478028297424,0.42745086550712585,0.207429438829422,0.18026411533355713,0.22961433231830597
available,0.2581886649131775,0.1490197479724884,0.31910744309425354,0.185553640127182,0.4292098879814148,0.2394571453332901,0.20915335416793823,0.09247994422912598,0.2501629889011383
to,0.44169697165489197,0.30218687653541565,0.3504326641559601,0.2905822694301605,0.3613971471786499,1.0,0.3487244248390198,0.14468666911125183,0.29463258385658264
all,0.3725806474685669,0.259257972240448,0.5343062281608582,0.28243687748908997,0.3896356523036957,0.42520734667778015,0.2704865038394928,0.10177350789308548,0.29575422406196594
age,0.17137715220451355,0.14242365956306458,0.1542336493730545,0.18669402599334717,0.15264266729354858,0.23830388486385345,0.20662324130535126,0.15807802975177765,0.16859300434589386
groups,0.18221695721149445,0.19219492375850677,0.41374143958091736,0.26797524094581604,0.1728147566318512,0.24181967973709106,0.23118872940540314,0.15097244083881378,0.14349548518657684
through,0.2704794108867645,0.27183258533477783,0.2637137472629547,0.21791669726371765,0.24330070614814758,0.4062686562538147,0.19521410763263702,0.09025454521179199,0.16913433372974396
nurseries,0.24086922407150269,0.22763675451278687,0.31347736716270447,0.2589894235134125,0.17158828675746918,0.2684299945831299,0.23498716950416565,0.1758897602558136,0.19273702800273895
",",0.22659391164779663,0.3431144952774048,0.4062570035457611,0.26501646637916565,0.22653338313102722,0.44245919585227966,0.21191197633743286,0.24310162663459778,0.31091248989105225
schools,0.12874440848827362,0.1545538753271103,0.30816179513931274,0.6169943809509277,0.22676584124565125,0.2362271547317505,0.2970685362815857,0.12493382394313812,0.18349280953407288
",",0.22659391164779663,0.3431144952774048,0.4062570035457611,0.26501646637916565,0.22653338313102722,0.44245919585227966,0.21191197633743286,0.24310162663459778,0.31091248989105225
colleges,0.16339896619319916,0.09638018161058426,0.26040151715278625,0.5760526657104492,0.22441652417182922,0.25310638546943665,0.22750607132911682,0.13241799175739288,0.15586905181407928
and,0.33647966384887695,0.3395216166973114,0.48576638102531433,0.28111961483955383,0.25104308128356934,0.48971283435821533,0.266887903213501,0.2693757712841034,0.20544172823429108
universities,0.13380388915538788,0.10916627943515778,0.27859437465667725,0.5738829374313354,0.1990736722946167,0.2433011382818222,0.2314412146806717,0.12387752532958984,0.16836881637573242
and,0.33647966384887695,0.3395216166973114,0.48576638102531433,0.28111961483955383,0.25104308128356934,0.48971283435821533,0.266887903213501,0.2693757712841034,0.20544172823429108
in,0.2601168751716614,0.2759332060813904,0.3841303884983063,0.2676171064376831,0.20162324607372284,0.45010748505592346,0.18581099808216095,0.1399436891078949,0.20430970191955566
adult,0.2385776787996292,0.2570365071296692,0.21328388154506683,0.19873201847076416,0.16243334114551544,0.2005145102739334,0.23945707082748413,0.1405210942029953,0.14439715445041656
education,0.12444977462291718,0.14986252784729004,0.14324818551540375,0.5498206615447998,0.2273806780576706,0.2626708149909973,0.32908204197883606,0.111072838306427,0.18067774176597595
;,0.07230665534734726,0.08035528659820557,0.15315808355808258,-0.02941901423037052,0.1335560828447342,0.0979827418923378,0.013573319651186466,0.014164556749165058,0.10349778085947037
lessons,0.24267466366291046,0.14329859614372253,0.14229096472263336,0.47159531712532043,0.15802547335624695,0.20222964882850647,0.5203937292098999,0.13368424773216248,0.19643595814704895
in,0.2601168751716614,0.2759332060813904,0.3841303884983063,0.2676171064376831,0.20162324607372284,0.45010748505592346,0.18581099808216095,0.1399436891078949,0.20430970191955566
the,0.33890387415885925,0.3075225353240967,0.40399202704429626,0.25268980860710144,0.27848219871520996,0.535392165184021,0.2269158810377121,0.181475430727005,0.22068053483963013
language,0.2547633647918701,0.15260156989097595,0.26836323738098145,0.22771631181240082,0.20633092522621155,0.2763397693634033,0.39431077241897583,0.29570162296295166,0.25349316000938416
itself,0.3019425570964813,0.22649504244327545,0.23437081277370453,0.12500505149364471,0.2671133279800415,0.340527206659317,0.15509314835071564,0.11635955423116684,0.17933900654315948
are,0.311818927526474,0.23909839987754822,1.0,0.2835792899131775,0.30105841159820557,0.3504326641559601,0.2667143642902374,0.15960480272769928,0.24591213464736938
compulsory,0.2347177416086197,0.1455797255039215,0.224700927734375,0.37216949462890625,0.46958306431770325,0.31706616282463074,0.2919931411743164,0.1374713033437729,0.1774163395166397
for,0.3308170735836029,0.2547193765640259,0.3895993232727051,0.2460945099592209,0.33989444375038147,0.4451248347759247,0.2636544704437256,0.17400199174880981,0.264628142118454
all,0.3725806474685669,0.259257972240448,0.5343062281608582,0.28243687748908997,0.3896356523036957,0.42520734667778015,0.2704865038394928,0.10177350789308548,0.29575422406196594
