,the,hungarians,performed,this,civil,disobedience,under,the,direction,of,what,person,?
it,0.6251175999641418,0.14632365107536316,0.23260155320167542,0.6107783317565918,0.17707513272762299,0.2648297846317291,0.21007636189460754,0.6251175999641418,0.2525825798511505,0.38761502504348755,0.45803478360176086,0.35048896074295044,0.25732165575027466
has,0.4177538752555847,0.1528359204530716,0.20503535866737366,0.4198763072490692,0.14805923402309418,0.11896127462387085,0.19055907428264618,0.4177538752555847,0.1953512281179428,0.3909035325050354,0.20338068902492523,0.27275896072387695,0.15994466841220856
been,0.3563927710056305,0.1751302033662796,0.24806736409664154,0.3736515939235687,0.16754008829593658,0.20087917149066925,0.2124975323677063,0.3563927710056305,0.12465643882751465,0.31685134768486023,0.2567804455757141,0.2243337780237198,0.24354910850524902
claimed,0.2761930227279663,0.17006748914718628,0.13657259941101074,0.24100497364997864,0.15448780357837677,0.30783548951148987,0.17458374798297882,0.2761930227279663,0.13624581694602966,0.25888603925704956,0.2667301297187805,0.31953081488609314,0.2083493024110794
that,0.5473989248275757,0.2243722677230835,0.18835227191448212,0.6909449696540833,0.16867391765117645,0.3551425039768219,0.26447200775146484,0.5473989248275757,0.2797742784023285,0.41498205065727234,0.6297725439071655,0.4460006356239319,0.32716336846351624
the,1.0,0.19833560287952423,0.239950031042099,0.6274310946464539,0.2477465271949768,0.30963727831840515,0.3348022699356079,1.0,0.28851455450057983,0.733189046382904,0.42745697498321533,0.3487054407596588,0.22068053483963013
hungarians,0.19833560287952423,0.9999999403953552,0.14934973418712616,0.17969585955142975,0.09864373505115509,0.18422435224056244,0.15014474093914032,0.19833560287952423,0.08877785503864288,0.1752525269985199,0.1350010335445404,0.12976719439029694,0.12572893500328064
under,0.3348022699356079,0.15014474093914032,0.14866554737091064,0.2380402684211731,0.14464205503463745,0.2651269733905792,0.9999999403953552,0.3348022699356079,0.21632100641727448,0.32766106724739075,0.20154598355293274,0.20110675692558289,0.18233340978622437
ferenc,0.16982068121433258,0.4191787540912628,0.15577714145183563,0.13876976072788239,0.12374794483184814,0.12638022005558014,0.1423836350440979,0.16982068121433258,0.1266343593597412,0.15843814611434937,0.12516885995864868,0.09841203689575195,0.1401035487651825
deák,0.2475004345178604,0.2367168664932251,0.33166927099227905,0.23580320179462433,0.20957373082637787,0.3351793885231018,0.16915388405323029,0.2475004345178604,0.2170964628458023,0.18503226339817047,0.30668824911117554,0.22706520557403564,0.24935168027877808
directed,0.21284286677837372,0.10185405611991882,0.30568405985832214,0.20079782605171204,0.10098446905612946,0.1998557299375534,0.1930466592311859,0.21284286677837372,0.39655014872550964,0.14901293814182281,0.1783117949962616,0.15461283922195435,0.1359327733516693
revolutionary,0.24521014094352722,0.244203582406044,0.12289389967918396,0.19724254310131073,0.4157695174217224,0.368465393781662,0.13906197249889374,0.24521014094352722,0.1762693077325821,0.29118266701698303,0.15823614597320557,0.12384725362062454,0.1343436986207962
civil,0.2477465271949768,0.09864373505115509,0.12082292884588242,0.24196121096611023,1.0,0.5442691445350647,0.14464205503463745,0.2477465271949768,0.12148856371641159,0.24698495864868164,0.15091551840305328,0.14342966675758362,0.1494513899087906
disobedience,0.30963727831840515,0.18422435224056244,0.23244498670101166,0.3574272096157074,0.5442691445350647,1.0,0.2651269733905792,0.30963727831840515,0.1838081181049347,0.31932318210601807,0.3298627436161041,0.3194018602371216,0.19890835881233215
against,0.3090755045413971,0.21996423602104187,0.17119967937469482,0.27292028069496155,0.22722691297531128,0.3858777582645416,0.313276469707489,0.3090755045413971,0.1071050837635994,0.2669808566570282,0.24561616778373718,0.17943450808525085,0.18095137178897858
the,1.0,0.19833560287952423,0.239950031042099,0.6274310946464539,0.2477465271949768,0.30963727831840515,0.3348022699356079,1.0,0.28851455450057983,0.733189046382904,0.42745697498321533,0.3487054407596588,0.22068053483963013
austrian,0.23007287085056305,0.45816460251808167,0.16413705050945282,0.17609788477420807,0.11131515353918076,0.1453547179698944,0.13983280956745148,0.23007287085056305,0.08789875358343124,0.16766223311424255,0.1206708550453186,0.17963139712810516,0.10452693700790405
government,0.31798112392425537,0.16694387793540955,0.11699540913105011,0.28444379568099976,0.30626749992370605,0.39617401361465454,0.20301255583763123,0.31798112392425537,0.1479610651731491,0.3475167155265808,0.28074538707733154,0.28458428382873535,0.18851417303085327
.,0.5934505462646484,0.20829591155052185,0.2417089343070984,0.500583827495575,0.2541380822658539,0.2603943943977356,0.2901604175567627,0.5934505462646484,0.23911777138710022,0.5352458953857422,0.3567904531955719,0.29091694951057434,0.4130953550338745
