,what,college,is,jake,rosenfield,associated,with,?
sociologist,0.18964916467666626,0.24438616633415222,0.14515362679958344,0.10598934441804886,0.26891350746154785,0.14952193200588226,0.09751622378826141,0.19079925119876862
jake,0.10013604164123535,0.17452187836170197,0.14021413028240204,0.9999999403953552,0.22091108560562134,0.0022532762959599495,0.1602771133184433,0.11309002339839935
rosenfield,0.17624549567699432,0.24698734283447266,0.21798643469810486,0.22091108560562134,1.0,0.1290333867073059,0.17128907144069672,0.16987739503383636
of,0.33290785551071167,0.2384195327758789,0.4854315221309662,0.11136109381914139,0.22726495563983917,0.3077163100242615,0.41827285289764404,0.1826142966747284
the,0.42745697498321533,0.19751401245594025,0.5823672413825989,0.12908777594566345,0.23885850608348846,0.2742886245250702,0.4223487675189972,0.22068053483963013
university,0.20256435871124268,0.6649739742279053,0.20346471667289734,0.1413326859474182,0.2868870198726654,0.1689988076686859,0.13264121115207672,0.11887256056070328
of,0.33290785551071167,0.2384195327758789,0.4854315221309662,0.11136109381914139,0.22726495563983917,0.3077163100242615,0.41827285289764404,0.1826142966747284
washington,0.1399664729833603,0.3059655427932739,0.12463248521089554,0.19223196804523468,0.33632445335388184,0.15400497615337372,0.1870277225971222,0.157786026597023
asserts,0.2919406294822693,0.15558789670467377,0.30260977149009705,0.12735064327716827,0.10295470058917999,0.2511780261993408,0.14287222921848297,0.2607457637786865
that,0.6297725439071655,0.1788395792245865,0.3995479643344879,0.12187686562538147,0.19389323890209198,0.2675568461418152,0.4154358208179474,0.32716336846351624
the,0.42745697498321533,0.19751401245594025,0.5823672413825989,0.12908777594566345,0.23885850608348846,0.2742886245250702,0.4223487675189972,0.22068053483963013
decline,0.2257683128118515,0.17715111374855042,0.12723320722579956,0.017352724447846413,0.11915145069360733,0.22637653350830078,0.18711325526237488,0.131937175989151
of,0.33290785551071167,0.2384195327758789,0.4854315221309662,0.11136109381914139,0.22726495563983917,0.3077163100242615,0.41827285289764404,0.1826142966747284
organized,0.19144229590892792,0.14850538969039917,0.11886901408433914,0.04615197330713272,0.2077321857213974,0.2409256249666214,0.1646278202533722,0.10524328798055649
labor,0.1943984031677246,0.12604959309101105,0.13817991316318512,0.18112368881702423,0.17212311923503876,0.14841900765895844,0.11488557606935501,0.19386747479438782
in,0.30808621644973755,0.2160365730524063,0.5394441485404968,0.1564447581768036,0.28140541911125183,0.23328746855258942,0.4080928862094879,0.20430970191955566
the,0.42745697498321533,0.19751401245594025,0.5823672413825989,0.12908777594566345,0.23885850608348846,0.2742886245250702,0.4223487675189972,0.22068053483963013
united,0.20036718249320984,0.28480738401412964,0.22408509254455566,0.19592148065567017,0.3650255799293518,0.18271629512310028,0.19869105517864227,0.17266890406608582
states,0.21526020765304565,0.2835569381713867,0.21939043700695038,0.20428045094013214,0.2846601903438568,0.18239837884902954,0.21424104273319244,0.16272737085819244
has,0.20338068902492523,0.16096360981464386,0.5668748617172241,0.16017261147499084,0.15829835832118988,0.24781976640224457,0.44092974066734314,0.15994466841220856
played,0.14831039309501648,0.19278785586357117,0.2258751392364502,0.23842333257198334,0.2726796567440033,0.10640624910593033,0.24504201114177704,0.14096300303936005
a,0.3320399522781372,0.20302298665046692,0.658733606338501,0.19892047345638275,0.23328417539596558,0.22056666016578674,0.3783375024795532,0.23916715383529663
more,0.3484537899494171,0.12660349905490875,0.2946030795574188,0.09731724858283997,0.18960784375667572,0.27462291717529297,0.3535402715206146,0.27894994616508484
significant,0.24268144369125366,0.1435997039079666,0.2283884435892105,0.07895513623952866,0.12055270373821259,0.3530252277851105,0.23590056598186493,0.18679562211036682
role,0.22614215314388275,0.19472238421440125,0.20847192406654358,0.1927746832370758,0.20979948341846466,0.1294412910938263,0.1617812067270279,0.18676944077014923
in,0.30808621644973755,0.2160365730524063,0.5394441485404968,0.1564447581768036,0.28140541911125183,0.23328746855258942,0.4080928862094879,0.20430970191955566
expanding,0.34628334641456604,0.13080677390098572,0.23664098978042603,0.04691476747393608,0.12226207554340363,0.20747819542884827,0.3041137456893921,0.23633244633674622
the,0.42745697498321533,0.19751401245594025,0.5823672413825989,0.12908777594566345,0.23885850608348846,0.2742886245250702,0.4223487675189972,0.22068053483963013
income,0.21837803721427917,0.20872923731803894,0.14559021592140198,0.07949922233819962,0.12368813902139664,0.14745551347732544,0.19497792422771454,0.14935168623924255
gap,0.17691411077976227,0.170109361410141,0.19868990778923035,0.17679554224014282,0.1320512890815735,0.21069741249084473,0.19223357737064362,0.09251954406499863
than,0.29388150572776794,0.14763754606246948,0.2839990258216858,0.12153240293264389,0.16929492354393005,0.2243918776512146,0.3028803765773773,0.24917294085025787
technological,0.22749881446361542,0.23402881622314453,0.2530370056629181,0.1584336906671524,0.21697551012039185,0.22141405940055847,0.17939849197864532,0.1312418282032013
changes,0.2740466892719269,0.11659087240695953,0.23356598615646362,0.11701266467571259,0.14409859478473663,0.1613387167453766,0.23350933194160461,0.21264225244522095
and,0.31309178471565247,0.24619808793067932,0.3859752118587494,0.1864749640226364,0.34807753562927246,0.30157923698425293,0.5477725267410278,0.20544172823429108
globalization,0.23963014781475067,0.1248149573802948,0.18569506704807281,0.16875135898590088,0.17013317346572876,0.20201490819454193,0.19678586721420288,0.2572137415409088
",",0.3087472915649414,0.23942269384860992,0.4691906273365021,0.18174459040164948,0.37577369809150696,0.27184680104255676,0.4120737314224243,0.31091248989105225
which,0.5261979103088379,0.16956104338169098,0.4457404911518097,0.12533843517303467,0.1725960075855255,0.3083685338497162,0.46403205394744873,0.25814583897590637
were,0.22298263013362885,0.12271390855312347,0.29386836290359497,0.08687003701925278,0.22044110298156738,0.18601760268211365,0.3179011940956116,0.17890112102031708
also,0.42747777700424194,0.24002963304519653,0.5012649297714233,0.1770174354314804,0.20456290245056152,0.3004547357559204,0.44397303462028503,0.21848613023757935
