,when,did,the,church,reform,begin,?
however,0.5574322938919067,0.5603718757629395,0.49814513325691223,0.18653200566768646,0.2963607609272003,0.3500731289386749,0.2152075469493866
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2707274258136749,0.17745937407016754,0.27304404973983765,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.2493300437927246,0.22404487431049347,0.2903634011745453,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.23846197128295898,0.28116169571876526,0.34293439984321594,0.22068053483963013
early,0.32107013463974,0.32047218084335327,0.34442198276519775,0.23740842938423157,0.23473547399044037,0.3178265690803528,0.15272949635982513
11th,0.14345405995845795,0.12824565172195435,0.20795033872127533,-0.014383763074874878,0.03245048224925995,0.07211758196353912,0.014542436227202415
century,0.22992412745952606,0.2333737462759018,0.3617299497127533,0.3047577142715454,0.21923458576202393,0.17297205328941345,0.1026201918721199
the,0.5091903209686279,0.34736719727516174,1.0,0.23846197128295898,0.28116169571876526,0.34293439984321594,0.22068053483963013
dukes,0.16111919283866882,0.18106094002723694,0.2551864981651306,0.24025404453277588,0.15941889584064484,0.10713047534227371,0.09325318783521652
began,0.25673019886016846,0.4415510594844818,0.3059147596359253,0.1954246312379837,0.22334447503089905,0.49711355566978455,0.1370266228914261
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.19588641822338104,0.2380085587501526,0.22845244407653809,0.23916715383529663
programme,0.1508045494556427,0.1542370468378067,0.23601844906806946,0.16022507846355438,0.2013140320777893,0.10459683835506439,0.139840766787529
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3079429268836975,0.28063878417015076,0.24830074608325958,0.1826142966747284
church,0.20053261518478394,0.16781097650527954,0.23846197128295898,0.9999999403953552,0.35932037234306335,0.07368573546409607,0.18081501126289368
reform,0.23173771798610687,0.2208065688610077,0.28116169571876526,0.35932037234306335,1.0000001192092896,0.14514398574829102,0.14216484129428864
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2707274258136749,0.17745937407016754,0.27304404973983765,0.31091248989105225
encouraging,0.2614632248878479,0.3147287368774414,0.24877148866653442,0.12117530405521393,0.20656009018421173,0.31150439381599426,0.23532812297344208
the,0.5091903209686279,0.34736719727516174,1.0,0.23846197128295898,0.28116169571876526,0.34293439984321594,0.22068053483963013
cluniac,0.18315958976745605,0.19114628434181213,0.32095906138420105,0.3620409667491913,0.3903208076953888,0.19693617522716522,0.2473478466272354
reform,0.23173771798610687,0.2208065688610077,0.28116169571876526,0.35932037234306335,1.0000001192092896,0.14514398574829102,0.14216484129428864
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3079429268836975,0.28063878417015076,0.24830074608325958,0.1826142966747284
monasteries,0.16977809369564056,0.17573098838329315,0.2793091833591461,0.4928450882434845,0.336264044046402,0.13765467703342438,0.12262909859418869
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.1976170688867569,0.29105228185653687,0.2599445581436157,0.20544172823429108
patronising,0.3075592815876007,0.3053150177001953,0.2990712523460388,0.24170374870300293,0.2843736410140991,0.18055158853530884,0.2703777849674225
intellectual,0.1809232532978058,0.17437465488910675,0.21093927323818207,0.16695179045200348,0.29207903146743774,0.13211306929588318,0.16475045680999756
pursuits,0.1834525316953659,0.16809554398059845,0.23181703686714172,0.11050894856452942,0.18651574850082397,0.2620822489261627,0.08735043555498123
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2707274258136749,0.17745937407016754,0.27304404973983765,0.31091248989105225
especially,0.3804360032081604,0.26305219531059265,0.39420849084854126,0.1742585003376007,0.20760047435760498,0.2677627503871918,0.19751401245594025
the,0.5091903209686279,0.34736719727516174,1.0,0.23846197128295898,0.28116169571876526,0.34293439984321594,0.22068053483963013
proliferation,0.21491453051567078,0.21296559274196625,0.3291037678718567,0.12467849999666214,0.2867237329483032,0.3239275813102722,0.23579323291778564
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3079429268836975,0.28063878417015076,0.24830074608325958,0.1826142966747284
scriptoria,0.22081506252288818,0.17299342155456543,0.25890564918518066,0.3211917281150818,0.1709137111902237,0.1186993271112442,0.2598477303981781
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.1976170688867569,0.29105228185653687,0.2599445581436157,0.20544172823429108
the,0.5091903209686279,0.34736719727516174,1.0,0.23846197128295898,0.28116169571876526,0.34293439984321594,0.22068053483963013
reconstitution,0.17740243673324585,0.2277388870716095,0.32636401057243347,0.30153289437294006,0.44532111287117004,0.11949625611305237,0.18365374207496643
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3079429268836975,0.28063878417015076,0.24830074608325958,0.1826142966747284
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.19588641822338104,0.2380085587501526,0.22845244407653809,0.23916715383529663
compilation,0.08628567308187485,0.22840185463428497,0.20939901471138,0.16079317033290863,0.1526625156402588,0.12435858696699142,0.2705167829990387
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3079429268836975,0.28063878417015076,0.24830074608325958,0.1826142966747284
lost,0.2786714434623718,0.30779293179512024,0.3376973867416382,0.19067558646202087,0.1899433135986328,0.14134839177131653,0.15261413156986237
illuminated,0.17593370378017426,0.1035330519080162,0.25755834579467773,0.25790926814079285,0.14421503245830536,0.15466058254241943,0.14651840925216675
manuscripts,0.15633350610733032,0.1951463371515274,0.2274177074432373,0.30601927638053894,0.20034575462341309,0.10507187992334366,0.16131190955638885
