,whose,relics,reside,in,the,becket,casket,?
also,0.3275339901447296,0.2504124045372009,0.2548409104347229,0.5073733329772949,0.6021018624305725,0.22927092015743256,0.23895150423049927,0.21848613023757935
of,0.37058958411216736,0.31463736295700073,0.3127472996711731,0.5696388483047485,0.733189046382904,0.22939009964466095,0.22033509612083435,0.1826142966747284
importance,0.2034592628479004,0.3011217415332794,0.1427890509366989,0.3019990622997284,0.2901651859283447,0.04401075839996338,0.09675300866365433,0.1653127521276474
is,0.26491984724998474,0.23269005119800568,0.2582954466342926,0.5394441485404968,0.5823672413825989,0.16363824903964996,0.20813901722431183,0.22961433231830597
the,0.38253846764564514,0.2916494905948639,0.303856760263443,0.6662389636039734,1.0,0.22009719908237457,0.29830875992774963,0.22068053483963013
becket,0.16609936952590942,0.32095012068748474,0.1616235226392746,0.21232503652572632,0.22009719908237457,1.0,0.4622180163860321,0.24693149328231812
casket,0.16675712168216705,0.32932767271995544,0.2504206895828247,0.24962101876735687,0.29830875992774963,0.4622180163860321,1.0,0.2575456500053406
dated,0.15140806138515472,0.2628399431705475,0.054791707545518875,0.1982845962047577,0.2046709507703781,0.20067152380943298,0.2569631040096283,0.215650275349617
c1180,-0.06111116707324982,0.05807606875896454,0.05982737988233566,0.020729858428239822,0.0683576688170433,-0.0020391372963786125,0.04640690237283707,0.046005748212337494
to,0.320825457572937,0.2267906665802002,0.2789957523345947,0.45010748505592346,0.535392165184021,0.20772893726825714,0.30394360423088074,0.29463258385658264
contain,0.2172287553548813,0.19589053094387054,0.17724774777889252,0.23975171148777008,0.26383090019226074,0.07939460128545761,0.09526097774505615,0.18853069841861725
relics,0.16820918023586273,1.0000001192092896,0.1923377364873886,0.2117205113172531,0.2916494905948639,0.32095012068748474,0.32932767271995544,0.09077078104019165
of,0.37058958411216736,0.31463736295700073,0.3127472996711731,0.5696388483047485,0.733189046382904,0.22939009964466095,0.22033509612083435,0.1826142966747284
st,0.07773762941360474,0.27043941617012024,0.12966981530189514,0.259651780128479,0.27966225147247314,0.2561522424221039,0.22224977612495422,0.13298600912094116
thomas,0.17978274822235107,0.21273550391197205,0.12199702858924866,0.21133768558502197,0.23505409061908722,0.3739343583583832,0.26147326827049255,0.16133050620555878
becket,0.16609936952590942,0.32095012068748474,0.1616235226392746,0.21232503652572632,0.22009719908237457,1.0,0.4622180163860321,0.24693149328231812
",",0.25601375102996826,0.199574276804924,0.23836520314216614,0.5201468467712402,0.4933079481124878,0.25949758291244507,0.26626020669937134,0.31091248989105225
made,0.1889038383960724,0.199683278799057,0.1279369741678238,0.25271502137184143,0.3885267674922943,0.19554485380649567,0.2355448603630066,0.17218779027462006
from,0.2266867458820343,0.17148689925670624,0.2537872791290283,0.4274188280105591,0.40150508284568787,0.12111786007881165,0.21333609521389008,0.19969791173934937
gilt,0.22510656714439392,0.37868452072143555,0.19055059552192688,0.21563448011875153,0.2653356194496155,0.2621825635433197,0.32707977294921875,0.10313526540994644
copper,0.10157288610935211,0.25324079394340515,0.0956331193447113,0.18310096859931946,0.2199994921684265,0.15178842842578888,0.2379187047481537,0.0947067067027092
",",0.25601375102996826,0.199574276804924,0.23836520314216614,0.5201468467712402,0.4933079481124878,0.25949758291244507,0.26626020669937134,0.31091248989105225
with,0.3480498492717743,0.1495356559753418,0.20989759266376495,0.4080928862094879,0.4223487675189972,0.20642925798892975,0.25543642044067383,0.2433311939239502
enamelled,0.22022727131843567,0.3113401532173157,0.11035928875207901,0.2851584851741791,0.33665579557418823,0.1938711255788803,0.28918492794036865,0.23194964230060577
scenes,0.17049628496170044,0.28373852372169495,0.21662330627441406,0.20784160494804382,0.25766557455062866,0.09754988551139832,0.2537797689437866,0.1263595074415207
of,0.37058958411216736,0.31463736295700073,0.3127472996711731,0.5696388483047485,0.733189046382904,0.22939009964466095,0.22033509612083435,0.1826142966747284
the,0.38253846764564514,0.2916494905948639,0.303856760263443,0.6662389636039734,1.0,0.22009719908237457,0.29830875992774963,0.22068053483963013
saint,0.17798222601413727,0.35384300351142883,0.1345764696598053,0.18961206078529358,0.24700650572776794,0.22920343279838562,0.24046990275382996,0.15690264105796814
's,-0.019954677671194077,0.08193831145763397,-0.06867437064647675,-0.037580832839012146,-0.01540423184633255,-0.0073273517191410065,0.00913742370903492,-0.023395681753754616
martyrdom,0.23793457448482513,0.41876453161239624,0.1421598196029663,0.2129238396883011,0.2568643093109131,0.3879058361053467,0.2854022979736328,0.14655417203903198
.,0.2718997597694397,0.18473990261554718,0.24016757309436798,0.5591574311256409,0.5934505462646484,0.2666579782962799,0.27703946828842163,0.4130953550338745
