,what,theoretical,device,is,attributed,to,alan,turing,?
most,0.3219912350177765,0.20008616149425507,0.15585936605930328,0.41165053844451904,0.2429005205631256,0.321603000164032,0.13079926371574402,0.23340554535388947,0.2107497900724411
influential,0.21743842959403992,0.3320574462413788,0.1546134501695633,0.2366836816072464,0.34116074442863464,0.13114871084690094,0.2252376228570938,0.3291088342666626,0.1465693712234497
among,0.21154822409152985,0.16682958602905273,0.08962874114513397,0.21956473588943481,0.28935542702674866,0.26594701409339905,0.12656280398368835,0.25089097023010254,0.14343059062957764
these,0.4164220690727234,0.2303837686777115,0.21825283765792847,0.2498808652162552,0.24089547991752625,0.46852558851242065,0.08200578391551971,0.2506507635116577,0.2571668326854706
was,0.22111038863658905,0.22156870365142822,0.18397735059261322,0.5810302495956421,0.2546660304069519,0.3636345863342285,0.27611038088798523,0.21632471680641174,0.18412111699581146
the,0.42745697498321533,0.21045458316802979,0.2555081248283386,0.5823672413825989,0.21220806241035461,0.535392165184021,0.20789864659309387,0.2644472122192383,0.22068053483963013
definition,0.330344021320343,0.31354448199272156,0.20581194758415222,0.29006320238113403,0.2224399745464325,0.2924377918243408,0.1312309205532074,0.2733438014984131,0.2796523869037628
of,0.33290785551071167,0.2684490382671356,0.17168864607810974,0.4854315221309662,0.2709019184112549,0.41548454761505127,0.13826394081115723,0.2670239806175232,0.1826142966747284
turing,0.2806522250175476,0.46017590165138245,0.31562015414237976,0.18364353477954865,0.14139002561569214,0.22095461189746857,0.32425519824028015,1.0000001192092896,0.1460462063550949
machines,0.25512105226516724,0.27667856216430664,0.4225209057331085,0.1786929816007614,0.10438951849937439,0.2695792019367218,0.21848136186599731,0.4426501989364624,0.17646311223506927
by,0.2455483376979828,0.1470205932855606,0.17883841693401337,0.3899846076965332,0.3223225772380829,0.33534231781959534,0.18351423740386963,0.21632690727710724,0.17966607213020325
alan,0.134607195854187,0.2013099640607834,0.1542266309261322,0.1606997698545456,0.020625552162528038,0.20647886395454407,1.0,0.32425519824028015,0.12765617668628693
turing,0.2806522250175476,0.46017590165138245,0.31562015414237976,0.18364353477954865,0.14139002561569214,0.22095461189746857,0.32425519824028015,1.0000001192092896,0.1460462063550949
in,0.30808621644973755,0.20558910071849823,0.16225403547286987,0.5394441485404968,0.1462014615535736,0.45010748505592346,0.20067796111106873,0.26572495698928833,0.20430970191955566
1936,-0.015802407637238503,-0.08081650733947754,-0.019221538677811623,-0.016050226986408234,-0.03553329035639763,0.007976863533258438,-0.18068021535873413,-0.10597650706768036,-0.17954853177070618
",",0.3087472915649414,0.2542550563812256,0.13617408275604248,0.4691906273365021,0.23475953936576843,0.44245919585227966,0.240205317735672,0.2807261645793915,0.31091248989105225
which,0.5261979103088379,0.23816339671611786,0.3305820822715759,0.4457404911518097,0.26605096459388733,0.5345056653022766,0.13013914227485657,0.2775655686855316,0.25814583897590637
turned,0.22427117824554443,0.14661870896816254,0.16947080194950104,0.2681102156639099,0.18863534927368164,0.33177903294563293,0.18287323415279388,0.22391480207443237,0.130948007106781
out,0.3633197546005249,0.21223829686641693,0.25807374715805054,0.2817855477333069,0.08529618382453918,0.42386990785598755,0.15170156955718994,0.21538808941841125,0.22020699083805084
to,0.455847829580307,0.20695699751377106,0.2965817153453827,0.42745086550712585,0.1937648355960846,1.0,0.20647886395454407,0.22095461189746857,0.29463258385658264
be,0.3929833769798279,0.21655568480491638,0.2852543890476227,0.4819129705429077,0.29223719239234924,0.4972836375236511,0.15346652269363403,0.2587292492389679,0.3324260413646698
a,0.3320399522781372,0.252067893743515,0.3107774555683136,0.658733606338501,0.17105847597122192,0.45503583550453186,0.19186390936374664,0.25234705209732056,0.23916715383529663
very,0.37053924798965454,0.2130255550146103,0.22744134068489075,0.3671363294124603,0.24470330774784088,0.3902553617954254,0.14810802042484283,0.1702156364917755,0.20864155888557434
robust,0.22174480557441711,0.2010461688041687,0.2807462215423584,0.2582872807979584,0.20189476013183594,0.2792433202266693,0.15492673218250275,0.12825068831443787,0.19756269454956055
and,0.31309178471565247,0.18770602345466614,0.15071305632591248,0.3859752118587494,0.20042148232460022,0.48971283435821533,0.20941360294818878,0.22459711134433746,0.20544172823429108
flexible,0.24864599108695984,0.2353605031967163,0.33106911182403564,0.19019150733947754,0.16505196690559387,0.24333275854587555,0.14555610716342926,0.1898101568222046,0.1746470034122467
simplification,0.4277611970901489,0.3073209524154663,0.2952255606651306,0.22902299463748932,0.37568262219429016,0.340213805437088,0.1666766256093979,0.2963087856769562,0.4743119776248932
of,0.33290785551071167,0.2684490382671356,0.17168864607810974,0.4854315221309662,0.2709019184112549,0.41548454761505127,0.13826394081115723,0.2670239806175232,0.1826142966747284
a,0.3320399522781372,0.252067893743515,0.3107774555683136,0.658733606338501,0.17105847597122192,0.45503583550453186,0.19186390936374664,0.25234705209732056,0.23916715383529663
computer,0.26911869645118713,0.42270705103874207,0.4828559458255768,0.2406304031610489,0.14955000579357147,0.2594811022281647,0.1992698311805725,0.48150622844696045,0.20203553140163422
.,0.3567904531955719,0.19316019117832184,0.1592947095632553,0.4569662809371948,0.2074218988418579,0.4645031690597534,0.2215200960636139,0.19254323840141296,0.4130953550338745
