,evidence,indicates,that,cydippids,are,not,what,?
evidence,1.0,0.36899858713150024,0.4093261957168579,0.35098403692245483,0.251604288816452,0.37296104431152344,0.33425694704055786,0.24151235818862915
accumulating,0.28368714451789856,0.2411058098077774,0.31892699003219604,0.3238726556301117,0.26210591197013855,0.2908852696418762,0.23356319963932037,0.1747220754623413
since,0.23050768673419952,0.17511071264743805,0.3873181641101837,0.22844117879867554,0.30560651421546936,0.3510459065437317,0.29783400893211365,0.2876587212085724
the,0.25031140446662903,0.29467737674713135,0.5473989248275757,0.3210736811161041,0.40399202704429626,0.4310511648654938,0.42745697498321533,0.22068053483963013
1980s,0.04070138931274414,0.06473173946142197,-0.025683050975203514,0.1615382581949234,0.1412225067615509,-0.030492300167679787,-0.06585196405649185,-0.0718669518828392
indicates,0.36899858713150024,1.0000001192092896,0.3756503462791443,0.2700038254261017,0.27392980456352234,0.3020388185977936,0.22214530408382416,0.21375471353530884
that,0.4093261957168579,0.3756503462791443,1.0,0.31674885749816895,0.45265161991119385,0.6600887179374695,0.6297725439071655,0.32716336846351624
the,0.25031140446662903,0.29467737674713135,0.5473989248275757,0.3210736811161041,0.40399202704429626,0.4310511648654938,0.42745697498321533,0.22068053483963013
``,-0.006774109322577715,0.15351204574108124,0.05285148695111275,0.08323326706886292,0.12624181807041168,0.09406080842018127,0.008517155423760414,0.0685480609536171
cydippids,0.35098403692245483,0.2700038254261017,0.31674885749816895,1.0,0.35411837697029114,0.312296599149704,0.22088393568992615,0.217335045337677
'',0.015620623715221882,0.06278352439403534,0.007880004122853279,0.05536840483546257,0.0263817198574543,0.04262445494532585,0.08143015950918198,0.018684765323996544
are,0.251604288816452,0.27392980456352234,0.45265161991119385,0.35411837697029114,1.0,0.46186959743499756,0.29724663496017456,0.24591213464736938
not,0.37296104431152344,0.3020388185977936,0.6600887179374695,0.312296599149704,0.46186959743499756,0.9999999403953552,0.5449194312095642,0.41942933201789856
monophyletic,0.3046742379665375,0.28116777539253235,0.33878257870674133,0.44820016622543335,0.365886926651001,0.34159567952156067,0.2433047592639923,0.1779925376176834
",",0.2751304507255554,0.23441098630428314,0.4137537479400635,0.2807892858982086,0.4062570035457611,0.3769696354866028,0.3087472915649414,0.31091248989105225
in,0.16157563030719757,0.2524528503417969,0.435920387506485,0.2579038143157959,0.3841303884983063,0.3403114080429077,0.30808621644973755,0.20430970191955566
other,0.24651175737380981,0.26847973465919495,0.5570666193962097,0.3313353359699249,0.5932393670082092,0.4341118037700653,0.341873437166214,0.24682199954986572
words,0.16225504875183105,0.23805341124534607,0.3719562590122223,0.23021811246871948,0.27760887145996094,0.30803123116493225,0.3355468809604645,0.27074310183525085
do,0.22195710241794586,0.21951140463352203,0.44533252716064453,0.2658892869949341,0.41111594438552856,0.6619802713394165,0.4609605669975281,0.4093979299068451
not,0.37296104431152344,0.3020388185977936,0.6600887179374695,0.312296599149704,0.46186959743499756,0.9999999403953552,0.5449194312095642,0.41942933201789856
include,0.16743217408657074,0.22841669619083405,0.2797866463661194,0.2419014722108841,0.5140694975852966,0.26363661885261536,0.1535889357328415,0.14925788342952728
all,0.23530709743499756,0.2492344081401825,0.53305584192276,0.2975929081439972,0.5343062281608582,0.4974499046802521,0.41981086134910583,0.29575422406196594
and,0.25004807114601135,0.24770644307136536,0.4731321930885315,0.3117515742778778,0.48576638102531433,0.39099299907684326,0.31309178471565247,0.20544172823429108
only,0.29178446531295776,0.31846874952316284,0.6004067063331604,0.27999135851860046,0.4533037543296814,0.5868885517120361,0.41415658593177795,0.2767370045185089
the,0.25031140446662903,0.29467737674713135,0.5473989248275757,0.3210736811161041,0.40399202704429626,0.4310511648654938,0.42745697498321533,0.22068053483963013
descendants,0.23824311792850494,0.20033831894397736,0.2553356885910034,0.346692830324173,0.2559800446033478,0.2142058163881302,0.16656607389450073,0.10391592979431152
