,who,did,internet2,partner,with
in,0.2792111933231354,0.2593238651752472,0.184240460395813,0.1903068870306015,0.4080928862094879
2006,-0.026890208944678307,-0.07636451721191406,-0.02304345741868019,-0.12051138281822205,0.034656625241041183
",",0.3365725874900818,0.3015086054801941,0.19647155702114105,0.19484615325927734,0.4120737314224243
internet2,0.26079732179641724,0.20322340726852417,1.0,0.10579884052276611,0.23412318527698517
announced,0.11685211956501007,0.2690480351448059,0.1775047928094864,0.25094518065452576,0.19698800146579742
a,0.36608949303627014,0.2552328109741211,0.23332996666431427,0.15760847926139832,0.3783375024795532
partnership,0.15967722237110138,0.12637203931808472,0.1987694799900055,0.6570313572883606,0.2440488487482071
with,0.3282766342163086,0.25472134351730347,0.23412318527698517,0.30725839734077454,0.9999999403953552
level,0.14884896576404572,0.1976850926876068,0.15695405006408691,0.06910835206508636,0.23348768055438995
3,0.06491345912218094,0.0008236956200562418,-0.05219908803701401,0.06664533913135529,0.03303105756640434
communications,0.2019229233264923,0.18106533586978912,0.41063258051872253,0.1626748889684677,0.2486184537410736
to,0.42656609416007996,0.4452643394470215,0.24226844310760498,0.13744807243347168,0.4239959120750427
launch,0.09666242450475693,0.19841566681861877,0.24867293238639832,0.10428678244352341,0.18849989771842957
a,0.36608949303627014,0.2552328109741211,0.23332996666431427,0.15760847926139832,0.3783375024795532
brand,0.197346493601799,0.12158948928117752,0.17147810757160187,0.22183763980865479,0.23253534734249115
new,0.2378052920103073,0.227974995970726,0.2183687537908554,0.11057198792695999,0.24325589835643768
nationwide,0.13128086924552917,0.1807222068309784,0.2729130983352661,0.1761174201965332,0.13156801462173462
network,0.16999904811382294,0.08572790026664734,0.4149589240550995,0.1504376381635666,0.2153671681880951
",",0.3365725874900818,0.3015086054801941,0.19647155702114105,0.19484615325927734,0.4120737314224243
boosting,0.21176674962043762,0.22409884631633759,0.2635304033756256,0.17391334474086761,0.34106555581092834
its,0.1326070874929428,0.19922670722007751,0.13732758164405823,0.06152496486902237,0.3087116777896881
capacity,0.1048249676823616,0.16285929083824158,0.16026073694229126,0.1456104815006256,0.19318057596683502
from,0.27839982509613037,0.20248863101005554,0.1624237298965454,0.15587423741817474,0.26272761821746826
10,0.2045697718858719,0.1914099007844925,0.02160780318081379,0.00456137815490365,0.11515160650014877
gbit/s,0.12184314429759979,0.1511046290397644,0.39403942227363586,0.1273430734872818,0.1898478865623474
to,0.42656609416007996,0.4452643394470215,0.24226844310760498,0.13744807243347168,0.4239959120750427
100,0.17703752219676971,0.140132337808609,0.15362480282783508,0.10895179212093353,0.20915600657463074
gbit/s,0.12184314429759979,0.1511046290397644,0.39403942227363586,0.1273430734872818,0.1898478865623474
.,0.3541337847709656,0.35288307070732117,0.21876002848148346,0.17330016195774078,0.4446153938770294
,who,did,internet2,partner,with
the,0.3733934462070465,0.34736719727516174,0.23407307267189026,0.1342829167842865,0.4223487675189972
internet2,0.26079732179641724,0.20322340726852417,1.0,0.10579884052276611,0.23412318527698517
community,0.245173841714859,0.1464618593454361,0.17746762931346893,0.09503839910030365,0.15797209739685059
",",0.3365725874900818,0.3015086054801941,0.19647155702114105,0.19484615325927734,0.4120737314224243
in,0.2792111933231354,0.2593238651752472,0.184240460395813,0.1903068870306015,0.4080928862094879
partnership,0.15967722237110138,0.12637203931808472,0.1987694799900055,0.6570313572883606,0.2440488487482071
with,0.3282766342163086,0.25472134351730347,0.23412318527698517,0.30725839734077454,0.9999999403953552
qwest,0.14507462084293365,0.13377317786216736,0.23329272866249084,0.20563139021396637,0.25695034861564636
",",0.3365725874900818,0.3015086054801941,0.19647155702114105,0.19484615325927734,0.4120737314224243
built,0.2059558480978012,0.2079687863588333,0.11776944994926453,0.15028531849384308,0.17062970995903015
the,0.3733934462070465,0.34736719727516174,0.23407307267189026,0.1342829167842865,0.4223487675189972
first,0.39065709710121155,0.33691170811653137,0.14324720203876495,0.18448373675346375,0.2691199779510498
internet2,0.26079732179641724,0.20322340726852417,1.0,0.10579884052276611,0.23412318527698517
network,0.16999904811382294,0.08572790026664734,0.4149589240550995,0.1504376381635666,0.2153671681880951
",",0.3365725874900818,0.3015086054801941,0.19647155702114105,0.19484615325927734,0.4120737314224243
called,0.3151143789291382,0.277748167514801,0.18165424466133118,0.12233423441648483,0.3139074146747589
abilene,0.28797513246536255,0.21508225798606873,0.17186523973941803,0.23123838007450104,0.24028514325618744
",",0.3365725874900818,0.3015086054801941,0.19647155702114105,0.19484615325927734,0.4120737314224243
in,0.2792111933231354,0.2593238651752472,0.184240460395813,0.1903068870306015,0.4080928862094879
1998,0.10716468840837479,0.1446981579065323,0.044583261013031006,0.0019429294625297189,-0.09075361490249634
and,0.41279885172843933,0.34479495882987976,0.2442026287317276,0.2646805942058563,0.5477725267410278
was,0.3318818509578705,0.41399896144866943,0.22513216733932495,0.11958950757980347,0.27411898970603943
a,0.36608949303627014,0.2552328109741211,0.23332996666431427,0.15760847926139832,0.3783375024795532
prime,0.16031751036643982,0.15196266770362854,0.1289067268371582,0.13363951444625854,0.09384632855653763
investor,0.22501710057258606,0.19714614748954773,0.23977579176425934,0.3529266119003296,0.11765489727258682
in,0.2792111933231354,0.2593238651752472,0.184240460395813,0.1903068870306015,0.4080928862094879
the,0.3733934462070465,0.34736719727516174,0.23407307267189026,0.1342829167842865,0.4223487675189972
national,0.18105065822601318,0.17743784189224243,0.21717318892478943,0.09375898540019989,0.15206176042556763
lambdarail,0.24612826108932495,0.19423338770866394,0.23011185228824615,0.17791618406772614,0.22616584599018097
(,0.2443375140428543,0.18979617953300476,0.17556725442409515,0.17290081083774567,0.29503780603408813
nlr,0.24040047824382782,0.2536534070968628,0.384490042924881,0.10342472791671753,0.2757282853126526
),0.2457384318113327,0.18584993481636047,0.1831529438495636,0.1757468283176422,0.3069596290588379
project,0.2255522608757019,0.18681181967258453,0.2739960551261902,0.19158297777175903,0.19682161509990692
.,0.3541337847709656,0.35288307070732117,0.21876002848148346,0.17330016195774078,0.4446153938770294
