,what,did,a,lot,of,players,need,to,change,during,super,bowl,50,because,of,the,condition,of,the,field,?
however,0.4480680823326111,0.5603718757629395,0.38150349259376526,0.3945499062538147,0.3800618350505829,0.27515533566474915,0.4199363887310028,0.5474119186401367,0.4208816587924957,0.40108171105384827,0.25129908323287964,0.19264636933803558,0.022649100050330162,0.6676258444786072,0.3800618350505829,0.49814513325691223,0.3515034019947052,0.3800618350505829,0.49814513325691223,0.23008199036121368,0.2152075469493866
",",0.3087472915649414,0.3015086054801941,0.427140474319458,0.329439252614975,0.4946078956127167,0.21334654092788696,0.25983062386512756,0.44245919585227966,0.2752361297607422,0.3225448727607727,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.372031033039093,0.4946078956127167,0.4933079481124878,0.16265787184238434,0.4946078956127167,0.4933079481124878,0.27645614743232727,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,0.5829201340675354,0.3371950089931488,0.733189046382904,0.2647981345653534,0.2594960331916809,0.535392165184021,0.3641999065876007,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.44596394896507263,0.733189046382904,1.0,0.27454710006713867,0.733189046382904,1.0,0.2105809599161148,0.22068053483963013
turf,0.16994749009609222,0.10967846214771271,0.2702938914299011,0.16089430451393127,0.2042369246482849,0.2925759553909302,0.2536282539367676,0.22923210263252258,0.1854640543460846,0.11135489493608475,0.2351023554801941,0.264580100774765,0.004083820153027773,0.252183735370636,0.2042369246482849,0.18297892808914185,0.20502984523773193,0.2042369246482849,0.18297892808914185,0.22418086230754852,0.11744038760662079
showed,0.23458190262317657,0.36768215894699097,0.2502788305282593,0.22348274290561676,0.31843405961990356,0.1671036332845688,0.21333810687065125,0.2083204984664917,0.20673717558383942,0.29391101002693176,0.10690195113420486,0.13413630425930023,0.08580337464809418,0.32516810297966003,0.31843405961990356,0.3101346790790558,0.1783502697944641,0.31843405961990356,0.3101346790790558,0.12426149100065231,0.17389845848083496
problem,0.42183366417884827,0.2389146089553833,0.2605542540550232,0.3050822913646698,0.20464475452899933,0.12333797663450241,0.5268841981887817,0.2502208352088928,0.31842443346977234,0.17683815956115723,0.049717605113983154,0.06319867074489594,-0.03263265639543533,0.4304963946342468,0.20464475452899933,0.24928659200668335,0.4372570216655731,0.20464475452899933,0.24928659200668335,0.15637436509132385,0.3762950301170349
throughout,0.2130906730890274,0.194510817527771,0.2578590512275696,0.2522272765636444,0.35374847054481506,0.1627395898103714,0.19039899110794067,0.31226396560668945,0.17353573441505432,0.5211911797523499,0.1474054902791977,0.14524398744106293,0.025604495778679848,0.31016600131988525,0.35374847054481506,0.4158564507961273,0.21609506011009216,0.35374847054481506,0.4158564507961273,0.14327283203601837,0.12665234506130219
the,0.42745697498321533,0.34736719727516174,0.5829201340675354,0.3371950089931488,0.733189046382904,0.2647981345653534,0.2594960331916809,0.535392165184021,0.3641999065876007,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.44596394896507263,0.733189046382904,1.0,0.27454710006713867,0.733189046382904,1.0,0.2105809599161148,0.22068053483963013
game,0.2246788740158081,0.19789010286331177,0.23211604356765747,0.19920861721038818,0.2298848181962967,0.4889407455921173,0.21862566471099854,0.2540906071662903,0.17819109559059143,0.23073366284370422,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.19472788274288177,0.2298848181962967,0.285271555185318,0.1482575535774231,0.2298848181962967,0.285271555185318,0.24591608345508575,0.1829071193933487
",",0.3087472915649414,0.3015086054801941,0.427140474319458,0.329439252614975,0.4946078956127167,0.21334654092788696,0.25983062386512756,0.44245919585227966,0.2752361297607422,0.3225448727607727,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.372031033039093,0.4946078956127167,0.4933079481124878,0.16265787184238434,0.4946078956127167,0.4933079481124878,0.27645614743232727,0.31091248989105225
