,which,state,route,has,been,in,discussion,to,upgrade,to,interstate,standards,?
due,0.26323074102401733,0.16669750213623047,0.17173008620738983,0.19837327301502228,0.24634958803653717,0.2516716718673706,0.2713112235069275,0.35188060998916626,0.2525808811187744,0.35188060998916626,0.22489288449287415,0.21744310855865479,0.10954997688531876
to,0.5345056653022766,0.25557461380958557,0.2605549395084381,0.3619994819164276,0.34945759177207947,0.45010748505592346,0.32266756892204285,1.0,0.22627700865268707,1.0,0.2701593041419983,0.2603518068790436,0.29463258385658264
rapidly,0.3204094171524048,0.225763201713562,0.16104339063167572,0.23179937899112701,0.2576022148132324,0.24791336059570312,0.22405551373958588,0.29835420846939087,0.2917476296424866,0.29835420846939087,0.17003418505191803,0.24036408960819244,0.11245343834161758
raising,0.2667942941188812,0.1561649739742279,0.073304183781147,0.2630496025085449,0.23126664757728577,0.26949912309646606,0.18882767856121063,0.2663455009460449,0.13369157910346985,0.2663455009460449,0.17735882103443146,0.26376914978027344,0.15631771087646484
population,0.2151837795972824,0.3086160719394684,0.21711097657680511,0.25973978638648987,0.20994028449058533,0.3268454372882843,0.2098621279001236,0.19776633381843567,0.10853984206914902,0.19776633381843567,0.2582845985889435,0.18110474944114685,0.14449454843997955
and,0.506277859210968,0.2653750479221344,0.2168188840150833,0.43716782331466675,0.3424558639526367,0.4954058527946472,0.18663305044174194,0.48971283435821533,0.19642497599124908,0.48971283435821533,0.16064485907554626,0.299522340297699,0.20544172823429108
traffic,0.23032204806804657,0.12909284234046936,0.40759989619255066,0.23290158808231354,0.19459721446037292,0.16985389590263367,0.1527271866798401,0.2721680998802185,0.2876680791378021,0.2721680998802185,0.3808547854423523,0.24758170545101166,0.19721992313861847
in,0.4840516746044159,0.33316072821617126,0.19557222723960876,0.4173259735107422,0.3515113592147827,1.0,0.1921527087688446,0.45010748505592346,0.13753563165664673,0.45010748505592346,0.20061586797237396,0.17966534197330475,0.20430970191955566
cities,0.21391116082668304,0.30140939354896545,0.29339608550071716,0.17986084520816803,0.16285854578018188,0.32293570041656494,0.17779023945331573,0.20735321938991547,0.0336025208234787,0.20735321938991547,0.3474857807159424,0.1652306467294693,0.13339310884475708
along,0.33404073119163513,0.14338186383247375,0.361366868019104,0.27603578567504883,0.235473170876503,0.3603311777114868,0.1677168905735016,0.2976071536540985,0.18695372343063354,0.2976071536540985,0.2723066508769989,0.11427751183509827,0.17134909331798553
sr,0.15141841769218445,0.12347447127103806,0.2848380208015442,0.13734325766563416,0.09817350655794144,0.13009551167488098,0.13447299599647522,0.15590740740299225,0.10115478932857513,0.15590740740299225,0.2420848160982132,0.11483754962682724,0.13924404978752136
99,-0.11221902072429657,-0.13629020750522614,-0.0008776800241321325,0.1416405290365219,0.0456431582570076,-0.04334939643740654,-0.05817275121808052,-0.15119622647762299,0.005060938186943531,-0.15119622647762299,-0.022162916138768196,-0.05563576519489288,0.036831825971603394
",",0.3658004403114319,0.29481780529022217,0.21133576333522797,0.3734780251979828,0.34873589873313904,0.5201468467712402,0.21665167808532715,0.44245919585227966,0.15566173195838928,0.44245919585227966,0.17179317772388458,0.2764625549316406,0.31091248989105225
as,0.41006597876548767,0.26851922273635864,0.19798748195171356,0.351646363735199,0.3975982367992401,0.3887844979763031,0.3871479630470276,0.42092081904411316,0.16305281221866608,0.42092081904411316,0.17757029831409454,0.26936110854148865,0.27043893933296204
well,0.42522135376930237,0.23224207758903503,0.1770455241203308,0.3327649235725403,0.4239274561405182,0.36612698435783386,0.25186270475387573,0.3422003388404846,0.14424417912960052,0.3422003388404846,0.15407316386699677,0.30566129088401794,0.24815571308135986
as,0.41006597876548767,0.26851922273635864,0.19798748195171356,0.351646363735199,0.3975982367992401,0.3887844979763031,0.3871479630470276,0.42092081904411316,0.16305281221866608,0.42092081904411316,0.17757029831409454,0.26936110854148865,0.27043893933296204
the,0.6521818041801453,0.3097178041934967,0.22322526574134827,0.4177538752555847,0.3563927710056305,0.6662389636039734,0.2391178160905838,0.535392165184021,0.2122071534395218,0.535392165184021,0.21078766882419586,0.2433546632528305,0.22068053483963013
desirability,0.3995477855205536,0.17792439460754395,0.1825869381427765,0.23476704955101013,0.28889402747154236,0.20133675634860992,0.3468330204486847,0.35517990589141846,0.37352877855300903,0.35517990589141846,0.2101067751646042,0.42655646800994873,0.29407981038093567
of,0.5011631846427917,0.34253445267677307,0.1700238138437271,0.3909035325050354,0.31685134768486023,0.5696388483047485,0.1657310128211975,0.41548454761505127,0.16527386009693146,0.41548454761505127,0.19796381890773773,0.18525971472263336,0.1826142966747284
federal,0.2950287163257599,0.4288189113140106,0.19483987987041473,0.09716200828552246,0.1306106150150299,0.22709031403064728,0.16731765866279602,0.22186443209648132,0.1401246190071106,0.22186443209648132,0.29722559452056885,0.2893620431423187,0.1812247931957245
funding,0.3287273049354553,0.2420961707830429,0.12626253068447113,0.2379165142774582,0.2767399251461029,0.2074873298406601,0.2722468078136444,0.3602164685726166,0.34139055013656616,0.3602164685726166,0.20641474425792694,0.2871074378490448,0.1842934638261795
",",0.3658004403114319,0.29481780529022217,0.21133576333522797,0.3734780251979828,0.34873589873313904,0.5201468467712402,0.21665167808532715,0.44245919585227966,0.15566173195838928,0.44245919585227966,0.17179317772388458,0.2764625549316406,0.31091248989105225
much,0.4274604916572571,0.1357990801334381,0.19538038969039917,0.31650421023368835,0.34950098395347595,0.2725222110748291,0.27160733938217163,0.40610215067863464,0.2425723373889923,0.40610215067863464,0.13793402910232544,0.29063647985458374,0.23442231118679047
discussion,0.20707884430885315,0.1746518611907959,0.16549162566661835,0.20100612938404083,0.27541375160217285,0.1921527087688446,1.0000001192092896,0.32266756892204285,0.19191381335258484,0.32266756892204285,0.2681664228439331,0.24361620843410492,0.3569658696651459
has,0.4350704550743103,0.1870960146188736,0.14268699288368225,1.0,0.6162750124931335,0.4173259735107422,0.20100612938404083,0.3619994819164276,0.1793021857738495,0.3619994819164276,0.11511751264333725,0.18508967757225037,0.15994466841220856
been,0.36993977427482605,0.18701127171516418,0.14810220897197723,0.6162750124931335,0.9999998807907104,0.3515113592147827,0.27541375160217285,0.34945759177207947,0.22213318943977356,0.34945759177207947,0.11803409457206726,0.2718794643878937,0.24354910850524902
made,0.3407467305660248,0.1971239298582077,0.03266948461532593,0.27942559123039246,0.27026844024658203,0.25271502137184143,0.40350133180618286,0.3377571105957031,0.18470421433448792,0.3377571105957031,0.08825206011533737,0.1576823890209198,0.17218779027462006
to,0.5345056653022766,0.25557461380958557,0.2605549395084381,0.3619994819164276,0.34945759177207947,0.45010748505592346,0.32266756892204285,1.0,0.22627700865268707,1.0,0.2701593041419983,0.2603518068790436,0.29463258385658264
upgrade,0.30501028895378113,0.1651286780834198,0.14249779284000397,0.1793021857738495,0.22213318943977356,0.13753563165664673,0.19191381335258484,0.22627700865268707,0.9999999403953552,0.22627700865268707,0.19393770396709442,0.256336510181427,0.17494012415409088
it,0.616637647151947,0.32295069098472595,0.270953893661499,0.41962623596191406,0.35515493154525757,0.5130809545516968,0.2455405294895172,0.513711154460907,0.2818804681301117,0.513711154460907,0.21560215950012207,0.23208990693092346,0.25732165575027466
to,0.5345056653022766,0.25557461380958557,0.2605549395084381,0.3619994819164276,0.34945759177207947,0.45010748505592346,0.32266756892204285,1.0,0.22627700865268707,1.0,0.2701593041419983,0.2603518068790436,0.29463258385658264
interstate,0.22075149416923523,0.4187515377998352,0.5776461958885193,0.11511751264333725,0.11803409457206726,0.20061586797237396,0.2681664228439331,0.2701593041419983,0.19393770396709442,0.2701593041419983,0.9999999403953552,0.27003657817840576,0.1831059604883194
standards,0.28048795461654663,0.19464251399040222,0.16492046415805817,0.18508967757225037,0.2718794643878937,0.17966534197330475,0.24361620843410492,0.2603518068790436,0.256336510181427,0.2603518068790436,0.27003657817840576,1.0000001192092896,0.2011813372373581
and,0.506277859210968,0.2653750479221344,0.2168188840150833,0.43716782331466675,0.3424558639526367,0.4954058527946472,0.18663305044174194,0.48971283435821533,0.19642497599124908,0.48971283435821533,0.16064485907554626,0.299522340297699,0.20544172823429108
eventually,0.41025301814079285,0.2155274599790573,0.1448204517364502,0.24811320006847382,0.29395169019699097,0.3575967252254486,0.18707504868507385,0.4528551697731018,0.24009929597377777,0.4528551697731018,0.12682124972343445,0.21436807513237,0.13642115890979767
incorporate,0.3428112864494324,0.30219945311546326,0.17177286744117737,0.2471865564584732,0.23980127274990082,0.24667415022850037,0.27194613218307495,0.2908913493156433,0.19544951617717743,0.2908913493156433,0.2661053240299225,0.2386450171470642,0.2177756130695343
it,0.616637647151947,0.32295069098472595,0.270953893661499,0.41962623596191406,0.35515493154525757,0.5130809545516968,0.2455405294895172,0.513711154460907,0.2818804681301117,0.513711154460907,0.21560215950012207,0.23208990693092346,0.25732165575027466
into,0.4405161738395691,0.13660210371017456,0.11706341803073883,0.29681676626205444,0.23746316134929657,0.38021373748779297,0.15444998443126678,0.38810545206069946,0.18125580251216888,0.38810545206069946,0.16497328877449036,0.13983692228794098,0.15662476420402527
the,0.6521818041801453,0.3097178041934967,0.22322526574134827,0.4177538752555847,0.3563927710056305,0.6662389636039734,0.2391178160905838,0.535392165184021,0.2122071534395218,0.535392165184021,0.21078766882419586,0.2433546632528305,0.22068053483963013
interstate,0.22075149416923523,0.4187515377998352,0.5776461958885193,0.11511751264333725,0.11803409457206726,0.20061586797237396,0.2681664228439331,0.2701593041419983,0.19393770396709442,0.2701593041419983,0.9999999403953552,0.27003657817840576,0.1831059604883194
system,0.37390631437301636,0.23150566220283508,0.19911465048789978,0.17706717550754547,0.19161449372768402,0.21978288888931274,0.2123579978942871,0.26662686467170715,0.3056238293647766,0.26662686467170715,0.2439257949590683,0.2922484874725342,0.15556083619594574
",",0.3658004403114319,0.29481780529022217,0.21133576333522797,0.3734780251979828,0.34873589873313904,0.5201468467712402,0.21665167808532715,0.44245919585227966,0.15566173195838928,0.44245919585227966,0.17179317772388458,0.2764625549316406,0.31091248989105225
most,0.4637843072414398,0.24461878836154938,0.12793400883674622,0.3426419198513031,0.33751797676086426,0.41416558623313904,0.13931013643741608,0.321603000164032,0.15126340091228485,0.321603000164032,0.09933735430240631,0.24598059058189392,0.2107497900724411
likely,0.4082043468952179,0.11944176256656647,0.1397096961736679,0.24862097203731537,0.33830374479293823,0.21680790185928345,0.29230552911758423,0.41562584042549133,0.2216050624847412,0.41562584042549133,0.17115136981010437,0.18684010207653046,0.35971182584762573
as,0.41006597876548767,0.26851922273635864,0.19798748195171356,0.351646363735199,0.3975982367992401,0.3887844979763031,0.3871479630470276,0.42092081904411316,0.16305281221866608,0.42092081904411316,0.17757029831409454,0.26936110854148865,0.27043893933296204
interstate,0.22075149416923523,0.4187515377998352,0.5776461958885193,0.11511751264333725,0.11803409457206726,0.20061586797237396,0.2681664228439331,0.2701593041419983,0.19393770396709442,0.2701593041419983,0.9999999403953552,0.27003657817840576,0.1831059604883194
9,-0.013357582502067089,0.045961230993270874,-0.04615679383277893,0.04868565499782562,0.07193373888731003,0.002698394237086177,-0.04397650435566902,-0.021935373544692993,-0.022604720667004585,-0.021935373544692993,-0.1381293088197708,-0.058880217373371124,-0.026682810857892036
.,0.45942068099975586,0.31380724906921387,0.25726518034935,0.4105546176433563,0.33645182847976685,0.5591574311256409,0.24966099858283997,0.4645031690597534,0.20074909925460815,0.4645031690597534,0.22625520825386047,0.23661701381206512,0.4130953550338745
,which,state,route,has,been,in,discussion,to,upgrade,to,interstate,standards,?
when,0.572554349899292,0.2549494504928589,0.2149936705827713,0.34538573026657104,0.3339833617210388,0.4431333839893341,0.24772909283638,0.5423505902290344,0.2067917436361313,0.5423505902290344,0.21626845002174377,0.19716012477874756,0.22841128706932068
the,0.6521818041801453,0.3097178041934967,0.22322526574134827,0.4177538752555847,0.3563927710056305,0.6662389636039734,0.2391178160905838,0.535392165184021,0.2122071534395218,0.535392165184021,0.21078766882419586,0.2433546632528305,0.22068053483963013
interstate,0.22075149416923523,0.4187515377998352,0.5776461958885193,0.11511751264333725,0.11803409457206726,0.20061586797237396,0.2681664228439331,0.2701593041419983,0.19393770396709442,0.2701593041419983,0.9999999403953552,0.27003657817840576,0.1831059604883194
highway,0.17357602715492249,0.2650509476661682,0.5836260318756104,0.11814238876104355,0.15293732285499573,0.16413514316082,0.193890780210495,0.20274639129638672,0.1816234439611435,0.20274639129638672,0.6463026404380798,0.21245510876178741,0.15589815378189087
system,0.37390631437301636,0.23150566220283508,0.19911465048789978,0.17706717550754547,0.19161449372768402,0.21978288888931274,0.2123579978942871,0.26662686467170715,0.3056238293647766,0.26662686467170715,0.2439257949590683,0.2922484874725342,0.15556083619594574
was,0.2830964922904968,0.22072885930538177,0.17875562608242035,0.40313825011253357,0.518218457698822,0.45514053106307983,0.16786788403987885,0.3636345863342285,0.21526888012886047,0.3636345863342285,0.1020340546965599,0.19591249525547028,0.18412111699581146
created,0.3362928330898285,0.1830459088087082,0.13268743455410004,0.2519540786743164,0.27173078060150146,0.2843434810638428,0.13907483220100403,0.2592601478099823,0.24519820511341095,0.2592601478099823,0.11101070046424866,0.22920754551887512,0.21177415549755096
in,0.4840516746044159,0.33316072821617126,0.19557222723960876,0.4173259735107422,0.3515113592147827,1.0,0.1921527087688446,0.45010748505592346,0.13753563165664673,0.45010748505592346,0.20061586797237396,0.17966534197330475,0.20430970191955566
the,0.6521818041801453,0.3097178041934967,0.22322526574134827,0.4177538752555847,0.3563927710056305,0.6662389636039734,0.2391178160905838,0.535392165184021,0.2122071534395218,0.535392165184021,0.21078766882419586,0.2433546632528305,0.22068053483963013
1950s,0.3753165006637573,0.20630216598510742,0.1797969490289688,0.3008595108985901,0.29383060336112976,0.26312577724456787,0.0813303217291832,0.41899827122688293,0.32984739542007446,0.41899827122688293,0.2050636112689972,0.2701161801815033,0.16557677090168
",",0.3658004403114319,0.29481780529022217,0.21133576333522797,0.3734780251979828,0.34873589873313904,0.5201468467712402,0.21665167808532715,0.44245919585227966,0.15566173195838928,0.44245919585227966,0.17179317772388458,0.2764625549316406,0.31091248989105225
the,0.6521818041801453,0.3097178041934967,0.22322526574134827,0.4177538752555847,0.3563927710056305,0.6662389636039734,0.2391178160905838,0.535392165184021,0.2122071534395218,0.535392165184021,0.21078766882419586,0.2433546632528305,0.22068053483963013
decision,0.241642028093338,0.2764371335506439,0.20351874828338623,0.19688548147678375,0.23335477709770203,0.2212151288986206,0.3929664194583893,0.35372841358184814,0.1425544172525406,0.35372841358184814,0.24381569027900696,0.2970881760120392,0.2796577215194702
was,0.2830964922904968,0.22072885930538177,0.17875562608242035,0.40313825011253357,0.518218457698822,0.45514053106307983,0.16786788403987885,0.3636345863342285,0.21526888012886047,0.3636345863342285,0.1020340546965599,0.19591249525547028,0.18412111699581146
made,0.3407467305660248,0.1971239298582077,0.03266948461532593,0.27942559123039246,0.27026844024658203,0.25271502137184143,0.40350133180618286,0.3377571105957031,0.18470421433448792,0.3377571105957031,0.08825206011533737,0.1576823890209198,0.17218779027462006
to,0.5345056653022766,0.25557461380958557,0.2605549395084381,0.3619994819164276,0.34945759177207947,0.45010748505592346,0.32266756892204285,1.0,0.22627700865268707,1.0,0.2701593041419983,0.2603518068790436,0.29463258385658264
build,0.3311580419540405,0.14233773946762085,0.16833876073360443,0.2289673238992691,0.21744780242443085,0.26063278317451477,0.17048537731170654,0.38783395290374756,0.35928717255592346,0.38783395290374756,0.12607131898403168,0.19635912775993347,0.1704305112361908
what,0.5261979103088379,0.24273863434791565,0.23103561997413635,0.20338068902492523,0.2567804455757141,0.30808621644973755,0.3283776342868805,0.455847829580307,0.18096618354320526,0.455847829580307,0.2636648714542389,0.2855789363384247,0.5051238536834717
is,0.4457404911518097,0.2627358138561249,0.2375296801328659,0.5668748617172241,0.39566612243652344,0.5394441485404968,0.20405808091163635,0.42745086550712585,0.16525310277938843,0.42745086550712585,0.16842438280582428,0.19850283861160278,0.22961433231830597
now,0.4048815965652466,0.23591099679470062,0.18066845834255219,0.3383018970489502,0.44026124477386475,0.3619694113731384,0.20939697325229645,0.3925153911113739,0.2271067351102829,0.3925153911113739,0.20862476527690887,0.24412816762924194,0.29641881585121155
