,what,foreign,bodies,",",which,are,older,than,the,rocks,themselves,",",occur,igneous,rocks,?
as,0.31749409437179565,0.267986536026001,0.24729733169078827,0.48816442489624023,0.41006597876548767,0.3826591968536377,0.29145845770835876,0.40532299876213074,0.48381632566452026,0.18145407736301422,0.28746727108955383,0.48816442489624023,0.21296989917755127,0.2160210907459259,0.18145407736301422,0.27043893933296204
a,0.3320399522781372,0.16994866728782654,0.20684704184532166,0.427140474319458,0.56894451379776,0.265255331993103,0.19492490589618683,0.3126874566078186,0.5829201340675354,0.2111329436302185,0.19371497631072998,0.427140474319458,0.18892104923725128,0.2195712924003601,0.2111329436302185,0.23916715383529663
result,0.19945499300956726,0.12625987827777863,0.15522857010364532,0.23341737687587738,0.31989866495132446,0.18835392594337463,0.10068582743406296,0.2583066523075104,0.27778977155685425,0.1301766037940979,0.15107300877571106,0.23341737687587738,0.3874976336956024,0.20360194146633148,0.1301766037940979,0.17218433320522308
",",0.3087472915649414,0.2636609673500061,0.22888998687267303,1.0000001192092896,0.3658004403114319,0.4062570035457611,0.2598324418067932,0.3371901512145996,0.4933079481124878,0.30537211894989014,0.19974499940872192,1.0000001192092896,0.28566715121269226,0.22172565758228302,0.30537211894989014,0.31091248989105225
xenoliths,0.2416166067123413,0.17516642808914185,0.35775354504585266,0.18952393531799316,0.3499654531478882,0.36328408122062683,0.26079800724983215,0.2827332317829132,0.28938841819763184,0.5192816257476807,0.3672768473625183,0.18952393531799316,0.3163018524646759,0.5310729146003723,0.5192816257476807,0.1815204620361328
are,0.29724663496017456,0.18581871688365936,0.35380154848098755,0.4062570035457611,0.42922598123550415,1.0,0.2168419063091278,0.39206281304359436,0.40399202704429626,0.33511796593666077,0.45687565207481384,0.4062570035457611,0.3900270164012909,0.3190121650695801,0.33511796593666077,0.24591213464736938
older,0.19250206649303436,0.07692019641399384,0.135753333568573,0.2598324418067932,0.25142133235931396,0.2168419063091278,0.9999998807907104,0.35258033871650696,0.21663418412208557,0.27690139412879944,0.1839856505393982,0.2598324418067932,0.11481489986181259,0.24839110672473907,0.27690139412879944,0.1524270623922348
than,0.29388150572776794,0.1452794224023819,0.27345284819602966,0.3371901512145996,0.3974681496620178,0.39206281304359436,0.35258033871650696,1.0,0.3227543234825134,0.2361476570367813,0.28739210963249207,0.3371901512145996,0.29560738801956177,0.20303404331207275,0.2361476570367813,0.24917294085025787
the,0.42745697498321533,0.2946566939353943,0.2745959758758545,0.4933079481124878,0.6521818041801453,0.40399202704429626,0.21663418412208557,0.3227543234825134,1.0,0.24413059651851654,0.3444426357746124,0.4933079481124878,0.26611819863319397,0.25911182165145874,0.24413059651851654,0.22068053483963013
rock,0.1923677921295166,0.050226159393787384,0.21285849809646606,0.2775712311267853,0.2919301390647888,0.2232755869626999,0.21089515089988708,0.17937497794628143,0.23786304891109467,0.5946089029312134,0.1952034831047058,0.2775712311267853,0.17206719517707825,0.4287784695625305,0.5946089029312134,0.13172835111618042
which,0.5261979103088379,0.21967050433158875,0.3019085228443146,0.3658004403114319,1.0,0.42922598123550415,0.25142133235931396,0.3974681496620178,0.6521818041801453,0.307253897190094,0.3376573920249939,0.3658004403114319,0.34289366006851196,0.32622048258781433,0.307253897190094,0.25814583897590637
contains,0.14236655831336975,0.09921036660671234,0.2271156907081604,0.2243606001138687,0.3896391689777374,0.4062691628932953,0.1591278463602066,0.2787589132785797,0.2846323549747467,0.24987177550792694,0.12856358289718628,0.2243606001138687,0.23244400322437286,0.22553527355194092,0.24987177550792694,0.15215006470680237
them,0.4994642734527588,0.24832242727279663,0.3767838180065155,0.3985835015773773,0.4958057701587677,0.5206625461578369,0.23856396973133087,0.37931621074676514,0.4788833558559418,0.34165334701538086,0.636420726776123,0.3985835015773773,0.19518043100833893,0.15837408602237701,0.34165334701538086,0.35435691475868225
.,0.3567904531955719,0.20514161884784698,0.253254771232605,0.6812511086463928,0.45942068099975586,0.3452940285205841,0.27821221947669983,0.3594527542591095,0.5934505462646484,0.26481303572654724,0.20394743978977203,0.6812511086463928,0.21290622651576996,0.18411651253700256,0.26481303572654724,0.4130953550338745
,what,foreign,bodies,",",which,are,older,than,the,rocks,themselves,",",occur,igneous,rocks,?
a,0.3320399522781372,0.16994866728782654,0.20684704184532166,0.427140474319458,0.56894451379776,0.265255331993103,0.19492490589618683,0.3126874566078186,0.5829201340675354,0.2111329436302185,0.19371497631072998,0.427140474319458,0.18892104923725128,0.2195712924003601,0.2111329436302185,0.23916715383529663
similar,0.30608364939689636,0.13133029639720917,0.29498401284217834,0.29403579235076904,0.4783022403717041,0.4060479998588562,0.2578003406524658,0.3455866575241089,0.2963123023509979,0.25481507182121277,0.27837857604026794,0.29403579235076904,0.29719865322113037,0.2659982144832611,0.25481507182121277,0.23309361934661865
situation,0.4481324255466461,0.24604642391204834,0.18121381103992462,0.20005939900875092,0.33094364404678345,0.21725578606128693,0.12826183438301086,0.30695945024490356,0.29657405614852905,0.14815226197242737,0.31644171476364136,0.20005939900875092,0.3367636501789093,0.21912536025047302,0.14815226197242737,0.2714049518108368
with,0.2464839518070221,0.16528955101966858,0.19903454184532166,0.4120737314224243,0.46403205394744873,0.38996943831443787,0.2654585838317871,0.3028803765773773,0.4223487675189972,0.14274846017360687,0.23447321355342865,0.4120737314224243,0.2122029811143875,0.24529102444648743,0.14274846017360687,0.2433311939239502
