,what,position,did,newton,play,during,super,bowl,50,?
this,0.5489566326141357,0.2833313047885895,0.3609912693500519,0.17378488183021545,0.19101715087890625,0.34351885318756104,0.1776810586452484,0.17725728452205658,-0.036046914756298065,0.3155723512172699
was,0.22111038863658905,0.23203803598880768,0.41399896144866943,0.25264593958854675,0.23784595727920532,0.4470829963684082,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1876603662967682,0.24793598055839539,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
first,0.28086137771606445,0.2173307240009308,0.33691170811653137,0.2017267495393753,0.28701257705688477,0.45377472043037415,0.2717077434062958,0.20817767083644867,0.07933352887630463,0.18701928853988647
super,0.13651713728904724,0.10645568370819092,0.16038043797016144,0.18797411024570465,0.17709366977214813,0.16951335966587067,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.15528114140033722,0.18569406867027283,0.1892489492893219,0.19427603483200073,0.22041946649551392,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
to,0.455847829580307,0.2374807894229889,0.4452643394470215,0.2176830768585205,0.272149920463562,0.2828781306743622,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
feature,0.23320603370666504,0.14386899769306183,0.19561749696731567,0.14026296138763428,0.17386002838611603,0.15615889430046082,0.2085176706314087,0.14900103211402893,-0.07995389401912689,0.2893312871456146
a,0.3320399522781372,0.28626853227615356,0.2552328109741211,0.1884482353925705,0.21130098402500153,0.30341604351997375,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
quarterback,0.15767325460910797,0.25938284397125244,0.13718701899051666,0.29465755820274353,0.32953891158103943,0.17656059563159943,0.28511252999305725,0.37160974740982056,0.00444078492000699,0.13221268355846405
on,0.34226128458976746,0.22749492526054382,0.2670976221561432,0.14340966939926147,0.22181138396263123,0.3347817361354828,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
