,who,designed,the,forest,tapestry,in,the,v,&,a,collection,?
the,0.3733934462070465,0.2559613883495331,1.0,0.24134553968906403,0.32432854175567627,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
collection,0.11647152900695801,0.2010653018951416,0.25281965732574463,0.16350334882736206,0.3567197918891907,0.23004686832427979,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.9999998807907104,0.20069393515586853
has,0.2558172643184662,0.16265372931957245,0.4177538752555847,0.15236540138721466,0.19307194650173187,0.4173259735107422,0.4177538752555847,0.07488378137350082,0.1216270700097084,0.4670248031616211,0.1728775054216385,0.15994466841220856
numerous,0.24434210360050201,0.11444126069545746,0.3353725075721741,0.1538659930229187,0.1953117847442627,0.30740252137184143,0.3353725075721741,0.021210676059126854,0.08085133135318756,0.1547548472881317,0.26454100012779236,0.0875130444765091
examples,0.17728105187416077,0.25160688161849976,0.30092597007751465,0.08270850777626038,0.20740056037902832,0.25567561388015747,0.30092597007751465,0.12880930304527283,0.14307698607444763,0.2633219361305237,0.25887519121170044,0.19976599514484406
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.2309139519929886,0.3338794708251953,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.1826142966747284
various,0.21537287533283234,0.18348240852355957,0.3235042691230774,0.09376974403858185,0.19265682995319366,0.266343355178833,0.3235042691230774,0.11977513134479523,0.16195638477802277,0.17124241590499878,0.3063749670982361,0.12823495268821716
types,0.16785739362239838,0.21964222192764282,0.23509301245212555,0.09586174786090851,0.151228129863739,0.18516337871551514,0.23509301245212555,0.08368240296840668,0.11861208081245422,0.27099108695983887,0.216841459274292,0.1285012811422348
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.2309139519929886,0.3338794708251953,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.1826142966747284
textiles,0.13906553387641907,0.314540296792984,0.26939645409584045,0.13996127247810364,0.43039828538894653,0.2786903977394104,0.26939645409584045,0.07003729045391083,0.12968061864376068,0.19619262218475342,0.24477313458919525,0.06833552569150925
designed,0.21097040176391602,1.0,0.2559613883495331,0.07732746005058289,0.3265655040740967,0.22657902538776398,0.2559613883495331,0.18692530691623688,0.15487702190876007,0.28430381417274475,0.2010653018951416,0.11213942617177963
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.16046150028705597,0.22819288074970245,0.370934396982193,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.2678082287311554,0.17966607213020325
william,0.32068803906440735,0.12336456030607224,0.21537061035633087,0.17139708995819092,0.222336083650589,0.21605195105075836,0.21537061035633087,0.18227645754814148,0.1375914216041565,0.19269351661205292,0.1617477536201477,0.14462219178676605
morris,0.2211158573627472,0.10096455365419388,0.20765291154384613,0.08352530002593994,0.19622604548931122,0.23848596215248108,0.20765291154384613,0.1239863932132721,0.13839848339557648,0.20358721911907196,0.1597462147474289,0.1809966117143631
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2901519536972046,0.23794302344322205,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
including,0.2835840582847595,0.22490769624710083,0.3738902807235718,0.16580969095230103,0.2131786346435547,0.35857823491096497,0.3738902807235718,0.07733747363090515,0.24869678914546967,0.21045410633087158,0.32469215989112854,0.1633303165435791
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2901519536972046,0.23794302344322205,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
embroidery,0.15572510659694672,0.23677591979503632,0.1809588074684143,0.17990225553512573,0.5181041955947876,0.19777022302150726,0.1809588074684143,0.053510718047618866,0.07945527136325836,0.2590216398239136,0.2829683721065521,0.17243218421936035
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2901519536972046,0.23794302344322205,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
woven,0.1593574732542038,0.2460419237613678,0.2016974836587906,0.15442584455013275,0.47330984473228455,0.15328189730644226,0.2016974836587906,0.08506681770086288,0.07716117799282074,0.2436521053314209,0.253160297870636,0.14438338577747345
fabrics,0.21040669083595276,0.35185638070106506,0.18533189594745636,0.10447040945291519,0.4175778329372406,0.1459437608718872,0.18533189594745636,0.07824414223432541,0.11503016203641891,0.17830681800842285,0.2071966826915741,0.18828201293945312
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2901519536972046,0.23794302344322205,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
tapestries,0.24301981925964355,0.3814839720726013,0.2850809097290039,0.2116118222475052,0.7962943911552429,0.23872441053390503,0.2850809097290039,0.13593506813049316,0.11018890887498856,0.27172237634658813,0.3590417802333832,0.1611575335264206
(,0.2443375140428543,0.1161717101931572,0.33289089798927307,0.1459040343761444,0.08384979516267776,0.3087427020072937,0.33289089798927307,0.2043849378824234,0.21434709429740906,0.3206180930137634,0.20821598172187805,0.40561532974243164
including,0.2835840582847595,0.22490769624710083,0.3738902807235718,0.16580969095230103,0.2131786346435547,0.35857823491096497,0.3738902807235718,0.07733747363090515,0.24869678914546967,0.21045410633087158,0.32469215989112854,0.1633303165435791
'the,0.20303106307983398,0.17210425436496735,0.3932134211063385,0.24848103523254395,0.2987383306026459,0.3644907772541046,0.3932134211063385,0.14967699348926544,0.11723405122756958,0.2976221740245819,0.1997121274471283,0.16737021505832672
forest,0.1734786182641983,0.07732746005058289,0.24134553968906403,1.0000001192092896,0.14157135784626007,0.24136987328529358,0.24134553968906403,0.1283312886953354,0.1217564269900322,0.24025723338127136,0.16350334882736206,0.1214437186717987
',0.22534559667110443,0.20316576957702637,0.474788099527359,0.20234212279319763,0.1996501237154007,0.4158826768398285,0.474788099527359,0.2115018665790558,0.16416777670383453,0.48837921023368835,0.2383844554424286,0.330942302942276
tapestry,0.1838521808385849,0.3265655040740967,0.32432854175567627,0.14157135784626007,1.0,0.26853466033935547,0.32432854175567627,0.13144439458847046,0.11507690697908401,0.27101799845695496,0.3567197918891907,0.14881201088428497
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.2309139519929886,0.3338794708251953,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.1826142966747284
1887,0.04769701510667801,-0.13458919525146484,-0.032284706830978394,-0.056192170828580856,-0.07648385316133499,-0.07133353501558304,-0.032284706830978394,-0.06616098433732986,-0.056514255702495575,-0.12326499819755554,-0.09844784438610077,-0.017046842724084854
),0.2457384318113327,0.08523888885974884,0.3456730246543884,0.15610210597515106,0.11870385706424713,0.3326910734176636,0.3456730246543884,0.20857036113739014,0.1975884586572647,0.3640355169773102,0.2079451084136963,0.42300865054130554
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2901519536972046,0.23794302344322205,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
rugs,0.2363569438457489,0.2777024805545807,0.2105589658021927,0.17495308816432953,0.3947199285030365,0.17676986753940582,0.2105589658021927,0.056606829166412354,0.10725100338459015,0.2227209210395813,0.20880591869354248,0.14074210822582245
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.26268187165260315,0.2545706629753113,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.20544172823429108
carpets,0.14713406562805176,0.26890549063682556,0.24214400351047516,0.21004465222358704,0.4116503596305847,0.21549905836582184,0.24214400351047516,0.057321321219205856,0.16461706161499023,0.13903257250785828,0.288035124540329,0.12282828986644745
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2901519536972046,0.23794302344322205,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
as,0.3923053741455078,0.23383614420890808,0.48381632566452026,0.12052752822637558,0.22400975227355957,0.3887844979763031,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.23568034172058105,0.27043893933296204
well,0.3480316996574402,0.17608925700187683,0.42630070447921753,0.12943188846111298,0.24113702774047852,0.36612698435783386,0.42630070447921753,0.10357192158699036,0.16517320275306702,0.320642352104187,0.22726348042488098,0.24815571308135986
as,0.3923053741455078,0.23383614420890808,0.48381632566452026,0.12052752822637558,0.22400975227355957,0.3887844979763031,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.23568034172058105,0.27043893933296204
pattern,0.16572581231594086,0.12421266734600067,0.2485450804233551,0.12065624445676804,0.2154802829027176,0.20433473587036133,0.2485450804233551,0.16015973687171936,0.09553410112857819,0.305626779794693,0.15084023773670197,0.20064511895179749
