,most,of,the,museum,'s,collection,had,been,returned,by,which,year,?
by,0.270847886800766,0.3646814823150635,0.4408751428127289,0.15592984855175018,-0.010884488001465797,0.2678082287311554,0.37294110655784607,0.39107078313827515,0.2103281319141388,1.0000001192092896,0.40543368458747864,0.28805047273635864,0.17966607213020325
1948,0.07054232805967331,-0.016484376043081284,0.02564479038119316,-0.018660450354218483,0.035408880561590195,-0.016473209485411644,0.0006617999752052128,0.057911328971385956,-0.01392423640936613,-0.014539975672960281,0.07719319313764572,0.0031604385003447533,-0.10648800432682037
most,1.0,0.4178851246833801,0.47635307908058167,0.15799327194690704,0.024445664137601852,0.24239301681518555,0.2896747589111328,0.33751797676086426,0.15741391479969025,0.270847886800766,0.4637843072414398,0.26422736048698425,0.2107497900724411
of,0.4178851246833801,1.0,0.733189046382904,0.23314370214939117,-0.03817026689648628,0.2915455996990204,0.37755560874938965,0.31685134768486023,0.28002414107322693,0.3646814823150635,0.5011631846427917,0.2578314542770386,0.1826142966747284
the,0.47635307908058167,0.733189046382904,1.0,0.24861779808998108,-0.01540423184633255,0.25281965732574463,0.3875846862792969,0.3563927710056305,0.32857778668403625,0.4408751428127289,0.6521818041801453,0.3609684407711029,0.22068053483963013
collections,0.269905686378479,0.3185039758682251,0.27174001932144165,0.447247713804245,0.006817140616476536,0.9249221086502075,0.27878835797309875,0.26525619626045227,0.16355982422828674,0.26559463143348694,0.319350928068161,0.15668193995952606,0.1873358190059662
had,0.2896747589111328,0.37755560874938965,0.3875846862792969,0.16651499271392822,-0.004401352722197771,0.23588888347148895,0.9999999403953552,0.6048885583877563,0.4430961012840271,0.37294110655784607,0.3188965916633606,0.29678046703338623,0.20728366076946259
been,0.33751797676086426,0.31685134768486023,0.3563927710056305,0.16552354395389557,-0.10734795778989792,0.19439023733139038,0.6048885583877563,0.9999998807907104,0.3357822299003601,0.39107078313827515,0.36993977427482605,0.2560553550720215,0.24354910850524902
returned,0.15741391479969025,0.28002414107322693,0.32857778668403625,0.22614142298698425,-0.04012485593557358,0.12641853094100952,0.4430961012840271,0.3357822299003601,1.0,0.2103281319141388,0.16953375935554504,0.2697434723377228,0.07695316523313522
to,0.321603000164032,0.41548454761505127,0.535392165184021,0.1640389859676361,0.03782717138528824,0.15417452156543732,0.37984350323677063,0.34945759177207947,0.30012887716293335,0.33534231781959534,0.5345056653022766,0.23523004353046417,0.29463258385658264
the,0.47635307908058167,0.733189046382904,1.0,0.24861779808998108,-0.01540423184633255,0.25281965732574463,0.3875846862792969,0.3563927710056305,0.32857778668403625,0.4408751428127289,0.6521818041801453,0.3609684407711029,0.22068053483963013
museum,0.15799327194690704,0.23314370214939117,0.24861779808998108,1.0000001192092896,-0.011753248050808907,0.4441815912723541,0.16651499271392822,0.16552354395389557,0.22614142298698425,0.15592984855175018,0.22731433808803558,0.1009267270565033,0.14128351211547852
.,0.35404038429260254,0.5352458953857422,0.5934505462646484,0.19497929513454437,-0.003708066651597619,0.2516246736049652,0.37348684668540955,0.33645182847976685,0.22617055475711823,0.3936232924461365,0.45942068099975586,0.32538118958473206,0.4130953550338745
