,who,is,most,likely,to,teach,a,child,at,home,?
informal,0.26401573419570923,0.23649168014526367,0.19260333478450775,0.27430394291877747,0.26750510931015015,0.21421103179454803,0.281781941652298,0.13865183293819427,0.18741030991077423,0.12902866303920746,0.17082542181015015
learning,0.25985077023506165,0.19600103795528412,0.27735140919685364,0.23165082931518555,0.2609867453575134,0.567774772644043,0.23662391304969788,0.282426118850708,0.22934198379516602,0.1261812448501587,0.25810256600379944
may,0.23082798719406128,0.322792649269104,0.21794430911540985,0.36753666400909424,0.391582727432251,0.15809877216815948,0.29255667328834534,0.21962785720825195,0.2711789011955261,0.09419737756252289,0.2768254578113556
be,0.3371641933917999,0.4819129705429077,0.3381733000278473,0.4417785704135895,0.4972836375236511,0.24814555048942566,0.39883795380592346,0.21346686780452728,0.30379733443260193,0.1806442141532898,0.3324260413646698
assisted,0.34165269136428833,0.12669740617275238,0.2262033224105835,0.17433710396289825,0.26841625571250916,0.27587446570396423,0.2544112205505371,0.19187994301319122,0.21674534678459167,0.1876240074634552,0.08560974150896072
by,0.39727845788002014,0.3899846076965332,0.270847886800766,0.22235819697380066,0.33534231781959534,0.14033691585063934,0.32094135880470276,0.15601499378681183,0.2368064820766449,0.16632650792598724,0.17966607213020325
a,0.36608949303627014,0.658733606338501,0.3508910834789276,0.3132456839084625,0.45503583550453186,0.18608243763446808,1.0,0.18734344840049744,0.3095070421695709,0.26260659098625183,0.23916715383529663
teacher,0.35707929730415344,0.2001669555902481,0.13949039578437805,0.07109900563955307,0.1991342306137085,0.6285144090652466,0.31202319264411926,0.259179025888443,0.1889720857143402,0.22238130867481232,0.1797819435596466
occupying,0.22391673922538757,0.1879313588142395,0.1975616067647934,0.09036968648433685,0.2739917039871216,0.15542733669281006,0.234261155128479,0.11343720555305481,0.2647627592086792,0.1627427637577057,0.09100895375013351
a,0.36608949303627014,0.658733606338501,0.3508910834789276,0.3132456839084625,0.45503583550453186,0.18608243763446808,1.0,0.18734344840049744,0.3095070421695709,0.26260659098625183,0.23916715383529663
transient,0.16841551661491394,0.27895647287368774,0.2582874000072479,0.32900530099868774,0.2305445671081543,0.11701582372188568,0.2725192606449127,0.2165542095899582,0.17553529143333435,0.1361050009727478,0.18034781515598297
or,0.31144875288009644,0.41870999336242676,0.30746427178382874,0.43836501240730286,0.38921234011650085,0.19306370615959167,0.48853766918182373,0.1807873249053955,0.21026140451431274,0.16767795383930206,0.32389625906944275
ongoing,0.1532888263463974,0.23759374022483826,0.1943117082118988,0.32746100425720215,0.28776806592941284,0.10989405959844589,0.28042149543762207,0.14777357876300812,0.23796115815639496,0.12775667011737823,0.24929021298885345
role,0.2767873704433441,0.20847192406654358,0.2083391547203064,0.13414745032787323,0.17841029167175293,0.08925624191761017,0.22880133986473083,0.17334511876106262,0.12666238844394684,0.15672048926353455,0.18676944077014923
",",0.3365725874900818,0.4691906273365021,0.3636029064655304,0.22176046669483185,0.44245919585227966,0.22192275524139404,0.427140474319458,0.24469749629497528,0.38314947485923767,0.2790627181529999,0.31091248989105225
such,0.2594927251338959,0.23545363545417786,0.38148126006126404,0.3176654577255249,0.2871878743171692,0.20702366530895233,0.2706976532936096,0.17175166308879852,0.15276408195495605,0.18563257157802582,0.17851735651493073
as,0.3923053741455078,0.43216490745544434,0.3548237979412079,0.24862262606620789,0.42092081904411316,0.2547597289085388,0.39550232887268066,0.21148213744163513,0.28092536330223083,0.22556112706661224,0.27043893933296204
