,who,is,the,nfl,'s,vice,president,of,brand,and,creative,?
on,0.2340552806854248,0.3635730445384979,0.5107308030128479,0.18523651361465454,0.0026888418942689896,0.15171869099140167,0.18996542692184448,0.3966929316520691,0.1868440955877304,0.4077630043029785,0.14684024453163147,0.2714994251728058
june,0.23552022874355316,0.2469720095396042,0.24568822979927063,0.20633910596370697,-0.0547623410820961,0.18000975251197815,0.2920709550380707,0.19721001386642456,0.19965453445911407,0.2692793905735016,0.11275822669267654,0.31416764855384827
4,0.09137360751628876,0.025936461985111237,0.15499350428581238,0.03529456630349159,-0.0858617052435875,0.20102530717849731,0.204922154545784,0.17227263748645782,0.02507382072508335,0.11143114417791367,-0.02638145163655281,0.010515431873500347
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.18939071893692017,-0.0016132977325469255,0.2756725251674652,0.26552814245224,0.4946078956127167,0.26502054929733276,0.6633074283599854,0.21602694690227509,0.31091248989105225
2014,0.1893516480922699,0.16745887696743011,0.059490643441677094,0.10824394971132278,-0.012121890671551228,0.09945379942655563,0.11740035563707352,0.0493064783513546,0.14392925798892975,0.14333748817443848,-0.0058599067851901054,0.058127544820308685
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.18939071893692017,-0.0016132977325469255,0.2756725251674652,0.26552814245224,0.4946078956127167,0.26502054929733276,0.6633074283599854,0.21602694690227509,0.31091248989105225
the,0.3733934462070465,0.5823672413825989,1.0,0.15305201709270477,-0.01540423184633255,0.2412198781967163,0.24330610036849976,0.733189046382904,0.18590734899044037,0.5171257257461548,0.1688297688961029,0.22068053483963013
nfl,0.13425186276435852,0.12479410320520401,0.15305201709270477,1.0,0.01630374602973461,0.22348211705684662,0.22970446944236755,0.1524115800857544,0.10653813928365707,0.2080700695514679,0.17914602160453796,0.10610254108905792
announced,0.11685211956501007,0.13701672852039337,0.2277132272720337,0.2523188889026642,-0.056355372071266174,0.24745340645313263,0.3124748766422272,0.22339491546154022,0.29518893361091614,0.16773687303066254,0.20237120985984802,0.17416009306907654
that,0.45444270968437195,0.3995479643344879,0.5473989248275757,0.15213505923748016,0.04397977516055107,0.18082618713378906,0.19873183965682983,0.41498205065727234,0.20620881021022797,0.4731321930885315,0.2744285762310028,0.32716336846351624
the,0.3733934462070465,0.5823672413825989,1.0,0.15305201709270477,-0.01540423184633255,0.2412198781967163,0.24330610036849976,0.733189046382904,0.18590734899044037,0.5171257257461548,0.1688297688961029,0.22068053483963013
practice,0.29065191745758057,0.21584326028823853,0.27333036065101624,0.12826721370220184,0.06984969228506088,0.14253360033035278,0.11451953649520874,0.2597380578517914,0.14981910586357117,0.2791718542575836,0.24328555166721344,0.21386858820915222
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.1524115800857544,-0.03817026689648628,0.21141734719276428,0.21610750257968903,1.0,0.13266319036483765,0.5116966962814331,0.25801882147789,0.1826142966747284
branding,0.26225247979164124,0.21495428681373596,0.26101231575012207,0.1832032948732376,-0.033887218683958054,0.1287335753440857,0.12232321500778198,0.24734826385974884,0.7299423217773438,0.2731025815010071,0.3785593509674072,0.16631950438022614
super,0.1819351613521576,0.15390309691429138,0.21959073841571808,0.319060355424881,0.09726737439632416,0.12336721271276474,0.11904861032962799,0.14718765020370483,0.19824068248271942,0.18368244171142578,0.1513962745666504,0.166326642036438
bowl,0.09189514070749283,0.14233897626399994,0.21576224267482758,0.48354101181030273,-0.02838491089642048,0.09809011220932007,0.17701053619384766,0.2243070751428604,0.13646726310253143,0.1698254644870758,0.06895308941602707,0.21118052303791046
games,0.21274375915527344,0.17599987983703613,0.2676136791706085,0.3467232584953308,0.15553481876850128,0.18310576677322388,0.18755938112735748,0.2499092072248459,0.16011784970760345,0.23353584110736847,0.24178698658943176,0.1360001415014267
with,0.3282766342163086,0.3250955045223236,0.4223487675189972,0.18521657586097717,-0.04624466598033905,0.1132759153842926,0.14994901418685913,0.41827285289764404,0.23253534734249115,0.5477725267410278,0.21392011642456055,0.2433311939239502
roman,0.1856684684753418,0.16690842807292938,0.2862859070301056,0.12639591097831726,0.11189179122447968,0.11652170121669769,0.1415437012910843,0.31028008460998535,0.11611975729465485,0.2730041444301605,0.13396930694580078,0.1663191318511963
numerals,0.18482986092567444,0.21682307124137878,0.25819507241249084,0.2016570121049881,0.07116324454545975,0.1185685321688652,0.11510806530714035,0.2555062174797058,0.08856718987226486,0.20779448747634888,0.10469796508550644,0.22188253700733185
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.18939071893692017,-0.0016132977325469255,0.2756725251674652,0.26552814245224,0.4946078956127167,0.26502054929733276,0.6633074283599854,0.21602694690227509,0.31091248989105225
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.1210956797003746,0.04866964742541313,0.13536539673805237,0.16959697008132935,0.5052502155303955,0.21772219240665436,0.3739250600337982,0.20846913754940033,0.23916715383529663
practice,0.29065191745758057,0.21584326028823853,0.27333036065101624,0.12826721370220184,0.06984969228506088,0.14253360033035278,0.11451953649520874,0.2597380578517914,0.14981910586357117,0.2791718542575836,0.24328555166721344,0.21386858820915222
established,0.20118318498134613,0.1754443645477295,0.33092597126960754,0.08761250227689743,-0.05163693428039551,0.1667851358652115,0.21103452146053314,0.2735237777233124,0.15515148639678955,0.2369968742132187,0.08102813363075256,0.15917523205280304
at,0.22096660733222961,0.25906258821487427,0.457212895154953,0.20260320603847504,-0.08481216430664062,0.10861647129058838,0.1509951651096344,0.42558613419532776,0.11211863160133362,0.3571503460407257,0.18401435017585754,0.21978627145290375
super,0.1819351613521576,0.15390309691429138,0.21959073841571808,0.319060355424881,0.09726737439632416,0.12336721271276474,0.11904861032962799,0.14718765020370483,0.19824068248271942,0.18368244171142578,0.1513962745666504,0.166326642036438
bowl,0.09189514070749283,0.14233897626399994,0.21576224267482758,0.48354101181030273,-0.02838491089642048,0.09809011220932007,0.17701053619384766,0.2243070751428604,0.13646726310253143,0.1698254644870758,0.06895308941602707,0.21118052303791046
v,0.06742344051599503,0.16126930713653564,0.18580520153045654,0.12587018311023712,-0.008823617361485958,0.11397253721952438,0.15431660413742065,0.1655031144618988,0.12848716974258423,0.19040757417678833,0.14260859787464142,0.28677162528038025
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.18939071893692017,-0.0016132977325469255,0.2756725251674652,0.26552814245224,0.4946078956127167,0.26502054929733276,0.6633074283599854,0.21602694690227509,0.31091248989105225
would,0.3632977604866028,0.33626067638397217,0.4133751392364502,0.16166402399539948,0.036968596279621124,0.203815296292305,0.18554231524467468,0.3353942930698395,0.23678557574748993,0.34921059012413025,0.24425984919071198,0.37178951501846313
be,0.3371641933917999,0.4819129705429077,0.4248143136501312,0.12418080866336823,0.025217169895768166,0.20038671791553497,0.1541743278503418,0.33904364705085754,0.1876801699399948,0.41766801476478577,0.1531522572040558,0.3324260413646698
