,when,was,the,mass,high,school,education,movement,?
during,0.46721696853637695,0.4470829963684082,0.4838213622570038,0.19194114208221436,0.16778922080993652,0.16465038061141968,0.17693781852722168,0.2561885714530945,0.1325719803571701
the,0.5091903209686279,0.48711544275283813,1.0,0.2284930944442749,0.28034812211990356,0.22953221201896667,0.23982903361320496,0.339571475982666,0.22068053483963013
mass,0.1852782517671585,0.16957920789718628,0.2284930944442749,1.0000001192092896,0.15522876381874084,0.10853847861289978,0.12766289710998535,0.23401768505573273,0.2076406031847
high,0.20577524602413177,0.19978567957878113,0.28034812211990356,0.15522876381874084,1.0,0.5397339463233948,0.32903406023979187,0.14251722395420074,0.11137914657592773
school,0.21397973597049713,0.25740107893943787,0.22953221201896667,0.10853847861289978,0.5397339463233948,1.0,0.5861870050430298,0.1308644413948059,0.15091250836849213
education,0.15827520191669464,0.23187610507011414,0.23982903361320496,0.12766289710998535,0.32903406023979187,0.5861870050430298,1.0,0.22377124428749084,0.18067774176597595
movement,0.28646430373191833,0.18520963191986084,0.339571475982666,0.23401768505573273,0.14251722395420074,0.1308644413948059,0.22377124428749084,1.0,0.1423349231481552
from,0.405669629573822,0.31171464920043945,0.40150508284568787,0.16470669209957123,0.193696990609169,0.1915854513645172,0.19191351532936096,0.23928771913051605,0.19969791173934937
1910–1940,0.13016749918460846,0.13263612985610962,0.2948594391345978,0.20475666224956512,0.13923202455043793,0.17250777781009674,0.22990384697914124,0.15469571948051453,0.15109507739543915
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2439754158258438,0.27938312292099,0.27141863107681274,0.2718683183193207,0.1862073689699173,0.31091248989105225
there,0.34822648763656616,0.24909798800945282,0.47025805711746216,0.22183279693126678,0.21173454821109772,0.2183125615119934,0.12745074927806854,0.18673110008239746,0.29405656456947327
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.16957920789718628,0.19978567957878113,0.25740107893943787,0.23187610507011414,0.18520963191986084,0.18412111699581146
an,0.33026179671287537,0.3694365322589874,0.4207492768764496,0.20003743469715118,0.13532011210918427,0.17441901564598083,0.1506793051958084,0.2055855393409729,0.19793890416622162
increase,0.2808166742324829,0.13373249769210815,0.32049667835235596,0.2556792199611664,0.31398773193359375,0.1313745379447937,0.19425877928733826,0.30234360694885254,0.11119163036346436
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.1766357719898224,0.2652597725391388,0.26157811284065247,0.2654339671134949,0.26725053787231445,0.20430970191955566
skilled,0.2549964487552643,0.22478309273719788,0.15767402946949005,0.09649137407541275,0.2109883725643158,0.2575110197067261,0.25906601548194885,0.14015455543994904,0.1555546671152115
workers,0.17852024734020233,0.21813365817070007,0.23066683113574982,0.17464493215084076,0.14008451998233795,0.17428964376449585,0.2878688871860504,0.23221145570278168,0.1706571877002716
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2439754158258438,0.27938312292099,0.27141863107681274,0.2718683183193207,0.1862073689699173,0.31091248989105225
which,0.572554349899292,0.2830964922904968,0.6521818041801453,0.2918572425842285,0.25426656007766724,0.19108018279075623,0.1723235547542572,0.3471234440803528,0.25814583897590637
led,0.2072276622056961,0.34443995356559753,0.3267505168914795,0.13637979328632355,0.17211005091667175,0.14996910095214844,0.1644057035446167,0.2405056655406952,0.09273858368396759
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.20907121896743774,0.28947713971138,0.24496325850486755,0.2626708149909973,0.2780168950557709,0.29463258385658264
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.21558082103729248,0.22865821421146393,0.2245093584060669,0.21779850125312805,0.23380696773529053,0.23916715383529663
decrease,0.28649911284446716,0.10989419370889664,0.2781965136528015,0.2409258931875229,0.31989654898643494,0.10840147733688354,0.16359281539916992,0.2247559130191803,0.08518534898757935
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.1766357719898224,0.2652597725391388,0.26157811284065247,0.2654339671134949,0.26725053787231445,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,1.0,0.2284930944442749,0.28034812211990356,0.22953221201896667,0.23982903361320496,0.339571475982666,0.22068053483963013
price,0.17377425730228424,0.2517668902873993,0.22636492550373077,0.14780378341674805,0.22071853280067444,0.18542835116386414,0.17781788110733032,0.06432471424341202,0.14631175994873047
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.26915112137794495,0.2803038954734802,0.2391800880432129,0.3015166223049164,0.2662941515445709,0.1826142966747284
skilled,0.2549964487552643,0.22478309273719788,0.15767402946949005,0.09649137407541275,0.2109883725643158,0.2575110197067261,0.25906601548194885,0.14015455543994904,0.1555546671152115
labor,0.23758067190647125,0.2392341047525406,0.21506793797016144,0.13933387398719788,0.09811728447675705,0.12173859030008316,0.32527196407318115,0.22721600532531738,0.19386747479438782
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.25224974751472473,0.24301011860370636,0.24214158952236176,0.27047446370124817,0.22796523571014404,0.4130953550338745
