,how,many,chloroplasts,are,in,stomatal,guard,cells,?
palisade,0.05176333710551262,0.2073676735162735,0.2964438498020172,0.1801828294992447,0.2619294226169586,0.3429689407348633,0.13951930403709412,0.2670760154724121,0.08470100909471512
mesophyll,0.2461061179637909,0.2664867639541626,0.5719059109687805,0.2885928153991699,0.25911617279052734,0.5371225476264954,0.11438609659671783,0.41817760467529297,0.19982145726680756
cells,0.24193938076496124,0.2433140128850937,0.6158713102340698,0.2908284366130829,0.1711641103029251,0.4574410021305084,0.2092939168214798,1.0,0.1898086667060852
can,0.49246567487716675,0.4275496006011963,0.29016172885894775,0.5408529043197632,0.26527702808380127,0.38357365131378174,0.07916246354579926,0.32483595609664917,0.3226337134838104
contain,0.2636528015136719,0.35166433453559875,0.3972540497779846,0.5326977372169495,0.23975171148777008,0.3439929485321045,0.11226709932088852,0.3480587899684906,0.18853069841861725
30–70,0.20117291808128357,0.19782531261444092,0.17834503948688507,0.2228306531906128,0.21021495759487152,0.24584317207336426,0.10699379444122314,0.24493323266506195,0.20358239114284515
chloroplasts,0.2384049892425537,0.25650450587272644,0.9999999403953552,0.3103833794593811,0.21141497790813446,0.5668027997016907,0.17387916147708893,0.6158713102340698,0.13049766421318054
per,0.2243444174528122,0.16423305869102478,0.17940734326839447,0.21594563126564026,0.1975519210100174,0.1662290096282959,0.07308745384216309,0.15556202828884125,0.22323818504810333
cell,0.20469050109386444,0.19000083208084106,0.5408841967582703,0.19039002060890198,0.16478286683559418,0.37649568915367126,0.17476460337638855,0.7729857563972473,0.2058541625738144
",",0.22659391164779663,0.40610817074775696,0.20794041454792023,0.4062570035457611,0.5201468467712402,0.3339351713657379,0.22629089653491974,0.20582014322280884,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.23798267543315887,0.34230953454971313,0.3399278521537781,0.23961760103702545,0.2669948935508728,0.1804245561361313,0.21076419949531555
stomatal,0.2954024374485016,0.28497105836868286,0.5668027997016907,0.3692113757133484,0.29393869638442993,1.0000001192092896,0.2721639573574066,0.4574410021305084,0.2566603720188141
guard,0.1639660745859146,0.137734055519104,0.17387916147708893,0.19181190431118011,0.20266932249069214,0.2721639573574066,1.0,0.2092939168214798,0.11036597937345505
cells,0.24193938076496124,0.2433140128850937,0.6158713102340698,0.2908284366130829,0.1711641103029251,0.4574410021305084,0.2092939168214798,1.0,0.1898086667060852
contain,0.2636528015136719,0.35166433453559875,0.3972540497779846,0.5326977372169495,0.23975171148777008,0.3439929485321045,0.11226709932088852,0.3480587899684906,0.18853069841861725
only,0.36590442061424255,0.4670507609844208,0.31496280431747437,0.4533037543296814,0.42992329597473145,0.3129913806915283,0.17363135516643524,0.2781037986278534,0.2767370045185089
around,0.3297552764415741,0.4112928509712219,0.23327584564685822,0.3560173511505127,0.41294145584106445,0.2918796241283417,0.10974600911140442,0.19946232438087463,0.14729668200016022
8–15,-0.13832850754261017,-0.13318008184432983,-0.01777404546737671,-0.07984886318445206,-0.1883855164051056,0.023034973070025444,-0.14708149433135986,-0.08362531661987305,-0.12084157764911652
per,0.2243444174528122,0.16423305869102478,0.17940734326839447,0.21594563126564026,0.1975519210100174,0.1662290096282959,0.07308745384216309,0.15556202828884125,0.22323818504810333
cell,0.20469050109386444,0.19000083208084106,0.5408841967582703,0.19039002060890198,0.16478286683559418,0.37649568915367126,0.17476460337638855,0.7729857563972473,0.2058541625738144
",",0.22659391164779663,0.40610817074775696,0.20794041454792023,0.4062570035457611,0.5201468467712402,0.3339351713657379,0.22629089653491974,0.20582014322280884,0.31091248989105225
as,0.33782753348350525,0.4070141911506653,0.22593098878860474,0.3826591968536377,0.3887844979763031,0.22097806632518768,0.277446448802948,0.2328435331583023,0.27043893933296204
well,0.410734087228775,0.5438802242279053,0.2491588592529297,0.44987359642982483,0.36612698435783386,0.24287843704223633,0.23506081104278564,0.18440411984920502,0.24815571308135986
as,0.33782753348350525,0.4070141911506653,0.22593098878860474,0.3826591968536377,0.3887844979763031,0.22097806632518768,0.277446448802948,0.2328435331583023,0.27043893933296204
much,0.46556615829467773,0.4752063453197479,0.2259955108165741,0.2937524914741516,0.2725222110748291,0.24889037013053894,0.12423880398273468,0.18720009922981262,0.23442231118679047
less,0.3495950996875763,0.3831726610660553,0.2558654844760895,0.37797531485557556,0.2661931812763214,0.2567406892776489,0.10926379263401031,0.2511942684650421,0.22418740391731262
chlorophyll,0.22841833531856537,0.1804676353931427,0.8413407206535339,0.22023333609104156,0.16032609343528748,0.5072736144065857,0.12664826214313507,0.5121519565582275,0.1099696233868599
.,0.3287222981452942,0.3974229395389557,0.23868323862552643,0.3452940285205841,0.5591574311256409,0.3442920446395874,0.25777167081832886,0.2868211269378662,0.4130953550338745
