,what,graphic,designer,designed,the,abc,logo,in,it,'s,most,known,form,?
in,0.30808621644973755,0.2011031210422516,0.16848240792751312,0.22657902538776398,0.6662389636039734,0.1697147786617279,0.1848117560148239,1.0,0.5130809545516968,-0.037580832839012146,0.41416558623313904,0.32641831040382385,0.2815987169742584,0.20430970191955566
1962,-0.001027831924147904,-0.0859956368803978,-0.13047394156455994,-0.16339169442653656,-0.023296929895877838,-0.12502028048038483,-0.08068142086267471,-0.0651141032576561,-0.02758760377764702,0.02088261768221855,0.018881719559431076,-0.017622290179133415,0.005135060753673315,-0.008269774727523327
",",0.3087472915649414,0.2945423722267151,0.2310541421175003,0.201692596077919,0.4933079481124878,0.2097204476594925,0.20034073293209076,0.5201468467712402,0.48329564929008484,-0.0016132977325469255,0.3636029064655304,0.3604377806186676,0.21805599331855774,0.31091248989105225
graphic,0.16899645328521729,1.0,0.41196176409721375,0.29604580998420715,0.21247245371341705,0.16287150979042053,0.24944473803043365,0.2011031210422516,0.18677659332752228,-0.011928278021514416,0.18953314423561096,0.18331560492515564,0.18239015340805054,0.1509546935558319
designer,0.1652144342660904,0.41196176409721375,1.0,0.6663016080856323,0.19174696505069733,0.12630261480808258,0.22765980660915375,0.16848240792751312,0.20534004271030426,0.07128097862005234,0.14281579852104187,0.2077445536851883,0.032717540860176086,0.15322723984718323
paul,0.11217030137777328,0.17253965139389038,0.1426958590745926,0.09354154765605927,0.19191958010196686,0.11313698440790176,0.14056608080863953,0.21331322193145752,0.16953346133232117,-0.028859924525022507,0.05986883118748665,0.19233189523220062,0.10764046013355255,0.16611461341381073
rand,0.23037707805633545,0.26930075883865356,0.26245883107185364,0.16764628887176514,0.16493244469165802,0.21083784103393555,0.2207421511411667,0.24292322993278503,0.18173162639141083,0.10749068111181259,0.17284159362316132,0.1256469339132309,0.09719887375831604,0.1897866129875183
redesigned,0.20439890027046204,0.27439072728157043,0.545555830001831,0.7736439108848572,0.2598510682582855,0.11966869980096817,0.3519374430179596,0.1676761955022812,0.32395705580711365,0.016579382121562958,0.1418352574110031,0.14707519114017487,0.03431148827075958,0.18504595756530762
the,0.42745697498321533,0.21247245371341705,0.19174696505069733,0.2559613883495331,1.0,0.2068762183189392,0.2806010842323303,0.6662389636039734,0.6251175999641418,-0.01540423184633255,0.47635307908058167,0.3624623417854309,0.29286009073257446,0.22068053483963013
abc,0.1317344456911087,0.16287150979042053,0.12630261480808258,0.07537854462862015,0.2068762183189392,1.0000001192092896,0.23574566841125488,0.1697147786617279,0.17324577271938324,0.06670809537172318,0.12975531816482544,0.1306922435760498,0.06564827263355255,0.19065172970294952
logo,0.21781428158283234,0.24944473803043365,0.22765980660915375,0.22360152006149292,0.2806010842323303,0.23574566841125488,1.0000001192092896,0.1848117560148239,0.28886300325393677,0.036982785910367966,0.1041049212217331,0.1000099778175354,0.15841172635555267,0.23347119987010956
into,0.2180619090795517,0.12267285585403442,0.06205131113529205,0.10147859901189804,0.39493247866630554,0.10410027205944061,0.05634983256459236,0.38021373748779297,0.33015328645706177,0.00961404386907816,0.19537433981895447,0.1555754393339157,0.32858723402023315,0.15662476420402527
its,0.30393704771995544,0.1760094165802002,0.15824361145496368,0.21289053559303284,0.559237003326416,0.19045390188694,0.3177327811717987,0.3793783485889435,0.5786119699478149,0.03202139586210251,0.32324016094207764,0.31007078289985657,0.2492789775133133,0.15103481709957123
best-known,0.268485426902771,0.20982401072978973,0.19839054346084595,0.13640831410884857,0.45662784576416016,0.2193482518196106,0.1836605966091156,0.3690468966960907,0.28655338287353516,0.03333001956343651,0.4120839834213257,0.7352324724197388,0.18473166227340698,0.2836571931838989
(,0.2411840260028839,0.1906183958053589,0.1839592456817627,0.1161717101931572,0.33289089798927307,0.183883935213089,0.1609923243522644,0.3087427020072937,0.2745298147201538,0.0012731997994706035,0.20654040575027466,0.2843264043331146,0.1860738843679428,0.40561532974243164
and,0.31309178471565247,0.26801183819770813,0.225722536444664,0.2359010875225067,0.5171257257461548,0.16453155875205994,0.146534726023674,0.4954058527946472,0.40957894921302795,0.06895173341035843,0.4309377074241638,0.3468935489654541,0.30469027161598206,0.20544172823429108
current,0.18294453620910645,0.1450854241847992,0.13214509189128876,0.1604723036289215,0.3314409554004669,0.17589730024337769,0.24321462213993073,0.1955713927745819,0.21736566722393036,0.004145179875195026,0.1402759850025177,0.1528947502374649,0.12368247658014297,0.12074550241231918
),0.26259949803352356,0.21299824118614197,0.18837766349315643,0.08523888885974884,0.3456730246543884,0.18381085991859436,0.15031807124614716,0.3326910734176636,0.28560304641723633,0.021107977256178856,0.23620007932186127,0.297453910112381,0.20926380157470703,0.42300865054130554
form,0.15868011116981506,0.18239015340805054,0.032717540860176086,0.0412508100271225,0.29286009073257446,0.06564827263355255,0.15841172635555267,0.2815987169742584,0.31451088190078735,0.07059726119041443,0.2929508090019226,0.21961110830307007,0.9999999403953552,0.1463010311126709
",",0.3087472915649414,0.2945423722267151,0.2310541421175003,0.201692596077919,0.4933079481124878,0.2097204476594925,0.20034073293209076,0.5201468467712402,0.48329564929008484,-0.0016132977325469255,0.3636029064655304,0.3604377806186676,0.21805599331855774,0.31091248989105225
with,0.2464839518070221,0.20830291509628296,0.14088000357151031,0.21504513919353485,0.4223487675189972,0.17432008683681488,0.18333391845226288,0.4080928862094879,0.3369046747684479,-0.04624466598033905,0.336320698261261,0.23440474271774292,0.29348593950271606,0.2433311939239502
the,0.42745697498321533,0.21247245371341705,0.19174696505069733,0.2559613883495331,1.0,0.2068762183189392,0.2806010842323303,0.6662389636039734,0.6251175999641418,-0.01540423184633255,0.47635307908058167,0.3624623417854309,0.29286009073257446,0.22068053483963013
lowercase,0.249615877866745,0.2547488510608673,0.11551700532436371,0.09685584157705307,0.2886088192462921,0.20391492545604706,0.3105415403842926,0.21323256194591522,0.2701099216938019,0.004732208792120218,0.18019983172416687,0.17485305666923523,0.26256614923477173,0.29795828461647034
letters,0.1743541657924652,0.2190556824207306,0.09669125080108643,0.14519840478897095,0.23764781653881073,0.22180816531181335,0.23700784146785736,0.1873265951871872,0.17203575372695923,0.06331107020378113,0.16350945830345154,0.1410106122493744,0.2254539430141449,0.18739263713359833
``,0.008517155423760414,-0.052798304706811905,-0.05706333369016647,-0.05251215770840645,0.029072100296616554,-0.04806871339678764,-0.06913861632347107,0.04765888676047325,0.035206809639930725,-0.03416389226913452,0.08567854017019272,0.00922766886651516,0.11812715977430344,0.0685480609536171
abc,0.1317344456911087,0.16287150979042053,0.12630261480808258,0.07537854462862015,0.2068762183189392,1.0000001192092896,0.23574566841125488,0.1697147786617279,0.17324577271938324,0.06670809537172318,0.12975531816482544,0.1306922435760498,0.06564827263355255,0.19065172970294952
'',0.08143015950918198,0.07856467366218567,0.10042943060398102,0.017010018229484558,0.041273195296525955,-0.05768610164523125,0.029102830216288567,0.07432962208986282,-0.016964951530098915,-0.04859459400177002,0.01990530639886856,0.06905213743448257,-0.04621269181370735,0.018684765323996544
enclosed,0.10634869337081909,0.10833904892206192,0.08863281458616257,0.2379290759563446,0.2709352374076843,0.11141026765108109,0.15716633200645447,0.2464178502559662,0.22057829797267914,-0.03500570356845856,0.12633924186229706,0.13611459732055664,0.2041122168302536,0.10430170595645905
in,0.30808621644973755,0.2011031210422516,0.16848240792751312,0.22657902538776398,0.6662389636039734,0.1697147786617279,0.1848117560148239,1.0,0.5130809545516968,-0.037580832839012146,0.41416558623313904,0.32641831040382385,0.2815987169742584,0.20430970191955566
a,0.3320399522781372,0.24900485575199127,0.23368574678897858,0.28430381417274475,0.5829201340675354,0.21331243216991425,0.21248295903205872,0.539380669593811,0.5452592968940735,0.04866964742541313,0.3508910834789276,0.30882248282432556,0.3088195323944092,0.23916715383529663
single,0.24458327889442444,0.17905321717262268,0.14099623262882233,0.15299555659294128,0.29338565468788147,0.2016807645559311,0.0828571543097496,0.23017926514148712,0.26235145330429077,0.02529025822877884,0.2827304005622864,0.1464010626077652,0.16788402199745178,0.2151121199131012
