,where,are,the,specialized,cells,that,eliminate,cells,that,recognize,self-antigens,located,?
one,0.3907615840435028,0.42537835240364075,0.5514441132545471,0.2663000524044037,0.19492670893669128,0.5133185982704163,0.20381340384483337,0.19492670893669128,0.5133185982704163,0.2680513858795166,0.2943965196609497,0.2584690451622009,0.2673267424106598
of,0.38066378235816956,0.39081433415412903,0.733189046382904,0.2455318421125412,0.21305565536022186,0.41498205065727234,0.19337162375450134,0.21305565536022186,0.41498205065727234,0.34210383892059326,0.30625781416893005,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.40399202704429626,1.0,0.2636861503124237,0.19095487892627716,0.5473989248275757,0.21384422481060028,0.19095487892627716,0.5473989248275757,0.32986918091773987,0.3132968544960022,0.407527357339859,0.22068053483963013
functions,0.21445755660533905,0.3295574486255646,0.2567043900489807,0.366057813167572,0.3345703184604645,0.300773561000824,0.18473933637142181,0.3345703184604645,0.300773561000824,0.2396698296070099,0.41057640314102173,0.15820667147636414,0.13745930790901184
of,0.38066378235816956,0.39081433415412903,0.733189046382904,0.2455318421125412,0.21305565536022186,0.41498205065727234,0.19337162375450134,0.21305565536022186,0.41498205065727234,0.34210383892059326,0.30625781416893005,0.32520920038223267,0.1826142966747284
specialized,0.27547916769981384,0.39048901200294495,0.2636861503124237,1.0,0.2915448844432831,0.27319422364234924,0.13959571719169617,0.2915448844432831,0.27319422364234924,0.23215395212173462,0.3229221701622009,0.25967296957969666,0.14791558682918549
cells,0.19898493587970734,0.2908284366130829,0.19095487892627716,0.2915448844432831,1.0,0.2709589898586273,0.224692240357399,1.0,0.2709589898586273,0.21322911977767944,0.5394136905670166,0.13138210773468018,0.1898086667060852
(,0.1970011591911316,0.23263892531394958,0.33289089798927307,0.1331484466791153,0.2060161978006363,0.2264307141304016,0.10900525003671646,0.2060161978006363,0.2264307141304016,0.17492951452732086,0.26900339126586914,0.21025894582271576,0.40561532974243164
located,0.350632905960083,0.24096766114234924,0.407527357339859,0.25967296957969666,0.13138210773468018,0.1796129047870636,0.05332731455564499,0.13138210773468018,0.1796129047870636,0.16463732719421387,0.09744369238615036,1.0,0.08983194828033447
in,0.5344807505607605,0.3841303884983063,0.6662389636039734,0.27194300293922424,0.1711641103029251,0.435920387506485,0.1258598268032074,0.1711641103029251,0.435920387506485,0.30322882533073425,0.24253636598587036,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.40399202704429626,1.0,0.2636861503124237,0.19095487892627716,0.5473989248275757,0.21384422481060028,0.19095487892627716,0.5473989248275757,0.32986918091773987,0.3132968544960022,0.407527357339859,0.22068053483963013
thymus,0.16231518983840942,0.3035191297531128,0.25026923418045044,0.27950289845466614,0.45253491401672363,0.26373493671417236,0.09956886619329453,0.45253491401672363,0.26373493671417236,0.11242054402828217,0.4438974857330322,0.13794739544391632,0.20653122663497925
and,0.43859338760375977,0.48576638102531433,0.5171257257461548,0.31727203726768494,0.24033623933792114,0.4731321930885315,0.1636992245912552,0.24033623933792114,0.4731321930885315,0.27655500173568726,0.2821474075317383,0.24183952808380127,0.20544172823429108
bone,0.16496075689792633,0.14009146392345428,0.22163386642932892,0.21035034954547882,0.35615772008895874,0.2183990478515625,0.08319102972745895,0.35615772008895874,0.2183990478515625,0.1555238664150238,0.28426218032836914,0.06750927865505219,0.14841477572917938
marrow,0.2438058853149414,0.2298913300037384,0.23002713918685913,0.26993387937545776,0.4803698658943176,0.3215394616127014,0.21329417824745178,0.4803698658943176,0.3215394616127014,0.26383233070373535,0.4282728135585785,0.13637784123420715,0.14642228186130524
),0.20711064338684082,0.2373749315738678,0.3456730246543884,0.153819277882576,0.17987960577011108,0.23478686809539795,0.0804477334022522,0.17987960577011108,0.23478686809539795,0.17572490870952606,0.2397906333208084,0.19755883514881134,0.42300865054130554
is,0.3586711287498474,0.5330929756164551,0.5823672413825989,0.21831098198890686,0.1644774079322815,0.3995479643344879,0.11743063479661942,0.1644774079322815,0.3995479643344879,0.23268704116344452,0.28106728196144104,0.35717159509658813,0.22961433231830597
to,0.47735077142715454,0.3504326641559601,0.535392165184021,0.2341577559709549,0.26320719718933105,0.5436353087425232,0.29878073930740356,0.26320719718933105,0.5436353087425232,0.34952905774116516,0.311705082654953,0.20850814878940582,0.29463258385658264
present,0.20419515669345856,0.20985287427902222,0.2829846143722534,0.11762216687202454,0.16163404285907745,0.25174012780189514,0.11091474443674088,0.16163404285907745,0.25174012780189514,0.26240408420562744,0.22689102590084076,0.2052566558122635,0.21759982407093048
young,0.23242461681365967,0.21606162190437317,0.2729646563529968,0.16997578740119934,0.11765147000551224,0.244308739900589,0.11040861159563065,0.11765147000551224,0.244308739900589,0.19541755318641663,0.22490862011909485,0.08345130831003189,0.14931946992874146
lymphocytes,0.1897161900997162,0.33754250407218933,0.22336585819721222,0.2787981927394867,0.7143646478652954,0.24881938099861145,0.24829228222370148,0.7143646478652954,0.24881938099861145,0.2008213996887207,0.6222732067108154,0.12276963144540787,0.18689562380313873
with,0.4142743945121765,0.38996943831443787,0.4223487675189972,0.23389409482479095,0.2187740057706833,0.4154358208179474,0.26220884919166565,0.2187740057706833,0.4154358208179474,0.25432655215263367,0.2774209678173065,0.12990716099739075,0.2433311939239502
self,0.0766596570611,0.1647612452507019,0.15625660121440887,0.18878956139087677,0.17783845961093903,0.23496095836162567,0.16401134431362152,0.17783845961093903,0.23496095836162567,0.18355101346969604,0.4592541754245758,0.07710105180740356,0.13157562911510468
antigens,0.2293923944234848,0.3016895651817322,0.2716159522533417,0.3197478950023651,0.5661771297454834,0.2741839289665222,0.28788065910339355,0.5661771297454834,0.2741839289665222,0.30095183849334717,0.922605037689209,0.07265481352806091,0.21072189509868622
produced,0.19472821056842804,0.1927390992641449,0.22045251727104187,0.2503737807273865,0.2253560572862625,0.2527473568916321,0.17067722976207733,0.2253560572862625,0.2527473568916321,0.1628752499818802,0.23541957139968872,0.19394485652446747,0.1623450517654419
throughout,0.34492164850234985,0.29618778824806213,0.4158564507961273,0.2515898048877716,0.15625086426734924,0.35608357191085815,0.11688679456710815,0.15625086426734924,0.35608357191085815,0.221977099776268,0.22635243833065033,0.15765729546546936,0.12665234506130219
the,0.5003893971443176,0.40399202704429626,1.0,0.2636861503124237,0.19095487892627716,0.5473989248275757,0.21384422481060028,0.19095487892627716,0.5473989248275757,0.32986918091773987,0.3132968544960022,0.407527357339859,0.22068053483963013
body,0.21554996073246002,0.2451179027557373,0.31682634353637695,0.24701189994812012,0.36677518486976624,0.32291916012763977,0.15436768531799316,0.36677518486976624,0.32291916012763977,0.25102606415748596,0.38222813606262207,0.13431580364704132,0.20136451721191406
and,0.43859338760375977,0.48576638102531433,0.5171257257461548,0.31727203726768494,0.24033623933792114,0.4731321930885315,0.1636992245912552,0.24033623933792114,0.4731321930885315,0.27655500173568726,0.2821474075317383,0.24183952808380127,0.20544172823429108
