,the,walt,disney,company,is,a,part,owner,of,what,vod,streaming,service,?
the,1.0,0.2561357319355011,0.24980762600898743,0.26591673493385315,0.5823672413825989,0.5829201340675354,0.527681291103363,0.22181597352027893,0.733189046382904,0.42745697498321533,0.2821354568004608,0.25890758633613586,0.22661015391349792,0.22068053483963013
walt,0.2561357319355011,0.9999999403953552,0.8116229772567749,0.31658700108528137,0.21739564836025238,0.23267912864685059,0.15606620907783508,0.2857988178730011,0.21986570954322815,0.1869807094335556,0.17452768981456757,0.24570348858833313,0.20534531772136688,0.18540392816066742
disney,0.24980762600898743,0.8116229772567749,1.0,0.29213109612464905,0.18704643845558167,0.21907898783683777,0.1760566532611847,0.2594728469848633,0.19926400482654572,0.19632026553153992,0.1615741103887558,0.2516186535358429,0.20166602730751038,0.22150784730911255
company,0.26591673493385315,0.31658700108528137,0.29213109612464905,1.0,0.18005689978599548,0.22037413716316223,0.2390178143978119,0.4391859173774719,0.20467796921730042,0.2333769053220749,0.16338978707790375,0.21465709805488586,0.265422523021698,0.12195809185504913
is,0.5823672413825989,0.21739564836025238,0.18704643845558167,0.18005689978599548,1.0,0.658733606338501,0.4582172930240631,0.20626334846019745,0.4854315221309662,0.28837618231773376,0.21598410606384277,0.23577673733234406,0.15705204010009766,0.22961433231830597
also,0.6021018624305725,0.23494753241539001,0.2207544445991516,0.21313920617103577,0.5012649297714233,0.5149940252304077,0.3594053089618683,0.24661417305469513,0.4924938678741455,0.42747777700424194,0.23097102344036102,0.2879384756088257,0.24828767776489258,0.21848613023757935
a,0.5829201340675354,0.23267912864685059,0.21907898783683777,0.22037413716316223,0.658733606338501,1.0,0.3994528353214264,0.24004080891609192,0.5052502155303955,0.3320399522781372,0.2445567399263382,0.2633991539478302,0.23104366660118103,0.23916715383529663
part-owner,0.40839383006095886,0.3665158152580261,0.32289302349090576,0.44516217708587646,0.3237946331501007,0.38604310154914856,0.3836604952812195,0.7370548248291016,0.3494848906993866,0.2538136839866638,0.3139193058013916,0.3146434724330902,0.24919144809246063,0.23760047554969788
of,0.733189046382904,0.21986570954322815,0.19926400482654572,0.20467796921730042,0.4854315221309662,0.5052502155303955,0.452393114566803,0.1597081422805786,1.0,0.33290785551071167,0.2011662721633911,0.2159390151500702,0.18425606191158295,0.1826142966747284
hulu,0.24576015770435333,0.30071619153022766,0.35186028480529785,0.26372939348220825,0.17542731761932373,0.2038281112909317,0.17969085276126862,0.1874602735042572,0.20946349203586578,0.20991778373718262,0.28307679295539856,0.4082038104534149,0.2839592397212982,0.2140095978975296
(,0.33289089798927307,0.13113468885421753,0.13315561413764954,0.13179703056812286,0.35393038392066956,0.3206180930137634,0.2208257019519806,0.21851052343845367,0.35032153129577637,0.2411840260028839,0.2355823516845703,0.15979774296283722,0.13752473890781403,0.40561532974243164
as,0.48381632566452026,0.2184535413980484,0.2626339793205261,0.18860384821891785,0.43216490745544434,0.39550232887268066,0.2563304007053375,0.16249506175518036,0.3886612355709076,0.31749409437179565,0.15381282567977905,0.22415544092655182,0.21829554438591003,0.27043893933296204
part,0.527681291103363,0.15606620907783508,0.1760566532611847,0.2390178143978119,0.4582172930240631,0.3994528353214264,1.0,0.1622793972492218,0.452393114566803,0.3476244807243347,0.24547553062438965,0.196845144033432,0.18767324090003967,0.08557961881160736
of,0.733189046382904,0.21986570954322815,0.19926400482654572,0.20467796921730042,0.4854315221309662,0.5052502155303955,0.452393114566803,0.1597081422805786,1.0,0.33290785551071167,0.2011662721633911,0.2159390151500702,0.18425606191158295,0.1826142966747284
a,0.5829201340675354,0.23267912864685059,0.21907898783683777,0.22037413716316223,0.658733606338501,1.0,0.3994528353214264,0.24004080891609192,0.5052502155303955,0.3320399522781372,0.2445567399263382,0.2633991539478302,0.23104366660118103,0.23916715383529663
consortium,0.21173879504203796,0.19223777949810028,0.18246787786483765,0.3324289321899414,0.19807057082653046,0.1981150507926941,0.2035287618637085,0.1519184708595276,0.2307795137166977,0.15345516800880432,0.21607521176338196,0.2806313633918762,0.4186308681964874,0.12730471789836884
that,0.5473989248275757,0.177200049161911,0.20073425769805908,0.22723333537578583,0.3995479643344879,0.47537946701049805,0.37747326493263245,0.18439500033855438,0.41498205065727234,0.6297725439071655,0.251380056142807,0.26003655791282654,0.24765339493751526,0.32716336846351624
includes,0.3388250470161438,0.1958000510931015,0.17959123849868774,0.12074201554059982,0.4033885896205902,0.25086286664009094,0.38102373480796814,0.13668598234653473,0.4359378218650818,0.17138352990150452,0.09105600416660309,0.29126524925231934,0.23063626885414124,0.14011523127555847
",",0.4933079481124878,0.19253113865852356,0.2132069319486618,0.2697763442993164,0.4691906273365021,0.427140474319458,0.3376222252845764,0.22101753950119019,0.4946078956127167,0.3087472915649414,0.283483624458313,0.2369975447654724,0.2389259785413742,0.31091248989105225
among,0.3507058024406433,0.16114448010921478,0.14953061938285828,0.07454272359609604,0.21956473588943481,0.1789381206035614,0.15127453207969666,0.0737452432513237,0.3679063022136688,0.21154822409152985,0.1635599285364151,0.1678909808397293,0.08098458498716354,0.14343059062957764
other,0.44152235984802246,0.1604631096124649,0.192842036485672,0.19750505685806274,0.25895947217941284,0.2806335389614105,0.25873222947120667,0.13240911066532135,0.38583824038505554,0.341873437166214,0.19319215416908264,0.3039899468421936,0.19713094830513,0.24682199954986572
parties,0.2535073459148407,0.09746360778808594,0.11454290896654129,0.20310544967651367,0.18434752523899078,0.2509554326534271,0.216694638133049,0.09634795784950256,0.2394237220287323,0.21181418001651764,0.17314760386943817,0.17005674540996552,0.14698243141174316,0.16949701309204102
",",0.4933079481124878,0.19253113865852356,0.2132069319486618,0.2697763442993164,0.4691906273365021,0.427140474319458,0.3376222252845764,0.22101753950119019,0.4946078956127167,0.3087472915649414,0.283483624458313,0.2369975447654724,0.2389259785413742,0.31091248989105225
the,1.0,0.2561357319355011,0.24980762600898743,0.26591673493385315,0.5823672413825989,0.5829201340675354,0.527681291103363,0.22181597352027893,0.733189046382904,0.42745697498321533,0.2821354568004608,0.25890758633613586,0.22661015391349792,0.22068053483963013
